,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,1,2
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,110,53,163
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,10,2,12
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,4,8,12
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,3,1,4
TOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,0,1,1
TOLATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,2,4,6
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,2,0,2
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,5,0,5
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,0,2,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,5,6
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,13,4,17
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-03-01,3,2,5
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,1,3
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,2,4
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,6,10
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
CARIPUYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
CHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,3,6
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,1,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,31,13,44
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,2,4
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,3,4
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,30,16,46
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,5,0,5
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,1,4
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,0,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,1,5
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,46,17,63
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,1,4
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,0,4
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
MOJOCOYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,7,8,15
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,5,9
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,2,2
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,1,4
POCOATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
POCONA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,64,25,89
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,0,3
PUERTO CARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
PUERTO RICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,5,5,10
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,4,4
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,3,7
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,7,1,8
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,1,3
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,80,68,148
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,1,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,6,5,11
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,7,3,10
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,2,4
TOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,5,5,10
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,1,4
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,2,2,4
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,6,4,10
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,4,4,8
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,3,6,9
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-04-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
ANCORAIMES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
CALAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,0,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,9,4,13
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
CARIPUYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,4,5
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,3,1,4
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,30,9,39
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,0,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,23,24,47
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,2,2
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,3,1,4
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,3,1,4
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,1,3
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,42,18,60
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,1,3
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,2,3
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,6,2,8
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,4,6,10
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
PAZÑA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,69,21,90
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,5,4,9
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,3,3,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,5,6,11
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,2,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,2,0,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,5,2,7
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,71,55,126
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
SORACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,6,4,10
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,5,5,10
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,5,1,6
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
VILA VILA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,3,6,9
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,6,3,9
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,6,3,9
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,1,3
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,0,3
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,3,6
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,8,6,14
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
CHACARILLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
CHUA COCANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,0,3
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,4,7
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,13,13,26
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,4,0,4
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,21,14,35
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,2,4
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
GUAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,5,2,7
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,2,4
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,28,23,51
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,0,3
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,2,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,11,6,17
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,0,3
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,6,5,11
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
