,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,11,4,15
COLOMI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
CULPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,16,6,22
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,2,2,4
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,23,15,38
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,1,2
MOROCHATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,3,1,4
PAZÑA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,6,4,10
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,2,3
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,20,9,29
SORACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,3,0,3
TACOBAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,2,0,2
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,1,3,4
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-09-01,2,0,2
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
CHUMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,10,8,18
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,11,10,21
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,2,0,2
IXIAMAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,32,11,43
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,3,2,5
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,12,10,22
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,1,2
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,2,3,5
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,4,0,4
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,2,3
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,2,2,4
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
VITICHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,3,0,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-10-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,10,7,17
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,2,2
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,9,10,19
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,15,8,23
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,3,3
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,2,2
MORO MORO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,2,1,3
POCONA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,7,1,8
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
PUNA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
QUIABAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,3,1,4
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
SAIPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,20,13,33
SAPAHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,3,0,3
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,3,1,4
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,0,2,2
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-11-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
AUCAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,2,1,3
CABEZAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,2,0,2
CHAYANTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,7,5,12
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,8,8,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
HUARINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,1,2
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,34,13,47
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,2,0,2
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
PORVENIR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
PRESTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,2,0,2
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,3,4
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,2,3
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
SANTA ANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,14,7,21
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,5,3,8
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,1,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,2,0,2
ZUDAÑEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2016-12-01,1,0,1
