,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,26,23,49
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,2,7
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,3,4
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,5,7
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,2,2
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,11,5,16
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,15,14,29
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,9,3,12
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,46,12,58
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,7,8
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,4,7
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,4,12
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,30,23,53
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,43,35,78
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,354,280,634
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,2,4
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,48,12,60
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,2,2
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,2,5
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,1,5
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,3,3
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,9,2,11
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,9,7,16
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,5,8
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,3,4
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,4,6
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,7,22,29
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,61,57,118
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,3,7
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,7,4,11
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,4,7
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,6,6
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,124,75,199
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,4,8
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,3,8
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,11,11,22
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,5,7
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,21,13,34
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,0,3
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,0,4
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,2,5
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,10,16
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,4,7
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,2,6
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,1,4
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,3,6
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,1,7
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,3,7
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,156,59,215
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,6,14
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,0,3
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,2,5
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,2,5
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,21,4,25
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,0,4
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,11,3,14
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,43,48,91
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,8,16
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,10,8,18
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,50,51,101
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,5,11
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,0,2
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,51,44,95
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,4,6
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,2,6
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,39,35,74
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,3,7
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,3,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
SAN AGUSTIN,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,4,5
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,0,2
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,6,8
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,23,23,46
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,12,6,18
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,7,6,13
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,7,2,9
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,0,2
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,7,13
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,2,3
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,25,20,45
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,7,4,11
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,11,10,21
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,9,3,12
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,9,7,16
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,11,19
SAN PEDRO DE QUEMES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,6,14
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,3,8
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,589,483,1072
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,5,10
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,3,3
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,2,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,1,6
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,5,10
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,7,10
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,2,4
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,1,3
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,12,8,20
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,9,12
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,6,11
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,10,4,14
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,135,155,290
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,2,6
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,5,13
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,10,12,22
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,5,7
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,74,64,138
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,8,14,22
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,17,9,26
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,4,5
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,5,11
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,13,2,15
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,11,11,22
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,6,9
TODOS SANTOS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,0,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,6,6
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,2,6
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,9,4,13
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,4,8
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,2,8,10
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,0,4
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,60,34,94
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,22,14,36
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,1,4
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,4,9
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,1,4
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,6,12
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,7,10
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,14,12,26
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,10,6,16
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,22,19,41
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,2,2
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,7,8,15
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,16,14,30
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,5,9,14
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,21,16,37
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,14,8,22
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,0,4
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,65,56,121
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,81,62,143
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,6,4,10
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,0,3
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,56,51,107
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,1,1,2
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,9,9
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,4,3,7
YUNGUYO DE LITORAL,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-04-01,3,5,8
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,2,5
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,9,3,12
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,2,5
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,11,13,24
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,5,4,9
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,5,6
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,1,2
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,1,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,5,2,7
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,2,4
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,5,8
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,5,6,11
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,3,6
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,5,6,11
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,33,9,42
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,0,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,2,4
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,17,11,28
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,4,7
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,6,10
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,1,2
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,1,2
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,0,2
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,13,14,27
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,19,16,35
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,2,3
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,9,9,18
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,8,5,13
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,3,5
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,3,3
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,2,6
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,9,10,19
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,17,9,26
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,10,5,15
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,1,2
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,3,3
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,89,61,150
CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,1,2
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,2,5
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,0,4
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,2,5
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,6,5,11
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,6,8
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,8,7,15
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,8,10
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,10,10,20
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,1,1
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
CHUA COCANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,22,11,33
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,6,2,8
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,6,6,12
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,7,12,19
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,37,16,53
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,5,9
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,189,129,318
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,18,24,42
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,5,8
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,2,4
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,13,11,24
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,3,3
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,6,9
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,11,5,16
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,5,11,16
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,9,9,18
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,8,9,17
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,10,15,25
CRUZ DE MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,12,22,34
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,1,3
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,9,14,23
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,1,1
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,0,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,201,225,426
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,1,2
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,2,5
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,7,14,21
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,40,28,68
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,8,19,27
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,23,10,33
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,3,5
EUREKA (SANTOS MERCADO),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,3,5
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,6,2,8
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,0,3
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,21,6,27
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,16,10,26
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,1,5
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,4,7
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,2,5
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,28,14,42
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,0,2
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,0,2,2
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,3,0,3
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,2,6,8
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,4,7,11
INGAVI (HUMAITA),tuberculosis y lepra,n de sintomaticos respiratorios,2016-05-01,1,0,1
