,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,5,6
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,0,1,1
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,2,0,2
PORCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,0,3,3
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,1,2
PUERTO CARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,3,0,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,2,3,5
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,15,11,26
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,2,3
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
SICAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,2,0,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,2,1,3
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,2,3
VILLAZON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,4,1,5
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,2,2
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
CARAPARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,4,4
CHUMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
CKOCHAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,3,5
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,1,3
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,2,3
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,3,4
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,2,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,3,0,3
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,2,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,5,7
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,5,2,7
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,23,21,44
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,3,1,4
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,1,2
UYUNI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,4,2,6
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,2,0,2
YOTALA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-07-01,0,1,1
ARQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,1,2
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,2,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,1,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,0,3
COCAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,4,1,5
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,1,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,6,4,10
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,1,3
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,4,1,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,3,6
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,2,3
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,1,4
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,1,4
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,5,1,6
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,3,1,4
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,1,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,20,23,43
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,1,0,1
TACACOMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,3,3
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,0,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,8,7,15
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,0,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,2,1,3
YOTALA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,0,2
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,3,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,3,5
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,2,4
COLPA BELGICA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,6,3,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,5,1,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,3,1,4
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,9,5,14
LA RIVERA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,0,2
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,3,0,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,4,0,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,3,4
PADCAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,6,2,8
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,3,2,5
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
SAN ANDRES DE MACHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,3,1,4
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,2,2
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,23,15,38
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,2,0,2
SICAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,2,3
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,3,2,5
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,3,3
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,1,2
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,1,1,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,3,1,4
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-09-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,3,3
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,1,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,6,3,9
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,3,0,3
COCAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,3,5
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,1,3
CULPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,3,4
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,3,5,8
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,3,2,5
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
HUANUNI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,3,4,7
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
LAS CARRERAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,4,2,6
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,2,2
POJO (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,2,3
SACACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,3,1,4
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,17,10,27
SANTIAGO DE HUARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
SENA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,4,1,5
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,3,5
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-10-01,2,0,2
ARQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,3,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,3,2,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,4,3,7
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
COMARAPA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,6,3,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,3,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,2,2
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
LURIBAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,2,0,2
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,2,3
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
PADILLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
PASORAPA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,2,1,3
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,4,0,4
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,2,2,4
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,5,1,6
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,3,1,4
SAN BENITO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,3,1,4
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
