,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,6,5,11
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,6,5,11
PUNA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,1,2
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,4,2,6
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,2,3,5
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,8,1,9
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,73,56,129
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,0,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,2,1,3
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,6,4,10
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,1,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,9,3,12
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,1,2
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,0,1
TUPIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,2,2
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,2,2,4
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,4,3,7
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,5,4,9
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,4,6,10
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-04-01,0,1,1
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
AYATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,2,5
CALAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,0,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,14,1,15
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,4,1,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,3,5
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,2,4
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,20,9,29
COLPA BELGICA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,0,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,1,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,2,4
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,1,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,25,24,49
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,1,4
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,2,2
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,22,6,28
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,2,3
MACHACAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,7,2,9
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,6,4,10
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
PAZÑA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,5,4,9
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,3,6
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,3,6
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,2,4
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,2,3
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,0,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,82,53,135
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,6,4,10
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,4,6,10
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,2,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,1,2
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,3,1,4
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,4,7,11
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,5,2,7
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,6,4,10
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,4,0,4
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,7,7,14
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,5,0,5
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,4,3,7
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,8,9,17
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,5,0,5
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,4,6
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,19,10,29
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,2,5
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,0,1,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,5,1,6
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,2,5
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,16,7,23
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,1,4
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,2,3
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,8,4,12
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,0,3
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,6,5,11
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,2,4
POOPO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,2,5
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,9,5,14
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,6,2,8
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,2,5
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,1,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,3,6
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,69,34,103
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,2,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,10,8,18
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,0,1
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,1,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,7,0,7
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,3,2,5
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,1,2
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,4,0,4
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,3,4
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,4,0,4
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,2,2,4
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,4,2,6
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,1,1,2
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-06-01,8,1,9
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,5,0,5
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,7,6,13
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,3,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,2,2
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,6,2,8
COCAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,19,11,30
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,2,2
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,5,1,6
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,3,4
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,3,4
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,17,8,25
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,1,4
EUCALIPTUS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,2,2
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,5,0,5
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,5,2,7
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,7,2,9
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,12,9,21
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,9,5,14
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,0,3
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,0,3
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,4,7
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,6,9
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,6,5,11
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,7,3,10
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,2,0,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,5,3,8
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,2,2,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,96,63,159
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,2,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,1,4
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,7,1,8
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,0,3
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,0,2,2
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,3,2,5
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,1,2
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,1,1,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,6,6,12
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,4,3,7
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-07-01,4,7,11
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,3,0,3
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,6,1,7
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,3,2,5
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,2,1,3
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,6,5,11
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,1,1,2
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2016-08-01,12,5,17
