,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,4,6
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,3,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,5,1,6
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,3,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,7,5,12
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,5,1,6
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,4,3,7
ESCOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,1,2
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,1,2
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
HUACARETA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,5,2,7
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,1,3
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,1,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
MOJOCOYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,5,8,13
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,1,2
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,0,2
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,2,4
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,0,2
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,4,1,5
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,3,0,3
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,3,1,4
SAMAIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,2,0,2
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,3,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,49,41,90
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
SORACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,8,2,10
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,1,2
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,1,0,1
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,0,3,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,3,3,6
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-05-01,3,1,4
AIQUILE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,5,0,5
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,1,2
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,7,3,10
COLQUECHACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
COPACABANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,4,6
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,4,5,9
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,4,2,6
EL VILLAR,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,3,3,6
FILADELFIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,1,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,3,3,6
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,2,3
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,6,3,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,4,4
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,7,3,10
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
POJO (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,3,4
PUNA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,4,2,6
ROBORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,3,0,3
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,0,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,4,5
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,53,30,83
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,5,2,7
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,2,4
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,1,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,4,3,7
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,4,1,5
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-06-01,1,0,1
ALCALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
AZURDUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,4,5
CKOCHAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,3,2,5
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,1,2
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,2,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,10,7,17
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,3,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,4,1,5
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,3,1,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,5,1,6
LAS CARRERAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,13,4,17
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,4,1,5
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,3,3,6
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,4,3,7
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,2,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,4,0,4
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,1,2
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,3,3,6
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,41,48,89
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,6,1,7
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,7,4,11
UYUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,0,2
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,2,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,2,5,7
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-07-01,1,2,3
ALCALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
AYO AYO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,5,3,8
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,8,3,11
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,2,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,1,4
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,13,6,19
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,4,7
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,2,5
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,0,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,1,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,1,4
LICOMA PAMPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,1,3
MACHACAMARCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,0,2
MECAPACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,0,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,12,6,18
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,5,5,10
PELECHUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,0,2
PUERTO RICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,10,4,14
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,6,2,8
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,4,3,7
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,2,2
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,7,0,7
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,65,34,99
SANTIAGO DE HUATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,2,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,4,2,6
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,0,3
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,1,2
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,4,1,5
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,2,1,3
UYUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,4,2,6
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,3,1,4
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2016-08-01,0,2,2
