,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,1,1,1,2,5
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,0,2,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,2,0,2,0,4
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,2,2,2,2,8
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,4,7,0,2,13
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,4,4,1,2,11
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,2,1,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-02-01,11,5,8,11,35
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,2,0,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,1,0,1,4
ARQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,0,0,0,2
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,5,0,0,6
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,1,0,2
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,1,2
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,2,4,3,12
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,2,2,3,8
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,3,0,2,6
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
CHUMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,5,3,0,0,8
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,1,1,0,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,1,1,1,6
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,67,57,5,10,139
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,2,1,0,6
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,1,0,0,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,6,3,0,1,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,2,2,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,43,48,21,21,133
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,11,0,0,13
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,0,0,0,3
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,2,2,0,7
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,1,0,0,2
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,2,3,5
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,2,1,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,9,2,3,7,21
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,54,49,15,25,143
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,7,5,12
LLICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,2,2,0,4
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,9,8,1,2,20
OCURI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,4,5,9
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,17,12,0,2,31
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,19,25,45
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,1,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,2,2,1,7
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,61,62,123
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,1,2
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,10,0,0,10
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,5,3,0,0,8
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,9,6,12,14,41
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,1,4,1,9
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,4,24,24,15,67
QUIME,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,5,5,11
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,12,17,2,0,31
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,3,2,4,11
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,8,8,2,3,21
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,0,0,0,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,10,6,4,1,21
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,1,0,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,3,0,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,2,4,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,4,0,1,1,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,2,3,1,6
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,3,5,0,0,8
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,5,1,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,93,88,5,6,192
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,3,2,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,3,1,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,4,1,1,6
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,6,2,0,1,9
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,7,5,4,4,20
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,2,0,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,1,0,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
TOCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,1,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,2,1,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,5,2,1,2,10
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
VACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,3,4,1,10
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,4,1,4,2,11
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,1,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,0,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,2,2,5
VITICHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,1,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,5,7,0,0,12
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,2,2,1,0,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,0,0,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-03-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,2,0,0,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,2,1,0,4
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,10,11
AYO AYO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,2,2
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,2,0,0,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,1,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,3,2,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,4,3,4,6,17
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,2,1,4
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,2,0,0,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,3,1,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,3,4,1,10
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,3,2,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,3,2,0,0,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,0,0,2,4
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,44,34,4,6,88
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,2,0,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,1,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,3,6,4,14
COMBAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,2,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,2,3,2,8
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,2,7,10
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,4,6,0,1,11
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,0,2,1,5
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,30,42,28,27,127
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,2,1,5
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,2,0,3,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,2,1,1,6
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,2,3
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,25,25,0,0,50
ICHOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,3,3,1,8
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,42,46,13,10,111
LAJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,5,0,0,7
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,2,3,5
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,1,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,7,8,1,2,18
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,2,0,0,4
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,2,2,5
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,15,26,7,11,59
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,22,25,48
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,2,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,2,0,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,2,0,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,7,6,4,3,20
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,1,0,0,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,3,2,2,0,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,3,2,2,8
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,4,2,0,0,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,3,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,2,3,7
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,8,8,5,4,25
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,4,4,1,0,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
