,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
GUAQUI,consulta externa,menores de 6 meses,2021-03-01,2,0,2,2,4,2,6
GUAYARAMERIN,consulta externa,menores de 6 meses,2021-03-01,85,61,1,1,86,62,148
GUTIERREZ,consulta externa,menores de 6 meses,2021-03-01,55,46,6,5,61,51,112
HUACARETA,consulta externa,menores de 6 meses,2021-03-01,21,9,5,6,26,15,41
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2021-03-01,2,5,1,1,3,6,9
HUANUNI,consulta externa,menores de 6 meses,2021-03-01,49,44,0,2,49,46,95
HUARACAJE,consulta externa,menores de 6 meses,2021-03-01,2,4,2,2,4,6,10
HUARINA,consulta externa,menores de 6 meses,2021-03-01,4,1,3,3,7,4,11
HUATAJATA,consulta externa,menores de 6 meses,2021-03-01,0,1,5,0,5,1,6
HUAYLLAMARCA,consulta externa,menores de 6 meses,2021-03-01,3,2,2,0,5,2,7
HUMANATA,consulta externa,menores de 6 meses,2021-03-01,2,2,3,2,5,4,9
ICHOCA,consulta externa,menores de 6 meses,2021-03-01,16,11,0,0,16,11,27
ICLA,consulta externa,menores de 6 meses,2021-03-01,18,14,6,1,24,15,39
INCAHUASI,consulta externa,menores de 6 meses,2021-03-01,40,29,0,0,40,29,69
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2021-03-01,5,3,0,0,5,3,8
INQUISIVI,consulta externa,menores de 6 meses,2021-03-01,22,12,0,1,22,13,35
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2021-03-01,63,46,10,1,73,47,120
IXIAMAS,consulta externa,menores de 6 meses,2021-03-01,30,50,2,0,32,50,82
JESUS DE MACHACA,consulta externa,menores de 6 meses,2021-03-01,29,14,14,12,43,26,69
LA ASUNTA,consulta externa,menores de 6 meses,2021-03-01,175,171,2,7,177,178,355
LA GUARDIA,consulta externa,menores de 6 meses,2021-03-01,314,262,128,133,442,395,837
LA PAZ,consulta externa,menores de 6 meses,2021-03-01,1793,1753,679,676,2472,2429,4901
LAGUNILLAS,consulta externa,menores de 6 meses,2021-03-01,25,38,3,1,28,39,67
LAJA,consulta externa,menores de 6 meses,2021-03-01,15,15,0,4,15,19,34
LAS CARRERAS,consulta externa,menores de 6 meses,2021-03-01,1,2,0,0,1,2,3
LICOMA PAMPA,consulta externa,menores de 6 meses,2021-03-01,4,2,0,0,4,2,6
LLALLAGUA,consulta externa,menores de 6 meses,2021-03-01,133,91,8,9,141,100,241
LLICA,consulta externa,menores de 6 meses,2021-03-01,1,4,0,0,1,4,5
LORETO,consulta externa,menores de 6 meses,2021-03-01,5,3,1,0,6,3,9
LURIBAY,consulta externa,menores de 6 meses,2021-03-01,19,25,2,3,21,28,49
MACHACAMARCA,consulta externa,menores de 6 meses,2021-03-01,4,11,2,6,6,17,23
MACHARETI,consulta externa,menores de 6 meses,2021-03-01,11,10,0,0,11,10,21
MAGDALENA,consulta externa,menores de 6 meses,2021-03-01,11,11,1,2,12,13,25
MAIRANA,consulta externa,menores de 6 meses,2021-03-01,22,20,4,0,26,20,46
MALLA,consulta externa,menores de 6 meses,2021-03-01,6,3,0,0,6,3,9
MAPIRI,consulta externa,menores de 6 meses,2021-03-01,41,37,1,1,42,38,80
MECAPACA,consulta externa,menores de 6 meses,2021-03-01,19,15,0,1,19,16,35
MINEROS,consulta externa,menores de 6 meses,2021-03-01,17,19,3,0,20,19,39
MIZQUE,consulta externa,menores de 6 meses,2021-03-01,52,30,12,10,64,40,104
MOCOMOCO,consulta externa,menores de 6 meses,2021-03-01,20,16,7,6,27,22,49
MOJINETE,consulta externa,menores de 6 meses,2021-03-01,1,1,1,0,2,1,3
MOJOCOYA,consulta externa,menores de 6 meses,2021-03-01,10,6,7,4,17,10,27
MONTEAGUDO,consulta externa,menores de 6 meses,2021-03-01,75,60,22,17,97,77,174
MONTERO,consulta externa,menores de 6 meses,2021-03-01,564,489,79,65,643,554,1197
MORO MORO,consulta externa,menores de 6 meses,2021-03-01,3,3,0,0,3,3,6
MOROCHATA,consulta externa,menores de 6 meses,2021-03-01,8,8,0,0,8,8,16
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2021-03-01,8,0,0,0,8,0,8
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2021-03-01,2,0,4,2,6,2,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2021-03-01,1,4,2,1,3,5,8
OCURI,consulta externa,menores de 6 meses,2021-03-01,18,20,1,0,19,20,39
OKINAWA,consulta externa,menores de 6 meses,2021-03-01,17,6,5,4,22,10,32
OMEREQUE,consulta externa,menores de 6 meses,2021-03-01,19,7,2,0,21,7,28
ORURO,consulta externa,menores de 6 meses,2021-03-01,753,782,229,232,982,1014,1996
PADCAYA,consulta externa,menores de 6 meses,2021-03-01,44,43,11,9,55,52,107
PADILLA,consulta externa,menores de 6 meses,2021-03-01,16,23,1,1,17,24,41
PAILON,consulta externa,menores de 6 meses,2021-03-01,79,58,12,6,91,64,155
PALCA,consulta externa,menores de 6 meses,2021-03-01,28,25,0,0,28,25,53
PALOS BLANCOS,consulta externa,menores de 6 meses,2021-03-01,62,62,5,11,67,73,140
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2021-03-01,3,5,0,0,3,5,8
PAMPA GRANDE,consulta externa,menores de 6 meses,2021-03-01,6,9,2,0,8,9,17
PAPEL PAMPA,consulta externa,menores de 6 meses,2021-03-01,4,6,0,0,4,6,10
PASORAPA,consulta externa,menores de 6 meses,2021-03-01,7,6,0,0,7,6,13
PATACAMAYA,consulta externa,menores de 6 meses,2021-03-01,77,52,2,0,79,52,131
PAZÑA,consulta externa,menores de 6 meses,2021-03-01,6,8,0,0,6,8,14
PELECHUCO,consulta externa,menores de 6 meses,2021-03-01,21,17,4,1,25,18,43
POCOATA,consulta externa,menores de 6 meses,2021-03-01,21,19,0,0,21,19,40
POCONA,consulta externa,menores de 6 meses,2021-03-01,23,13,0,1,23,14,37
POJO (CBBA),consulta externa,menores de 6 meses,2021-03-01,11,23,4,2,15,25,40
POOPO,consulta externa,menores de 6 meses,2021-03-01,4,8,1,0,5,8,13
PORCO,consulta externa,menores de 6 meses,2021-03-01,16,13,0,0,16,13,29
POROMA,consulta externa,menores de 6 meses,2021-03-01,30,14,1,0,31,14,45
PORONGO,consulta externa,menores de 6 meses,2021-03-01,24,30,0,2,24,32,56
PORTACHUELO,consulta externa,menores de 6 meses,2021-03-01,29,34,3,0,32,34,66
PORVENIR,consulta externa,menores de 6 meses,2021-03-01,9,5,1,0,10,5,15
POSTRER VALLE,consulta externa,menores de 6 meses,2021-03-01,2,1,0,1,2,2,4
POTOSI,consulta externa,menores de 6 meses,2021-03-01,838,840,89,109,927,949,1876
PRESTO,consulta externa,menores de 6 meses,2021-03-01,17,14,1,0,18,14,32
PUCARA,consulta externa,menores de 6 meses,2021-03-01,1,1,0,0,1,1,2
PUCARANI,consulta externa,menores de 6 meses,2021-03-01,39,46,0,0,39,46,85
PUERTO ACOSTA,consulta externa,menores de 6 meses,2021-03-01,10,7,1,1,11,8,19
PUERTO CARABUCO,consulta externa,menores de 6 meses,2021-03-01,6,6,0,1,6,7,13
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2021-03-01,26,26,9,17,35,43,78
PUERTO PEREZ,consulta externa,menores de 6 meses,2021-03-01,4,5,0,0,4,5,9
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2021-03-01,18,11,21,13,39,24,63
PUERTO RICO,consulta externa,menores de 6 meses,2021-03-01,17,16,1,1,18,17,35
PUERTO SILES,consulta externa,menores de 6 meses,2021-03-01,0,4,0,0,0,4,4
PUERTO SUAREZ,consulta externa,menores de 6 meses,2021-03-01,16,16,0,0,16,16,32
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2021-03-01,350,419,47,40,397,459,856
PUNA,consulta externa,menores de 6 meses,2021-03-01,17,22,0,0,17,22,39
PUNATA,consulta externa,menores de 6 meses,2021-03-01,86,84,14,19,100,103,203
QUIABAYA,consulta externa,menores de 6 meses,2021-03-01,5,10,1,3,6,13,19
QUILLACOLLO,consulta externa,menores de 6 meses,2021-03-01,439,363,228,170,667,533,1200
QUIME,consulta externa,menores de 6 meses,2021-03-01,5,7,0,1,5,8,13
QUIRUSILLAS,consulta externa,menores de 6 meses,2021-03-01,4,1,0,0,4,1,5
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2021-03-01,14,17,2,0,16,17,33
RAVELO,consulta externa,menores de 6 meses,2021-03-01,15,20,0,0,15,20,35
REYES,consulta externa,menores de 6 meses,2021-03-01,22,17,0,0,22,17,39
RIBERALTA,consulta externa,menores de 6 meses,2021-03-01,414,392,41,26,455,418,873
ROBORE,consulta externa,menores de 6 meses,2021-03-01,15,16,2,2,17,18,35
RURRENABAQUE,consulta externa,menores de 6 meses,2021-03-01,41,50,0,3,41,53,94
SABAYA,consulta externa,menores de 6 meses,2021-03-01,5,4,1,1,6,5,11
SACABA,consulta externa,menores de 6 meses,2021-03-01,582,620,111,114,693,734,1427
SACABAMBA,consulta externa,menores de 6 meses,2021-03-01,4,5,2,0,6,5,11
SACACA,consulta externa,menores de 6 meses,2021-03-01,30,32,0,0,30,32,62
SAIPINA,consulta externa,menores de 6 meses,2021-03-01,6,11,0,0,6,11,17
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2021-03-01,19,11,0,0,19,11,30
SAMAIPATA,consulta externa,menores de 6 meses,2021-03-01,9,4,8,3,17,7,24
SAN AGUSTIN,consulta externa,menores de 6 meses,2021-03-01,1,6,0,0,1,6,7
SAN ANDRES,consulta externa,menores de 6 meses,2021-03-01,30,21,3,1,33,22,55
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2021-03-01,5,4,2,0,7,4,11
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2021-03-01,3,0,0,0,3,0,3
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2021-03-01,12,19,0,1,12,20,32
SAN BENITO,consulta externa,menores de 6 meses,2021-03-01,10,14,12,9,22,23,45
SAN BORJA,consulta externa,menores de 6 meses,2021-03-01,112,108,33,25,145,133,278
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2021-03-01,25,22,0,0,25,22,47
SAN CARLOS,consulta externa,menores de 6 meses,2021-03-01,41,56,4,9,45,65,110
SAN IGNACIO,consulta externa,menores de 6 meses,2021-03-01,77,52,10,9,87,61,148
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2021-03-01,176,136,7,9,183,145,328
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2021-03-01,9,5,0,0,9,5,14
SAN JAVIER(STC),consulta externa,menores de 6 meses,2021-03-01,11,13,2,1,13,14,27
SAN JOAQUIN,consulta externa,menores de 6 meses,2021-03-01,5,5,0,2,5,7,12
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2021-03-01,38,33,4,8,42,41,83
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2021-03-01,23,19,1,0,24,19,43
SAN JULIAN,consulta externa,menores de 6 meses,2021-03-01,160,136,19,36,179,172,351
SAN LORENZO(PND),consulta externa,menores de 6 meses,2021-03-01,14,14,1,0,15,14,29
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2021-03-01,41,48,3,3,44,51,95
SAN LUCAS,consulta externa,menores de 6 meses,2021-03-01,65,61,2,4,67,65,132
SAN MATIAS,consulta externa,menores de 6 meses,2021-03-01,24,9,1,1,25,10,35
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2021-03-01,19,13,1,0,20,13,33
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2021-03-01,0,3,1,1,1,4,5
SAN PEDRO,consulta externa,menores de 6 meses,2021-03-01,42,52,3,5,45,57,102
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2021-03-01,39,22,0,2,39,24,63
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2021-03-01,12,4,0,0,12,4,16
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2021-03-01,28,37,0,0,28,37,65
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2021-03-01,2,1,0,0,2,1,3
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2021-03-01,9,4,1,1,10,5,15
SAN PEDRO(PND),consulta externa,menores de 6 meses,2021-03-01,4,5,0,0,4,5,9
SAN RAFAEL,consulta externa,menores de 6 meses,2021-03-01,16,13,2,1,18,14,32
SAN RAMON BENI,consulta externa,menores de 6 meses,2021-03-01,9,9,2,1,11,10,21
SAN RAMON SCZ,consulta externa,menores de 6 meses,2021-03-01,0,2,0,1,0,3,3
SANTA ANA,consulta externa,menores de 6 meses,2021-03-01,33,25,48,42,81,67,148
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2021-03-01,4247,3883,1104,1057,5351,4940,10291
SANTA ROSA,consulta externa,menores de 6 meses,2021-03-01,20,22,0,0,20,22,42
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2021-03-01,53,43,3,1,56,44,100
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2021-03-01,5,8,3,2,8,10,18
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2021-03-01,11,11,2,0,13,11,24
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2021-03-01,7,2,0,0,7,2,9
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2021-03-01,1,3,1,0,2,3,5
SANTIVAÑES,consulta externa,menores de 6 meses,2021-03-01,9,11,0,0,9,11,20
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2021-03-01,3,1,1,0,4,1,5
SAPAHAQUI,consulta externa,menores de 6 meses,2021-03-01,14,10,5,0,19,10,29
SENA,consulta externa,menores de 6 meses,2021-03-01,13,11,2,0,15,11,26
SHINAOTA,consulta externa,menores de 6 meses,2021-03-01,125,112,4,4,129,116,245
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2021-03-01,26,35,3,3,29,38,67
SICAYA,consulta externa,menores de 6 meses,2021-03-01,20,4,1,0,21,4,25
SIPE SIPE,consulta externa,menores de 6 meses,2021-03-01,103,108,53,71,156,179,335
SOPACHUY,consulta externa,menores de 6 meses,2021-03-01,23,38,3,1,26,39,65
SORACACHI,consulta externa,menores de 6 meses,2021-03-01,13,16,0,0,13,16,29
SORATA,consulta externa,menores de 6 meses,2021-03-01,52,33,2,3,54,36,90
SUCRE,consulta externa,menores de 6 meses,2021-03-01,816,668,118,122,934,790,1724
TACACHI,consulta externa,menores de 6 meses,2021-03-01,1,5,1,0,2,5,7
TACACOMA,consulta externa,menores de 6 meses,2021-03-01,24,19,2,1,26,20,46
TACOBAMBA,consulta externa,menores de 6 meses,2021-03-01,6,4,0,0,6,4,10
TACOPAYA,consulta externa,menores de 6 meses,2021-03-01,7,4,0,0,7,4,11
TAHUA,consulta externa,menores de 6 meses,2021-03-01,1,0,0,0,1,0,1
TAPACARI,consulta externa,menores de 6 meses,2021-03-01,50,38,1,1,51,39,90
TARABUCO,consulta externa,menores de 6 meses,2021-03-01,57,56,0,3,57,59,116
TARACO,consulta externa,menores de 6 meses,2021-03-01,4,13,0,0,4,13,17
TARATA,consulta externa,menores de 6 meses,2021-03-01,12,12,0,5,12,17,29
TARIJA,consulta externa,menores de 6 meses,2021-03-01,469,491,113,104,582,595,1177
TARVITA,consulta externa,menores de 6 meses,2021-03-01,57,47,1,0,58,47,105
TEOPONTE,consulta externa,menores de 6 meses,2021-03-01,20,23,8,13,28,36,64
TIAHUANACU,consulta externa,menores de 6 meses,2021-03-01,13,12,3,3,16,15,31
TINGUIPAYA,consulta externa,menores de 6 meses,2021-03-01,24,21,0,0,24,21,45
TIPUANI,consulta externa,menores de 6 meses,2021-03-01,20,15,2,1,22,16,38
TIQUIPAYA,consulta externa,menores de 6 meses,2021-03-01,174,219,33,49,207,268,475
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2021-03-01,59,56,31,30,90,86,176
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2021-03-01,4,3,0,0,4,3,7
TOCO,consulta externa,menores de 6 meses,2021-03-01,15,8,4,2,19,10,29
TODOS SANTOS,consulta externa,menores de 6 meses,2021-03-01,0,2,0,1,0,3,3
TOLATA,consulta externa,menores de 6 meses,2021-03-01,25,14,5,8,30,22,52
TOLEDO,consulta externa,menores de 6 meses,2021-03-01,2,4,0,0,2,4,6
TOMAVE,consulta externa,menores de 6 meses,2021-03-01,15,12,1,0,16,12,28
TOMINA,consulta externa,menores de 6 meses,2021-03-01,17,27,0,0,17,27,44
TORO TORO,consulta externa,menores de 6 meses,2021-03-01,13,11,0,0,13,11,24
TOTORA(CBBA),consulta externa,menores de 6 meses,2021-03-01,40,44,3,0,43,44,87
TOTORA(ORR),consulta externa,menores de 6 meses,2021-03-01,12,15,0,4,12,19,31
TRIGAL,consulta externa,menores de 6 meses,2021-03-01,3,5,0,0,3,5,8
TRINIDAD,consulta externa,menores de 6 meses,2021-03-01,501,490,54,69,555,559,1114
TUPIZA,consulta externa,menores de 6 meses,2021-03-01,68,84,37,25,105,109,214
TURCO,consulta externa,menores de 6 meses,2021-03-01,3,0,0,0,3,0,3
UMALA,consulta externa,menores de 6 meses,2021-03-01,6,9,6,5,12,14,26
UNCIA,consulta externa,menores de 6 meses,2021-03-01,29,24,1,1,30,25,55
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2021-03-01,36,35,5,1,41,36,77
URUBICHA,consulta externa,menores de 6 meses,2021-03-01,26,21,1,0,27,21,48
UYUNI,consulta externa,menores de 6 meses,2021-03-01,41,35,8,6,49,41,90
VACAS,consulta externa,menores de 6 meses,2021-03-01,20,16,1,6,21,22,43
VALLEGRANDE,consulta externa,menores de 6 meses,2021-03-01,20,22,6,6,26,28,54
VIACHA,consulta externa,menores de 6 meses,2021-03-01,216,217,28,30,244,247,491
VILA VILA,consulta externa,menores de 6 meses,2021-03-01,15,7,0,0,15,7,22
VILLA CHARCAS,consulta externa,menores de 6 meses,2021-03-01,38,24,2,1,40,25,65
VILLA MONTES,consulta externa,menores de 6 meses,2021-03-01,77,103,5,11,82,114,196
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2021-03-01,6,6,0,0,6,6,12
VILLA RIVERO,consulta externa,menores de 6 meses,2021-03-01,10,26,9,9,19,35,54
VILLA SERRANO,consulta externa,menores de 6 meses,2021-03-01,32,32,0,0,32,32,64
VILLA TUNARI,consulta externa,menores de 6 meses,2021-03-01,486,457,25,30,511,487,998
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2021-03-01,18,13,0,0,18,13,31
VILLAZON,consulta externa,menores de 6 meses,2021-03-01,57,61,8,7,65,68,133
VINTO,consulta externa,menores de 6 meses,2021-03-01,129,134,37,31,166,165,331
VITICHI,consulta externa,menores de 6 meses,2021-03-01,7,6,0,0,7,6,13
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2021-03-01,4,0,0,0,4,0,4
WARNES,consulta externa,menores de 6 meses,2021-03-01,276,193,14,10,290,203,493
YACO,consulta externa,menores de 6 meses,2021-03-01,26,16,2,4,28,20,48
YACUIBA,consulta externa,menores de 6 meses,2021-03-01,196,204,22,28,218,232,450
YAMPARAEZ,consulta externa,menores de 6 meses,2021-03-01,11,9,0,0,11,9,20
YANACACHI,consulta externa,menores de 6 meses,2021-03-01,7,12,0,0,7,12,19
YAPACANI,consulta externa,menores de 6 meses,2021-03-01,157,147,94,36,251,183,434
YOCALLA,consulta externa,menores de 6 meses,2021-03-01,8,3,0,0,8,3,11
YOTALA,consulta externa,menores de 6 meses,2021-03-01,12,25,12,17,24,42,66
YUNCHARA,consulta externa,menores de 6 meses,2021-03-01,21,24,0,1,21,25,46
YUNGUYO DE LITORAL,consulta externa,menores de 6 meses,2021-03-01,3,1,0,0,3,1,4
ZUDAÑEZ,consulta externa,menores de 6 meses,2021-03-01,13,9,2,1,15,10,25
ACACIO,consulta externa,menores de 6 meses,2021-04-01,2,9,0,0,2,9,11
ACHACACHI,consulta externa,menores de 6 meses,2021-04-01,108,107,8,20,116,127,243
ACHOCALLA,consulta externa,menores de 6 meses,2021-04-01,60,25,2,1,62,26,88
AIQUILE,consulta externa,menores de 6 meses,2021-04-01,24,28,2,1,26,29,55
ALALAY,consulta externa,menores de 6 meses,2021-04-01,1,2,2,0,3,2,5
ALCALA,consulta externa,menores de 6 meses,2021-04-01,7,5,0,0,7,5,12
ALTO BENI,consulta externa,menores de 6 meses,2021-04-01,33,28,0,0,33,28,61
ANCORAIMES,consulta externa,menores de 6 meses,2021-04-01,4,3,1,0,5,3,8
ANDAMARCA,consulta externa,menores de 6 meses,2021-04-01,6,1,1,0,7,1,8
ANTEQUERA,consulta externa,menores de 6 meses,2021-04-01,3,0,0,0,3,0,3
ANZALDO,consulta externa,menores de 6 meses,2021-04-01,17,8,4,2,21,10,31
APOLO,consulta externa,menores de 6 meses,2021-04-01,44,53,42,18,86,71,157
ARAMPAMPA,consulta externa,menores de 6 meses,2021-04-01,1,5,0,0,1,5,6
ARANI,consulta externa,menores de 6 meses,2021-04-01,9,7,0,0,9,7,16
ARBIETO,consulta externa,menores de 6 meses,2021-04-01,66,58,7,4,73,62,135
ARQUE,consulta externa,menores de 6 meses,2021-04-01,18,22,1,1,19,23,42
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2021-04-01,74,37,5,1,79,38,117
ATOCHA,consulta externa,menores de 6 meses,2021-04-01,19,28,2,1,21,29,50
AUCAPATA,consulta externa,menores de 6 meses,2021-04-01,19,14,1,0,20,14,34
AYATA,consulta externa,menores de 6 meses,2021-04-01,10,15,0,0,10,15,25
AYO AYO,consulta externa,menores de 6 meses,2021-04-01,7,5,14,2,21,7,28
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2021-04-01,49,57,1,0,50,57,107
AZURDUY,consulta externa,menores de 6 meses,2021-04-01,41,26,1,0,42,26,68
BATALLAS,consulta externa,menores de 6 meses,2021-04-01,10,17,2,2,12,19,31
BAURES,consulta externa,menores de 6 meses,2021-04-01,11,12,0,1,11,13,24
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2021-04-01,0,1,0,0,0,1,1
BELEN DE URMIRI,consulta externa,menores de 6 meses,2021-04-01,1,1,0,0,1,1,2
BELLA FLOR,consulta externa,menores de 6 meses,2021-04-01,5,3,2,4,7,7,14
BERMEJO,consulta externa,menores de 6 meses,2021-04-01,119,119,17,7,136,126,262
BETANZOS,consulta externa,menores de 6 meses,2021-04-01,34,28,0,0,34,28,62
BOLIVAR,consulta externa,menores de 6 meses,2021-04-01,7,3,0,0,7,3,10
BOLPEBRA,consulta externa,menores de 6 meses,2021-04-01,0,3,0,0,0,3,3
BOYUIBE,consulta externa,menores de 6 meses,2021-04-01,3,1,1,0,4,1,5
BUENA VISTA,consulta externa,menores de 6 meses,2021-04-01,19,16,0,1,19,17,36
CABEZAS,consulta externa,menores de 6 meses,2021-04-01,52,46,3,3,55,49,104
CAIROMA,consulta externa,menores de 6 meses,2021-04-01,33,26,2,2,35,28,63
"CAIZA ""D""",consulta externa,menores de 6 meses,2021-04-01,18,11,0,0,18,11,29
CAJUATA,consulta externa,menores de 6 meses,2021-04-01,52,32,7,6,59,38,97
CALACOTO,consulta externa,menores de 6 meses,2021-04-01,1,7,1,0,2,7,9
CALAMARCA,consulta externa,menores de 6 meses,2021-04-01,16,14,1,2,17,16,33
CAMARGO,consulta externa,menores de 6 meses,2021-04-01,28,17,2,9,30,26,56
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2021-04-01,3,2,0,0,3,2,5
CAMIRI,consulta externa,menores de 6 meses,2021-04-01,58,49,35,15,93,64,157
CAPINOTA,consulta externa,menores de 6 meses,2021-04-01,56,61,22,11,78,72,150
CAQUIAVIRI,consulta externa,menores de 6 meses,2021-04-01,9,7,1,1,10,8,18
CARACOLLO,consulta externa,menores de 6 meses,2021-04-01,82,53,5,1,87,54,141
CARANAVI,consulta externa,menores de 6 meses,2021-04-01,140,118,32,27,172,145,317
CARANGAS,consulta externa,menores de 6 meses,2021-04-01,1,1,0,0,1,1,2
CARAPARI,consulta externa,menores de 6 meses,2021-04-01,38,48,2,4,40,52,92
CARIPUYO,consulta externa,menores de 6 meses,2021-04-01,7,7,0,0,7,7,14
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2021-04-01,7,9,2,1,9,10,19
CATACORA,consulta externa,menores de 6 meses,2021-04-01,1,1,0,0,1,1,2
CHACARILLA,consulta externa,menores de 6 meses,2021-04-01,4,0,0,0,4,0,4
CHALLAPATA,consulta externa,menores de 6 meses,2021-04-01,58,59,4,1,62,60,122
CHAQUI,consulta externa,menores de 6 meses,2021-04-01,5,10,0,0,5,10,15
CHARAGUA,consulta externa,menores de 6 meses,2021-04-01,79,63,3,4,82,67,149
CHARAÑA,consulta externa,menores de 6 meses,2021-04-01,0,0,0,1,0,1,1
CHAYANTA,consulta externa,menores de 6 meses,2021-04-01,22,20,0,0,22,20,42
CHIMORE,consulta externa,menores de 6 meses,2021-04-01,160,155,2,1,162,156,318
CHIPAYA,consulta externa,menores de 6 meses,2021-04-01,2,3,0,0,2,3,5
CHOQUE COTA,consulta externa,menores de 6 meses,2021-04-01,2,0,0,0,2,0,2
CHUA COCANI,consulta externa,menores de 6 meses,2021-04-01,1,4,0,0,1,4,5
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2021-04-01,45,45,20,30,65,75,140
CHUMA,consulta externa,menores de 6 meses,2021-04-01,8,13,0,0,8,13,21
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2021-04-01,9,7,0,0,9,7,16
CKOCHAS,consulta externa,menores de 6 meses,2021-04-01,18,23,0,0,18,23,41
CLIZA,consulta externa,menores de 6 meses,2021-04-01,32,35,10,6,42,41,83
COBIJA,consulta externa,menores de 6 meses,2021-04-01,123,83,38,19,161,102,263
COCAPATA,consulta externa,menores de 6 meses,2021-04-01,90,69,0,0,90,69,159
COCHABAMBA,consulta externa,menores de 6 meses,2021-04-01,1776,1707,733,732,2509,2439,4948
COLCAPIRHUA,consulta externa,menores de 6 meses,2021-04-01,61,51,67,57,128,108,236
"COLCHA ""K""",consulta externa,menores de 6 meses,2021-04-01,14,20,0,0,14,20,34
COLLANA,consulta externa,menores de 6 meses,2021-04-01,2,3,0,0,2,3,5
COLOMI,consulta externa,menores de 6 meses,2021-04-01,45,43,6,11,51,54,105
COLPA BELGICA,consulta externa,menores de 6 meses,2021-04-01,19,10,5,1,24,11,35
COLQUECHACA,consulta externa,menores de 6 meses,2021-04-01,28,22,1,0,29,22,51
COLQUENCHA,consulta externa,menores de 6 meses,2021-04-01,8,18,0,8,8,26,34
COLQUIRI,consulta externa,menores de 6 meses,2021-04-01,18,5,0,0,18,5,23
COMANCHE,consulta externa,menores de 6 meses,2021-04-01,2,4,0,1,2,5,7
COMARAPA,consulta externa,menores de 6 meses,2021-04-01,54,51,12,22,66,73,139
COMBAYA,consulta externa,menores de 6 meses,2021-04-01,1,1,0,0,1,1,2
CONCEPCION,consulta externa,menores de 6 meses,2021-04-01,71,67,18,29,89,96,185
COPACABANA,consulta externa,menores de 6 meses,2021-04-01,9,9,0,3,9,12,21
CORIPATA,consulta externa,menores de 6 meses,2021-04-01,58,43,11,6,69,49,118
