,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,56,78,12,10,68,88,156
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,6,2,0,0,6,2,8
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,32,26,7,3,39,29,68
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,15,22,2,0,17,22,39
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,356,295,28,28,384,323,707
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,11,13,0,0,11,13,24
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,35,33,1,1,36,34,70
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,143,129,24,38,167,167,334
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,9,6,0,0,9,6,15
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,1,1,0,0,1,1,2
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,196,158,13,2,209,160,369
YACO,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,17,20,3,1,20,21,41
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,173,182,21,14,194,196,390
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,6,3,0,0,6,3,9
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,13,7,0,0,13,7,20
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,90,87,26,31,116,118,234
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,8,5,0,0,8,5,13
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,13,11,15,15,28,26,54
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,16,17,0,0,16,17,33
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,1,2,0,0,1,2,3
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2021-02-01,9,12,1,0,10,12,22
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,2,2,1,5,3,8
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,51,47,24,19,75,66,141
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,22,16,0,0,22,16,38
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,37,30,7,0,44,30,74
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,4,3,0,6,4,10
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,7,0,0,2,7,9
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,32,25,0,1,32,26,58
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,7,2,0,8,7,15
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,4,0,0,4,4,8
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,2,0,1,6,3,9
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,8,1,0,12,8,20
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,51,38,28,28,79,66,145
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,9,11,0,0,9,11,20
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,15,12,1,0,16,12,28
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,86,73,3,5,89,78,167
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,33,29,7,1,40,30,70
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,93,59,5,2,98,61,159
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,20,34,1,2,21,36,57
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,16,12,1,0,17,12,29
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,12,0,0,6,12,18
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,5,9,2,3,7,12,19
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,83,74,2,3,85,77,162
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,36,35,0,0,36,35,71
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,15,14,4,5,19,19,38
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,21,13,1,0,22,13,35
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,3,0,0,3,3,6
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,2,0,0,2,2,4
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,5,1,2,8,7,15
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,102,90,19,18,121,108,229
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,43,37,2,0,45,37,82
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,11,1,1,14,12,26
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,2,0,0,7,2,9
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,14,0,0,6,14,20
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,37,18,4,1,41,19,60
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,28,38,3,3,31,41,72
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,39,24,0,2,39,26,65
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,11,0,0,13,11,24
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,25,34,0,4,25,38,63
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,5,0,2,3,7,10
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,11,0,0,13,11,24
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,29,21,1,1,30,22,52
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,2,0,0,1,2,3
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,43,31,20,5,63,36,99
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,45,54,5,11,50,65,115
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,8,10,3,0,11,10,21
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,81,60,3,3,84,63,147
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,117,92,45,46,162,138,300
CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,33,69,4,6,37,75,112
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,9,10,0,0,9,10,19
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,8,4,3,17,11,28
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,1,1,1,4,2,6
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,2,0,0,2,2,4
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,42,19,5,1,47,20,67
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,16,14,1,0,17,14,31
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,125,139,6,12,131,151,282
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,0,4,0,2,0,6,6
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,27,32,2,4,29,36,65
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,141,139,3,2,144,141,285
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,6,1,0,4,6,10
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,0,0,0,2,0,2
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,4,0,1,3,5,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,28,35,14,15,42,50,92
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,20,17,0,4,20,21,41
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,4,0,0,11,4,15
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,34,30,0,0,34,30,64
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,63,42,8,7,71,49,120
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,104,63,30,28,134,91,225
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,58,67,2,3,60,70,130
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1542,1514,510,510,2052,2024,4076
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,1,0,0,4,1,5
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,60,65,62,67,122,132,254
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,17,31,0,1,17,32,49
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,0,0,0,3,0,3
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,32,55,12,13,44,68,112
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,13,0,1,11,14,25
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,20,21,0,0,20,21,41
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,24,19,4,0,28,19,47
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,17,0,0,13,17,30
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,2,0,0,3,2,5
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,31,30,9,5,40,35,75
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,0,0,0,6,0,6
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,60,49,9,8,69,57,126
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,3,0,5,7,8,15
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,58,35,2,2,60,37,97
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,16,11,0,1,16,12,28
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,24,23,16,15,40,38,78
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,4,2,3,13,7,20
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,36,43,2,1,38,44,82
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,117,82,5,3,122,85,207
CRUZ DE MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,48,30,7,5,55,35,90
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,1,1,1,4,2,6
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,14,12,6,10,20,22,42
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,20,19,1,1,21,20,41
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,3,0,0,7,3,10
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,2,1,1,4,3,7
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,5,4,7,6,12,10,22
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1634,1542,845,819,2479,2361,4840
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,5,6,0,1,5,7,12
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,31,23,0,1,31,24,55
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,14,19,2,3,16,22,38
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,142,165,116,136,258,301,559
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,12,10,0,1,12,11,23
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,36,34,2,0,38,34,72
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,142,136,24,29,166,165,331
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,0,0,0,1,0,1
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,10,9,2,2,12,11,23
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,5,0,0,7,5,12
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,3,1,0,3,3,6
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,10,6,1,0,11,6,17
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,37,27,15,11,52,38,90
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,10,5,0,0,10,5,15
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,52,41,19,16,71,57,128
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,18,24,12,17,30,41,71
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,24,26,8,11,32,37,69
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,6,1,1,5,7,12
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,62,48,0,3,62,51,113
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,54,48,11,10,65,58,123
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,18,11,8,6,26,17,43
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,0,0,2,3,2,5
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,46,27,4,4,50,31,81
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,13,4,3,15,16,31
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,11,15,10,22,21,43
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,2,4,3,5,5,10
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,0,1,2,5,2,7
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,1,9,1,12,2,14
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,9,16,1,0,10,16,26
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,14,9,4,5,18,14,32
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,39,41,2,2,41,43,84
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,5,0,0,4,5,9
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,29,31,2,0,31,31,62
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,62,56,2,5,64,61,125
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,35,56,2,1,37,57,94
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,12,15,12,28,24,52
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,158,147,8,11,166,158,324
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,243,216,164,110,407,326,733
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1136,1119,456,524,1592,1643,3235
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,28,22,3,1,31,23,54
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,27,19,3,3,30,22,52
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,10,0,0,6,10,16
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,5,0,0,2,5,7
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,92,86,2,2,94,88,182
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,3,4,0,1,3,5,8
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,2,1,2,7,4,11
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,27,17,9,1,36,18,54
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,18,8,4,5,22,13,35
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,12,4,0,0,12,4,16
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,21,12,1,2,22,14,36
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,12,16,5,2,17,18,35
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,4,0,0,4,4,8
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,42,26,3,1,45,27,72
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,19,13,1,2,20,15,35
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,22,30,4,2,26,32,58
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,34,39,12,18,46,57,103
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,18,18,10,2,28,20,48
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,0,1,0,0,0,1,1
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,10,7,0,18,10,28
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,54,54,21,23,75,77,152
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,384,276,55,61,439,337,776
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,2,1,0,8,2,10
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,15,11,0,0,15,11,26
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,7,3,0,0,7,3,10
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,0,1,2,1,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,4,0,4,2,8,10
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,36,20,0,0,36,20,56
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,15,10,3,0,18,10,28
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,20,27,1,3,21,30,51
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,371,352,53,60,424,412,836
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,43,47,8,7,51,54,105
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,22,31,2,2,24,33,57
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,94,69,9,7,103,76,179
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,32,35,0,0,32,35,67
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,72,64,9,10,81,74,155
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,4,0,0,2,4,6
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,5,9,0,0,5,9,14
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,15,15,5,5,20,20,40
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,5,6,0,1,5,7,12
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,42,40,0,0,42,40,82
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,9,0,0,11,9,20
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,32,21,2,7,34,28,62
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,36,27,0,0,36,27,63
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,30,14,1,0,31,14,45
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,19,18,5,4,24,22,46
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,3,0,0,4,3,7
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,23,12,0,0,23,12,35
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,27,23,0,0,27,23,50
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,14,9,3,3,17,12,29
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,39,38,1,0,40,38,78
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,11,4,2,17,13,30
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,2,0,0,1,2,3
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,322,332,23,30,345,362,707
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,14,15,0,0,14,15,29
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,2,0,0,2,2,4
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,47,34,3,0,50,34,84
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,10,16,2,2,12,18,30
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,10,5,0,1,10,6,16
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,28,30,10,8,38,38,76
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,5,0,0,4,5,9
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,45,23,15,19,60,42,102
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,14,12,3,0,17,12,29
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,4,0,0,1,4,5
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,21,15,0,0,21,15,36
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,306,344,41,42,347,386,733
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,21,0,0,11,21,32
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,74,47,18,15,92,62,154
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,6,1,2,0,8,1,9
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,427,348,160,166,587,514,1101
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,10,0,0,11,10,21
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,0,0,0,2,0,2
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,18,19,1,3,19,22,41
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,23,13,0,0,23,13,36
REYES,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,25,24,0,1,25,25,50
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,462,349,49,31,511,380,891
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,25,14,2,1,27,15,42
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,55,36,7,8,62,44,106
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,2,3,2,1,4,4,8
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,340,307,64,78,404,385,789
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,8,8,1,0,9,8,17
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,37,26,0,0,37,26,63
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,11,0,1,11,12,23
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,9,11,0,0,9,11,20
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,17,7,6,18,23,41
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,1,10,0,0,1,10,11
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,20,28,1,4,21,32,53
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,4,7,2,0,6,7,13
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,11,19,1,0,12,19,31
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,22,14,14,9,36,23,59
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,106,117,32,35,138,152,290
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,38,26,3,0,41,26,67
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,53,45,16,4,69,49,118
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,78,79,10,15,88,94,182
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,164,166,11,11,175,177,352
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,15,6,0,1,15,7,22
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,18,11,0,0,18,11,29
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,13,8,1,0,14,8,22
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,63,37,4,8,67,45,112
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2021-03-01,32,31,4,2,36,33,69
