,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,221,193,18,13,239,206,445
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,122,112,7,9,129,121,250
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2021-03-01,91,78,1,0,92,78,170
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,112,86,10,13,122,99,221
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,12,11,2,2,14,13,27
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,56,47,4,0,60,47,107
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,152,114,6,11,158,125,283
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,27,17,0,0,27,17,44
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,286,204,78,38,364,242,606
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,199,161,30,28,229,189,418
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,57,51,8,1,65,52,117
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,180,153,3,10,183,163,346
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,411,362,220,183,631,545,1176
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,213,202,20,12,233,214,447
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,47,57,0,1,47,58,105
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,60,62,16,14,76,76,152
CATACORA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,20,20,11,10,31,30,61
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,14,10,0,0,14,10,24
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,142,153,5,8,147,161,308
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,50,49,0,1,50,50,100
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,537,511,27,24,564,535,1099
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,4,13,3,4,7,17,24
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,119,88,8,3,127,91,218
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,527,554,9,14,536,568,1104
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,5,10,2,0,7,10,17
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,9,7,0,1,9,8,17
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,11,9,0,2,11,11,22
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2021-03-01,148,127,24,18,172,145,317
CHUMA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,65,77,2,2,67,79,146
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,33,33,0,0,33,33,66
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,139,101,2,0,141,101,242
CLIZA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,195,147,25,24,220,171,391
COBIJA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,387,309,69,66,456,375,831
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,321,328,4,6,325,334,659
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,5157,4777,1785,1546,6942,6323,13265
COIPASA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,7,10,4,3,11,13,24
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,232,183,157,153,389,336,725
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2021-03-01,105,114,2,3,107,117,224
COLLANA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,12,13,0,0,12,13,25
COLOMI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,177,185,36,26,213,211,424
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,47,73,5,10,52,83,135
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,106,103,0,1,106,104,210
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,63,62,3,4,66,66,132
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,66,54,3,1,69,55,124
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,5,12,1,0,6,12,18
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,183,189,25,28,208,217,425
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,4,6,1,0,5,6,11
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2021-03-01,186,170,60,43,246,213,459
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,21,21,4,7,25,28,53
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,117,112,8,7,125,119,244
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,40,28,1,1,41,29,70
COROICO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,100,103,30,16,130,119,249
CORQUE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,47,46,5,6,52,52,104
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,204,219,4,7,208,226,434
COTOCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,500,479,17,16,517,495,1012
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,151,132,30,22,181,154,335
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2021-03-01,34,36,6,2,40,38,78
CUEVO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,72,66,27,29,99,95,194
CULPINA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,103,111,6,7,109,118,227
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,9,8,0,0,9,8,17
CURVA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,21,16,2,3,23,19,42
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,7,12,5,8,12,20,32
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,4246,3762,1652,1599,5898,5361,11259
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,29,41,2,0,31,41,72
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2021-03-01,156,207,9,4,165,211,376
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,90,67,6,16,96,83,179
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,670,585,161,200,831,785,1616
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2021-03-01,75,52,0,0,75,52,127
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,201,185,12,5,213,190,403
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,534,535,70,82,604,617,1221
ESCARA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,3,5,0,0,3,5,8
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,38,30,1,4,39,34,73
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,2,2,0,0,2,2,4
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,35,21,0,0,35,21,56
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2021-03-01,20,28,4,6,24,34,58
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2021-03-01,23,25,2,0,25,25,50
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,172,126,30,26,202,152,354
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,97,84,0,0,97,84,181
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,222,218,41,48,263,266,529
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2021-03-01,88,94,23,23,111,117,228
GUANAY,consulta externa,ninos  de 1 a 4 anos,2021-03-01,148,128,36,33,184,161,345
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,14,14,2,2,16,16,32
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2021-03-01,227,238,11,7,238,245,483
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,271,255,28,18,299,273,572
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,120,122,22,24,142,146,288
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,35,26,9,8,44,34,78
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,2,7,0,0,2,7,9
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,163,135,39,15,202,150,352
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,42,33,9,9,51,42,93
HUARINA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,31,25,16,33,47,58,105
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,10,4,13,13,23,17,40
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,22,22,12,6,34,28,62
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,6,6,16,13,22,19,41
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,42,37,0,1,42,38,80
ICLA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,104,100,28,26,132,126,258
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,185,180,2,2,187,182,369
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,30,38,0,2,30,40,70
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,82,86,3,0,85,86,171
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,189,180,18,16,207,196,403
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,136,123,8,4,144,127,271
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,69,70,39,29,108,99,207
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,419,369,21,21,440,390,830
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,799,801,408,395,1207,1196,2403
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,3324,3066,1237,1183,4561,4249,8810
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,2,3,0,0,2,3,5
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,166,155,23,28,189,183,372
LAJA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,65,52,10,6,75,58,133
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,29,25,0,0,29,25,54
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,36,26,0,1,36,27,63
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,351,317,9,12,360,329,689
LLICA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,33,20,3,0,36,20,56
LORETO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,31,35,12,2,43,37,80
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2021-03-01,71,48,10,16,81,64,145
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,33,24,10,9,43,33,76
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,51,62,1,7,52,69,121
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,85,89,6,5,91,94,185
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,87,51,10,9,97,60,157
MALLA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,24,20,0,0,24,20,44
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,177,125,5,12,182,137,319
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,68,72,2,1,70,73,143
MINEROS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,167,157,19,28,186,185,371
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,114,130,40,37,154,167,321
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,68,52,15,12,83,64,147
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,8,14,2,0,10,14,24
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,41,50,7,12,48,62,110
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,231,223,68,83,299,306,605
MONTERO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1398,1256,425,364,1823,1620,3443
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,13,16,1,1,14,17,31
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,66,60,0,1,66,61,127
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,34,29,0,0,34,29,63
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2021-03-01,10,4,5,5,15,9,24
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,16,28,4,5,20,33,53
OCURI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,103,94,1,3,104,97,201
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,92,80,24,17,116,97,213
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,72,73,1,4,73,77,150
ORURO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1598,1464,244,189,1842,1653,3495
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,219,212,17,22,236,234,470
PADILLA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,109,105,1,6,110,111,221
PAILON,consulta externa,ninos  de 1 a 4 anos,2021-03-01,357,294,31,34,388,328,716
PALCA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,102,97,1,0,103,97,200
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,333,347,20,21,353,368,721
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,22,19,0,1,22,20,42
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,38,43,6,4,44,47,91
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,79,42,10,4,89,46,135
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,26,21,2,0,28,21,49
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,145,136,1,0,146,136,282
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,31,29,1,0,32,29,61
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,102,89,10,3,112,92,204
POCOATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,130,132,0,3,130,135,265
POCONA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,109,88,2,1,111,89,200
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,82,65,24,23,106,88,194
POOPO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,19,27,0,0,19,27,46
PORCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,47,50,0,2,47,52,99
POROMA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,158,150,0,0,158,150,308
PORONGO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,131,110,4,9,135,119,254
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,107,166,5,1,112,167,279
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2021-03-01,60,53,12,7,72,60,132
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,11,20,3,5,14,25,39
POTOSI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1205,1079,52,80,1257,1159,2416
PRESTO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,78,102,0,0,78,102,180
PUCARA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,14,13,2,0,16,13,29
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,123,141,16,11,139,152,291
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,45,49,7,8,52,57,109
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,51,51,6,3,57,54,111
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,130,132,20,29,150,161,311
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,18,19,1,0,19,19,38
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,46,55,51,60,97,115,212
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,88,60,4,1,92,61,153
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2021-03-01,7,9,0,0,7,9,16
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,85,85,2,6,87,91,178
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1108,1067,130,130,1238,1197,2435
PUNA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,104,94,1,0,105,94,199
PUNATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,210,178,50,38,260,216,476
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,12,10,5,10,17,20,37
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,916,888,437,376,1353,1264,2617
QUIME,consulta externa,ninos  de 1 a 4 anos,2021-03-01,71,45,6,4,77,49,126
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,14,13,1,1,15,14,29
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,61,57,1,2,62,59,121
RAVELO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,125,96,0,0,125,96,221
REYES,consulta externa,ninos  de 1 a 4 anos,2021-03-01,70,89,0,3,70,92,162
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1086,1008,71,80,1157,1088,2245
ROBORE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,100,106,9,4,109,110,219
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,269,263,15,5,284,268,552
SABAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,19,21,0,2,19,23,42
SACABA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1047,1003,211,237,1258,1240,2498
SACABAMBA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,34,25,2,3,36,28,64
SACACA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,146,143,0,0,146,143,289
SAIPINA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,68,51,5,2,73,53,126
SALINAS DE GARCI MENDOZA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,59,66,5,6,64,72,136
SAMAIPATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,47,58,30,39,77,97,174
SAN AGUSTIN,consulta externa,ninos  de 1 a 4 anos,2021-03-01,31,19,0,0,31,19,50
SAN ANDRES,consulta externa,ninos  de 1 a 4 anos,2021-03-01,160,137,7,15,167,152,319
SAN ANDRES DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,25,25,8,2,33,27,60
SAN ANTONIO DE ESMORUCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,13,9,0,0,13,9,22
SAN ANTONIO DE LOMERIO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,83,76,6,2,89,78,167
SAN BENITO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,67,66,19,33,86,99,185
SAN BORJA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,532,459,88,83,620,542,1162
SAN BUENA VENTURA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,84,96,0,4,84,100,184
SAN CARLOS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,240,182,70,37,310,219,529
SAN IGNACIO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,307,280,51,24,358,304,662
SAN IGNACIO DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,731,700,26,19,757,719,1476
SAN JAVIER(BNI),consulta externa,ninos  de 1 a 4 anos,2021-03-01,21,23,0,0,21,23,44
SAN JAVIER(STC),consulta externa,ninos  de 1 a 4 anos,2021-03-01,25,38,2,3,27,41,68
SAN JOAQUIN,consulta externa,ninos  de 1 a 4 anos,2021-03-01,45,27,1,4,46,31,77
SAN JOSE DE CHIQUITOS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,257,186,22,28,279,214,493
SAN JUAN DE YAPACANI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,153,147,5,4,158,151,309
SAN JULIAN,consulta externa,ninos  de 1 a 4 anos,2021-03-01,600,557,40,42,640,599,1239
SAN LORENZO(PND),consulta externa,ninos  de 1 a 4 anos,2021-03-01,93,106,12,7,105,113,218
SAN LORENZO(TJA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,141,115,5,5,146,120,266
SAN LUCAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,354,305,19,15,373,320,693
SAN MATIAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,91,87,2,1,93,88,181
SAN MIGUEL DE VELASCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,85,95,3,0,88,95,183
SAN PABLO DE LIPEZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,27,23,3,3,30,26,56
SAN PEDRO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,317,270,35,45,352,315,667
SAN PEDRO DE BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,202,176,1,1,203,177,380
SAN PEDRO DE CURAHUARA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,67,57,0,1,67,58,125
SAN PEDRO DE MACHA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,176,148,0,0,176,148,324
SAN PEDRO DE QUEMES,consulta externa,ninos  de 1 a 4 anos,2021-03-01,7,6,3,1,10,7,17
SAN PEDRO DE TIQUINA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,31,19,4,5,35,24,59
SAN PEDRO(PND),consulta externa,ninos  de 1 a 4 anos,2021-03-01,48,39,1,0,49,39,88
SAN RAFAEL,consulta externa,ninos  de 1 a 4 anos,2021-03-01,66,63,6,3,72,66,138
SAN RAMON BENI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,48,54,6,9,54,63,117
SAN RAMON SCZ,consulta externa,ninos  de 1 a 4 anos,2021-03-01,17,10,0,0,17,10,27
SANTA ANA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,73,113,100,56,173,169,342
SANTA CRUZ DE LA SIERRA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,6963,6146,2052,1589,9015,7735,16750
SANTA ROSA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,131,128,6,1,137,129,266
SANTA ROSA DEL SARA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,279,283,7,10,286,293,579
SANTIAGO DE CALLAPA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,25,18,2,4,27,22,49
SANTIAGO DE HUARI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,49,41,6,6,55,47,102
SANTIAGO DE HUATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,17,10,1,2,18,12,30
SANTIAGO DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,15,15,1,3,16,18,34
SANTIVAÑES,consulta externa,ninos  de 1 a 4 anos,2021-03-01,57,52,3,7,60,59,119
SANTUARIO DE QUILLACAS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,23,27,3,1,26,28,54
SAPAHAQUI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,63,46,14,3,77,49,126
SENA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,76,84,4,7,80,91,171
SHINAOTA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,403,394,29,18,432,412,844
SICA SICA (VILLA AROMA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,151,156,12,12,163,168,331
SICAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,37,46,0,0,37,46,83
SIPE SIPE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,299,279,157,159,456,438,894
SOPACHUY,consulta externa,ninos  de 1 a 4 anos,2021-03-01,105,116,13,7,118,123,241
SORACACHI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,45,54,2,2,47,56,103
SORATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,163,137,30,17,193,154,347
SUCRE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1867,1788,320,298,2187,2086,4273
TACACHI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,9,8,2,2,11,10,21
TACACOMA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,93,76,8,4,101,80,181
TACOBAMBA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,42,37,0,0,42,37,79
TACOPAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,51,52,1,2,52,54,106
TAHUA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,16,5,1,0,17,5,22
TAPACARI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,193,208,7,7,200,215,415
TARABUCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,255,240,2,3,257,243,500
TARACO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,28,26,3,1,31,27,58
TARATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,51,44,9,10,60,54,114
TARIJA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,1201,1104,243,237,1444,1341,2785
TARVITA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,281,254,3,2,284,256,540
TEOPONTE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,87,84,31,29,118,113,231
TIAHUANACU,consulta externa,ninos  de 1 a 4 anos,2021-03-01,36,26,10,13,46,39,85
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,100,127,0,0,100,127,227
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2021-03-01,88,87,21,14,109,101,210
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,613,491,88,88,701,579,1280
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2021-03-01,181,131,71,81,252,212,464
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2021-03-01,5,3,0,2,5,5,10
TOCO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,54,47,12,9,66,56,122
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2021-03-01,4,1,0,0,4,1,5
TOLATA,consulta externa,ninos  de 1 a 4 anos,2021-03-01,71,60,17,12,88,72,160
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2021-03-01,11,33,0,3,11,36,47
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2021-03-01,83,90,3,2,86,92,178
