,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2021-04-01,155,164,12,14,167,178,345
CURVA,consulta externa,personas de 60 anos y mas,2021-04-01,40,59,2,2,42,61,103
DESAGUADERO,consulta externa,personas de 60 anos y mas,2021-04-01,128,141,50,48,178,189,367
EL ALTO,consulta externa,personas de 60 anos y mas,2021-04-01,8158,7901,5324,5140,13482,13041,26523
EL CHORO,consulta externa,personas de 60 anos y mas,2021-04-01,176,189,2,0,178,189,367
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2021-04-01,273,210,6,9,279,219,498
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2021-04-01,259,474,12,21,271,495,766
EL TORNO,consulta externa,personas de 60 anos y mas,2021-04-01,1051,1091,434,529,1485,1620,3105
EL VILLAR,consulta externa,personas de 60 anos y mas,2021-04-01,186,222,2,7,188,229,417
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2021-04-01,264,347,88,171,352,518,870
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2021-04-01,597,507,39,32,636,539,1175
ESCARA,consulta externa,personas de 60 anos y mas,2021-04-01,62,66,17,17,79,83,162
ESCOMA,consulta externa,personas de 60 anos y mas,2021-04-01,97,67,92,87,189,154,343
ESMERALDA,consulta externa,personas de 60 anos y mas,2021-04-01,76,104,2,2,78,106,184
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2021-04-01,208,225,1,5,209,230,439
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2021-04-01,18,10,4,5,22,15,37
EXALTACION,consulta externa,personas de 60 anos y mas,2021-04-01,21,37,1,1,22,38,60
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2021-04-01,248,209,111,119,359,328,687
FILADELFIA,consulta externa,personas de 60 anos y mas,2021-04-01,91,73,86,49,177,122,299
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2021-04-01,278,303,28,51,306,354,660
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2021-04-01,213,211,47,48,260,259,519
GUANAY,consulta externa,personas de 60 anos y mas,2021-04-01,112,98,26,35,138,133,271
GUAQUI,consulta externa,personas de 60 anos y mas,2021-04-01,223,221,23,21,246,242,488
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2021-04-01,407,382,18,14,425,396,821
GUTIERREZ,consulta externa,personas de 60 anos y mas,2021-04-01,223,305,48,73,271,378,649
HUACARETA,consulta externa,personas de 60 anos y mas,2021-04-01,223,311,15,35,238,346,584
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2021-04-01,72,103,2,6,74,109,183
HUACHACALLA,consulta externa,personas de 60 anos y mas,2021-04-01,111,143,11,18,122,161,283
HUANUNI,consulta externa,personas de 60 anos y mas,2021-04-01,544,573,94,98,638,671,1309
HUARACAJE,consulta externa,personas de 60 anos y mas,2021-04-01,37,38,28,15,65,53,118
HUARINA,consulta externa,personas de 60 anos y mas,2021-04-01,98,102,162,200,260,302,562
HUATAJATA,consulta externa,personas de 60 anos y mas,2021-04-01,14,20,71,104,85,124,209
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2021-04-01,229,215,9,9,238,224,462
HUMANATA,consulta externa,personas de 60 anos y mas,2021-04-01,23,20,105,89,128,109,237
ICHOCA,consulta externa,personas de 60 anos y mas,2021-04-01,137,95,3,7,140,102,242
ICLA,consulta externa,personas de 60 anos y mas,2021-04-01,127,228,51,102,178,330,508
INCAHUASI,consulta externa,personas de 60 anos y mas,2021-04-01,274,353,7,11,281,364,645
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2021-04-01,12,9,0,0,12,9,21
INQUISIVI,consulta externa,personas de 60 anos y mas,2021-04-01,248,191,10,10,258,201,459
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2021-04-01,374,291,115,135,489,426,915
IXIAMAS,consulta externa,personas de 60 anos y mas,2021-04-01,169,85,11,3,180,88,268
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2021-04-01,230,270,232,247,462,517,979
LA ASUNTA,consulta externa,personas de 60 anos y mas,2021-04-01,393,246,13,21,406,267,673
LA GUARDIA,consulta externa,personas de 60 anos y mas,2021-04-01,961,1049,720,814,1681,1863,3544
LA PAZ,consulta externa,personas de 60 anos y mas,2021-04-01,13750,17991,13943,18852,27693,36843,64536
LA RIVERA,consulta externa,personas de 60 anos y mas,2021-04-01,10,23,0,2,10,25,35
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2021-04-01,140,201,19,38,159,239,398
LAJA,consulta externa,personas de 60 anos y mas,2021-04-01,228,270,199,244,427,514,941
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2021-04-01,86,135,0,0,86,135,221
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2021-04-01,110,109,0,1,110,110,220
LLALLAGUA,consulta externa,personas de 60 anos y mas,2021-04-01,684,856,111,117,795,973,1768
LLICA,consulta externa,personas de 60 anos y mas,2021-04-01,120,122,0,0,120,122,242
LORETO,consulta externa,personas de 60 anos y mas,2021-04-01,31,28,11,9,42,37,79
LURIBAY,consulta externa,personas de 60 anos y mas,2021-04-01,211,193,52,43,263,236,499
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2021-04-01,147,139,30,46,177,185,362
MACHARETI,consulta externa,personas de 60 anos y mas,2021-04-01,199,254,24,26,223,280,503
MAGDALENA,consulta externa,personas de 60 anos y mas,2021-04-01,103,112,64,110,167,222,389
MAIRANA,consulta externa,personas de 60 anos y mas,2021-04-01,102,121,144,171,246,292,538
MALLA,consulta externa,personas de 60 anos y mas,2021-04-01,78,71,1,0,79,71,150
MAPIRI,consulta externa,personas de 60 anos y mas,2021-04-01,247,207,8,25,255,232,487
MECAPACA,consulta externa,personas de 60 anos y mas,2021-04-01,182,154,28,10,210,164,374
MINEROS,consulta externa,personas de 60 anos y mas,2021-04-01,216,223,25,33,241,256,497
MIZQUE,consulta externa,personas de 60 anos y mas,2021-04-01,555,697,190,262,745,959,1704
MOCOMOCO,consulta externa,personas de 60 anos y mas,2021-04-01,370,335,128,145,498,480,978
MOJINETE,consulta externa,personas de 60 anos y mas,2021-04-01,24,39,6,10,30,49,79
MOJOCOYA,consulta externa,personas de 60 anos y mas,2021-04-01,286,359,91,95,377,454,831
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2021-04-01,610,871,90,123,700,994,1694
MONTERO,consulta externa,personas de 60 anos y mas,2021-04-01,2998,2973,748,926,3746,3899,7645
MORO MORO,consulta externa,personas de 60 anos y mas,2021-04-01,30,37,57,91,87,128,215
MOROCHATA,consulta externa,personas de 60 anos y mas,2021-04-01,333,357,33,37,366,394,760
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2021-04-01,36,11,15,8,51,19,70
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2021-04-01,9,14,2,0,11,14,25
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2021-04-01,38,21,8,3,46,24,70
OCURI,consulta externa,personas de 60 anos y mas,2021-04-01,438,474,4,5,442,479,921
OKINAWA,consulta externa,personas de 60 anos y mas,2021-04-01,99,99,96,100,195,199,394
OMEREQUE,consulta externa,personas de 60 anos y mas,2021-04-01,116,143,45,35,161,178,339
ORURO,consulta externa,personas de 60 anos y mas,2021-04-01,5604,6436,3722,4090,9326,10526,19852
PADCAYA,consulta externa,personas de 60 anos y mas,2021-04-01,448,600,119,186,567,786,1353
PADILLA,consulta externa,personas de 60 anos y mas,2021-04-01,357,509,0,0,357,509,866
PAILON,consulta externa,personas de 60 anos y mas,2021-04-01,279,238,52,73,331,311,642
PALCA,consulta externa,personas de 60 anos y mas,2021-04-01,382,353,16,22,398,375,773
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2021-04-01,456,324,117,87,573,411,984
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2021-04-01,90,109,4,7,94,116,210
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2021-04-01,107,122,116,158,223,280,503
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2021-04-01,151,136,68,79,219,215,434
PASORAPA,consulta externa,personas de 60 anos y mas,2021-04-01,173,195,7,5,180,200,380
PATACAMAYA,consulta externa,personas de 60 anos y mas,2021-04-01,248,228,53,55,301,283,584
PAZÑA,consulta externa,personas de 60 anos y mas,2021-04-01,98,158,2,5,100,163,263
PELECHUCO,consulta externa,personas de 60 anos y mas,2021-04-01,114,107,4,7,118,114,232
POCOATA,consulta externa,personas de 60 anos y mas,2021-04-01,784,1056,5,14,789,1070,1859
POCONA,consulta externa,personas de 60 anos y mas,2021-04-01,592,838,11,14,603,852,1455
POJO (CBBA),consulta externa,personas de 60 anos y mas,2021-04-01,165,166,31,41,196,207,403
POOPO,consulta externa,personas de 60 anos y mas,2021-04-01,136,140,14,27,150,167,317
PORCO,consulta externa,personas de 60 anos y mas,2021-04-01,66,89,0,0,66,89,155
POROMA,consulta externa,personas de 60 anos y mas,2021-04-01,679,693,1,9,680,702,1382
PORONGO,consulta externa,personas de 60 anos y mas,2021-04-01,163,161,123,116,286,277,563
PORTACHUELO,consulta externa,personas de 60 anos y mas,2021-04-01,105,89,17,13,122,102,224
PORVENIR,consulta externa,personas de 60 anos y mas,2021-04-01,68,49,85,60,153,109,262
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2021-04-01,52,67,21,24,73,91,164
POTOSI,consulta externa,personas de 60 anos y mas,2021-04-01,2628,3349,693,718,3321,4067,7388
PRESTO,consulta externa,personas de 60 anos y mas,2021-04-01,377,416,16,23,393,439,832
PUCARA,consulta externa,personas de 60 anos y mas,2021-04-01,15,25,59,68,74,93,167
PUCARANI,consulta externa,personas de 60 anos y mas,2021-04-01,431,492,195,224,626,716,1342
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2021-04-01,351,407,6,14,357,421,778
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2021-04-01,201,187,73,68,274,255,529
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2021-04-01,103,88,54,64,157,152,309
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2021-04-01,128,106,47,46,175,152,327
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2021-04-01,112,75,42,40,154,115,269
PUERTO RICO,consulta externa,personas de 60 anos y mas,2021-04-01,136,68,32,21,168,89,257
PUERTO SILES,consulta externa,personas de 60 anos y mas,2021-04-01,9,4,0,0,9,4,13
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2021-04-01,42,49,45,39,87,88,175
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2021-04-01,1019,968,101,108,1120,1076,2196
PUNA,consulta externa,personas de 60 anos y mas,2021-04-01,811,1191,0,4,811,1195,2006
PUNATA,consulta externa,personas de 60 anos y mas,2021-04-01,664,902,838,1189,1502,2091,3593
QUIABAYA,consulta externa,personas de 60 anos y mas,2021-04-01,97,102,5,2,102,104,206
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2021-04-01,2070,2288,1126,1827,3196,4115,7311
QUIME,consulta externa,personas de 60 anos y mas,2021-04-01,189,154,15,18,204,172,376
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2021-04-01,35,52,30,34,65,86,151
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2021-04-01,188,252,20,16,208,268,476
RAVELO,consulta externa,personas de 60 anos y mas,2021-04-01,917,1059,2,1,919,1060,1979
REYES,consulta externa,personas de 60 anos y mas,2021-04-01,254,281,27,45,281,326,607
RIBERALTA,consulta externa,personas de 60 anos y mas,2021-04-01,1180,1127,265,454,1445,1581,3026
ROBORE,consulta externa,personas de 60 anos y mas,2021-04-01,318,317,177,183,495,500,995
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2021-04-01,435,351,193,184,628,535,1163
SABAYA,consulta externa,personas de 60 anos y mas,2021-04-01,121,115,84,86,205,201,406
SACABA,consulta externa,personas de 60 anos y mas,2021-04-01,1802,2278,1326,1526,3128,3804,6932
SACABAMBA,consulta externa,personas de 60 anos y mas,2021-04-01,78,135,17,36,95,171,266
SACACA,consulta externa,personas de 60 anos y mas,2021-04-01,497,648,0,3,497,651,1148
SAIPINA,consulta externa,personas de 60 anos y mas,2021-04-01,131,119,80,88,211,207,418
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2021-04-01,328,347,16,22,344,369,713
SAMAIPATA,consulta externa,personas de 60 anos y mas,2021-04-01,229,180,128,124,357,304,661
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2021-04-01,64,80,0,0,64,80,144
SAN ANDRES,consulta externa,personas de 60 anos y mas,2021-04-01,200,147,26,22,226,169,395
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2021-04-01,147,192,96,93,243,285,528
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2021-04-01,25,26,0,1,25,27,52
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2021-04-01,81,60,18,22,99,82,181
SAN BENITO,consulta externa,personas de 60 anos y mas,2021-04-01,175,282,173,246,348,528,876
SAN BORJA,consulta externa,personas de 60 anos y mas,2021-04-01,480,465,125,108,605,573,1178
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2021-04-01,182,155,20,17,202,172,374
SAN CARLOS,consulta externa,personas de 60 anos y mas,2021-04-01,244,229,72,59,316,288,604
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2021-04-01,216,223,124,103,340,326,666
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2021-04-01,554,533,272,267,826,800,1626
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2021-04-01,32,32,2,3,34,35,69
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2021-04-01,230,210,5,6,235,216,451
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2021-04-01,79,101,42,57,121,158,279
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2021-04-01,233,232,66,60,299,292,591
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2021-04-01,167,178,10,15,177,193,370
SAN JULIAN,consulta externa,personas de 60 anos y mas,2021-04-01,545,506,58,43,603,549,1152
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2021-04-01,43,83,6,5,49,88,137
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2021-04-01,260,370,25,52,285,422,707
SAN LUCAS,consulta externa,personas de 60 anos y mas,2021-04-01,1132,1522,21,29,1153,1551,2704
SAN MATIAS,consulta externa,personas de 60 anos y mas,2021-04-01,110,111,95,82,205,193,398
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2021-04-01,102,119,85,96,187,215,402
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2021-04-01,88,95,0,0,88,95,183
SAN PEDRO,consulta externa,personas de 60 anos y mas,2021-04-01,355,337,117,134,472,471,943
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2021-04-01,520,624,1,0,521,624,1145
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2021-04-01,186,224,52,56,238,280,518
SAN PEDRO DE MACHA,consulta externa,personas de 60 anos y mas,2021-04-01,673,797,0,0,673,797,1470
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2021-04-01,20,41,1,3,21,44,65
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2021-04-01,103,101,137,146,240,247,487
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2021-04-01,31,13,7,4,38,17,55
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2021-04-01,75,71,44,43,119,114,233
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2021-04-01,78,108,10,11,88,119,207
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2021-04-01,53,59,25,33,78,92,170
SANTA ANA,consulta externa,personas de 60 anos y mas,2021-04-01,355,330,81,59,436,389,825
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2021-04-01,22166,22290,7530,9274,29696,31564,61260
SANTA ROSA,consulta externa,personas de 60 anos y mas,2021-04-01,216,260,55,61,271,321,592
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2021-04-01,340,332,21,23,361,355,716
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2021-04-01,309,313,16,33,325,346,671
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2021-04-01,352,401,19,19,371,420,791
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2021-04-01,221,238,12,19,233,257,490
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2021-04-01,129,165,19,39,148,204,352
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2021-04-01,404,586,87,122,491,708,1199
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2021-04-01,230,282,60,55,290,337,627
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2021-04-01,218,187,42,32,260,219,479
SENA,consulta externa,personas de 60 anos y mas,2021-04-01,48,23,5,3,53,26,79
SHINAOTA,consulta externa,personas de 60 anos y mas,2021-04-01,399,364,42,46,441,410,851
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2021-04-01,424,460,94,99,518,559,1077
SICAYA,consulta externa,personas de 60 anos y mas,2021-04-01,72,104,70,74,142,178,320
SIPE SIPE,consulta externa,personas de 60 anos y mas,2021-04-01,601,841,521,743,1122,1584,2706
SOPACHUY,consulta externa,personas de 60 anos y mas,2021-04-01,206,306,9,16,215,322,537
SORACACHI,consulta externa,personas de 60 anos y mas,2021-04-01,464,519,17,34,481,553,1034
SORATA,consulta externa,personas de 60 anos y mas,2021-04-01,520,505,40,61,560,566,1126
SUCRE,consulta externa,personas de 60 anos y mas,2021-04-01,6151,8019,2381,3425,8532,11444,19976
TACACHI,consulta externa,personas de 60 anos y mas,2021-04-01,47,75,1,6,48,81,129
TACACOMA,consulta externa,personas de 60 anos y mas,2021-04-01,120,86,23,14,143,100,243
TACOBAMBA,consulta externa,personas de 60 anos y mas,2021-04-01,261,347,0,0,261,347,608
TACOPAYA,consulta externa,personas de 60 anos y mas,2021-04-01,402,509,61,50,463,559,1022
TAHUA,consulta externa,personas de 60 anos y mas,2021-04-01,60,54,4,4,64,58,122
TAPACARI,consulta externa,personas de 60 anos y mas,2021-04-01,1069,1210,0,1,1069,1211,2280
TARABUCO,consulta externa,personas de 60 anos y mas,2021-04-01,489,654,41,42,530,696,1226
TARACO,consulta externa,personas de 60 anos y mas,2021-04-01,80,69,74,72,154,141,295
TARATA,consulta externa,personas de 60 anos y mas,2021-04-01,145,187,51,76,196,263,459
TARIJA,consulta externa,personas de 60 anos y mas,2021-04-01,5211,5905,1737,2197,6948,8102,15050
TARVITA,consulta externa,personas de 60 anos y mas,2021-04-01,171,295,12,17,183,312,495
TEOPONTE,consulta externa,personas de 60 anos y mas,2021-04-01,121,79,14,16,135,95,230
TIAHUANACU,consulta externa,personas de 60 anos y mas,2021-04-01,256,272,56,65,312,337,649
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2021-04-01,645,838,2,1,647,839,1486
TIPUANI,consulta externa,personas de 60 anos y mas,2021-04-01,130,98,62,47,192,145,337
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2021-04-01,563,769,41,74,604,843,1447
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2021-04-01,542,733,193,228,735,961,1696
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2021-04-01,77,92,3,4,80,96,176
TOCO,consulta externa,personas de 60 anos y mas,2021-04-01,124,169,126,183,250,352,602
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2021-04-01,7,15,0,0,7,15,22
TOLATA,consulta externa,personas de 60 anos y mas,2021-04-01,62,103,28,65,90,168,258
TOLEDO,consulta externa,personas de 60 anos y mas,2021-04-01,307,391,37,54,344,445,789
TOMAVE,consulta externa,personas de 60 anos y mas,2021-04-01,429,608,7,2,436,610,1046
TOMINA,consulta externa,personas de 60 anos y mas,2021-04-01,451,536,24,57,475,593,1068
TORO TORO,consulta externa,personas de 60 anos y mas,2021-04-01,212,236,0,0,212,236,448
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2021-04-01,246,302,6,18,252,320,572
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2021-04-01,150,198,11,21,161,219,380
TRIGAL,consulta externa,personas de 60 anos y mas,2021-04-01,43,59,38,75,81,134,215
TRINIDAD,consulta externa,personas de 60 anos y mas,2021-04-01,1904,2181,834,1281,2738,3462,6200
TUPIZA,consulta externa,personas de 60 anos y mas,2021-04-01,1175,1624,326,438,1501,2062,3563
TURCO,consulta externa,personas de 60 anos y mas,2021-04-01,291,290,21,17,312,307,619
UMALA,consulta externa,personas de 60 anos y mas,2021-04-01,165,172,76,74,241,246,487
UNCIA,consulta externa,personas de 60 anos y mas,2021-04-01,519,640,10,21,529,661,1190
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2021-04-01,203,324,64,109,267,433,700
URUBICHA,consulta externa,personas de 60 anos y mas,2021-04-01,153,170,2,3,155,173,328
UYUNI,consulta externa,personas de 60 anos y mas,2021-04-01,938,1026,427,374,1365,1400,2765
VACAS,consulta externa,personas de 60 anos y mas,2021-04-01,157,237,60,85,217,322,539
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2021-04-01,162,238,647,946,809,1184,1993
VIACHA,consulta externa,personas de 60 anos y mas,2021-04-01,1165,1398,489,502,1654,1900,3554
VILA VILA,consulta externa,personas de 60 anos y mas,2021-04-01,189,241,2,1,191,242,433
VILLA CHARCAS,consulta externa,personas de 60 anos y mas,2021-04-01,239,360,17,18,256,378,634
VILLA MONTES,consulta externa,personas de 60 anos y mas,2021-04-01,586,600,262,258,848,858,1706
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2021-04-01,35,21,13,10,48,31,79
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2021-04-01,175,269,31,39,206,308,514
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2021-04-01,359,429,4,5,363,434,797
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2021-04-01,1506,1207,158,124,1664,1331,2995
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2021-04-01,285,299,36,54,321,353,674
VILLAZON,consulta externa,personas de 60 anos y mas,2021-04-01,673,942,505,740,1178,1682,2860
VINTO,consulta externa,personas de 60 anos y mas,2021-04-01,921,1301,72,96,993,1397,2390
VITICHI,consulta externa,personas de 60 anos y mas,2021-04-01,253,381,0,2,253,383,636
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2021-04-01,28,22,8,9,36,31,67
WARNES,consulta externa,personas de 60 anos y mas,2021-04-01,891,1037,252,271,1143,1308,2451
YACO,consulta externa,personas de 60 anos y mas,2021-04-01,200,166,10,10,210,176,386
YACUIBA,consulta externa,personas de 60 anos y mas,2021-04-01,2084,2255,702,888,2786,3143,5929
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2021-04-01,335,485,13,21,348,506,854
YANACACHI,consulta externa,personas de 60 anos y mas,2021-04-01,144,136,21,29,165,165,330
YAPACANI,consulta externa,personas de 60 anos y mas,2021-04-01,881,740,131,98,1012,838,1850
YOCALLA,consulta externa,personas de 60 anos y mas,2021-04-01,156,200,2,4,158,204,362
YOTALA,consulta externa,personas de 60 anos y mas,2021-04-01,190,329,240,293,430,622,1052
YUNCHARA,consulta externa,personas de 60 anos y mas,2021-04-01,199,238,12,18,211,256,467
YUNGUYO DE LITORAL,consulta externa,personas de 60 anos y mas,2021-04-01,9,12,0,0,9,12,21
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2021-04-01,192,184,216,185,408,369,777
ACACIO,consulta externa,personas de 60 anos y mas,2021-05-01,266,307,0,0,266,307,573
ACHACACHI,consulta externa,personas de 60 anos y mas,2021-05-01,803,823,133,202,936,1025,1961
ACHOCALLA,consulta externa,personas de 60 anos y mas,2021-05-01,299,389,51,52,350,441,791
AIQUILE,consulta externa,personas de 60 anos y mas,2021-05-01,298,329,456,478,754,807,1561
ALALAY,consulta externa,personas de 60 anos y mas,2021-05-01,71,80,33,48,104,128,232
ALCALA,consulta externa,personas de 60 anos y mas,2021-05-01,179,213,9,19,188,232,420
ALTO BENI,consulta externa,personas de 60 anos y mas,2021-05-01,217,164,28,38,245,202,447
ANCORAIMES,consulta externa,personas de 60 anos y mas,2021-05-01,183,169,171,187,354,356,710
ANDAMARCA,consulta externa,personas de 60 anos y mas,2021-05-01,135,155,18,25,153,180,333
ANTEQUERA,consulta externa,personas de 60 anos y mas,2021-05-01,47,69,1,4,48,73,121
ANZALDO,consulta externa,personas de 60 anos y mas,2021-05-01,298,420,19,23,317,443,760
APOLO,consulta externa,personas de 60 anos y mas,2021-05-01,246,230,45,42,291,272,563
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2021-05-01,105,132,3,7,108,139,247
ARANI,consulta externa,personas de 60 anos y mas,2021-05-01,106,165,48,61,154,226,380
ARBIETO,consulta externa,personas de 60 anos y mas,2021-05-01,303,463,35,56,338,519,857
ARQUE,consulta externa,personas de 60 anos y mas,2021-05-01,313,405,37,32,350,437,787
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2021-05-01,436,324,24,16,460,340,800
ATOCHA,consulta externa,personas de 60 anos y mas,2021-05-01,172,193,96,65,268,258,526
AUCAPATA,consulta externa,personas de 60 anos y mas,2021-05-01,111,99,4,8,115,107,222
AYATA,consulta externa,personas de 60 anos y mas,2021-05-01,186,200,6,13,192,213,405
AYO AYO,consulta externa,personas de 60 anos y mas,2021-05-01,311,346,18,10,329,356,685
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2021-05-01,944,1028,24,37,968,1065,2033
AZURDUY,consulta externa,personas de 60 anos y mas,2021-05-01,169,230,6,14,175,244,419
BATALLAS,consulta externa,personas de 60 anos y mas,2021-05-01,254,251,72,55,326,306,632
BAURES,consulta externa,personas de 60 anos y mas,2021-05-01,112,139,19,23,131,162,293
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2021-05-01,64,96,7,16,71,112,183
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2021-05-01,92,95,0,0,92,95,187
BELLA FLOR,consulta externa,personas de 60 anos y mas,2021-05-01,26,16,68,50,94,66,160
BERMEJO,consulta externa,personas de 60 anos y mas,2021-05-01,844,795,190,192,1034,987,2021
BETANZOS,consulta externa,personas de 60 anos y mas,2021-05-01,1003,1200,27,51,1030,1251,2281
BOLIVAR,consulta externa,personas de 60 anos y mas,2021-05-01,104,97,22,25,126,122,248
BOLPEBRA,consulta externa,personas de 60 anos y mas,2021-05-01,14,8,2,1,16,9,25
BOYUIBE,consulta externa,personas de 60 anos y mas,2021-05-01,85,83,66,65,151,148,299
BUENA VISTA,consulta externa,personas de 60 anos y mas,2021-05-01,252,208,27,29,279,237,516
CABEZAS,consulta externa,personas de 60 anos y mas,2021-05-01,346,335,35,39,381,374,755
CAIROMA,consulta externa,personas de 60 anos y mas,2021-05-01,271,195,16,17,287,212,499
