municipality,group,variable,month,Mujeres con muestra de PAP tomada,TOTAL
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,20,20
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,16,16
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,3,3
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,98,98
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,201,201
VILA VILA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,3,3
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,71,71
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,9,9
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,15,15
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,100,100
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,26,26
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,21,21
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,42,42
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,3,3
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,174,174
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,2,2
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,156,156
YAMPARAEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,3,3
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,45,45
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,63,63
YOTALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,12,12
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,3,3
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-03-01,21,21
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,74,74
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,14,14
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,26,26
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,23,23
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,10,10
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,18,18
ARAMPAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,23,23
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,49,49
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,19,19
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,13,13
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,12,12
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,39,39
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,23,23
BELEN DE ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,27,27
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,67,67
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,5,5
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,77,77
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,9,9
"CAIZA ""D""","anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,9,9
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,11,11
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,7,7
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,50,50
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,81,81
CAQUIAVIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,5,5
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,162,162
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
CARIPUYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,48,48
CHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,8,8
CHAYANTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,49,49
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,9,9
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,84,84
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,62,62
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3514,3514
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,108,108
COLLANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,12,12
COLPA BELGICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,23,23
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
COLQUENCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
COMANCHE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,7,7
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,46,46
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
CORIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,106,106
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,64,64
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,33,33
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,173,173
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,61,61
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,14,14
CURAHUARA DE CARANGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,18,18
DESAGUADERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,27,27
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2486,2486
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,12,12
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,30,30
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,144,144
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,59,59
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,109,109
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
EXALTACION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,5,5
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,48,48
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,31,31
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,9,9
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,80,80
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,13,13
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,57,57
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,38,38
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,45,45
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,27,27
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,13,13
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,163,163
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6047,6047
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,20,20
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,20,20
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,9,9
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,29,29
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,30,30
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,29,29
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,18,18
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,36,36
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,61,61
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,56,56
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
MOJINETE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,11,11
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,944,944
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,228,228
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,15,15
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,8,8
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,21,21
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,8,8
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,487,487
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,67,67
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,83,83
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,134,134
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,27,27
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,38,38
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,19,19
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,24,24
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,7,7
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,25,25
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,14,14
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,49,49
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,119,119
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,15,15
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,338,338
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,7,7
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,43,43
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,20,20
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,6,6
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,24,24
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,14,14
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,11,11
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,113,113
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,11,11
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,15,15
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,92,92
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,12,12
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,162,162
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,26,26
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,20,20
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,252,252
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,10,10
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,10,10
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,22,22
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,33,33
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,7,7
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,5,5
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,40,40
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,27,27
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,32,32
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,30,30
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,75,75
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,95,95
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,5,5
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,5,5
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,23,23
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,46,46
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,57,57
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,35,35
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,59,59
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,19,19
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,8,8
SAN PABLO DE LIPEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,33,33
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,9,9
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,13,13
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,8,8
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,24,24
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,10,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3794,3794
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,100,100
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,20,20
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,3,3
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,2,2
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",mujeres con muestra de pap tomada,2009-04-01,4,4
