municipality,group,variable,month,Inyectables trimestral: Usuarias Nuevas,TOTAL
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,34,34
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,41,41
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,360,360
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,24,24
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,20,20
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
MACHACAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,14,14
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,9,9
MALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,21,21
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,21,21
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,23,23
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,81,81
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,27,27
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,10,10
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,102,102
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,20,20
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,9,9
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
PAMPA AULLAGAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
PAPEL PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,3,3
PASORAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
PELECHUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,9,9
POCONA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,30,30
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,23,23
POOPO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
POROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,34,34
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,24,24
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,168,168
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,14,14
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,15,15
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,3,3
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
PUERTO PEREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,3,3
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,21,21
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,23,23
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,23,23
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,10,10
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,49,49
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,16,16
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,14,14
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,131,131
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,17,17
SABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,92,92
SACABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,24,24
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,30,30
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,17,17
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,21,21
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,56,56
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,18,18
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,45,45
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,23,23
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,28,28
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,3,3
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,16,16
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,9,9
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,10,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,438,438
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,19,19
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,15,15
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,3,3
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,9,9
SICAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,35,35
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,14,14
SORACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,18,18
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,169,169
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,14,14
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
TAHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,22,22
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,156,156
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,18,18
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,10,10
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,56,56
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,21,21
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
TOLATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,9,9
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,19,19
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,20,20
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,10,10
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,76,76
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,16,16
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
UMALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,17,17
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,30,30
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,12,12
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,41,41
VILA VILA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,5,5
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,41,41
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
VILLA RIVERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,6,6
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,11,11
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,110,110
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,15,15
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,24,24
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,18,18
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,8,8
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,96,96
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,2,2
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,21,21
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,22,22
YOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,1,1
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,4,4
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-03-01,7,7
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,8,8
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,21,21
ACHOCALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,3,3
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,13,13
ALALAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,2,2
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,3,3
ANCORAIMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,3,3
ANDAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,2,2
ANTEQUERA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,1,1
ANZALDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,5,5
APOLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,13,13
ARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,3,3
ARBIETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,9,9
ARQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,9,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,25,25
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,9,9
AUCAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,1,1
AYATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,3,3
AYO AYO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,24,24
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,14,14
BATALLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,7,7
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,9,9
BELEN DE URMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,3,3
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,17,17
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,8,8
BOLIVAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,2,2
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,1,1
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,5,5
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,30,30
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,19,19
CAIROMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",inyectables trimestral: usuarias nuevas,2009-04-01,17,17
