,group,variable,month,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,3,0,3,3
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,17,22,17,22,39
SABAYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,1,0,1,1
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,7,22,7,22,29
SACABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,0,1,0,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,2,3,2,3,5
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,3,4,3,4,7
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,3,9,3,9,12
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,5,11,5,11,16
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,1,0,1,1
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,3,1,3,1,4
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,3,2,3,2,5
SAN MIGUEL DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,1,0,1,1
SAN PEDRO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,0,1,0,1
SAN RAMON SCZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,157,330,157,330,487
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,6,2,6,2,8
SANTA ROSA DEL SARA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,4,7,4,7,11
SHINAOTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,8,1,8,9
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,34,53,34,53,87
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,3,0,3,3
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,8,1,8,9
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,163,174,163,174,337
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,7,1,7,8
TIPUANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,0,1,0,1
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,4,1,4,5
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,19,33,19,33,52
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,2,9,2,9,11
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,4,7,4,7,11
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,6,18,6,18,24
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,11,11,11,11,22
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,1,1,1,2
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,8,8,8,8,16
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,4,1,4,5
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,1,20,1,20,21
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,23,32,23,32,55
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-03-01,0,80,0,80,80
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,2,5,2,5,7
ARANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,7,24,7,24,31
ATOCHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,3,1,3,4
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,3,11,3,11,14
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,3,0,3,3
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,21,5,21,26
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,50,5,50,55
CARAPARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,6,11,6,11,17
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,3,1,3,4
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,5,5,5,10
CHAYANTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,5,0,5,5
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,5,0,5,5
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,23,204,23,204,227
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,37,241,37,241,278
COLOMI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
COPACABANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,10,5,10,15
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,2,1,2,3
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,3,3,3,3,6
CUEVO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,180,435,180,435,615
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,68,62,68,62,130
EL VILLAR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,4,0,4,4
FERNANDEZ ALONSO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,14,0,14,14
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,7,32,7,32,39
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
HUANUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
IXIAMAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,2,22,2,22,24
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,3,9,3,9,12
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,415,785,415,785,1200
LAJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
LAS CARRERAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,3,6,3,6,9
LLICA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,5,0,5,5
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,4,5,4,5,9
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,4,1,4,5
MIZQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,10,25,10,25,35
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,59,153,59,153,212
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,27,176,27,176,203
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,13,28,13,28,41
PAILON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,1,1,1,2
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,6,0,6,6
PATACAMAYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
PELECHUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,0,1,0,1
PORONGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,1,1,1,2
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,4,0,4,4
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,18,19,18,19,37
PUERTO GONZALO MORENO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,6,21,6,21,27
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,15,5,15,20
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,17,55,17,55,72
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,2,10,2,10,12
REYES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,2,3,2,3,5
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,8,115,8,115,123
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,3,1,3,4
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,7,17,7,17,24
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,3,21,3,21,24
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,3,8,3,8,11
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,4,1,4,5
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,9,18,9,18,27
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,3,1,3,4
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,6,22,6,22,28
SAN JUAN DE YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
SAN JULIAN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,10,21,10,21,31
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,7,5,7,12
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,115,204,115,204,319
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,4,5,4,5,9
SHINAOTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,1,1,1,2
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,19,50,19,50,69
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,3,0,3,3
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,4,11,4,11,15
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,153,159,153,159,312
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,3,1,3,4
TOMINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,1,1,1,2
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,3,0,3,3
TRINIDAD,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,0,1,0,1
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,14,39,14,39,53
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,6,1,6,7
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,6,12,6,12,18
VILLA CHARCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,2,0,2,2
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,7,24,7,24,31
VILLA SERRANO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,1,0,1,0,1
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,7,34,7,34,41
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,7,0,7,7
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,2,2,2,2,4
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,5,26,5,26,31
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,44,73,44,73,117
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,17,61,17,61,78
ZUDAÑEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-04-01,0,1,0,1,1
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,2,11,2,11,13
ARANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,7,27,7,27,34
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,2,3,2,3,5
AZURDUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,2,4,2,4,6
BELLA FLOR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,4,2,4,2,6
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
BUENA VISTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,4,12,4,12,16
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,7,34,7,34,41
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,4,1,4,5
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,6,12,6,12,18
CHAYANTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,17,1,17,18
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,3,9,3,9,12
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,20,178,20,178,198
COCAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,33,301,33,301,334
"COLCHA ""K""",internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,9,1,9,10
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,1,1,1,2
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,3,13,3,13,16
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,1,1,1,2
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,1,1,1,2
CULPINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,4,3,4,3,7
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,85,478,85,478,563
ENTRE RIOS TRJ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,5,1,5,6
ENTRE RIOS CBBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,8,1,8,9
EXALTACION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,4,18,4,18,22
GUTIERREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
ICLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,2,1,2,3
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,2,1,2,3
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,413,729,413,729,1142
LORETO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,4,1,4,5
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,6,0,6,6
MIZQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,2,1,2,1,3
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,12,1,12,1,13
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,71,169,71,169,240
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,30,183,30,183,213
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,10,26,10,26,36
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,3,0,3,3
PASORAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
POCONA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
POJO (CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
POSTRER VALLE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,0,1,0,1
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,7,30,7,30,37
PUERTO GONZALO MORENO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,0,1,0,1
PUERTO QUIJARRO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,0,1,0,1
PUERTO RICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,7,25,7,25,32
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,3,33,3,33,36
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,18,50,18,50,68
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,53,6,53,6,59
QUIME,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,2,1,2,3
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,5,121,5,121,126
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,5,1,5,6
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,11,33,11,33,44
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,5,23,5,23,28
SAN ANDRES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,0,1,0,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,4,8,4,8,12
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,12,35,12,35,47
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,6,23,6,23,29
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,0,1,0,1
SAN JULIAN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,3,0,3,3
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,3,5,3,5,8
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,6,3,6,3,9
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,163,560,163,560,723
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,3,4,3,4,7
SHINAOTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,33,29,33,29,62
TACOPAYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,4,0,4,4
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,5,17,5,17,22
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,140,135,140,135,275
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,2,0,2,2
TIPUANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
TOMINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,3,0,3,3
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,13,24,13,24,37
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,4,9,4,9,13
VACAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,6,12,6,12,18
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,12,23,12,23,35
VILLA SERRANO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,1,1,1,2
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,23,1,23,24
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,5,16,5,16,21
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,1,0,1,0,1
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,3,21,3,21,24
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,36,4,36,4,40
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,42,56,42,56,98
YOTALA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
ZUDAÑEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-05-01,0,1,0,1,1
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,19,0,19,19
ALCALA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,4,0,4,4
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,7,24,7,24,31
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,5,2,5,7
AZURDUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,5,7,5,7,12
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,3,0,3,3
BOYUIBE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
CABEZAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,2,2,2,4
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,7,17,7,17,24
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,16,1,16,17
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,5,1,5,6
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,4,20,4,20,24
CHAYANTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,8,8,8,8,16
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,9,2,9,11
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,28,159,28,159,187
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,33,258,33,258,291
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,5,2,5,7
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,2,0,2,2
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,3,24,3,24,27
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,3,0,3,3
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,3,0,3,3
CULPINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,4,5,4,5,9
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,99,595,99,595,694
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,7,12,7,12,19
