municipality,group,variable,month,AQV femenino,AQV femenino1,AQV femenino2,AQV femenino3,AQV femenino4,TOTAL
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,8,2,0,10
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,3,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,5,1,0,0,6
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,1,14,1,0,16
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,1,2,3,0,6
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,0,1,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,5,1,0,6
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,1,3,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,27,17,0,44
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,12,23,0,35
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,4,4,0,8
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,5,0,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,1,25,14,0,40
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,2,1,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,6,0,0,6
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,2,1,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-06-01,0,0,0,1,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,2,0,0,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,4,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,7,2,0,9
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,5,4,0,9
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,4,0,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,11,1,0,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,2,45,29,0,76
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,4,0,0,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,6,1,0,7
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,10,8,1,19
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,2,3,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,7,0,7
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,10,10,0,20
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,2,1,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,1,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,7,1,0,8
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,2,0,3
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,1,0,2
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,3,5,0,8
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,6,2,0,8
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,2,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,4,0,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,3,3,0,6
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,2,2,0,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,6,4,0,10
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,3,1,0,4
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,90,7,0,97
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,23,18,0,41
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,3,3,0,6
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,7,4,0,11
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,18,5,0,23
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,1,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,2,1,0,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,2,3,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-07-01,0,0,0,2,0,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,0,2,0,2
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,6,1,0,7
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,1,4,1,0,6
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,1,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,0,2,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,12,1,0,13
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,46,28,0,74
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,2,2,0,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,7,0,0,7
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,10,13,0,23
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,5,5,0,10
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,5,6,0,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,6,2,0,8
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,7,3,0,10
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,3,1,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,6,6,0,12
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,2,3,0,5
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,2,1,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,10,10,0,20
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,12,3,0,15
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,4,2,0,6
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,3,4,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,2,1,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,1,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,1,0,1,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,5,4,0,9
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,28,18,10,56
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,0,3,0,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,5,4,0,9
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,4,2,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,1,34,17,0,52
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,6,1,0,7
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-08-01,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,3,0,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,2,2,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,5,4,0,9
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,15,4,0,19
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,1,57,21,0,79
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,4,0,0,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,1,3,4,0,8
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,0,2,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,1,23,18,6,48
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,4,8,0,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,10,6,0,16
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,2,1,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,2,2,0,4
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,0,3,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,13,2,0,15
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,4,0,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,6,2,0,8
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,3,1,0,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,5,0,0,5
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,3,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,1,2,0,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,11,17,0,28
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,2,21,11,0,34
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,4,3,0,7
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,4,1,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,23,6,0,29
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,0,1,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,4,5,0,9
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-09-01,0,0,2,0,0,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,1,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,5,0,0,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,1,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,3,2,0,5
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,11,1,1,13
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,1,47,27,0,75
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,3,1,0,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,5,2,0,7
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,8,13,0,21
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,1,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,2,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,2,6,0,8
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,6,4,0,10
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,10,3,0,13
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,1,0,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,7,6,0,13
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,2,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,3,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,6,0,6
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,6,3,0,0,9
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,13,1,0,14
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,5,0,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,1,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,2,5,0,7
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,1,0,1
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,3,1,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,10,14,0,24
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,1,21,18,0,40
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,2,0,3
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,3,2,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,18,9,0,27
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,3,1,0,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-10-01,0,0,1,2,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,0,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,7,0,9
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,5,1,0,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,2,46,19,0,67
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,2,0,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,2,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,13,8,0,21
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,1,0,3
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,7,3,0,10
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,3,1,0,4
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,0,0,1
