municipality,group,variable,month,Métodos naturales: Usuarias Nuevas,Métodos naturales: Usuarias Nuevas1,Métodos naturales: Usuarias Nuevas2,Métodos naturales: Usuarias Nuevas3,Métodos naturales: Usuarias Nuevas4,TOTAL
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,8,4,0,12
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,13,15,1,0,29
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,4,0,0,8
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,2,0,0,2
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,23,31,6,0,61
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,1,0,4
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,2,0,0,4
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,5,3,0,10
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,4,0,0,6
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,11,0,0,13
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,8,4,0,15
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,6,0,0,8
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,3,63,220,43,1,330
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,3,1,0,8
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,7,10,0,0,17
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,0,0,0,2
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,1,0,2
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,3,1,0,8
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,6,7,1,0,14
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,2,0,0,2
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,2,2,0,0,5
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,4,1,0,7
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,3,4,0,7
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,6,0,0,6
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,4,0,0,7
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,8,48,11,0,67
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,6,4,0,12
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,7,1,0,10
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,15,6,0,24
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,1,0,0,2
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,3,2,0,7
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,12,7,3,2,0,24
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,3,0,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,5,34,57,8,0,104
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,3,2,0,7
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,16,0,0,20
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,1,0,2
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,1,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,3,1,0,8
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,1,0,0,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,20,6,0,29
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,1,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,15,4,0,21
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,3,2,0,0,6
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,2,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,10,27,2,0,39
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,8,0,0,10
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,3,0,0,3
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,5,21,33,2,0,61
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,65,237,36,0,338
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,1,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,6,19,9,0,34
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,0,1,0,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,5,1,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,2,3,2,0,8
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,4,2,0,6
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,6,0,0,9
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,3,0,0,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,2,17,17,0,0,36
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,2,6,5,0,14
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,16,24,4,0,45
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,1,0,4
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,3,0,0,4
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,4,2,0,7
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,1,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,5,0,0,9
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,5,1,1,0,7
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,15,4,0,20
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,4,1,0,7
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,3,28,49,3,1,84
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,38,48,5,1,92
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,0,0,0,2
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,2,0,0,5
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,6,1,0,8
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,3,1,0,6
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,1,1,0,4
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,1,0,2
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,5,1,0,0,6
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,1,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,4,0,0,6
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,7,0,0,9
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,5,1,0,8
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,40,125,22,0,187
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,6,0,7
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,2,0,0,2
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,7,4,0,11
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,10,2,0,15
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,5,21,1,0,27
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,3,2,0,5
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,0,1,0,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,5,0,0,9
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,0,1,0,1
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,1,0,0,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,3,2,0,5
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,2,0,0,3
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,2,2,0,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,5,1,0,7
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,3,1,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,1,44,54,7,0,106
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,2,0,0,2
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,4,8,2,0,14
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,15,0,0,15
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,2,3,0,8
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,3,0,0,4
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,6,1,0,8
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,6,12,0,0,18
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,2,2,2,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,3,25,1,0,29
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,17,3,0,20
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,5,0,0,6
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,0,12,1,0,13
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,1,4,0,0,5
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,5,6,2,0,13
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-03-01,0,5,0,2,0,7
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,1,0,0,1
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,1,0,0,1
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,11,1,0,12
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,2,1,0,0,3
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,4,0,0,5
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,0,1,0,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,2,6,1,0,9
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,1,1,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,1,0,0,1
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,1,1,5,1,0,8
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,1,1,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,4,5,3,0,12
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,4,0,0,4
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,4,0,0,4
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,8,4,0,13
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,7,2,0,10
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,1,3,7,2,0,13
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,2,0,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,4,11,1,0,16
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,3,1,0,5
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,5,0,0,5
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,5,14,30,0,49
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,6,0,0,7
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,9,14,4,0,27
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,0,1,0,1
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,0,2,0,2
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,1,2,0,4
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,3,10,3,0,16
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,7,16,1,0,24
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,1,2,14,5,0,22
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,3,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,9,34,105,20,2,170
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,0,1,0,1
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,2,2,0,4
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,4,9,0,0,13
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,3,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,3,2,0,6
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,4,4,4,0,12
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,2,0,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,9,22,3,0,34
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,4,0,0,5
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,1,0,0,2
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,1,1,0,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,5,3,0,9
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,1,0,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,0,4,0,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",metodos naturales: usuarias nuevas,2015-04-01,0,41,185,121,1,348
