municipality,group,variable,month,Número de condones entregados,Número de condones entregados1,Número de condones entregados2,Número de condones entregados3,Número de condones entregados4,TOTAL
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,72,12,0,96
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,13,0,25
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,12,0,84
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,192,0,0,192
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,1,145,60,0,206
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,39,109,12,0,160
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,114,2294,128,0,2536
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,12,0,0,36
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,108,0,0,132
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,120,24,12,168
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,36,0,12,60
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,70,0,0,94
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,72,36,0,120
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,36,504,192,0,744
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,108,24,0,156
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,0,24,12,48
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,108,72,0,216
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,24,180,0,228
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,0,0,48
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,24,0,0,48
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,0,12,0,12
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,132,12,0,156
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,111,364,249,0,724
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,276,48,0,360
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,72,60,0,144
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,84,0,0,84
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,0,0,48
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,120,96,12,264
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,36,12,0,60
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,0,12,0,12
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,538,8336,6320,12,15218
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,24,12,0,48
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,48,24,0,84
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,32,592,334,20,978
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,36,132,264,48,0,480
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,12,48
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,141,49,12,238
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,36,686,96,0,830
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,24,0,48
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,0,36
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,60,12,0,84
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,48,60,24,0,132
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,0,36
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,48,0,0,60
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,90,831,294,144,0,1359
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,27,24,0,63
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,12,0,24
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,60,24,0,84
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,18,0,72,12,0,102
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,84,0,0,96
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,60,12,0,72
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,24,0,96
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,0,120,24,12,168
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,24,0,36
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,84,24,0,120
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,60,24,0,96
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,72,204,24,0,300
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,96,444,84,0,636
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,522,4684,1483,54,6743
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,36,24,0,72
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,60,48,0,144
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,48,60,0,144
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,12,12,0,36
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,264,72,0,348
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,24,12,0,48
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,21,18,12,0,51
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,60,36,0,132
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,0,0,24
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,12,0,84
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,108,12,12,156
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,12,0,0,24
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,120,60,0,192
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,72,12,0,108
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,336,48,0,408
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,84,0,0,108
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,120,0,0,156
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,60,324,108,24,516
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,36,132,428,18,0,614
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,0,60,12,12,96
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,24,24,0,84
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,82,24,12,142
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,12,0,84
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,164,60,0,248
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,48,0,0,60
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,48,48,0,132
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,124,1647,332,24,2127
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,203,112,0,327
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,42,36,60,0,138
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,60,144,60,0,264
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,48,0,0,60
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,108,24,0,156
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,12,0,24
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,24,0,60
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,36,36,0,108
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,0,0,24
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,12,0,60
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,12,0,84
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,144,168,0,312
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,85,36,0,121
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,108,12,0,156
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,72,24,0,120
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,12,0,84
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,12,0,24
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,108,0,0,108
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,1020,36,0,1068
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,105,929,120,12,1166
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,48,120,24,0,192
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,0,0,24
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,132,60,0,228
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,36,0,0,60
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,24,12,48
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,36,36,0,108
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,84,156,102,0,342
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,12,0,24
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,204,36,0,264
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,30,0,0,42
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,180,24,0,228
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,36,0,0,48
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,72,517,144,0,733
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,240,216,144,600
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,96,60,0,156
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,144,36,0,0,180
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,3,228,1131,276,12,1650
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,96,24,0,144
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,15,0,0,15
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,0,0,48
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,120,792,180,0,1092
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,24,0,48
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,0,36
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,108,48,0,168
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,48,72,0,0,120
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,1,25,12,0,38
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,24,0,0,48
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,0,36
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,60,0,0,72
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,72,156,72,0,300
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,0,0,24
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,48,108,36,0,192
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,48,216,48,0,312
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,60,228,84,12,384
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,1,12,24,12,0,49
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,24,0,36
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,6,42,27,0,75
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,39,1,0,40
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,60,48,0,0,108
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,24,0,0,36
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,58,0,0,70
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,84,120,72,0,276
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,36,12,0,72
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,24,0,48
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,0,36
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,120,61,0,205
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,24,12,0,48
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,12,0,24
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,24,0,72
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,48,24,0,96
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,99,48,0,171
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,92,609,2159,448,12,3320
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,84,36,0,144
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,180,24,0,216
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,144,12,0,180
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,0,0,36
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,0,0,48
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,204,36,12,252
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,0,0,24
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,12,60,0,0,84
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,168,36,0,228
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,60,0,0,72
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,36,240,60,0,348
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,72,24,0,96
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,60,12,0,84
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,36,12,0,48
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,24,581,2240,2004,916,5765
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,37,12,0,49
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,48,12,0,60
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,12,12,0,36
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,24,48,12,96
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,12,84,24,0,132
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,12,24,0,48
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,174,1584,526,40,2324
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,72,12,12,120
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,12,24,24,0,0,60
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,60,0,0,72
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,0,0,12
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,24,12,0,36
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,96,24,0,132
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,24,12,0,48
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,0,12,12,0,24
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,12,0,0,24
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,36,84,24,0,144
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,12,12,0,36
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,24,74,12,0,110
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,24,24,84,36,0,168
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2015-03-01,0,12,48,48,0,108
