municipality,group,variable,month,úmero de DIU Insertados,úmero de DIU Insertados1,úmero de DIU Insertados2,úmero de DIU Insertados3,úmero de DIU Insertados4,TOTAL
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,4,30,35,0,69
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,1,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,4,2,0,8
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,4,0,5
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,1,2,0,0,0,3
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,0,0,1
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,1,0,3
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,1,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,5,3,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,37,164,24,0,225
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,3,0,0,3
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,5,1,0,8
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,11,0,0,11
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,1,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,3,2,0,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,6,1,0,7
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,4,1,0,7
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,3,12,7,0,22
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,2,0,0,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,7,0,0,9
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,3,0,0,3
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,11,1,0,12
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,5,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,11,5,0,16
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,8,3,0,12
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,13,6,0,20
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,1,0,2,0,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,3,0,0,4
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,6,1,0,8
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,5,0,0,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,3,0,0,3
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,3,0,0,4
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,1,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,36,189,67,0,292
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,3,7,2,0,12
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,7,74,10,0,91
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,4,33,20,1,58
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,1,0,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,7,1,0,10
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,0,2,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,1,0,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,3,2,0,5
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,2,17,1,0,20
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,6,2,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,2,0,3
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,0,2,0,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,7,2,0,9
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,6,0,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,1,10,4,0,15
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-03-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,2,0,0,3
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,4,8,1,0,13
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,3,1,0,4
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,2,2,1,0,5
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,1,0,2
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,5,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,1,8,150,67,0,226
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,4,0,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,3,48,32,3,86
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,2,1,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,3,0,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,0,0,0,1
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,2,5,3,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,28,136,25,0,189
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,4,1,0,5
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,1,0,3
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,0,2,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,2,6,0,0,8
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,8,1,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,19,9,0,28
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,1,0,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,1,0,3
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,0,2,0,2
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,1,0,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,3,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,5,1,0,7
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,2,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,5,0,0,5
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,2,4,0,0,6
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,1,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,7,2,4,0,13
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,16,1,0,18
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,1,0,0,2
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,3,2,0,6
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,1,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,1,2,4,2,0,9
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,1,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,1,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,3,0,0,3
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,14,234,83,0,331
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,2,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,2,7,1,0,10
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,2,53,17,0,72
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,6,35,10,0,51
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,7,3,0,11
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,4,10,1,0,15
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,5,1,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,2,0,0,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,1,6,1,0,8
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,3,1,0,4
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,4,0,0,4
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,0,0,2,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,0,5,4,3,0,12
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-04-01,1,2,12,4,0,19
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,2,0,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,0,1,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,2,0,0,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,1,0,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,2,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,1,2,0,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,16,172,29,0,217
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,3,2,0,6
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,1,0,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,4,0,0,5
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,4,0,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,5,55,39,0,99
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,2,12,0,0,14
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,0,1,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,1,2,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,4,2,0,7
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,3,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,7,0,0,7
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,41,135,26,0,202
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,1,0,2
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,1,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,0,2,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,9,3,0,13
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,3,4,2,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,19,7,0,27
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,1,1,1,0,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,0,1,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",umero de diu insertados,2015-05-01,0,0,1,0,0,1
