municipality,group,variable,month,Número de implantes insertados,Número de implantes insertados1,Número de implantes insertados2,Número de implantes insertados3,Número de implantes insertados4,TOTAL
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,3,8,3,0,14
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,87,61,0,148
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,1,0,1,0,2
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,4,0,0,4
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,7,0,0,7
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,22,127,28,0,177
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,3,3,0,0,6
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,1,6,54,6,0,67
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,2,1,1,0,4
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,34,52,0,0,86
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,1,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,1,4,15,0,0,20
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,2,0,28,34,0,64
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,2,8,0,0,10
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,4,0,0,4
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,1,3,2,0,6
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-04-01,0,0,3,1,0,4
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,6,2,0,8
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,0,0,2
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,4,0,0,5
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,2,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,8,3,0,12
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,1,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,0,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,4,0,0,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,1,0,3
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,3,3,0,6
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,3,2,0,6
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,6,12,2,0,20
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,4,131,10,0,145
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,1,0,3
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,1,7,18,1,0,27
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,4,13,5,0,22
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,15,165,39,0,219
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,3,10,3,0,16
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,10,1,0,11
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,1,0,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,11,2,0,13
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,22,131,26,0,179
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,7,0,0,8
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,1,0,3
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,12,2,0,15
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,0,2,0,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,4,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,9,24,3,0,36
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,4,0,0,4
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,3,0,0,4
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,4,9,1,0,14
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,3,1,0,4
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,1,5,71,9,0,86
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,5,0,0,5
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,1,3,6,1,0,11
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,2,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,2,1,2,0,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,1,7,58,1,0,67
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,1,0,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,11,65,8,0,84
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,2,0,0,3
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,16,168,78,0,262
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,4,1,0,5
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,0,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,5,0,0,5
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,4,0,0,4
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,4,2,0,7
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,1,27,179,28,0,235
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,0,2,0,2
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,2,22,0,0,24
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,1,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,2,86,0,0,88
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,5,37,5,0,47
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,2,6,2,0,10
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,1,1,0,2
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,4,3,0,7
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,15,3,0,18
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,0,7,2,0,9
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-05-01,0,1,9,1,0,11
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,12,0,0,12
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,2,0,0,3
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,0,0,2
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,3,0,0,4
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,9,0,0,9
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,2,13,3,0,18
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,2,2,0,0,4
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,0,1,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,1,0,0,2
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,12,2,0,15
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,1,0,3
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,3,2,0,8
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,5,1,0,6
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,4,7,3,0,14
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,6,22,0,0,28
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,21,215,13,0,249
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,5,0,0,5
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,6,2,0,8
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,4,1,0,5
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,21,212,71,0,304
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,16,1,0,20
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,13,3,0,17
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,3,2,0,5
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,4,18,1,0,23
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,26,180,29,0,235
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,7,0,0,8
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,5,1,0,9
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,3,0,0,3
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,6,0,0,7
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,4,15,1,0,20
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,5,0,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,8,63,11,0,82
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,2,5,6,1,0,14
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,4,12,1,0,17
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,6,1,0,8
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,5,1,0,0,6
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,5,100,4,0,109
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,4,0,0,5
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,1,0,2
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,13,1,0,15
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,4,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,7,4,0,11
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,24,51,48,0,123
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,1,22,94,6,0,123
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,11,0,0,11
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,6,14,2,0,22
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,12,1,0,13
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,6,6,1,0,13
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,23,116,99,0,238
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,3,1,0,5
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,4,4,0,11
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,0,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,1,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,9,1,0,10
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,2,0,0,3
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,9,5,0,15
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,1,23,136,14,0,174
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,1,0,3,1,0,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,2,80,32,6,120
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,9,4,0,16
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,10,32,0,0,42
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,2,20,2,0,24
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,3,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,9,2,0,14
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,3,1,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,4,0,0,7
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,1,0,1,2,0,4
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,3,9,3,0,15
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,3,0,0,3
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,2,0,0,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-06-01,0,0,3,0,0,3
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,1,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,2,14,3,0,19
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,4,0,0,5
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,5,1,0,7
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,2,0,0,3
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,7,0,0,7
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,0,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,2,5,0,0,7
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,1,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,4,1,0,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,7,2,0,10
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,5,9,0,0,14
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,4,1,0,5
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,0,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,8,33,4,0,45
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,22,145,8,0,175
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,3,0,0,4
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,1,0,0,1
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,2,6,3,0,11
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,28,162,57,0,247
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,2,0,0,2
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,1,0,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,12,121,15,0,148
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2015-07-01,0,1,1,6,0,8
