municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
TARACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,31,31
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,3,3
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,3,3
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,6,6
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-05-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,3,3
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,7,7
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,6,6
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,4,4
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,26,26
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,17,17
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,4,4
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,4,4
LURIBAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,3,3
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,4,4
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,10,10
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-06-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,3,3
COPACABANA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,16,16
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,9,9
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,4,4
LURIBAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,10,10
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,16,16
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,4,4
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
YUNCHARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-07-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,7,7
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,6,6
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,7,7
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,5,5
CARAPARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
CHAYANTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,15,15
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,7,7
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,29,29
ESCOMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,3,3
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,3,3
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
PORVENIR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
SACABA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,5,5
SAMAIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,6,6
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,20,20
TAPACARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,5,5
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-08-01,5,5
ACACIO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,4,4
ATOCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,12,12
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,7,7
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,5,5
CHACARILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,13,13
CORIPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,5,5
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,18,18
EL TORNO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,8,8
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,6,6
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,12,12
MOJOCOYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,5,5
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,4,4
SAIPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,12,12
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,5,5
TAHUA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,6,6
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-09-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,5,5
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,7,7
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,5,5
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,17,17
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
