municipality,group,variable,month,N°de beneficiarios(as) (niño/as) con educación en Salud Oral,TOTAL
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,44,44
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,133,133
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,84,84
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,216,216
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,34,34
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,30,30
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,75,75
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,41,41
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,36,36
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,511,511
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,62,62
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,69,69
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,105,105
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,12,12
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,23,23
CLIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,50,50
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,3311,3311
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,89,89
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,313,313
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,15,15
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,81,81
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,40,40
COLOMI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,34,34
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,35,35
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,210,210
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,531,531
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,80,80
COTAGAITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,48,48
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,130,130
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,40,40
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,244,244
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1417,1417
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,78,78
EL TORNO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,217,217
EL VILLAR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,114,114
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,63,63
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,56,56
FILADELFIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,79,79
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,71,71
GUANAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,69,69
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,162,162
HUACARETA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,21,21
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,21,21
HUANUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,81,81
HUARINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,108,108
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,37,37
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,119,119
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,306,306
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,249,249
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,104,104
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,99,99
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,64,64
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,786,786
LA RIVERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,66,66
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,111,111
LLICA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,86,86
LURIBAY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,28,28
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,70,70
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,67,67
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,124,124
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,31,31
MIZQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,193,193
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,119,119
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,174,174
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,69,69
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,106,106
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,123,123
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,102,102
PADCAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,33,33
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,126,126
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,190,190
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,342,342
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,535,535
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,40,40
POJO (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,108,108
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,113,113
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,310,310
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,16,16
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,162,162
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,25,25
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,333,333
PUCARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,24,24
PUCARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,43,43
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,36,36
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,50,50
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,56,56
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,30,30
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,149,149
QUIABAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,7,7
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,27,27
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,50,50
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,67,67
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,698,698
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,21,21
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1589,1589
SACACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,30,30
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,65,65
SAMAIPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,10,10
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,23,23
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,27,27
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,57,57
SAN BENITO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,52,52
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,84,84
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,19,19
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,116,116
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,19,19
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,35,35
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,383,383
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,54,54
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,48,48
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,65,65
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,45,45
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,5971,5971
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,265,265
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,4,4
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,39,39
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,81,81
SHINAOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,403,403
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,30,30
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,10,10
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,144,144
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,1607,1607
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,43,43
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,196,196
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,88,88
TARACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,62,62
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,804,804
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,544,544
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,19,19
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,18,18
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,15,15
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,50,50
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,327,327
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,116,116
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,49,49
UMALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,186,186
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,16,16
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,19,19
UYUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,95,95
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,94,94
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,521,521
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,79,79
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,30,30
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,58,58
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,71,71
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,645,645
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,159,159
VILLAZON,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,377,377
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,26,26
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,46,46
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,220,220
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,53,53
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,91,91
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,24,24
YUNCHARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-04-01,45,45
ACACIO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,57,57
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,49,49
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1352,1352
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,39,39
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,10,10
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,14,14
ANZALDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,36,36
ARQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,50,50
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,284,284
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,87,87
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,30,30
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,113,113
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,126,126
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,278,278
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,22,22
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,179,179
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,67,67
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,226,226
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,81,81
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,152,152
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,53,53
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,98,98
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,38,38
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,49,49
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,87,87
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,50,50
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,19,19
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,394,394
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,93,93
CHARAÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,52,52
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,164,164
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,104,104
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,18,18
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,62,62
CLIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,79,79
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,828,828
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,72,72
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,1576,1576
COIPASA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,50,50
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,423,423
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,318,318
COLOMI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,45,45
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,108,108
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,60,60
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,41,41
COPACABANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,18,18
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,443,443
COROICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,52,52
COTAGAITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,36,36
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) (nino/as) con educacion en salud oral,2023-05-01,36,36
