municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en la comunidad,TOTAL
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,4,4
EL TORNO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
EXALTACION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,7,7
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,9,9
HUACHACALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
INQUISIVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,4,4
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,6,6
MONTERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,11,11
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,15,15
PADILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,10,10
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
PELECHUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,9,9
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,19,19
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,11,11
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,7,7
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,8,8
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,7,7
ROBORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,18,18
SAIPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,34,34
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,8,8
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,9,9
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,6,6
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,7,7
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,20,20
TACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,6,6
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,13,13
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,6,6
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,19,19
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,8,8
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,10,10
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,8,8
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,6,6
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,3,3
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-04-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,7,7
ALCALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,12,12
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,20,20
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,9,9
CARIPUYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,19,19
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,15,15
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
COIPASA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,21,21
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,62,62
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
EL TORNO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,7,7
FILADELFIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,9,9
HUACHACALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
ICHOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
LLALLAGUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
MIZQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,13,13
MONTERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,32,32
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,7,7
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,16,16
PADILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,9,9
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,7,7
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,11,11
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,15,15
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,19,19
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,20,20
SACABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,39,39
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,20,20
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,9,9
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,15,15
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,7,7
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,23,23
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
TARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
TARATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,6,6
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,8,8
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,20,20
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,14,14
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,4,4
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,5,5
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-05-01,22,22
