municipality,group,variable,month,Otras actividades,TOTAL
CKOCHAS,otras actividades de enfermeria,otras actividades,2021-03-01,46,46
CLIZA,otras actividades de enfermeria,otras actividades,2021-03-01,417,417
COBIJA,otras actividades de enfermeria,otras actividades,2021-03-01,44771,44771
COCAPATA,otras actividades de enfermeria,otras actividades,2021-03-01,175,175
COCHABAMBA,otras actividades de enfermeria,otras actividades,2021-03-01,222498,222498
COIPASA,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2021-03-01,5015,5015
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2021-03-01,15,15
COLLANA,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
COLOMI,otras actividades de enfermeria,otras actividades,2021-03-01,110,110
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2021-03-01,15,15
COLQUECHACA,otras actividades de enfermeria,otras actividades,2021-03-01,25,25
COLQUENCHA,otras actividades de enfermeria,otras actividades,2021-03-01,46,46
COLQUIRI,otras actividades de enfermeria,otras actividades,2021-03-01,20,20
COMANCHE,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
COMARAPA,otras actividades de enfermeria,otras actividades,2021-03-01,11,11
COMBAYA,otras actividades de enfermeria,otras actividades,2021-03-01,7,7
CONCEPCION,otras actividades de enfermeria,otras actividades,2021-03-01,1163,1163
COPACABANA,otras actividades de enfermeria,otras actividades,2021-03-01,23,23
CORIPATA,otras actividades de enfermeria,otras actividades,2021-03-01,70,70
CORO CORO,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
COROICO,otras actividades de enfermeria,otras actividades,2021-03-01,18040,18040
CORQUE,otras actividades de enfermeria,otras actividades,2021-03-01,298,298
COTAGAITA,otras actividades de enfermeria,otras actividades,2021-03-01,2160,2160
COTOCA,otras actividades de enfermeria,otras actividades,2021-03-01,5750,5750
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2021-03-01,270,270
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2021-03-01,6,6
CUEVO,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
CULPINA,otras actividades de enfermeria,otras actividades,2021-03-01,862,862
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2021-03-01,52,52
DESAGUADERO,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
EL ALTO,otras actividades de enfermeria,otras actividades,2021-03-01,318419,318419
EL CHORO,otras actividades de enfermeria,otras actividades,2021-03-01,13,13
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2021-03-01,50,50
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2021-03-01,3,3
EL TORNO,otras actividades de enfermeria,otras actividades,2021-03-01,229,229
EL VILLAR,otras actividades de enfermeria,otras actividades,2021-03-01,72,72
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2021-03-01,7100,7100
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2021-03-01,349,349
ESCOMA,otras actividades de enfermeria,otras actividades,2021-03-01,10,10
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
EXALTACION,otras actividades de enfermeria,otras actividades,2021-03-01,34,34
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2021-03-01,36,36
FILADELFIA,otras actividades de enfermeria,otras actividades,2021-03-01,12,12
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2021-03-01,60,60
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2021-03-01,29,29
GUANAY,otras actividades de enfermeria,otras actividades,2021-03-01,280,280
GUAQUI,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2021-03-01,206536,206536
GUTIERREZ,otras actividades de enfermeria,otras actividades,2021-03-01,44,44
HUACARETA,otras actividades de enfermeria,otras actividades,2021-03-01,408,408
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2021-03-01,37,37
HUANUNI,otras actividades de enfermeria,otras actividades,2021-03-01,59359,59359
HUARACAJE,otras actividades de enfermeria,otras actividades,2021-03-01,456,456
HUARINA,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2021-03-01,126,126
HUMANATA,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
ICHOCA,otras actividades de enfermeria,otras actividades,2021-03-01,5,5
ICLA,otras actividades de enfermeria,otras actividades,2021-03-01,1179,1179
INCAHUASI,otras actividades de enfermeria,otras actividades,2021-03-01,7,7
INQUISIVI,otras actividades de enfermeria,otras actividades,2021-03-01,15,15
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2021-03-01,98,98
IXIAMAS,otras actividades de enfermeria,otras actividades,2021-03-01,121,121
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2021-03-01,35,35
LA ASUNTA,otras actividades de enfermeria,otras actividades,2021-03-01,118,118
LA GUARDIA,otras actividades de enfermeria,otras actividades,2021-03-01,1009,1009
LA PAZ,otras actividades de enfermeria,otras actividades,2021-03-01,107434,107434
LA RIVERA,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2021-03-01,243,243
LAJA,otras actividades de enfermeria,otras actividades,2021-03-01,21,21
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
LICOMA PAMPA,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
LLALLAGUA,otras actividades de enfermeria,otras actividades,2021-03-01,9838,9838
LLICA,otras actividades de enfermeria,otras actividades,2021-03-01,218,218
LORETO,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
LURIBAY,otras actividades de enfermeria,otras actividades,2021-03-01,7,7
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2021-03-01,40,40
MACHARETI,otras actividades de enfermeria,otras actividades,2021-03-01,212,212
MAGDALENA,otras actividades de enfermeria,otras actividades,2021-03-01,87,87
MAIRANA,otras actividades de enfermeria,otras actividades,2021-03-01,973,973
MALLA,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
MAPIRI,otras actividades de enfermeria,otras actividades,2021-03-01,150,150
MECAPACA,otras actividades de enfermeria,otras actividades,2021-03-01,5,5
MINEROS,otras actividades de enfermeria,otras actividades,2021-03-01,409,409
MIZQUE,otras actividades de enfermeria,otras actividades,2021-03-01,2258,2258
MOCOMOCO,otras actividades de enfermeria,otras actividades,2021-03-01,54,54
MOJOCOYA,otras actividades de enfermeria,otras actividades,2021-03-01,117,117
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2021-03-01,37429,37429
MONTERO,otras actividades de enfermeria,otras actividades,2021-03-01,79330,79330
MORO MORO,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
MOROCHATA,otras actividades de enfermeria,otras actividades,2021-03-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2021-03-01,4,4
OKINAWA,otras actividades de enfermeria,otras actividades,2021-03-01,13,13
OMEREQUE,otras actividades de enfermeria,otras actividades,2021-03-01,17,17
ORURO,otras actividades de enfermeria,otras actividades,2021-03-01,104762,104762
PADCAYA,otras actividades de enfermeria,otras actividades,2021-03-01,112,112
PADILLA,otras actividades de enfermeria,otras actividades,2021-03-01,1629,1629
PAILON,otras actividades de enfermeria,otras actividades,2021-03-01,475,475
PALCA,otras actividades de enfermeria,otras actividades,2021-03-01,18,18
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2021-03-01,861,861
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2021-03-01,200,200
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2021-03-01,69,69
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2021-03-01,15,15
PASORAPA,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
PATACAMAYA,otras actividades de enfermeria,otras actividades,2021-03-01,66,66
PAZÑA,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
PELECHUCO,otras actividades de enfermeria,otras actividades,2021-03-01,225,225
POCOATA,otras actividades de enfermeria,otras actividades,2021-03-01,9,9
POCONA,otras actividades de enfermeria,otras actividades,2021-03-01,68,68
POJO (CBBA),otras actividades de enfermeria,otras actividades,2021-03-01,5,5
POOPO,otras actividades de enfermeria,otras actividades,2021-03-01,15,15
PORCO,otras actividades de enfermeria,otras actividades,2021-03-01,12,12
POROMA,otras actividades de enfermeria,otras actividades,2021-03-01,7,7
PORONGO,otras actividades de enfermeria,otras actividades,2021-03-01,41,41
PORTACHUELO,otras actividades de enfermeria,otras actividades,2021-03-01,148,148
PORVENIR,otras actividades de enfermeria,otras actividades,2021-03-01,76,76
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
POTOSI,otras actividades de enfermeria,otras actividades,2021-03-01,75629,75629
PRESTO,otras actividades de enfermeria,otras actividades,2021-03-01,1184,1184
PUCARA,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
PUCARANI,otras actividades de enfermeria,otras actividades,2021-03-01,13,13
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2021-03-01,94,94
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2021-03-01,11,11
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2021-03-01,63,63
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2021-03-01,24,24
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2021-03-01,95,95
PUERTO RICO,otras actividades de enfermeria,otras actividades,2021-03-01,1134,1134
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2021-03-01,158,158
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2021-03-01,3824,3824
PUNA,otras actividades de enfermeria,otras actividades,2021-03-01,249,249
PUNATA,otras actividades de enfermeria,otras actividades,2021-03-01,14569,14569
QUIABAYA,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2021-03-01,4844,4844
QUIME,otras actividades de enfermeria,otras actividades,2021-03-01,548,548
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2021-03-01,11,11
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2021-03-01,2,2
RAVELO,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
REYES,otras actividades de enfermeria,otras actividades,2021-03-01,877,877
RIBERALTA,otras actividades de enfermeria,otras actividades,2021-03-01,56596,56596
ROBORE,otras actividades de enfermeria,otras actividades,2021-03-01,5061,5061
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2021-03-01,445,445
SABAYA,otras actividades de enfermeria,otras actividades,2021-03-01,19,19
SACABA,otras actividades de enfermeria,otras actividades,2021-03-01,5034,5034
SACABAMBA,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
SACACA,otras actividades de enfermeria,otras actividades,2021-03-01,6,6
SAIPINA,otras actividades de enfermeria,otras actividades,2021-03-01,16,16
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2021-03-01,757,757
SAMAIPATA,otras actividades de enfermeria,otras actividades,2021-03-01,48,48
SAN ANDRES,otras actividades de enfermeria,otras actividades,2021-03-01,169,169
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2021-03-01,68,68
SAN BENITO,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
SAN BORJA,otras actividades de enfermeria,otras actividades,2021-03-01,2794,2794
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2021-03-01,813,813
SAN CARLOS,otras actividades de enfermeria,otras actividades,2021-03-01,12508,12508
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2021-03-01,2040,2040
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2021-03-01,44921,44921
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2021-03-01,130,130
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2021-03-01,143,143
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2021-03-01,314,314
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2021-03-01,8597,8597
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2021-03-01,81,81
SAN JULIAN,otras actividades de enfermeria,otras actividades,2021-03-01,900,900
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2021-03-01,4,4
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2021-03-01,14,14
SAN LUCAS,otras actividades de enfermeria,otras actividades,2021-03-01,3199,3199
SAN MATIAS,otras actividades de enfermeria,otras actividades,2021-03-01,591,591
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2021-03-01,43,43
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2021-03-01,9,9
SAN PEDRO,otras actividades de enfermeria,otras actividades,2021-03-01,166,166
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2021-03-01,202,202
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2021-03-01,7,7
SAN PEDRO DE MACHA,otras actividades de enfermeria,otras actividades,2021-03-01,6,6
SAN PEDRO DE QUEMES,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
SAN PEDRO(PND),otras actividades de enfermeria,otras actividades,2021-03-01,1,1
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2021-03-01,20,20
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2021-03-01,322,322
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2021-03-01,178,178
SANTA ANA,otras actividades de enfermeria,otras actividades,2021-03-01,12320,12320
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2021-03-01,818491,818491
SANTA ROSA,otras actividades de enfermeria,otras actividades,2021-03-01,105,105
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2021-03-01,115,115
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2021-03-01,16,16
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2021-03-01,16,16
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2021-03-01,12,12
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2021-03-01,12,12
SENA,otras actividades de enfermeria,otras actividades,2021-03-01,284,284
SHINAOTA,otras actividades de enfermeria,otras actividades,2021-03-01,164,164
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2021-03-01,40,40
SICAYA,otras actividades de enfermeria,otras actividades,2021-03-01,7,7
SIPE SIPE,otras actividades de enfermeria,otras actividades,2021-03-01,135,135
SOPACHUY,otras actividades de enfermeria,otras actividades,2021-03-01,324,324
SORACACHI,otras actividades de enfermeria,otras actividades,2021-03-01,36,36
SORATA,otras actividades de enfermeria,otras actividades,2021-03-01,1047,1047
SUCRE,otras actividades de enfermeria,otras actividades,2021-03-01,228541,228541
TACACOMA,otras actividades de enfermeria,otras actividades,2021-03-01,10,10
TACOBAMBA,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
TACOPAYA,otras actividades de enfermeria,otras actividades,2021-03-01,11,11
TAHUA,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
TAPACARI,otras actividades de enfermeria,otras actividades,2021-03-01,65,65
TARABUCO,otras actividades de enfermeria,otras actividades,2021-03-01,1040,1040
TARACO,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
TARATA,otras actividades de enfermeria,otras actividades,2021-03-01,21,21
TARIJA,otras actividades de enfermeria,otras actividades,2021-03-01,454366,454366
TARVITA,otras actividades de enfermeria,otras actividades,2021-03-01,1535,1535
TEOPONTE,otras actividades de enfermeria,otras actividades,2021-03-01,98,98
TIAHUANACU,otras actividades de enfermeria,otras actividades,2021-03-01,29,29
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
TIPUANI,otras actividades de enfermeria,otras actividades,2021-03-01,22,22
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2021-03-01,183,183
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2021-03-01,161,161
TOCO,otras actividades de enfermeria,otras actividades,2021-03-01,48,48
TOLATA,otras actividades de enfermeria,otras actividades,2021-03-01,12,12
TOLEDO,otras actividades de enfermeria,otras actividades,2021-03-01,96,96
TOMAVE,otras actividades de enfermeria,otras actividades,2021-03-01,49,49
TOMINA,otras actividades de enfermeria,otras actividades,2021-03-01,1729,1729
TORO TORO,otras actividades de enfermeria,otras actividades,2021-03-01,18,18
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2021-03-01,1625,1625
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2021-03-01,37,37
TRIGAL,otras actividades de enfermeria,otras actividades,2021-03-01,6,6
TRINIDAD,otras actividades de enfermeria,otras actividades,2021-03-01,511930,511930
TUPIZA,otras actividades de enfermeria,otras actividades,2021-03-01,9875,9875
TURCO,otras actividades de enfermeria,otras actividades,2021-03-01,233,233
UMALA,otras actividades de enfermeria,otras actividades,2021-03-01,41,41
UNCIA,otras actividades de enfermeria,otras actividades,2021-03-01,6,6
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2021-03-01,7,7
URUBICHA,otras actividades de enfermeria,otras actividades,2021-03-01,353,353
UYUNI,otras actividades de enfermeria,otras actividades,2021-03-01,4386,4386
VACAS,otras actividades de enfermeria,otras actividades,2021-03-01,10,10
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2021-03-01,5092,5092
VIACHA,otras actividades de enfermeria,otras actividades,2021-03-01,339,339
VILA VILA,otras actividades de enfermeria,otras actividades,2021-03-01,39,39
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2021-03-01,8,8
VILLA MONTES,otras actividades de enfermeria,otras actividades,2021-03-01,20651,20651
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2021-03-01,1,1
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2021-03-01,5,5
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2021-03-01,1814,1814
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2021-03-01,566,566
VILLAZON,otras actividades de enfermeria,otras actividades,2021-03-01,29691,29691
VINTO,otras actividades de enfermeria,otras actividades,2021-03-01,4803,4803
VITICHI,otras actividades de enfermeria,otras actividades,2021-03-01,5,5
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2021-03-01,4,4
WARNES,otras actividades de enfermeria,otras actividades,2021-03-01,9944,9944
YACO,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
YACUIBA,otras actividades de enfermeria,otras actividades,2021-03-01,26485,26485
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2021-03-01,2,2
YANACACHI,otras actividades de enfermeria,otras actividades,2021-03-01,12,12
YAPACANI,otras actividades de enfermeria,otras actividades,2021-03-01,650,650
YOCALLA,otras actividades de enfermeria,otras actividades,2021-03-01,6,6
YOTALA,otras actividades de enfermeria,otras actividades,2021-03-01,3,3
YUNCHARA,otras actividades de enfermeria,otras actividades,2021-03-01,8,8
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2021-03-01,471,471
ACACIO,otras actividades de enfermeria,otras actividades,2021-04-01,4,4
ACHACACHI,otras actividades de enfermeria,otras actividades,2021-04-01,94,94
ACHOCALLA,otras actividades de enfermeria,otras actividades,2021-04-01,91,91
AIQUILE,otras actividades de enfermeria,otras actividades,2021-04-01,906,906
ALALAY,otras actividades de enfermeria,otras actividades,2021-04-01,1,1
ALCALA,otras actividades de enfermeria,otras actividades,2021-04-01,60,60
ALTO BENI,otras actividades de enfermeria,otras actividades,2021-04-01,28,28
ANCORAIMES,otras actividades de enfermeria,otras actividades,2021-04-01,20,20
ANDAMARCA,otras actividades de enfermeria,otras actividades,2021-04-01,54,54
ANTEQUERA,otras actividades de enfermeria,otras actividades,2021-04-01,103,103
ANZALDO,otras actividades de enfermeria,otras actividades,2021-04-01,9,9
APOLO,otras actividades de enfermeria,otras actividades,2021-04-01,1775,1775
ARAMPAMPA,otras actividades de enfermeria,otras actividades,2021-04-01,24,24
ARANI,otras actividades de enfermeria,otras actividades,2021-04-01,5,5
ARBIETO,otras actividades de enfermeria,otras actividades,2021-04-01,3,3
ARQUE,otras actividades de enfermeria,otras actividades,2021-04-01,12,12
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2021-04-01,792,792
ATOCHA,otras actividades de enfermeria,otras actividades,2021-04-01,3586,3586
AUCAPATA,otras actividades de enfermeria,otras actividades,2021-04-01,10,10
AYATA,otras actividades de enfermeria,otras actividades,2021-04-01,5,5
AYO AYO,otras actividades de enfermeria,otras actividades,2021-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2021-04-01,170,170
AZURDUY,otras actividades de enfermeria,otras actividades,2021-04-01,475,475
BATALLAS,otras actividades de enfermeria,otras actividades,2021-04-01,2,2
BAURES,otras actividades de enfermeria,otras actividades,2021-04-01,273,273
BELEN DE ANDAMARCA,otras actividades de enfermeria,otras actividades,2021-04-01,1,1
BELEN DE URMIRI,otras actividades de enfermeria,otras actividades,2021-04-01,2,2
BELLA FLOR,otras actividades de enfermeria,otras actividades,2021-04-01,304,304
BERMEJO,otras actividades de enfermeria,otras actividades,2021-04-01,42422,42422
BETANZOS,otras actividades de enfermeria,otras actividades,2021-04-01,292,292
BOLIVAR,otras actividades de enfermeria,otras actividades,2021-04-01,4,4
BOLPEBRA,otras actividades de enfermeria,otras actividades,2021-04-01,7,7
BUENA VISTA,otras actividades de enfermeria,otras actividades,2021-04-01,10,10
CABEZAS,otras actividades de enfermeria,otras actividades,2021-04-01,124,124
CAIROMA,otras actividades de enfermeria,otras actividades,2021-04-01,5,5
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2021-04-01,1072,1072
CAJUATA,otras actividades de enfermeria,otras actividades,2021-04-01,171,171
CALAMARCA,otras actividades de enfermeria,otras actividades,2021-04-01,10,10
CAMARGO,otras actividades de enfermeria,otras actividades,2021-04-01,5918,5918
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2021-04-01,40,40
CAMIRI,otras actividades de enfermeria,otras actividades,2021-04-01,8360,8360
CAPINOTA,otras actividades de enfermeria,otras actividades,2021-04-01,58,58
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2021-04-01,44,44
CARACOLLO,otras actividades de enfermeria,otras actividades,2021-04-01,51,51
CARANAVI,otras actividades de enfermeria,otras actividades,2021-04-01,10627,10627
CARAPARI,otras actividades de enfermeria,otras actividades,2021-04-01,35,35
CARIPUYO,otras actividades de enfermeria,otras actividades,2021-04-01,29,29
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2021-04-01,55,55
CHALLAPATA,otras actividades de enfermeria,otras actividades,2021-04-01,5650,5650
CHAQUI,otras actividades de enfermeria,otras actividades,2021-04-01,15,15
CHARAGUA,otras actividades de enfermeria,otras actividades,2021-04-01,1027,1027
CHAYANTA,otras actividades de enfermeria,otras actividades,2021-04-01,115,115
CHIMORE,otras actividades de enfermeria,otras actividades,2021-04-01,2488,2488
CHIPAYA,otras actividades de enfermeria,otras actividades,2021-04-01,3,3
CHOQUE COTA,otras actividades de enfermeria,otras actividades,2021-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2021-04-01,1275,1275
CHUMA,otras actividades de enfermeria,otras actividades,2021-04-01,164,164
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2021-04-01,5,5
CKOCHAS,otras actividades de enfermeria,otras actividades,2021-04-01,47,47
CLIZA,otras actividades de enfermeria,otras actividades,2021-04-01,690,690
COBIJA,otras actividades de enfermeria,otras actividades,2021-04-01,55525,55525
COCAPATA,otras actividades de enfermeria,otras actividades,2021-04-01,159,159
COCHABAMBA,otras actividades de enfermeria,otras actividades,2021-04-01,235733,235733
COIPASA,otras actividades de enfermeria,otras actividades,2021-04-01,14,14
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2021-04-01,4589,4589
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2021-04-01,10,10
COLLANA,otras actividades de enfermeria,otras actividades,2021-04-01,4,4
COLOMI,otras actividades de enfermeria,otras actividades,2021-04-01,142,142
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2021-04-01,471,471
COLQUECHACA,otras actividades de enfermeria,otras actividades,2021-04-01,15,15
COLQUENCHA,otras actividades de enfermeria,otras actividades,2021-04-01,28,28
COLQUIRI,otras actividades de enfermeria,otras actividades,2021-04-01,70,70
COMARAPA,otras actividades de enfermeria,otras actividades,2021-04-01,8,8
CONCEPCION,otras actividades de enfermeria,otras actividades,2021-04-01,417,417
COPACABANA,otras actividades de enfermeria,otras actividades,2021-04-01,22,22
CORIPATA,otras actividades de enfermeria,otras actividades,2021-04-01,38,38
CORO CORO,otras actividades de enfermeria,otras actividades,2021-04-01,3,3
COROICO,otras actividades de enfermeria,otras actividades,2021-04-01,16361,16361
CORQUE,otras actividades de enfermeria,otras actividades,2021-04-01,290,290
COTAGAITA,otras actividades de enfermeria,otras actividades,2021-04-01,2176,2176
COTOCA,otras actividades de enfermeria,otras actividades,2021-04-01,6538,6538
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2021-04-01,300,300
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2021-04-01,1,1
CUEVO,otras actividades de enfermeria,otras actividades,2021-04-01,6,6
CULPINA,otras actividades de enfermeria,otras actividades,2021-04-01,961,961
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2021-04-01,95,95
CURVA,otras actividades de enfermeria,otras actividades,2021-04-01,3,3
DESAGUADERO,otras actividades de enfermeria,otras actividades,2021-04-01,1,1
EL ALTO,otras actividades de enfermeria,otras actividades,2021-04-01,302668,302668
EL CHORO,otras actividades de enfermeria,otras actividades,2021-04-01,19,19
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2021-04-01,36,36
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2021-04-01,3,3
EL TORNO,otras actividades de enfermeria,otras actividades,2021-04-01,451,451
EL VILLAR,otras actividades de enfermeria,otras actividades,2021-04-01,34,34
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2021-04-01,2532,2532
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2021-04-01,276,276
ESCARA,otras actividades de enfermeria,otras actividades,2021-04-01,1,1
ESCOMA,otras actividades de enfermeria,otras actividades,2021-04-01,18,18
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2021-04-01,9,9
EXALTACION,otras actividades de enfermeria,otras actividades,2021-04-01,29,29
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2021-04-01,28,28
FILADELFIA,otras actividades de enfermeria,otras actividades,2021-04-01,24,24
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2021-04-01,53,53
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2021-04-01,46,46
GUANAY,otras actividades de enfermeria,otras actividades,2021-04-01,299,299
GUAQUI,otras actividades de enfermeria,otras actividades,2021-04-01,5,5
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2021-04-01,178834,178834
