,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,1,1,3
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,13,16,2,1,32
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,5,2,1,14
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,4,4,3,13
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,3,11,5,23
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,30,24,31,25,110
CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,0,1,1
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,11,10,7,7,35
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,1,2,6
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,0,0,3
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,0,0,1
CHACARILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,6,1,4,20
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,4,4,0,10
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,11,15,10,10,46
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,1,0,3,7
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,12,16,6,5,39
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,1,1,2
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,0,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,5,2,2,13
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,2,5,6,14
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,2,1,1,6
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,11,4,7,30
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,35,23,18,25,101
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,7,6,4,10,27
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,194,217,52,66,529
COIPASA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,1,0,1
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,23,13,7,5,48
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,7,3,1,16
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,2,0,0,3
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,18,16,1,0,35
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,4,0,0,13
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,10,10,14,10,44
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,3,0,0,4
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,2,0,3
COMANCHE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,2,0,0,4
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,10,3,6,8,27
COMBAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,0,0,2
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,5,1,11,22
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,4,4,4,14
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,12,1,0,19
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,3,0,5
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,9,2,0,13
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,1,1,4,9
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,7,12,8,16,43
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,31,25,0,2,58
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,14,15,8,9,46
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,2,3,5
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,0,6,1,12
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,6,1,2,15
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,0,0,3
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,2,1,4
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,1,1,4
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,287,292,275,263,1117
EL CHORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,1,3,7
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,0,3,3,11
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,5,8,4,20
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,28,31,23,22,104
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,0,0,0,6
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,11,14,12,10,47
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,19,13,5,2,39
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,14,9,25
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,1,0,2
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,2,3,1,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,8,7,9,33
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,3,6,6,17
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,9,0,0,17
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,2,1,4
GUANAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,8,9,3,29
GUAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,3,1,0,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,12,15,11,10,48
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,16,6,0,2,24
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,5,2,0,8
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,2,3,1,9
HUACHACALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,6,9,11,31
HUARACAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,3,0,0,3
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,0,2,2,6
HUATAJATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,0,2,3
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,3,0,4
HUMANATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,1,0,1
ICHOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,3,1,2,7
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,4,4,4,13
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,5,1,1,11
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,4,4,0,12
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,14,6,2,3,25
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,6,1,9
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,7,6,2,2,17
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,16,14,1,5,36
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,87,69,8,9,173
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,344,334,55,55,788
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,5,4,1,11
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,5,0,0,8
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,2,0,2,6
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,16,14,45,40,115
LLICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,1,1,3
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,3,1,1,7
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,2,0,3
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,7,7,7,26
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,5,1,0,14
MALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,4,4,9
MAPIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,10,0,1,15
MECAPACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,2,0,0,11
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,12,12,1,1,26
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,9,11,13,38
MOCOMOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,2,6,6,18
MOJINETE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,1,2,3
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,1,4,1,10
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,19,11,4,5,39
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,73,73,37,36,219
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,0,0,3
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,0,7,3,12
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,1,4,7
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,2,2,4
OCURI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,5,0,4,12
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,3,2,3,11
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,4,9,6,21
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,79,86,34,24,223
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,10,7,10,6,33
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,8,3,5,21
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,10,7,42,44,103
PALCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,4,6,0,15
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,16,22,7,5,50
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,0,1,3
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,12,8,7,7,34
PAPEL PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,3,0,3
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,4,3,7
PATACAMAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,3,6,5,16
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,2,0,0,2
PELECHUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,2,0,1,7
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,4,5,10
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,4,4,13,27
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,5,6,2,16
POOPO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,3,5,4,12
PORCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,3,3,2,11
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,5,5,2,16
PORONGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,4,11,7,24
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,7,7,1,3,18
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,4,0,1,9
POSTRER VALLE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,1,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,113,128,168,150,559
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,4,3,3,14
PUCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,2,1,4
PUCARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,5,5,6,19
PUERTO ACOSTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,3,2,6
PUERTO CARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,3,4,1,10
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,5,12,6,27
PUERTO PEREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,1,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,10,6,3,28
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,7,2,3,16
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,12,5,3,28
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,26,16,12,10,64
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,11,4,13,13,41
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,10,10,5,7,32
QUIABAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,25,40,57,46,168
QUIME,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,2,1,1,7
QUIRUSILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,1,0,2
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,4,1,0,6
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,10,8,16,8,42
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,4,2,3,15
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,30,28,38,42,138
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,14,11,3,1,29
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,14,15,3,1,33
SABAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,37,56,16,9,118
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,1,1,5
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,1,4,6,12
SAIPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,7,5,0,1,13
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,7,4,3,17
SAMAIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,4,0,1,9
SAN AGUSTIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,5,3,4,18
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,8,1,0,18
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,2,0,3,5
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,7,0,4,13
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,3,6,2,12
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,15,20,7,16,58
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,3,7,4,19
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,18,16,2,1,37
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,4,0,0,7
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,35,26,6,7,74
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,0,3,2,9
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,8,0,0,16
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,1,0,0,3
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,14,23,18,63
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,3,2,2,10
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,25,25,14,12,76
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,0,7,9,21
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,8,15,0,0,23
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,14,11,10,44
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,8,0,1,11
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,7,8,3,3,21
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,0,2,3
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,13,10,6,5,34
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,5,2,1,14
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,2,0,2,4
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,2,0,0,5
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,3,0,3
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,2,1,1,4
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,2,2,2,11
SAN RAMON SCZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,5,2,1,12
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,6,4,0,0,10
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,497,498,40,34,1069
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,5,0,0,10
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,15,14,6,8,43
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,0,2,1,6
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,2,0,1,5
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,3,0,5,10
SANTIVAÑES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,2,2,1,9
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,1,0,1,4,6
SAPAHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,1,0,2
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,5,5,3,7,20
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,12,10,10,3,35
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,9,10,6,11,36
SICAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,1,1,3
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,19,22,10,8,59
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,4,1,4,12
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,1,0,0,1
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,4,6,11,11,32
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,84,91,18,15,208
TACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,0,0,1,0,1
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,3,3,2,1,9
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-03-01,2,5,5,5,17
