,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,2,1,2,4,9
PAMPA GRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,1,0,0,1
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,0,1,1
PORVENIR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,0,1,1
PUERTO RICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,1,0,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,2,2,4
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,1,0,0,2
REYES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,3,2,5
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,3,2,5
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,1,1,1,4
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,50,51,101
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,0,0,1,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,96,61,5,8,170
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,0,1,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,1,1,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,12,14,5,6,37
TAHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,0,1,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,2,1,0,0,3
TEOPONTE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,0,0,0,1
TINGUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,1,0,1
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,1,1,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,2,0,0,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,4,0,0,4
YOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-08-01,0,1,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,5,5
ANDAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,1,0,0,2
ANZALDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,2,1,3
ARQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,2,0,1,0,3
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,1,2
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,1,0,0,1
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,1,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,26,30,3,6,65
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,1,0,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
CULPINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,7,13,14,14,48
EXALTACION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,32,46,10,16,104
LORETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,6,6,12
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,1,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,3,2,8,8,21
PADILLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,2,14,1,1,18
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,0,1
POCOATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,0,1
POROMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,3,2,5
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,8,4,76,65,153
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,3,3
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,2,0,0,2
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,3,2,0,6
SACABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,0,1
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,1,1,1,4
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,2,3
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,2,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,1,53,52,107
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,1,2
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,1,0,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,2,2,0,4
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,14,24,25,29,92
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,0,1
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,4,5,8,8,25
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,8,14,76,54,152
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,1,0,0,0,1
TACOBAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,4,5
TIPUANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,1,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,5,10,2,4,21
URUBICHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,2,1,0,3
VILLA CHARCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,2,3,0,0,5
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,0,1,1
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-09-01,0,0,1,4,5
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
ANDAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,3,4,7
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,2,1,0,5
BATALLAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,2,2
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,1,0,2
"CAIZA ""D""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
CAMARGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,3,4
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,1,0,0,2
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,1,2
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,5,4,10
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,2,2,4
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,2,3
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,11,5,1,3,20
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,1,0,2
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,0,0,0,2
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,3,1,1,0,5
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,27,25,57,42,151
EL CHORO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,1,0,0,3
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,2,2,5
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,2,0,2
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,3,0,4
HUARINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,1,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,15,15,4,4,38
LAS CARRERAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,5,3,8
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,44,52,2,2,100
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,2,3,4,10
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,4,5,11,19,39
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,0,1
POJO (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,2,2,2,8
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,1,2
PUERTO PEREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,1,0,0,2
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,8,5,1,3,17
SACACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,2,3
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,32,51,102,100,285
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,2,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,13,19,32
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,1,0,0,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,3,1,5,3,12
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,2,0,4,8
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,4,2,0,0,6
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,63,63,67,42,235
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,4,2,6
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,2,0,2
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,2,2,0,0,4
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,1,0,2
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,2,3,4,9
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,8,11,4,5,28
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,0,1,2,3
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,7,3,11
TIPUANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,0,0,1
TOLATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,11,9,5,1,26
TURCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,1,2,4
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,5,4,1,0,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,0,0,1
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,1,0,1,1,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,4,2,1,4,11
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-10-01,0,1,3,4,8
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,2,1,3
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,1,2
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,1,0,2
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,1,0,1
CLIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,1,2
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,1,1,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,12,9,1,0,22
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,1,1,2
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,3,0,0,4
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,17,19,5,7,48
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,2,0,0,0,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,2,6,16,24
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,5,5,0,0,10
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
INCAHUASI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,3,1,1,2,7
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,2,2,0,0,4
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,7,8,22,42,79
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,2,2,0,1,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,4,2,10,6,22
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
PAZÑA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,1,0,1
POCONA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,2,1,2,2,7
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,1,0,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,2,1,1,1,5
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,4,0,5
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,2,0,0,2
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,2,0,2
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,0,1,1
SAN RAFAEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,53,66,31,32,182
SOPACHUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,2,2,4
SORATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,36,35,0,2,73
TACACOMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
TACOBAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,0,1,1
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,1,0,2
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,4,3,7
TIAWANACU,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,2,3,6
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,0,1
TURCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,0,1,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,2,0,0,3
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,0,2,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,1,0,5,7
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,3,4,1,1,9
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,1,0,2,1,4
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-11-01,0,0,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
CAIROMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,4,3,11,4,22
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,2,0,0,2
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,2,2
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,2,2
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,10,8,2,3,23
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
