,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,861,883,100,87,1931
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,1,1,2,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,7,6,0,1,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,11,3,0,3,17
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,65,55,2,1,123
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,2,1,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,9,26,1,5,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,33,43,0,1,77
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,1,0,0,3
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,5,0,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,4,0,1,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,0,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,1,1,8,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,17,17,2,2,38
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,1,3,2,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,16,1,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,11,3,3,27
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,9,9,2,26
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,2,3,2,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,58,42,1,2,103
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,5,5,8,24
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,4,2,2,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,3,2,1,8
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,28,17,2,0,47
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,4,2,0,8
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,4,2,3,9
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,1,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,0,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,1,3,2,7
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,0,2,2,6
ICLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,3,1,5,13
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,5,3,4,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,1,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,5,6,7,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,14,5,5,6,30
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,11,0,0,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,12,4,0,0,16
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,48,48,8,17,121
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,86,90,7,0,183
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,695,768,17,18,1498
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,6,2,4,20
LAJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,14,13,0,3,30
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,1,1,3,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,3,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,37,12,16,19,84
LLICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,3,0,2,8
LORETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,1,4,2,9
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,2,7,3,15
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,4,2,1,8
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,9,6,0,1,16
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,10,2,3,25
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,12,12,0,0,24
MALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,12,11,0,1,24
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,7,12,1,2,22
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,1,0,2,6
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,27,25,10,4,66
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,13,5,3,29
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,4,0,1,6
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,14,2,1,33
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,139,134,2,0,275
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,3,0,0,3
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,4,6,9,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,0,2,6,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,1,0,0,2
OCURI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,4,5,4,19
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,15,15,1,2,33
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,0,2,2,7
ORURO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,370,349,3,2,724
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,14,12,0,0,26
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,5,0,1,11
PAILON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,25,24,34,55,138
PALCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,13,19,3,4,39
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,26,5,4,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,1,0,2,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,11,10,0,0,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,1,0,1,5
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,0,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,32,2,1,51
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,2,0,1,9
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,4,0,5,14
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,8,11,15,38
POCONA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,9,7,3,23
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,8,6,2,20
POOPO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,5,0,0,8
PORCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,13,20,2,2,37
POROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,9,4,9,5,27
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,10,2,3,21
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,27,20,0,0,47
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,7,1,0,13
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,264,271,14,15,564
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,2,3,6,14
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,2,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,13,21,11,11,56
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,3,8,3,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,4,8,6,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,1,6,4,19
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,3,0,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,13,25,7,3,48
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,8,0,0,14
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,0,3,1,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,20,14,1,2,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,49,34,1,4,88
PUNA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,12,6,11,35
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,33,37,1,1,72
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,2,0,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,128,117,33,41,319
QUIME,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,5,1,0,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,3,13,8,30
REYES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,8,1,2,21
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,144,133,19,21,317
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,17,4,1,3,25
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,17,24,4,6,51
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,0,1,0,3
SACABA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,144,129,0,2,275
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,2,0,0,8
SACACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,18,20,7,8,53
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,1,1,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,7,6,5,1,19
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,4,1,0,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,1,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,8,0,1,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,3,0,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,2,1,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,3,1,2,8
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,7,1,2,18
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,72,51,3,3,129
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,12,6,1,1,20
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,22,25,1,1,49
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,36,15,2,4,57
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,45,65,7,6,123
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,2,0,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,9,1,0,16
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,4,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,23,17,0,0,40
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,6,2,2,15
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,54,35,8,10,107
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,2,6,4,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,17,2,1,36
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,18,18,13,12,61
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,13,1,0,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,8,2,3,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,3,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,11,10,0,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,34,14,13,21,82
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,2,0,2,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,2,1,2,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,4,0,0,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,2,7,0,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,5,0,0,6
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,23,16,1,2,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1694,1642,39,31,3406
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,8,4,3,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,9,1,0,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,0,0,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,8,2,2,20
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,2,3,2,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,2,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,6,1,0,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,3,2,0,7
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,5,1,0,8
SENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,10,0,0,13
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,17,18,2,2,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,13,16,3,4,36
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,0,0,0,1
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,42,42,2,1,87
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,5,2,1,16
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,11,4,3,5,23
SORATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,10,7,11,34
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,308,260,8,2,578
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,0,0,1,3
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,9,1,1,17
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,11,2,6,5,24
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,7,2,4,1,14
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,16,8,10,12,46
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,10,5,11,36
TARACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,1,2,1,10
TARATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,11,5,1,1,18
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,220,227,5,4,456
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,7,7,1,6,21
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,9,2,2,21
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,14,7,1,0,22
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,24,20,9,8,61
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,6,0,1,17
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,39,36,8,12,95
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,10,6,4,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,0,1,1,3
TOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,4,0,0,9
TODOS SANTOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,5,2,1,13
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,3,1,2,9
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,4,6,6,18
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,4,2,3,15
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,4,10,9,29
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,20,18,3,2,43
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,2,0,1,4
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,130,138,7,6,281
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,38,43,9,6,96
TURCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,1,0,1,6
UMALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,7,3,1,13
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,20,23,7,4,54
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,10,11,2,0,23
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,7,2,1,12
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,36,33,5,3,77
VACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,4,1,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,10,1,0,15
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,74,67,2,3,146
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,4,1,3,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,8,2,3,21
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,49,44,6,7,106
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,2,1,0,5
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,5,5,2,0,12
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,8,3,3,2,16
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,66,59,5,4,134
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,9,0,3,18
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,34,36,2,4,76
VINTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,66,52,0,3,121
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,5,0,0,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,2,3,0,0,5
WARNES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,145,101,3,4,253
YACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,4,4,4,3,15
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,87,132,10,11,240
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,3,0,3,9
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,3,3,0,1,7
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,54,52,7,3,116
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,6,4,1,4,15
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,7,4,4,0,15
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,0,0,3,4,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-03-01,1,5,2,0,8
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,0,3,1,4
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,12,18,11,3,44
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,10,7,15,14,46
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,20,12,8,2,42
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,0,1,2,3
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,2,2,0,2,6
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,7,5,0,0,12
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,5,9,4,3,21
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-04-01,0,4,2,0,6
