,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,4,2,5,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,2,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,4,3,2,4,6,7
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,0,3,0,5,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,5,0,3,1,8,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,5,1,3,2,8,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,0,1,0,1,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,4,2,1,5,5,7
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,1,0,2,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,0,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,2,0,3,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,6,0,5,0,11,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,4,2,6,2,10,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,3,1,5,2,8,3
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,0,1,0,1,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,0,2,0,4,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,0,0,0,2,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,1,0,2,0
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,9,2,5,1,14,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,4,3,7,5,11
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,5,1,2,1,7,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,0,2,0,4,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,0,1,0,3,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,4,2,2,0,6,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,1,1,1,1,2
REYES,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,7,4,7,4,14,8
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,3,3,0,5,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,1,0,0,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,4,1,2,1,6,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,4,1,2,0,6,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,13,2,4,0,17,2
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,2,0,2,0,4,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,1,2,1,2,2
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,3,0,3,0,6,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,1,0,2,0
TACOBAMBA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,6,0,0,0,6
TARATA,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,0,3,0,3,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,6,3,11,4,17,7
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2023-08-01,0,0,0,1,0,1
ALCALA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,1,0,0,0,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,2,2,0,0,2,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,0,2,0,2,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,0,1,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,6,1,7,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,1,0,0,1,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,0,0,1,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,8,2,4,0,12,2
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,3,0,4,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,6,0,6,1,12,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,1,0,2,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,7,0,4,0,11,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,1,0,0,1,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,1,0,2,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,3,0,5,0,8,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,2,3,1,1,3,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,1,0,2,0
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,1,0,0,0,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,2,0,3,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,3,2,1,0,4,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,2,5,3,6,5
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,3,8,4,7,7,15
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,1,3,1,3,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,1,0,0,1,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,3,0,1,0,4,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,0,1,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,1,0,0,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,4,0,4,1,8,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,7,2,7,2,14,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,1,1,2,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,1,2,1,2,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,3,1,1,2,4
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,6,3,4,3,10,6
SAN LORENZO(TJA),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,3,0,0,0,3,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,0,1,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,0,0,1,0,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,3,0,2,0,5,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,2,0,0,0,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2023-09-01,20,6,11,4,31,10
AIQUILE,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,0,0,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,2,2,2,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,2,0,4,0
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,5,3,4,1,9,4
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,1,1,3,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,1,0,1,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,4,3,9,3,13,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,1,0,3,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,9,0,7,0,16,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,11,1,6,2,17,3
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,1,1,1,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,5,0,4,0,9,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,6,1,3,2,9,3
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,11,1,4,0,15,1
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,0,1,0,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,0,0,2,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,3,0,5,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,2,0,2,1,4
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,3,0,3,1,6,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,12,3,1,3,13,6
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,1,0,3,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,3,0,0,0,3,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,1,2,1,3,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,3,0,5,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,0,4,0,5,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,1,0,1,0
REYES,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,1,0,0,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,7,0,7,0,14,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,5,1,1,0,6,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,2,0,4,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,1,1,2,3,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,5,5,5,1,10,6
SENA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,0,1,0,3,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,3,0,3,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,0,1,0,1,0
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,1,2,0,1,1,3
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,2,1,0,0,2,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,16,5,18,5,34,10
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2023-10-01,0,1,0,0,0,1
AIQUILE,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,1,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,0,0,1,0
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,1,0,1,0,2
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,1,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,1,5,2,8,3
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,1,1,1,2,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,2,0,2,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,0,0,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,5,3,3,3,8,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,2,0,3,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,0,6,0,8,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,0,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,0,2,0,5,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,0,2,0,4,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,0,6,1,9,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,8,2,9,2
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,0,2,0,4,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,0,3,0,5,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,1,1,3,2,4
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,2,0,2,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,15,6,18,8,33,14
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,6,2,7,2
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,1,0,2,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,2,0,3,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,6,2,4,3,10,5
RAQAYPAMPA(ETA),leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,1,0,2,0
REYES,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,6,2,6,2,12,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,1,4,1,7,2
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,1,1,1,3,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,2,2,0,5,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,0,3,1,6,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,7,2,2,1,9,3
SAN JOAQUIN,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,0,0,1,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,1,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,3,1,1,0,4,1
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,1,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,1,1,1,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,2,1,0,0,2,1
URIONDO (A. CONCEPCION),leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,0,0,0,1,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,1,0,0,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,10,3,11,2,21,5
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,0,0,0,1,0,1
YAPACANI,leishmaniasis,tratamientos de leishmania cutanea,2023-11-01,1,2,0,0,1,2
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,2,2,1,2,3,4
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,1,0,2,0
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,2,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,0,2,0,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,7,2,7,2,14,4
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,1,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,1,0,0,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,3,0,5,0,8,0
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,0,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,4,0,5,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,4,0,5,0,9,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,1,2,0,2,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,1,1,0,1,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,1,0,2,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,1,0,1,0
HUACARETA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,0,0,1,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,1,0,1,0
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,2,0,3,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,11,5,12,6,23,11
MONTEAGUDO,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,2,0,2,0,4,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,2,0,2,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,5,3,2,4,7,7
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,1,0,1,0,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,4,2,4,1,8,3
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,3,2,2,1,5,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,2,0,2,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,1,2,3,2,4
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,4,0,5,0,9,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,2,3,2,3,4,6
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,4,2,3,1,7,3
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,0,0,1,1,1,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,1,0,0,1,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2023-12-01,11,4,8,4,19,8
