municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,17,17
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,23,23
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,23,23
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,6,6
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,5,5
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,14,14
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,11,11
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,92,92
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,6,6
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,279,279
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,9,9
PUCARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,11,11
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,13,13
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,24,24
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,10,10
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,43,43
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,38,38
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,30,30
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,54,54
QUIABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,173,173
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,25,25
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,20,20
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,212,212
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,12,12
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,43,43
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,5,5
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,114,114
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,6,6
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,24,24
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,5,5
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,11,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,14,14
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,10,10
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,14,14
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,70,70
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,11,11
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,35,35
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,49,49
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,80,80
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,14,14
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,10,10
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,24,24
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,19,19
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,85,85
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,19,19
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,53,53
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,9,9
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,28,28
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,7,7
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,41,41
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,17,17
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,12,12
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,24,24
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,12,12
SANTA ANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,38,38
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1727,1727
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,10,10
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,28,28
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
SENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,6,6
SICAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,33,33
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,14,14
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,5,5
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,17,17
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,512,512
TACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,7,7
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,13,13
TAHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,26,26
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,36,36
TARACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,4,4
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,202,202
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,32,32
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,8,8
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,15,15
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,15,15
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,74,74
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,39,39
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,6,6
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,22,22
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,17,17
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,11,11
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
TRIGAL,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,168,168
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,55,55
TURCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,6,6
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,38,38
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,15,15
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,23,23
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,19,19
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,19,19
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,27,27
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,61,61
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,81,81
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,3,3
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,10,10
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,73,73
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,13,13
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,51,51
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,76,76
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,22,22
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,80,80
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,116,116
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,17,17
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,2,2
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,61,61
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,1,1
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,12,12
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,8,8
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-03-01,9,9
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,10,10
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,31,31
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,9,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,18,18
ALALAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
ALCALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,10,10
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
APOLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,11,11
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
ARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,10,10
ARBIETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
ARQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,36,36
ATOCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,19,19
AUCAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
AYO AYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,33,33
AZURDUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,22,22
BATALLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,19,19
BAURES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
BERMEJO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,40,40
BETANZOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,33,33
BOLIVAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,26,26
CABEZAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,13,13
CAIROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,6,6
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,17,17
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,40,40
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,6,6
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,74,74
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,24,24
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,6,6
CARACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,10,10
CARANAVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,51,51
CARAPARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
CARIPUYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,10,10
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
CATACORA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,18,18
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,39,39
CHARAÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,16,16
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,18,18
CHIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,27,27
CHUMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,6,6
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,49,49
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,914,914
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,57,57
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,19,19
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,11,11
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,33,33
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,31,31
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,50,50
COMBAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,10,10
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,21,21
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,20,20
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,53,53
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,34,34
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,24,24
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,939,939
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,14,14
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,14,14
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,47,47
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,11,11
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,20,20
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,16,16
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,21,21
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,15,15
GUAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,66,66
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,16,16
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,24,24
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,49,49
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,17,17
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,40,40
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,12,12
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,11,11
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,22,22
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,44,44
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,926,926
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,49,49
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
LORETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,14,14
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,18,18
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,21,21
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,15,15
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,42,42
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,28,28
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,7,7
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,8,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,57,57
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,263,263
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,3,3
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,19,19
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,20,20
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,5,5
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,427,427
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,17,17
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,24,24
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,28,28
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,9,9
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,37,37
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,12,12
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,2,2
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,1,1
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,18,18
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-04-01,4,4
