municipality,group,variable,month,Repetidas,TOTAL
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2005-03-01,78,78
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2005-03-01,12,12
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2005-03-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2005-03-01,21,21
SAN PEDRO(PND),consultas prenatales,repetidas,2005-03-01,1,1
SAN RAFAEL,consultas prenatales,repetidas,2005-03-01,41,41
SAN RAMON,consultas prenatales,repetidas,2005-03-01,38,38
SAN RAMON,consultas prenatales,repetidas,2005-03-01,48,48
SANTA ANA,consultas prenatales,repetidas,2005-03-01,148,148
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2005-03-01,7280,7280
SANTA ROSA,consultas prenatales,repetidas,2005-03-01,58,58
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2005-03-01,134,134
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2005-03-01,6,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2005-03-01,30,30
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2005-03-01,8,8
SANTIVAÑES,consultas prenatales,repetidas,2005-03-01,17,17
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2005-03-01,4,4
SAPAHAQUI,consultas prenatales,repetidas,2005-03-01,12,12
SENA,consultas prenatales,repetidas,2005-03-01,26,26
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2005-03-01,53,53
SICAYA,consultas prenatales,repetidas,2005-03-01,11,11
SIPE SIPE,consultas prenatales,repetidas,2005-03-01,208,208
SOPACHUY,consultas prenatales,repetidas,2005-03-01,69,69
SORACACHI,consultas prenatales,repetidas,2005-03-01,15,15
SORATA,consultas prenatales,repetidas,2005-03-01,30,30
SUCRE,consultas prenatales,repetidas,2005-03-01,1850,1850
TACACHI,consultas prenatales,repetidas,2005-03-01,5,5
TACACOMA,consultas prenatales,repetidas,2005-03-01,23,23
TACOBAMBA,consultas prenatales,repetidas,2005-03-01,14,14
TACOPAYA,consultas prenatales,repetidas,2005-03-01,62,62
TAHUA,consultas prenatales,repetidas,2005-03-01,3,3
TAPACARI,consultas prenatales,repetidas,2005-03-01,91,91
TARABUCO,consultas prenatales,repetidas,2005-03-01,168,168
TARACO,consultas prenatales,repetidas,2005-03-01,11,11
TARATA,consultas prenatales,repetidas,2005-03-01,9,9
TARIJA,consultas prenatales,repetidas,2005-03-01,825,825
TARVITA,consultas prenatales,repetidas,2005-03-01,133,133
TEOPONTE,consultas prenatales,repetidas,2005-03-01,3,3
TIAWANACU,consultas prenatales,repetidas,2005-03-01,33,33
TINGUIPAYA,consultas prenatales,repetidas,2005-03-01,47,47
TIPUANI,consultas prenatales,repetidas,2005-03-01,68,68
TIQUIPAYA,consultas prenatales,repetidas,2005-03-01,244,244
TIRAQUE (CBBA),consultas prenatales,repetidas,2005-03-01,215,215
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2005-03-01,3,3
TOCO,consultas prenatales,repetidas,2005-03-01,3,3
TOLATA,consultas prenatales,repetidas,2005-03-01,21,21
TOLEDO,consultas prenatales,repetidas,2005-03-01,7,7
TOMAVE,consultas prenatales,repetidas,2005-03-01,32,32
TOMINA,consultas prenatales,repetidas,2005-03-01,85,85
TORO TORO,consultas prenatales,repetidas,2005-03-01,55,55
TOTORA(CBBA),consultas prenatales,repetidas,2005-03-01,63,63
TOTORA(ORR),consultas prenatales,repetidas,2005-03-01,9,9
TRIGAL,consultas prenatales,repetidas,2005-03-01,9,9
TRINIDAD,consultas prenatales,repetidas,2005-03-01,1050,1050
TUPIZA,consultas prenatales,repetidas,2005-03-01,284,284
TURCO,consultas prenatales,repetidas,2005-03-01,19,19
UMALA,consultas prenatales,repetidas,2005-03-01,6,6
UNCIA,consultas prenatales,repetidas,2005-03-01,146,146
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2005-03-01,73,73
URUBICHA,consultas prenatales,repetidas,2005-03-01,80,80
UYUNI,consultas prenatales,repetidas,2005-03-01,117,117
VACAS,consultas prenatales,repetidas,2005-03-01,58,58
VALLEGRANDE,consultas prenatales,repetidas,2005-03-01,89,89
VIACHA,consultas prenatales,repetidas,2005-03-01,206,206
VILA VILA,consultas prenatales,repetidas,2005-03-01,6,6
VILLA MONTES,consultas prenatales,repetidas,2005-03-01,253,253
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2005-03-01,3,3
VILLA RIVERO,consultas prenatales,repetidas,2005-03-01,18,18
VILLA SERRANO,consultas prenatales,repetidas,2005-03-01,71,71
VILLA TUNARI,consultas prenatales,repetidas,2005-03-01,368,368
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2005-03-01,70,70
VILLAZON,consultas prenatales,repetidas,2005-03-01,305,305
VINTO,consultas prenatales,repetidas,2005-03-01,252,252
VITICHI,consultas prenatales,repetidas,2005-03-01,91,91
WALDO BALLIVIAN,consultas prenatales,repetidas,2005-03-01,5,5
WARNES,consultas prenatales,repetidas,2005-03-01,332,332
YACO,consultas prenatales,repetidas,2005-03-01,6,6
YACUIBA,consultas prenatales,repetidas,2005-03-01,400,400
YAMPARAEZ,consultas prenatales,repetidas,2005-03-01,57,57
YANACACHI,consultas prenatales,repetidas,2005-03-01,13,13
YAPACANI,consultas prenatales,repetidas,2005-03-01,330,330
YOCALLA,consultas prenatales,repetidas,2005-03-01,20,20
YOTALA,consultas prenatales,repetidas,2005-03-01,63,63
YUNCHARA,consultas prenatales,repetidas,2005-03-01,26,26
ZUDAÑEZ,consultas prenatales,repetidas,2005-03-01,53,53
ACACIO,consultas prenatales,repetidas,2005-04-01,50,50
ACHACACHI,consultas prenatales,repetidas,2005-04-01,149,149
ACHOCALLA,consultas prenatales,repetidas,2005-04-01,45,45
AIQUILE,consultas prenatales,repetidas,2005-04-01,113,113
ALALAY,consultas prenatales,repetidas,2005-04-01,12,12
ALCALA,consultas prenatales,repetidas,2005-04-01,34,34
ANCORAIMES,consultas prenatales,repetidas,2005-04-01,68,68
ANDAMARCA,consultas prenatales,repetidas,2005-04-01,5,5
ANTEQUERA,consultas prenatales,repetidas,2005-04-01,9,9
ANZALDO,consultas prenatales,repetidas,2005-04-01,18,18
APOLO,consultas prenatales,repetidas,2005-04-01,83,83
ARAMPAMPA,consultas prenatales,repetidas,2005-04-01,24,24
ARANI,consultas prenatales,repetidas,2005-04-01,25,25
ARBIETO,consultas prenatales,repetidas,2005-04-01,18,18
ARQUE,consultas prenatales,repetidas,2005-04-01,34,34
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2005-04-01,178,178
ATOCHA,consultas prenatales,repetidas,2005-04-01,81,81
AUCAPATA,consultas prenatales,repetidas,2005-04-01,6,6
AYATA,consultas prenatales,repetidas,2005-04-01,6,6
AYO AYO,consultas prenatales,repetidas,2005-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2005-04-01,140,140
AZURDUY,consultas prenatales,repetidas,2005-04-01,106,106
BATALLAS,consultas prenatales,repetidas,2005-04-01,56,56
BAURES,consultas prenatales,repetidas,2005-04-01,21,21
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2005-04-01,5,5
BELEN DE URMIRI,consultas prenatales,repetidas,2005-04-01,10,10
BELLA FLOR,consultas prenatales,repetidas,2005-04-01,17,17
BERMEJO,consultas prenatales,repetidas,2005-04-01,173,173
BETANZOS,consultas prenatales,repetidas,2005-04-01,146,146
BOLIVAR,consultas prenatales,repetidas,2005-04-01,16,16
BOLPEBRA,consultas prenatales,repetidas,2005-04-01,4,4
BOYUIBE,consultas prenatales,repetidas,2005-04-01,21,21
BUENA VISTA,consultas prenatales,repetidas,2005-04-01,81,81
CABEZAS,consultas prenatales,repetidas,2005-04-01,67,67
CAIROMA,consultas prenatales,repetidas,2005-04-01,29,29
"CAIZA ""D""",consultas prenatales,repetidas,2005-04-01,32,32
CAJUATA,consultas prenatales,repetidas,2005-04-01,43,43
CALACOTO,consultas prenatales,repetidas,2005-04-01,5,5
CALAMARCA,consultas prenatales,repetidas,2005-04-01,29,29
CAMARGO,consultas prenatales,repetidas,2005-04-01,150,150
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2005-04-01,18,18
CAMIRI,consultas prenatales,repetidas,2005-04-01,180,180
CAPINOTA,consultas prenatales,repetidas,2005-04-01,103,103
CAQUIAVIRI,consultas prenatales,repetidas,2005-04-01,29,29
CARACOLLO,consultas prenatales,repetidas,2005-04-01,101,101
CARANAVI,consultas prenatales,repetidas,2005-04-01,291,291
CARAPARI,consultas prenatales,repetidas,2005-04-01,32,32
CARIPUYO,consultas prenatales,repetidas,2005-04-01,46,46
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2005-04-01,20,20
CATACORA,consultas prenatales,repetidas,2005-04-01,1,1
CHACARILLA,consultas prenatales,repetidas,2005-04-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2005-04-01,132,132
CHAQUI,consultas prenatales,repetidas,2005-04-01,31,31
CHARAGUA,consultas prenatales,repetidas,2005-04-01,148,148
CHARAÑA,consultas prenatales,repetidas,2005-04-01,8,8
CHAYANTA,consultas prenatales,repetidas,2005-04-01,82,82
CHIMORE,consultas prenatales,repetidas,2005-04-01,101,101
CHIPAYA,consultas prenatales,repetidas,2005-04-01,7,7
CHOQUE COTA,consultas prenatales,repetidas,2005-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2005-04-01,100,100
CHUMA,consultas prenatales,repetidas,2005-04-01,22,22
CLIZA,consultas prenatales,repetidas,2005-04-01,111,111
COBIJA,consultas prenatales,repetidas,2005-04-01,308,308
COCHABAMBA,consultas prenatales,repetidas,2005-04-01,4912,4912
COIPASA,consultas prenatales,repetidas,2005-04-01,2,2
COLCAPIRHUA,consultas prenatales,repetidas,2005-04-01,308,308
"COLCHA ""K""",consultas prenatales,repetidas,2005-04-01,54,54
COLLANA,consultas prenatales,repetidas,2005-04-01,8,8
COLOMI,consultas prenatales,repetidas,2005-04-01,85,85
COLPA BELGICA,consultas prenatales,repetidas,2005-04-01,31,31
COLQUECHACA,consultas prenatales,repetidas,2005-04-01,176,176
COLQUENCHA,consultas prenatales,repetidas,2005-04-01,14,14
COLQUIRI,consultas prenatales,repetidas,2005-04-01,75,75
COMANCHE,consultas prenatales,repetidas,2005-04-01,7,7
COMARAPA,consultas prenatales,repetidas,2005-04-01,122,122
COMBAYA,consultas prenatales,repetidas,2005-04-01,7,7
CONCEPCION,consultas prenatales,repetidas,2005-04-01,92,92
COPACABANA,consultas prenatales,repetidas,2005-04-01,32,32
CORIPATA,consultas prenatales,repetidas,2005-04-01,53,53
CORO CORO,consultas prenatales,repetidas,2005-04-01,22,22
COROICO,consultas prenatales,repetidas,2005-04-01,119,119
CORQUE,consultas prenatales,repetidas,2005-04-01,26,26
COTAGAITA,consultas prenatales,repetidas,2005-04-01,96,96
COTOCA,consultas prenatales,repetidas,2005-04-01,119,119
CUATRO CAÑADAS,consultas prenatales,repetidas,2005-04-01,107,107
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2005-04-01,7,7
CUEVO,consultas prenatales,repetidas,2005-04-01,19,19
CULPINA,consultas prenatales,repetidas,2005-04-01,62,62
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2005-04-01,23,23
CURVA,consultas prenatales,repetidas,2005-04-01,1,1
DESAGUADERO,consultas prenatales,repetidas,2005-04-01,20,20
EL ALTO,consultas prenatales,repetidas,2005-04-01,4719,4719
EL CHORO,consultas prenatales,repetidas,2005-04-01,4,4
EL PUENTE(STC),consultas prenatales,repetidas,2005-04-01,65,65
EL PUENTE(TJA),consultas prenatales,repetidas,2005-04-01,59,59
EL TORNO,consultas prenatales,repetidas,2005-04-01,456,456
EL VILLAR,consultas prenatales,repetidas,2005-04-01,37,37
ENTRE RIOS,consultas prenatales,repetidas,2005-04-01,106,106
ENTRE RIOS,consultas prenatales,repetidas,2005-04-01,82,82
EUCALIPTUS,consultas prenatales,repetidas,2005-04-01,33,33
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2005-04-01,2,2
EXALTACION,consultas prenatales,repetidas,2005-04-01,12,12
FERNANDEZ ALONSO,consultas prenatales,repetidas,2005-04-01,108,108
FILADELFIA,consultas prenatales,repetidas,2005-04-01,13,13
GENERAL SAAVEDRA,consultas prenatales,repetidas,2005-04-01,68,68
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2005-04-01,26,26
GUANAY,consultas prenatales,repetidas,2005-04-01,80,80
GUAQUI,consultas prenatales,repetidas,2005-04-01,19,19
GUAYARAMERIN,consultas prenatales,repetidas,2005-04-01,300,300
GUTIERREZ,consultas prenatales,repetidas,2005-04-01,57,57
HUACARETA,consultas prenatales,repetidas,2005-04-01,68,68
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2005-04-01,21,21
HUACHACALLA,consultas prenatales,repetidas,2005-04-01,1,1
HUANUNI,consultas prenatales,repetidas,2005-04-01,229,229
HUARACAJE,consultas prenatales,repetidas,2005-04-01,24,24
HUAYLLAMARCA,consultas prenatales,repetidas,2005-04-01,10,10
ICHOCA,consultas prenatales,repetidas,2005-04-01,14,14
ICLA,consultas prenatales,repetidas,2005-04-01,54,54
INCAHUASI,consultas prenatales,repetidas,2005-04-01,172,172
INGAVI (HUMAITA),consultas prenatales,repetidas,2005-04-01,8,8
INQUISIVI,consultas prenatales,repetidas,2005-04-01,34,34
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2005-04-01,62,62
IXIAMAS,consultas prenatales,repetidas,2005-04-01,56,56
JESUS DE MACHACA,consultas prenatales,repetidas,2005-04-01,37,37
LA ASUNTA,consultas prenatales,repetidas,2005-04-01,170,170
LA GUARDIA,consultas prenatales,repetidas,2005-04-01,300,300
LA PAZ,consultas prenatales,repetidas,2005-04-01,6629,6629
LA RIVERA,consultas prenatales,repetidas,2005-04-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2005-04-01,22,22
LAJA,consultas prenatales,repetidas,2005-04-01,35,35
LAS CARRERAS,consultas prenatales,repetidas,2005-04-01,22,22
LICOMA PAMPA,consultas prenatales,repetidas,2005-04-01,8,8
LLALLAGUA,consultas prenatales,repetidas,2005-04-01,339,339
LLICA,consultas prenatales,repetidas,2005-04-01,18,18
LORETO,consultas prenatales,repetidas,2005-04-01,11,11
LURIBAY,consultas prenatales,repetidas,2005-04-01,22,22
MACHACAMARCA,consultas prenatales,repetidas,2005-04-01,3,3
MACHARETI,consultas prenatales,repetidas,2005-04-01,54,54
MAGDALENA,consultas prenatales,repetidas,2005-04-01,89,89
MAIRANA,consultas prenatales,repetidas,2005-04-01,84,84
MALLA,consultas prenatales,repetidas,2005-04-01,9,9
MAPIRI,consultas prenatales,repetidas,2005-04-01,100,100
MECAPACA,consultas prenatales,repetidas,2005-04-01,35,35
MINEROS,consultas prenatales,repetidas,2005-04-01,117,117
MIZQUE,consultas prenatales,repetidas,2005-04-01,134,134
MOCOMOCO,consultas prenatales,repetidas,2005-04-01,39,39
MOJINETE,consultas prenatales,repetidas,2005-04-01,1,1
MOJOCOYA,consultas prenatales,repetidas,2005-04-01,45,45
MONTEAGUDO,consultas prenatales,repetidas,2005-04-01,238,238
MONTERO,consultas prenatales,repetidas,2005-04-01,667,667
MORO MORO,consultas prenatales,repetidas,2005-04-01,17,17
MOROCHATA,consultas prenatales,repetidas,2005-04-01,109,109
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2005-04-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2005-04-01,7,7
OCURI,consultas prenatales,repetidas,2005-04-01,114,114
OKINAWA,consultas prenatales,repetidas,2005-04-01,79,79
OMEREQUE,consultas prenatales,repetidas,2005-04-01,20,20
ORURO,consultas prenatales,repetidas,2005-04-01,1839,1839
PADCAYA,consultas prenatales,repetidas,2005-04-01,82,82
PADILLA,consultas prenatales,repetidas,2005-04-01,104,104
PAILON,consultas prenatales,repetidas,2005-04-01,96,96
PALCA,consultas prenatales,repetidas,2005-04-01,27,27
PALOS BLANCOS,consultas prenatales,repetidas,2005-04-01,164,164
PAMPA AULLAGAS,consultas prenatales,repetidas,2005-04-01,4,4
PAMPA GRANDE,consultas prenatales,repetidas,2005-04-01,44,44
PAPEL PAMPA,consultas prenatales,repetidas,2005-04-01,16,16
PASORAPA,consultas prenatales,repetidas,2005-04-01,17,17
PATACAMAYA,consultas prenatales,repetidas,2005-04-01,121,121
PAZÑA,consultas prenatales,repetidas,2005-04-01,21,21
PELECHUCO,consultas prenatales,repetidas,2005-04-01,14,14
POCOATA,consultas prenatales,repetidas,2005-04-01,109,109
POCONA,consultas prenatales,repetidas,2005-04-01,78,78
POJO (CBBA),consultas prenatales,repetidas,2005-04-01,48,48
POOPO,consultas prenatales,repetidas,2005-04-01,19,19
PORCO,consultas prenatales,repetidas,2005-04-01,49,49
POROMA,consultas prenatales,repetidas,2005-04-01,77,77
PORONGO,consultas prenatales,repetidas,2005-04-01,17,17
PORTACHUELO,consultas prenatales,repetidas,2005-04-01,160,160
PORVENIR,consultas prenatales,repetidas,2005-04-01,28,28
POSTRER VALLE,consultas prenatales,repetidas,2005-04-01,8,8
POTOSI,consultas prenatales,repetidas,2005-04-01,1348,1348
PRESTO,consultas prenatales,repetidas,2005-04-01,50,50
PUCARA,consultas prenatales,repetidas,2005-04-01,10,10
PUCARANI,consultas prenatales,repetidas,2005-04-01,80,80
PUERTO ACOSTA,consultas prenatales,repetidas,2005-04-01,76,76
PUERTO CARABUCO,consultas prenatales,repetidas,2005-04-01,30,30
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2005-04-01,12,12
PUERTO PEREZ,consultas prenatales,repetidas,2005-04-01,19,19
PUERTO QUIJARRO,consultas prenatales,repetidas,2005-04-01,82,82
PUERTO RICO,consultas prenatales,repetidas,2005-04-01,47,47
PUERTO SUAREZ,consultas prenatales,repetidas,2005-04-01,121,121
PUERTO VILLARROEL,consultas prenatales,repetidas,2005-04-01,276,276
PUNA,consultas prenatales,repetidas,2005-04-01,149,149
PUNATA,consultas prenatales,repetidas,2005-04-01,204,204
QUIABAYA,consultas prenatales,repetidas,2005-04-01,11,11
QUILLACOLLO,consultas prenatales,repetidas,2005-04-01,446,446
QUIME,consultas prenatales,repetidas,2005-04-01,42,42
QUIRUSILLAS,consultas prenatales,repetidas,2005-04-01,3,3
RAVELO,consultas prenatales,repetidas,2005-04-01,170,170
REYES,consultas prenatales,repetidas,2005-04-01,97,97
RIBERALTA,consultas prenatales,repetidas,2005-04-01,728,728
ROBORE,consultas prenatales,repetidas,2005-04-01,48,48
RURRENABAQUE,consultas prenatales,repetidas,2005-04-01,28,28
SABAYA,consultas prenatales,repetidas,2005-04-01,20,20
SACABA,consultas prenatales,repetidas,2005-04-01,449,449
SACABAMBA,consultas prenatales,repetidas,2005-04-01,18,18
SACACA,consultas prenatales,repetidas,2005-04-01,142,142
SAIPINA,consultas prenatales,repetidas,2005-04-01,34,34
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2005-04-01,29,29
SAMAIPATA,consultas prenatales,repetidas,2005-04-01,53,53
SAN AGUSTIN,consultas prenatales,repetidas,2005-04-01,17,17
SAN ANDRES,consultas prenatales,repetidas,2005-04-01,45,45
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2005-04-01,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2005-04-01,10,10
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2005-04-01,29,29
SAN BENITO,consultas prenatales,repetidas,2005-04-01,55,55
SAN BORJA,consultas prenatales,repetidas,2005-04-01,237,237
SAN BUENA VENTURA,consultas prenatales,repetidas,2005-04-01,42,42
SAN CARLOS,consultas prenatales,repetidas,2005-04-01,147,147
SAN IGNACIO,consultas prenatales,repetidas,2005-04-01,78,78
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2005-04-01,322,322
SAN JAVIER(BNI),consultas prenatales,repetidas,2005-04-01,14,14
SAN JAVIER(STC),consultas prenatales,repetidas,2005-04-01,78,78
SAN JOAQUIN,consultas prenatales,repetidas,2005-04-01,21,21
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2005-04-01,64,64
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2005-04-01,61,61
SAN JULIAN,consultas prenatales,repetidas,2005-04-01,326,326
SAN LORENZO(PND),consultas prenatales,repetidas,2005-04-01,15,15
SAN LORENZO(TJA),consultas prenatales,repetidas,2005-04-01,62,62
SAN LUCAS,consultas prenatales,repetidas,2005-04-01,263,263
SAN MATIAS,consultas prenatales,repetidas,2005-04-01,78,78
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2005-04-01,72,72
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2005-04-01,11,11
SAN PEDRO,consultas prenatales,repetidas,2005-04-01,159,159
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2005-04-01,94,94
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2005-04-01,12,12
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2005-04-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2005-04-01,15,15
SAN PEDRO(PND),consultas prenatales,repetidas,2005-04-01,2,2
SAN RAFAEL,consultas prenatales,repetidas,2005-04-01,42,42
SAN RAMON,consultas prenatales,repetidas,2005-04-01,31,31
SAN RAMON,consultas prenatales,repetidas,2005-04-01,30,30
SANTA ANA,consultas prenatales,repetidas,2005-04-01,121,121
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2005-04-01,6688,6688
SANTA ROSA,consultas prenatales,repetidas,2005-04-01,50,50
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2005-04-01,92,92
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2005-04-01,6,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2005-04-01,36,36
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2005-04-01,5,5
SANTIVAÑES,consultas prenatales,repetidas,2005-04-01,23,23
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2005-04-01,2,2
SAPAHAQUI,consultas prenatales,repetidas,2005-04-01,14,14
SENA,consultas prenatales,repetidas,2005-04-01,19,19
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2005-04-01,38,38
SICAYA,consultas prenatales,repetidas,2005-04-01,10,10
SIPE SIPE,consultas prenatales,repetidas,2005-04-01,187,187
SOPACHUY,consultas prenatales,repetidas,2005-04-01,51,51
SORACACHI,consultas prenatales,repetidas,2005-04-01,13,13
SORATA,consultas prenatales,repetidas,2005-04-01,59,59
SUCRE,consultas prenatales,repetidas,2005-04-01,1932,1932
TACACHI,consultas prenatales,repetidas,2005-04-01,9,9
TACACOMA,consultas prenatales,repetidas,2005-04-01,16,16
TACOBAMBA,consultas prenatales,repetidas,2005-04-01,27,27
TACOPAYA,consultas prenatales,repetidas,2005-04-01,65,65
TAHUA,consultas prenatales,repetidas,2005-04-01,2,2
TAPACARI,consultas prenatales,repetidas,2005-04-01,88,88
TARABUCO,consultas prenatales,repetidas,2005-04-01,183,183
TARACO,consultas prenatales,repetidas,2005-04-01,11,11
TARATA,consultas prenatales,repetidas,2005-04-01,31,31
TARIJA,consultas prenatales,repetidas,2005-04-01,917,917
TARVITA,consultas prenatales,repetidas,2005-04-01,145,145
TEOPONTE,consultas prenatales,repetidas,2005-04-01,36,36
TIAWANACU,consultas prenatales,repetidas,2005-04-01,35,35
TINGUIPAYA,consultas prenatales,repetidas,2005-04-01,59,59
TIPUANI,consultas prenatales,repetidas,2005-04-01,65,65
TIQUIPAYA,consultas prenatales,repetidas,2005-04-01,146,146
TIRAQUE (CBBA),consultas prenatales,repetidas,2005-04-01,241,241
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2005-04-01,5,5
TOCO,consultas prenatales,repetidas,2005-04-01,5,5
TOLATA,consultas prenatales,repetidas,2005-04-01,19,19
TOLEDO,consultas prenatales,repetidas,2005-04-01,11,11
TOMAVE,consultas prenatales,repetidas,2005-04-01,21,21
TOMINA,consultas prenatales,repetidas,2005-04-01,85,85
TORO TORO,consultas prenatales,repetidas,2005-04-01,58,58
TOTORA(CBBA),consultas prenatales,repetidas,2005-04-01,54,54
TOTORA(ORR),consultas prenatales,repetidas,2005-04-01,15,15
TRIGAL,consultas prenatales,repetidas,2005-04-01,3,3
TRINIDAD,consultas prenatales,repetidas,2005-04-01,677,677
TUPIZA,consultas prenatales,repetidas,2005-04-01,277,277
TURCO,consultas prenatales,repetidas,2005-04-01,22,22
UMALA,consultas prenatales,repetidas,2005-04-01,4,4
UNCIA,consultas prenatales,repetidas,2005-04-01,164,164
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2005-04-01,71,71
URUBICHA,consultas prenatales,repetidas,2005-04-01,54,54
UYUNI,consultas prenatales,repetidas,2005-04-01,116,116
VACAS,consultas prenatales,repetidas,2005-04-01,59,59
VALLEGRANDE,consultas prenatales,repetidas,2005-04-01,101,101
VIACHA,consultas prenatales,repetidas,2005-04-01,197,197
VILA VILA,consultas prenatales,repetidas,2005-04-01,9,9
VILLA MONTES,consultas prenatales,repetidas,2005-04-01,226,226
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2005-04-01,1,1
VILLA RIVERO,consultas prenatales,repetidas,2005-04-01,23,23
VILLA SERRANO,consultas prenatales,repetidas,2005-04-01,76,76
VILLA TUNARI,consultas prenatales,repetidas,2005-04-01,388,388
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2005-04-01,70,70
VILLAZON,consultas prenatales,repetidas,2005-04-01,272,272
VINTO,consultas prenatales,repetidas,2005-04-01,255,255
VITICHI,consultas prenatales,repetidas,2005-04-01,82,82
WALDO BALLIVIAN,consultas prenatales,repetidas,2005-04-01,2,2
WARNES,consultas prenatales,repetidas,2005-04-01,292,292
YACO,consultas prenatales,repetidas,2005-04-01,8,8
YACUIBA,consultas prenatales,repetidas,2005-04-01,272,272
YAMPARAEZ,consultas prenatales,repetidas,2005-04-01,60,60
YANACACHI,consultas prenatales,repetidas,2005-04-01,15,15
YAPACANI,consultas prenatales,repetidas,2005-04-01,335,335
YOCALLA,consultas prenatales,repetidas,2005-04-01,22,22
YOTALA,consultas prenatales,repetidas,2005-04-01,46,46
YUNCHARA,consultas prenatales,repetidas,2005-04-01,34,34
ZUDAÑEZ,consultas prenatales,repetidas,2005-04-01,51,51
ACACIO,consultas prenatales,repetidas,2005-05-01,47,47
ACHACACHI,consultas prenatales,repetidas,2005-05-01,188,188
ACHOCALLA,consultas prenatales,repetidas,2005-05-01,53,53
AIQUILE,consultas prenatales,repetidas,2005-05-01,168,168
ALALAY,consultas prenatales,repetidas,2005-05-01,20,20
ALCALA,consultas prenatales,repetidas,2005-05-01,31,31
ANCORAIMES,consultas prenatales,repetidas,2005-05-01,72,72
ANDAMARCA,consultas prenatales,repetidas,2005-05-01,9,9
ANTEQUERA,consultas prenatales,repetidas,2005-05-01,6,6
ANZALDO,consultas prenatales,repetidas,2005-05-01,18,18
APOLO,consultas prenatales,repetidas,2005-05-01,81,81
ARAMPAMPA,consultas prenatales,repetidas,2005-05-01,18,18
ARANI,consultas prenatales,repetidas,2005-05-01,30,30
ARBIETO,consultas prenatales,repetidas,2005-05-01,9,9
ARQUE,consultas prenatales,repetidas,2005-05-01,34,34
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2005-05-01,130,130
ATOCHA,consultas prenatales,repetidas,2005-05-01,117,117
