municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,7,7
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,48,48
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,20,20
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,25,25
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,30,30
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,30,30
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,7,7
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,3,3
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,541,541
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,10,10
PUCARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,1,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,25,25
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,27,27
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,23,23
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,33,33
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,92,92
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,40,40
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,30,30
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,210,210
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,27,27
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,14,14
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,135,135
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,1,1
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,26,26
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,11,11
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,227,227
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,43,43
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,3,3
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,5,5
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,14,14
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,16,16
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,43,43
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,17,17
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,24,24
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,73,73
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,10,10
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,46,46
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,5,5
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,15,15
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,42,42
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,17,17
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,3,3
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,1,1
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,22,22
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,68,68
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2,2
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,3,3
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,13,13
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,30,30
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2864,2864
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,7,7
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,28,28
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,10,10
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,39,39
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,38,38
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,16,16
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,37,37
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,477,477
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,3,3
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,11,11
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,29,29
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,70,70
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,13,13
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,21,21
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,202,202
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,15,15
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,7,7
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,11,11
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,45,45
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,12,12
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,64,64
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,91,91
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,1,1
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2,2
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,5,5
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,5,5
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,15,15
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,29,29
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,129,129
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,35,35
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,3,3
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,56,56
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,11,11
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,4,4
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,40,40
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,14,14
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,13,13
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,43,43
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,7,7
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,32,32
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,5,5
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,5,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,112,112
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,30,30
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,71,71
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,1,1
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,54,54
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,151,151
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,8,8
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,2,2
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,56,56
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,11,11
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,11,11
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,6,6
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-03-01,9,9
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,5,5
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,64,64
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,16,16
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,58,58
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,8,8
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,11,11
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,25,25
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,13,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,26,26
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,7,7
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,47,47
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,17,17
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,24,24
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,7,7
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,4,4
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,34,34
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,51,51
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,11,11
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,12,12
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,426,426
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,15,15
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,15,15
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,11,11
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,16,16
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,16,16
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,101,101
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,19,19
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,9,9
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,20,20
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,70,70
CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,16,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,4,4
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,38,38
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,8,8
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,29,29
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,23,23
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,24,24
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,19,19
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,12,12
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,21,21
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,57,57
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1868,1868
COIPASA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,43,43
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,18,18
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,32,32
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,5,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,63,63
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,4,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,24,24
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,11,11
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,28,28
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,12,12
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,17,17
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,19,19
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,8,8
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,32,32
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,52,52
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,18,18
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,15,15
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,12,12
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,5,5
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1176,1176
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,24,24
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,4,4
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,30,30
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,4,4
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,13,13
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,42,42
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,2,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,12,12
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,11,11
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,12,12
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,8,8
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,39,39
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,17,17
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,11,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,5,5
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,55,55
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,5,5
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,15,15
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,28,28
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,24,24
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,7,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,9,9
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,48,48
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,66,66
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1554,1554
LA RIVERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,19,19
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,62,62
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,14,14
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,9,9
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,6,6
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,7,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,15,15
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,23,23
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,38,38
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,1,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,32,32
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,209,209
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,3,3
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,66,66
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,4,4
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,37,37
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,8,8
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,438,438
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,7,7
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,10,10
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,13,13
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2005-04-01,13,13
