municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,4,4
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,85,85
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,2,2
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,155,155
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,18,18
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,10,10
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,68,68
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,6,6
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,21,21
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,6,6
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-03-01,17,17
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,15,15
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,54,54
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,39,39
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,17,17
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,14,14
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,31,31
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,34,34
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,48,48
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,46,46
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,15,15
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,32,32
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,46,46
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,28,28
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,26,26
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,16,16
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,57,57
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,75,75
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,32,32
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,26,26
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,90,90
CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,40,40
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,39,39
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,36,36
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,49,49
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,8,8
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,39,39
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,80,80
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1534,1534
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,50,50
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,49,49
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,19,19
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,15,15
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,26,26
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,22,22
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,49,49
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,27,27
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1278,1278
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,27,27
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,21,21
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,93,93
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,33,33
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,19,19
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,20,20
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,8,8
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,76,76
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,51,51
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,56,56
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,15,15
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,52,52
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,70,70
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1474,1474
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,16,16
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,72,72
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,8,8
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,8,8
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,16,16
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,16,16
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,44,44
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,17,17
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,51,51
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,231,231
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,42,42
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,37,37
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,39,39
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,463,463
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,26,26
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,36,36
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,21,21
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,54,54
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,35,35
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,26,26
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,14,14
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,35,35
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,464,464
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,24,24
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,82,82
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,46,46
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,50,50
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,162,162
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,53,53
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,20,20
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,209,209
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,28,28
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,40,40
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,252,252
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,41,41
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,16,16
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,14,14
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,19,19
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,42,42
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,21,21
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,99,99
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,28,28
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,20,20
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,106,106
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,10,10
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,36,36
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,80,80
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,26,26
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,21,21
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,17,17
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,20,20
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2592,2592
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,19,19
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,25,25
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,7,7
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,16,16
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,20,20
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,55,55
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,15,15
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,6,6
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,17,17
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,579,579
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,13,13
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,21,21
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,38,38
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,35,35
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,15,15
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,324,324
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,32,32
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,8,8
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,12,12
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,94,94
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,94,94
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,11,11
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,8,8
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,18,18
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,5,5
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,3,3
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,190,190
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,75,75
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,4,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,1,1
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,44,44
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,17,17
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,9,9
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,29,29
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,14,14
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,23,23
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,32,32
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,2,2
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2005-04-01,38,38
