municipality,group,variable,month,Condón: Usuarias (os) Continuas(os),TOTAL
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,34,34
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,11,11
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,7,7
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,136,136
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,19,19
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,29,29
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,21,21
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,47,47
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,99,99
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,20,20
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,289,289
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,11,11
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,21,21
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,212,212
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,93,93
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,31,31
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,27,27
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,22,22
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,32,32
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,40,40
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,11,11
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,213,213
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,28,28
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,11,11
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,28,28
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,18,18
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,11,11
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,32,32
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,12,12
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,12,12
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,12,12
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,22,22
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,30,30
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,7,7
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,7,7
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,13,13
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,20,20
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,95,95
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,9,9
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,9,9
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,25,25
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,446,446
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,53,53
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,31,31
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,7,7
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,9,9
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,15,15
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,24,24
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,6,6
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,25,25
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,3,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,9,9
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,5,5
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,10,10
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,35,35
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,4,4
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,19,19
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,48,48
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,67,67
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,1,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,8,8
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-04-01,2,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,2,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,4,4
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,6,6
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,1,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,9,9
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,3,3
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,2,2
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,3,3
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,2,2
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,16,16
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,2,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,2,2
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,3,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,8,8
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,11,11
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon: usuarias (os) continuas(os),2013-05-01,4,4
