municipality,group,variable,month,Número de condones entregados,TOTAL
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,88,88
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,324,324
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,403,403
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,3421,3421
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,204,204
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,408,408
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,97,97
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,194,194
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,99,99
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,168,168
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,434,434
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,1092,1092
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,96,96
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,168,168
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,145,145
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,5761,5761
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,504,504
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,348,348
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,348,348
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,156,156
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,96,96
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,181,181
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,528,528
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,180,180
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,132,132
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,2798,2798
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,13,13
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,159,159
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,53,53
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,17,17
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,528,528
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,180,180
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,168,168
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,293,293
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,852,852
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,534,534
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,228,228
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,846,846
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,228,228
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,27,27
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,540,540
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,300,300
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,454,454
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,252,252
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,132,132
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,132,132
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,228,228
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,37,37
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,354,354
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,180,180
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,25,25
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,114,114
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,276,276
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,2696,2696
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,132,132
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,216,216
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,168,168
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,96,96
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,7233,7233
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,18,18
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,96,96
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,1337,1337
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,145,145
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,456,456
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,78,78
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
TODOS SANTOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,192,192
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,108,108
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,84,84
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,442,442
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,336,336
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,16,16
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,432,432
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,96,96
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,48,48
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,228,228
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,168,168
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,12,12
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,120,120
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,673,673
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,603,603
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,264,264
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,192,192
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,436,436
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,72,72
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,792,792
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,36,36
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,123,123
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,156,156
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,24,24
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,144,144
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-04-01,60,60
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,102,102
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,72,72
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,24,24
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,120,120
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,96,96
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,48,48
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,24,24
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,216,216
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,48,48
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,36,36
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,144,144
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,132,132
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,204,204
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,24,24
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,12,12
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,108,108
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,1117,1117
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,180,180
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,24,24
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,156,156
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,10,10
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,264,264
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,169,169
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,72,72
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,108,108
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,145,145
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,312,312
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,120,120
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,36,36
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,198,198
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,180,180
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,60,60
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,852,852
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,252,252
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,96,96
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,24,24
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,12,12
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,204,204
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,72,72
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,12,12
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2013-05-01,24,24
