,group,variable,month,NÚMERO DE DIU'S RETIRADOS < 15,NÚMERO DE DIU'S RETIRADOS 15 - 19,NÚMERO DE DIU'S RETIRADOS 20 - 34,NÚMERO DE DIU'S RETIRADOS 35 - 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,TOTALES
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,1,30,27,4,62
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,2,1,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,9,5,0,14
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,1,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,1,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,1,10,11,3,25
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,0,0,2
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,2,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,1,0,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,2,0,2
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,5,2,1,8
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,4,3,1,8
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,1,0,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,0,1,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,4,33,15,0,52
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,1,0,2
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,2,22,9,1,34
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,15,5,0,20
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,0,0,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,0,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,1,0,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,3,1,0,4
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-04-01,0,0,2,3,0,5
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,0,1,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,1,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,0,1,1
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,3,1,0,4
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,1,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,0,0,2
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,0,1,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,1,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,43,24,5,73
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,12,0,2,15
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,8,18,4,31
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,2,0,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,2,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,1,1,4
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,0,0,2
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,2,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,1,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,4,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,3,1,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,5,4,0,9
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,1,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,3,3,0,7
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,1,0,46,20,3,70
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,2,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,3,3,0,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,1,25,14,2,42
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,22,22,2,46
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,2,1,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,6,0,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,2,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,4,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,1,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,0,1,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,1,3,1,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,5,1,0,6
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-05-01,0,0,0,1,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,5,0,0,5
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,1,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,2,37,28,0,67
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,1,12,7,1,21
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,19,18,1,38
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,0,1,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,6,3,0,9
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,2,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,3,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,3,0,0,3
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,2,2,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,4,5,0,9
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,7,36,26,3,72
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,2,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,33,8,1,42
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,1,18,5,1,25
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,1,0,2
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,1,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,4,2,0,6
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,2,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,3,2,0,5
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-06-01,0,0,0,1,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,1,0,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,2,1,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,4,0,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,3,0,0,4
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,1,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,37,33,3,74
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,4,0,0,4
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,3,0,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,27,11,0,39
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,3,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,9,10,4,23
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,1,2,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,4,2,2,8
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,2,0,4
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,0,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,3,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,1,0,3
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,1,0,0,2,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,4,3,1,8
