,group,variable,month,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO < 15,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 15 - 19,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 20 - 34,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 35 - 49,N° DE MUJERES POST PARTO QUE EGRESARON CON MÉTODO MODERNO 50 Y +,TOTALES
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,10,35,18,0,63
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,3,0,8,0,0,11
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,1,17,5,0,23
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,4,20,58,1,0,83
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,4,2,0,6
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,3,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,1,1,0,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,0,1,1,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,2,3,1,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-07-01,0,1,1,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,4,0,0,4
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,2,1,0,0,3
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,3,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,5,3,0,8
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,5,80,1,0,86
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,1,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,0,1,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,1,2,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,7,1,0,8
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,3,13,1,0,17
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,1,5,4,0,10
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,12,28,10,3,53
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,6,2,0,8
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,2,18,14,1,0,35
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,9,5,0,14
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,1,3,4,2,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,2,6,0,0,8
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,1,1,7,1,0,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,2,0,6,0,0,8
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,2,4,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,3,34,68,7,0,112
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,1,1,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,0,4,3,0,7
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-08-01,0,2,5,1,0,8
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,5,0,0,5
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,1,1,1,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,4,4,0,8
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,1,9,7,3,20
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,1,1,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,5,2,0,0,7
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,6,1,0,7
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,3,2,0,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,3,3,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,3,16,13,0,0,32
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,1,5,11,4,0,21
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,1,5,4,0,10
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,1,13,0,0,14
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,11,1,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,2,17,2,0,21
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,9,7,0,16
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,2,1,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,4,33,55,2,0,94
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,2,7,1,0,10
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,9,1,0,10
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,28,0,0,0,0,28
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,7,3,0,10
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,2,5,0,0,7
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-09-01,0,1,5,4,3,13
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,1,2,4,0,7
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,3,1,0,4
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,1,2,13,4,2,22
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,3,3,0,0,6
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,2,2,0,4
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,1,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,7,2,0,9
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,2,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,5,1,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,1,2,2,0,5
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,0,2,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,7,15,25,8,55
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,12,6,0,18
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,1,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,4,34,66,7,0,111
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,8,3,0,11
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,6,2,0,8
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,0,1,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,1,3,0,0,4
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,0,1,4,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-10-01,0,1,4,3,2,10
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,3,21,4,0,28
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,1,1,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,6,4,0,10
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,2,5,3,0,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,1,7,7,0,15
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,2,13,2,0,17
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,3,9,0,0,12
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,3,9,4,0,16
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,1,7,1,0,0,9
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,1,3,31,6,0,41
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,5,4,0,0,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,3,9,1,0,13
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,1,11,4,0,16
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,5,1,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,2,6,28,6,42
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,1,14,3,1,19
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,3,1,0,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,3,34,57,2,0,96
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,1,7,1,0,9
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,10,3,0,13
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,5,2,0,7
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,6,1,0,7
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-11-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,3,21,6,0,30
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,2,0,0,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,5,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,7,3,0,10
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,4,8,0,0,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,1,2,2,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,3,19,5,0,27
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,2,2,1,0,5
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,6,5,0,11
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,1,5,33,10,4,53
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,17,3,0,20
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,1,7,7,0,0,15
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,4,5,1,0,10
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,10,4,0,14
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,3,2,0,5
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,4,11,1,0,16
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,4,1,0,5
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,3,0,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,1,0,2,2,0,5
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,2,24,71,8,0,105
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,1,9,1,0,11
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,2,0,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,1,0,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,4,1,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",n de mujeres post parto que egresaron con metodo moderno,2023-12-01,0,0,0,1,0,1
