,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO < 15,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 - 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 - 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 - 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,TOTALES
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,1,6,0,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,0,1,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,3,1,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,6,1,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,4,2,0,6
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,1,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,3,41,16,1,61
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,3,0,0,3
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,2,6,0,8
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,1,5,3,0,9
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,1,0,2
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,1,3,2,0,6
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,5,1,0,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,4,1,0,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,2,0,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,1,2,0,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-04-01,0,0,3,0,0,3
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,3,0,0,3
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,1,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,2,0,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,1,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,6,3,0,9
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,4,0,0,4
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,18,2,0,21
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,17,11,0,28
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,1,0,0,2
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,2,4,0,0,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,11,8,1,20
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,7,2,0,9
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,5,1,0,6
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,4,1,0,5
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,3,0,0,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,2,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,18,2,1,21
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,2,4,1,0,7
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,1,0,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,2,1,0,4
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,3,1,0,4
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,1,1,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,6,0,0,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,3,1,0,4
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,2,0,3
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,1,1,0,2
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-05-01,0,0,0,1,0,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,8,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,5,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,8,2,0,10
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,1,0,1,0,2
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,5,1,0,6
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,5,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,1,0,2
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,0,2,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,8,1,0,9
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,3,18,8,1,30
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,1,0,1,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,0,2,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,9,2,0,11
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,0,1,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,3,3,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,0,1,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,1,1,2,0,0,4
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,2,12,1,0,15
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,1,3,0,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,1,0,3,0,4
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,0,2,0,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,4,0,0,4
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,1,0,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,1,4,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,1,0,0,1
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-06-01,0,0,0,1,0,1
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,0,1,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,0,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,1,4,2,0,7
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,0,0,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,2,0,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,4,4,0,0,8
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,0,0,2
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,3,12,2,0,17
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,1,2,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,2,0,4
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,3,0,0,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,0,0,2
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,10,2,1,13
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,1,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,1,0,0,0,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",abandono de metodo anticonceptivo,2023-07-01,0,0,8,2,0,10
