,group,variable,month,DPT 5TA DOSIS CANTIDAD,DPT 5TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-08-01,8,4,8,4,12
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-08-01,38,11,38,11,49
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-08-01,3,19,3,19,22
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-08-01,5,0,5,0,5
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-08-01,1,1,1,1,2
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,10,4,10,4,14
CALAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,3,0,3,3
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,4,3,4,3,7
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,0,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,3,0,3,3
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,11,7,11,7,18
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,63,2,63,2,65
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,7,0,7,7
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,64,22,64,22,86
EL PUENTE(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,3,3,3,3,6
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,31,2,31,2,33
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,5,1,5,6
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,16,0,16,0,16
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,14,3,14,3,17
GUTIERREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,49,0,49,49
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,3,1,3,4
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,8,0,8,8
HUAYLLAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,3,0,3,0,3
HUMANATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,2,1,2,3
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,5,2,5,2,7
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,7,0,7,7
INQUISIVI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,1,0,1,1
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,14,1,14,1,15
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,6,62,6,62,68
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,0,1,0,1
LAS CARRERAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,0,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,69,0,69,69
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,13,0,13,0,13
MORO MORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,5,0,5,5
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,6,0,6,6
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,8,3,8,3,11
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,5,0,5,5
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,2,0,2,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,2,1,2,3
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,10,0,10,10
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,4,0,4,4
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,44,27,44,27,71
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,4,0,4,4
SAN LORENZO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,6,1,6,7
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,4,6,4,6,10
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,14,0,14,14
SAN MATIAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,12,12,12,12,24
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,9,18,9,18,27
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,33,0,33,33
SAN RAMON BENI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,157,19,157,19,176
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,1,7,1,7,8
SENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,5,0,5,5
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,54,226,54,226,280
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,7,1,7,1,8
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,0,22,0,22,22
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,2,0,2,0,2
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,3,0,3,0,3
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,9,0,9,0,9
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,5,4,5,4,9
VILLA TUNARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,13,11,13,11,24
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,15,8,15,8,23
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,4,0,4,0,4
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,3,26,3,26,29
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,19,31,19,31,50
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-09-01,13,12,13,12,25
ACHOCALLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,69,0,69,69
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,18,0,18,18
ATOCHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,2,0,2,2
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,41,59,41,59,100
BERMEJO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,0,1,0,1
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,3,0,3,3
BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,27,67,27,67,94
CABEZAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,2,0,2,2
CALACOTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,93,0,93,93
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,3,25,3,25,28
CARACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,14,21,14,21,35
CARANAVI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,22,51,22,51,73
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,16,0,16,16
CATACORA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,1,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,5,81,5,81,86
CHARAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,39,1,39,40
CHARAÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,10,26,10,26,36
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,10,94,10,94,104
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,27,0,27,0,27
COLPA BELGICA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,8,0,8,0,8
COLQUIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,10,59,10,59,69
CONCEPCION,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,4,0,4,4
CORQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,9,0,9,9
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,48,34,48,34,82
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,66,189,66,189,255
EL CHORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,10,0,10,10
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,23,0,23,0,23
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,5,2,5,7
ESCOMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,2,1,2,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,4,0,4,4
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,3,0,3,3
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,7,0,7,0,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,18,42,18,42,60
GUTIERREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,16,2,16,18
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,3,7,3,7,10
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,5,0,5,5
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,4,5,4,5,9
HUAYLLAMARCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,17,2,17,19
HUMANATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,4,0,4,4
ICHOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,8,0,8,8
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,31,54,31,54,85
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,5,0,5,5
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,7,13,7,13,20
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,7,2,7,2,9
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,68,70,68,70,138
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,10,3,10,3,13
LAS CARRERAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,4,1,4,1,5
LURIBAY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,3,0,3,0,3
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,20,0,20,20
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,13,0,13,0,13
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,1,0,1,1
MOCOMOCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,50,0,50,50
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,49,0,49,49
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,7,4,7,4,11
MORO MORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,3,0,3,3
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,10,0,10,10
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,3,3,3,3,6
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,231,0,231,231
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,28,123,28,123,151
PALOS BLANCOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,9,0,9,9
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,2,0,2,2
POCONA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,17,0,17,17
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,27,1,27,1,28
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,37,1,37,38
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,4,2,4,2,6
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,9,10,9,10,19
PUNA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,2,0,2,2
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,285,0,285,285
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,9,0,9,9
SABAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,5,1,5,6
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,1,0,1,1
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,3,0,3,3
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,23,2,23,25
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,72,2,72,74
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,14,0,14,14
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,94,147,94,147,241
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,9,19,9,19,28
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,20,1,20,1,21
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,35,120,35,120,155
SAN MATIAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,14,0,14,14
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,17,9,17,9,26
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,5,1,5,6
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,3,4,3,4,7
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,207,10,207,10,217
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,9,0,9,9
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,14,0,14,14
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,4,0,4,4
SANTIVAÑES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,7,0,7,7
SENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,16,0,16,16
SHINAOTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,7,1,7,1,8
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,28,0,28,28
SORACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,16,1,16,17
SORATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,20,155,20,155,175
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,145,393,145,393,538
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,4,5,4,5,9
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,27,2,27,2,29
TEOPONTE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,30,0,30,30
TINGUIPAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,10,0,10,10
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,3,0,3,3
TOCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,11,0,11,11
TOLEDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,1,0,1,1
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,33,0,33,33
TORO TORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,8,0,8,8
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,1,21,1,21,22
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,34,0,34,34
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,0,2,0,2
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,53,0,53,0,53
VIACHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,2,0,2,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,59,30,59,30,89
VILLA RIVERO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,0,32,0,32,32
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,19,8,19,8,27
WARNES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,18,1,18,1,19
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,6,72,6,72,78
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,24,29,24,29,53
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,4,10,4,10,14
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,2,2,2,2,4
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-10-01,19,34,19,34,53
ACHACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,18,0,18,18
APOLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,2,0,2,2
ARAMPAMPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,46,171,46,171,217
ATOCHA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,11,1,11,12
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,13,10,13,10,23
BETANZOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,12,0,12,12
BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,2,2,2,4
CABEZAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,4,0,4,4
CAMIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,6,0,6,0,6
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,5,33,5,33,38
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,0,2,0,2
CATACORA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,0,1,0,1
CHARAÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,3,3,3,6
CHUMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,21,0,21,21
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,10,6,10,6,16
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,14,4,14,4,18
"COLCHA ""K""",vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,12,18,12,18,30
COLPA BELGICA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,1,3,1,4
COLQUIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,10,3,10,13
COMANCHE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,1,1,1,2
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,13,42,13,42,55
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,14,2,14,2,16
CULPINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,9,0,9,9
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,29,67,29,67,96
EL CHORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,5,0,5,5
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,23,4,23,4,27
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,6,0,6,0,6
ESCOMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,2,1,2,3
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,15,0,15,15
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,6,0,6,0,6
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,12,96,12,96,108
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,16,0,16,16
HUANUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,2,0,2,2
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,5,0,5,5
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,15,4,15,4,19
JESUS DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,4,2,4,6
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,18,0,18,0,18
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,137,4,137,4,141
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,6,1,6,7
LAS CARRERAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,2,0,2,2
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,3,0,3,3
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,7,31,7,31,38
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,10,1,10,1,11
MECAPACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,86,0,86,86
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,23,3,23,3,26
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,1,0,1,1
MONTEAGUDO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,0,2,0,2
MOROCHATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,4,0,4,4
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,1,0,1,1
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,26,56,26,56,82
PADILLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,5,3,5,8
PALOS BLANCOS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,4,0,4,4
PATACAMAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,5,0,5,5
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,48,5,48,5,53
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,142,0,142,142
POTOSI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,22,4,22,4,26
PRESTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,29,1,29,30
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,7,0,7,0,7
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,15,0,15,0,15
PUNATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,0,3,0,3
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,8,2,8,10
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,0,2,0,2
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,35,35,35,35,70
RURRENABAQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,2,1,2,3
SABAYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,2,0,2,2
SACABA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,5,0,5,5
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,21,0,21,21
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,10,0,10,10
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,12,70,12,70,82
SAN IGNACIO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,4,0,4,0,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,43,55,43,55,98
