municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,21,21
VILLAZON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,47,47
VINTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,11,11
VITICHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,10,10
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,5,5
WARNES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,110,110
YACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,10,10
YACUIBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,80,80
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,19,19
YANACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,4,4
YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,50,50
YOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,8,8
YOTALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,24,24
YUNCHARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,5,5
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-02-01,17,17
ACACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,5,5
ACHACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,125,125
ACHOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
AIQUILE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,64,64
ALALAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,5,5
ALCALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,5,5
ANCORAIMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,30,30
ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
ANTEQUERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
ANZALDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,15,15
APOLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,29,29
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
ARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,5,5
ARBIETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,27,27
ARQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,34,34
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,54,54
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,21,21
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,35,35
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,8,8
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,3,3
BELLA FLOR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,61,61
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,73,73
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,20,20
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,11,11
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,37,37
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
CAJUATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,23,23
CALACOTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
CALAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
CAMARGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,38,38
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,11,11
CAMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,43,43
CAPINOTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,26,26
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,18,18
CARACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,45,45
CARANAVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,84,84
CARAPARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,11,11
CARIPUYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,11,11
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,51,51
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,12,12
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,33,33
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,18,18
CHIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1,1
CHOQUE COTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,32,32
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,29,29
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,75,75
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,876,876
COIPASA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,43,43
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,8,8
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,3,3
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,55,55
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,17,17
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,70,70
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,45,45
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,23,23
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,47,47
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,28,28
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,27,27
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,13,13
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,35,35
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,22,22
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,44,44
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,81,81
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,47,47
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,66,66
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,6,6
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1066,1066
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,38,38
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,51,51
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,55,55
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,31,31
ESCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,6,6
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,43,43
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,11,11
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,36,36
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,24,24
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,103,103
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,18,18
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,22,22
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,23,23
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,17,17
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,6,6
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,39,39
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,98,98
INQUISIVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,30,30
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,13,13
IXIAMAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,18,18
LA ASUNTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,65,65
LA GUARDIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,26,26
LA PAZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,996,996
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,12,12
LAJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,33,33
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,6,6
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,5,5
LLALLAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,21,21
LLICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
LORETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
LURIBAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,23,23
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
MACHARETI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
MAGDALENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,29,29
MAIRANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,25,25
MALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
MAPIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,31,31
MECAPACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,17,17
MINEROS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,38,38
MIZQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,89,89
MOCOMOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,30,30
MOJINETE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
MOJOCOYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,23,23
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,28,28
MONTERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,186,186
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,5,5
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,46,46
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,4,4
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,72,72
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,62,62
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,12,12
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,438,438
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,36,36
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,27,27
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,29,29
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,15,15
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,33,33
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,8,8
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,34,34
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,8,8
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,15,15
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,58,58
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,12,12
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,52,52
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,22,22
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,42,42
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,20,20
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,38,38
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,347,347
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,21,21
PUCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1,1
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,64,64
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,40,40
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,24,24
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,6,6
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,7,7
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,17,17
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,22,22
PUERTO SILES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,15,15
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,66,66
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,82,82
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,58,58
QUIABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,3,3
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,77,77
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,38,38
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,52,52
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,234,234
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,36,36
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,28,28
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,23,23
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,275,275
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,16,16
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,67,67
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,11,11
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,31,31
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,3,3
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,25,25
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,9,9
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,2,2
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,14,14
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,10,10
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,77,77
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,21,21
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,42,42
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,88,88
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,151,151
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,1,1
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,8,8
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,27,27
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,26,26
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,93,93
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,19,19
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,39,39
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,79,79
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,25,25
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,25,25
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,3,3
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-03-01,46,46
