municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,40,40
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,74,74
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,25,25
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,33,33
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1134,1134
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,47,47
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,32,32
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,24,24
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,10,10
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,38,38
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,24,24
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,34,34
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,46,46
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,18,18
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,39,39
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,69,69
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1399,1399
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,10,10
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,60,60
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,14,14
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,29,29
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,27,27
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,39,39
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,54,54
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,49,49
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,62,62
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,35,35
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,180,180
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,22,22
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,16,16
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,10,10
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,21,21
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,40,40
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,21,21
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,27,27
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,68,68
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,25,25
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,36,36
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,29,29
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,38,38
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,64,64
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,153,153
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,29,29
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,18,18
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,163,163
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,29,29
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,32,32
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,158,158
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,27,27
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,62,62
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,33,33
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,83,83
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,61,61
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,101,101
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,18,18
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,42,42
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,25,25
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,82,82
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,10,10
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,62,62
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,28,28
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,26,26
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,40,40
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,8,8
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,10,10
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,37,37
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1479,1479
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,22,22
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,21,21
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,18,18
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,16,16
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,293,293
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,52,52
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,46,46
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,70,70
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,32,32
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,12,12
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,24,24
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,23,23
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,14,14
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,52,52
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,82,82
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,5,5
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,19,19
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,17,17
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,14,14
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,20,20
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,52,52
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,44,44
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,28,28
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,30,30
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,37,37
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,20,20
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,37,37
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,9,9
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,67,67
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,7,7
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,13,13
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,100,100
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,61,61
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,40,40
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,11,11
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,2,2
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,99,99
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,15,15
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,112,112
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,14,14
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,3,3
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,51,51
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,4,4
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,6,6
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-04-01,14,14
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,8,8
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,47,47
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,37,37
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,6,6
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,12,12
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,4,4
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,8,8
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,16,16
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,15,15
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,9,9
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,52,52
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,10,10
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,5,5
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,18,18
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,32,32
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,22,22
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,13,13
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,7,7
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,1,1
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-05-01,3,3
