,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
COLQUECHACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
COLQUIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,12,11,23
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
INQUISIVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,3,0,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,14,7,21
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
MOJOCOYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,4,3,7
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,2,3
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
PUCARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
PUERTO ACOSTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,3,0,3
PUNA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,5,0,5
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,2,4
SAN IGNACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,4,0,4
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,36,25,61
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,3,1,4
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,4,5
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,4,3,7
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,2,4
TOTORA(ORR),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,1,3
TUPIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,2,4
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,3,2,5
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,5,1,6
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,1,0,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-05-01,3,4,7
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,2,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,6,1,7
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,10,2,12
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,1,3
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,8,6,14
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,1,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
HUMANATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,2,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,5,6,11
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
MECAPACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,2,5
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,2,4
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
PATACAMAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,2,5
PUERTO CARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,2,4
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,1,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,1,4
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,2,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,39,40,79
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,5,3,8
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,2,3
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,3,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,6,2,8
TUPIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,1,4
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,2,0,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,6,2,8
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,3,2,5
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-06-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,1,2
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,6,5,11
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,1,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,7,2,9
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,3,0,3
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,1,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,15,5,20
EL PUENTE(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,5,2,7
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,4,0,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,2,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,4,6
LORETO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
MOCOMOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,6,5,11
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,0,2
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,2,2
POOPO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,1,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,7,1,8
PUNA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,4,2,6
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,4,2,6
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,2,2
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,36,35,71
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,2,4
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,3,3,6
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,6,3,9
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,2,4
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,0,2
TURCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,2,0,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,4,0,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,5,7,12
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-07-01,1,5,6
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,1,3
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,8,6,14
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,10,3,13
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
COLOMI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
COLPA BELGICA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,0,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,8,4,12
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,0,2
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,3,1,4
INQUISIVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,3,0,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,6,5,11
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,3,7,10
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,4,0,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,4,0,4
PAMPA GRANDE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,3,1,4
PUCARANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,3,3
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,3,4
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,2,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,44,32,76
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,4,6
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,1,2
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,4,4,8
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
TARATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,2,4
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,4,0,4
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,5,3,8
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,1,0,1
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,0,1,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,2,4
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,6,6,12
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-08-01,2,5,7
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-09-01,2,1,3
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-09-01,0,1,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-09-01,0,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2011-09-01,1,0,1
