,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,3,0,3
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,59,38,97
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,2,4
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
SOPACHUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,8,3,11
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,2,6
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,2,6
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,0,1,1
URUBICHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
UYUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,4,2,6
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,2,4
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,6,8
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,2,5,7
YOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,2,4
ANCORAIMES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
ARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,3,0,3
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
BOLIVAR,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,10,4,14
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,1,3
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
COCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,20,11,31
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,2,3
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,3,2,5
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,20,14,34
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,3,3,6
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,3,0,3
ICLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,3,4
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,2,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,19,18,37
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,1,3
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
MECAPACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,4,1,5
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,4,1,5
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,3,0,3
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
PELECHUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,9,1,10
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,2,3
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,5,1,6
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,3,5
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,2,3
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,5,2,7
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,5,6,11
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,1,3
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,2,3
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,2,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,2,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,49,33,82
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
SICAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
SOPACHUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,10,7,17
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
TARATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,0,2
TARVITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,4,0,4
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,8,0,8
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
UYUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
VACAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,2,2
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,8,4,12
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,2,2,4
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,9,4,13
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,4,5,9
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,7,3,10
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-04-01,1,1,2
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,3,3
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
ANDAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,4,0,4
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,4,3,7
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,3,3
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
CKOCHAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,14,7,21
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,4,0,4
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
COPACABANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,2,3
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,16,20,36
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,6,7
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,5,2,7
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,7,3,10
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,22,7,29
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
LAS CARRERAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
LLICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
MAIRANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,1,3
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,3,0,3
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,4,6,10
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,3,4,7
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
PAZÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,3,1,4
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,5,1,6
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,6,4,10
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,2,4
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,5,4,9
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,4,6,10
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,2,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,63,54,117
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SOPACHUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,0,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,12,6,18
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,3,1,4
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,4,4,8
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,5,1,6
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,3,4
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,15,2,17
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,1,2
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,3,5
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,2,4,6
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,2,3
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,5,4,9
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,3,5
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,1,2
ANCORAIMES,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,3,3
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,1,3
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,3,8,11
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,3,0,3
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,3,2,5
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,15,14,29
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,4,0,4
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,20,14,34
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,3,1,4
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
ICLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,5,5
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,2,4
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,21,12,33
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
MAIRANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,2,3
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,7,4,11
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,2,1,3
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,4,2,6
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,0,1,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2011-06-01,6,0,6
