,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-09-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-09-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-09-01,6,2,8
ACHACACHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,10,11
COLOMI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,3,1,4
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,3,5,8
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,2,2
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
PORCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,2,2,4
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,5,5,10
SORATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,1,2
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,1,2
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
YUNCHARA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-10-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,1,2
CABEZAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,5,9,14
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,7,1,8
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,7,4,11
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,3,0,3
GUTIERREZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,9,3,12
MAIRANA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
PUNATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,2,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,2,1,3
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,2,0,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,4,1,5
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,2,4,6
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,10,7,17
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,3,1,4
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,5,1,6
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-11-01,0,1,1
BETANZOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,7,4,11
CAPINOTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,3,2,5
CHARAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,11,5,16
CUEVO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,5,1,6
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,34,13,47
MAPIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,0,1,1
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,9,14,23
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,7,0,7
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,6,0,6
PUNATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
ROBORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,0,1,1
SAN RAMON BENI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,4,1,5
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,6,4,10
SAPAHAQUI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,0,2,2
UYUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,6,4,10
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,3,0,3
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2011-12-01,2,0,2
