,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,6,5,11
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
CULPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,13,11,24
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
HUACHACALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
IXIAMAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,36,23,59
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,2,0,2
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,4,1,5
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,3,2,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,1,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,25,14,39
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,4,2,6
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,5,5,10
TOLATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,2,1,3
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-08-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,2,2
CKOCHAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,1,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,8,4,12
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,2,0,2
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,13,6,19
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,22,24,46
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,3,4,7
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,4,1,5
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,1,2
SACABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,32,22,54
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,4,2,6
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,6,1,7
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,1,2
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,0,1,1
UMALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,3,0,3
CAMARGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,10,4,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,13,7,20
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,3,1,4
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,28,13,41
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,5,3,8
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
PELECHUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,9,1,10
PUERTO SUAREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,4,0,4
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,20,21,41
SANTIAGO DE HUARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,4,1,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,3,2,5
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,2,1,3
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-10-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
BOLIVAR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,7,7,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,3,0,3
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,13,6,19
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,2,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,26,24,50
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
MOCOMOCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,3,0,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,6,1,7
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,4,0,4
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,2,2,4
ROBORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,2,1,3
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,34,29,63
SANTIAGO DE CALLAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,5,2,7
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,4,5
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,2,3
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-11-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
BOLIVAR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,2,0,2
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,12,8,20
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,2,3
COLOMI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,10,9,19
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,34,21,55
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,1,2
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,6,3,9
PAZÑA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,2,2,4
ROBORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
SAN PEDRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,35,14,49
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,6,3,9
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,2,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2011-12-01,0,1,1
