municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,13,13
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,5,5
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,35,35
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,7,7
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
MOJINETE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,9,9
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,7,7
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
POSTRER VALLE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,5,5
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,7,7
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,10,10
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,35,35
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,6,6
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,10,10
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,13,13
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,24,24
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,10,10
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,5,5
SAN RAFAEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,9,9
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,13,13
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,5,5
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,5,5
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,3,3
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-03-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,5,5
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,7,7
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,7,7
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,20,20
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,5,5
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,5,5
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,6,6
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,7,7
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,9,9
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,7,7
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,5,5
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,15,15
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,5,5
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,14,14
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,8,8
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,4,4
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-04-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,8,8
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,7,7
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,7,7
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,6,6
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
