municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,100,100
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,3,3
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,513,513
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,10,10
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,100,100
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,117,117
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,15,15
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,7,7
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,15,15
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,19,19
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,20,20
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,8,8
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,3,3
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,30,30
HUANUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
HUARACAJE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,15,15
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,3,3
ICLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,163,163
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,35,35
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,6,6
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,14,14
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,22,22
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,24,24
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,19,19
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,483,483
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,7,7
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
LICOMA PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,20,20
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,4,4
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,3,3
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,13,13
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,27,27
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,14,14
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,18,18
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,58,58
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,167,167
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,29,29
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,13,13
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,59,59
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
OCURI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,21,21
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,73,73
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,156,156
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,13,13
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,7,7
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,50,50
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,6,6
PASORAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,3,3
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,10,10
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,16,16
POCOATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,25,25
POCONA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,14,14
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,22,22
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,74,74
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,34,34
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,155,155
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,35,35
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,29,29
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,34,34
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,10,10
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,13,13
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,54,54
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,17,17
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,89,89
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,39,39
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,6,6
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,22,22
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,125,125
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,16,16
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,52,52
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,29,29
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,32,32
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,9,9
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,10,10
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,9,9
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,9,9
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,50,50
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,4,4
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,19,19
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,20,20
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,14,14
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,52,52
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,10,10
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,10,10
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,11,11
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,9,9
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,256,256
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,12,12
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,16,16
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,42,42
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,12,12
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,99,99
SORACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,166,166
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,9,9
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,9,9
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,209,209
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,129,129
TARVITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,55,55
TEOPONTE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,11,11
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,29,29
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,90,90
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,7,7
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,24,24
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,18,18
TOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
TOLATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
TOLEDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,2,2
TOMAVE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
TOMINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,237,237
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
TRINIDAD,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,28,28
TUPIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
TURCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,46,46
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,55,55
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,4,4
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,38,38
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,21,21
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,15,15
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,3,3
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,5,5
VITICHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,4,4
YACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,7,7
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,54,54
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,361,361
YANACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,7,7
YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,38,38
YOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,1,1
YOTALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,315,315
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-05-01,44,44
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,11,11
APOLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,1,1
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,8,8
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,28,28
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,65,65
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,270,270
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,9,9
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,10,10
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,14,14
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,8,8
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,10,10
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,11,11
CABEZAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,19,19
CAIROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,1,1
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,2,2
CAJUATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,38,38
CALACOTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
CAMARGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,175,175
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,2,2
CAMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,56,56
CAPINOTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,6,6
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,9,9
CARANAVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,49,49
CARAPARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,89,89
CHARAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,24,24
CHAYANTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,2,2
CHIMORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,18,18
CHIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,18,18
CLIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,5,5
COBIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,84,84
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,149,149
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,56,56
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,31,31
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,12,12
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,16,16
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,5,5
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,11,11
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,100,100
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,2,2
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,4,4
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,481,481
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,9,9
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,161,161
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,43,43
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,27,27
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,30,30
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,44,44
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,44,44
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,40,40
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,17,17
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,2,2
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,80,80
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
ICLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,342,342
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,47,47
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,32,32
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,4,4
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,19,19
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,60,60
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,372,372
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,15,15
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,4,4
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,27,27
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,10,10
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,14,14
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,15,15
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,17,17
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,9,9
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,26,26
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,36,36
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,35,35
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,153,153
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,201,201
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,12,12
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,91,91
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,3,3
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,51,51
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,30,30
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,199,199
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,1,1
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,2,2
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,1,1
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,34,34
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,13,13
PASORAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,7,7
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,12,12
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,19,19
POCOATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,37,37
POCONA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,15,15
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,47,47
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,89,89
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,6,6
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,19,19
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,193,193
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,36,36
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,26,26
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,55,55
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,5,5
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,27,27
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,20,20
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,55,55
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,66,66
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,19,19
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,84,84
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,46,46
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,15,15
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,32,32
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,50,50
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,112,112
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,46,46
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,36,36
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,6,6
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,56,56
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,1,1
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,6,6
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,27,27
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,62,62
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,5,5
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,5,5
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-06-01,1,1
