municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitam,TOTAL
TIPUANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,20,20
TIQUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,48,48
TIRAQUE (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,65,65
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,4,4
TOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,9,9
TOLATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,9,9
TOLEDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,8,8
TOMAVE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,28,28
TOMINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,27,27
TORO TORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,34,34
TOTORA(CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,30,30
TOTORA(ORR),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,9,9
TRIGAL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,2,2
TRINIDAD,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,149,149
TUPIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,87,87
TURCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,20,20
UMALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,16,16
UNCIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,11,11
URIONDO (A. CONCEPCION),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,13,13
UYUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,32,32
VALLEGRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,21,21
VIACHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,51,51
VILA VILA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,21,21
VILLA MONTES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,60,60
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,5,5
VILLA RIVERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,3,3
VILLA SERRANO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,27,27
VILLA TUNARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,149,149
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,18,18
VILLAZON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,63,63
VINTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,14,14
VITICHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,8,8
WALDO BALLIVIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,6,6
WARNES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,102,102
YACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,12,12
YACUIBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,69,69
YAMPARAEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,20,20
YANACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,27,27
YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,73,73
YOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,9,9
YOTALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,23,23
ZUDAÑEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-03-01,5,5
ACACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
ACHACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,118,118
ACHOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
AIQUILE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,60,60
ALALAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
ALCALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
ANCORAIMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
ANTEQUERA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
ANZALDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,63,63
APOLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,46,46
ARAMPAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,12,12
ARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,28,28
ARBIETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,30,30
ARQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,37,37
ASCENCION DE GUARAYOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,109,109
ATOCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,33,33
AUCAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
AYATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
AYO AYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,82,82
AZURDUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,31,31
BATALLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,46,46
BAURES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,5,5
BELEN DE ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
BELEN DE URMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
BELLA FLOR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
BERMEJO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,92,92
BETANZOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,61,61
BOLIVAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,21,21
BOLPEBRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
BOYUIBE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,24,24
CABEZAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
CAIROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,22,22
"CAIZA ""D""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,10,10
CAJUATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
CALACOTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
CALAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,22,22
CAMARGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
CAMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,66,66
CAPINOTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,25,25
CAQUIAVIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,12,12
CARACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,40,40
CARANAVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,113,113
CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,2,2
CARAPARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,30,30
CARIPUYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
CARMEN RIVERO TORREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,15,15
CHACARILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
CHALLAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,53,53
CHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
CHARAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,37,37
CHARAÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
CHAYANTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,128,128
CHIMORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,12,12
CHIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
CHOQUE COTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
CHUMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,15,15
CLIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,35,35
COBIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,100,100
COCHABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,2049,2049
COLCAPIRHUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,36,36
"COLCHA ""K""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,45,45
COLLANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
COLOMI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,42,42
COLPA BELGICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
COLQUECHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,66,66
COLQUENCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
COLQUIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,31,31
COMANCHE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,12,12
COMARAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,49,49
COMBAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,5,5
CONCEPCION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,37,37
COPACABANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,33,33
CORIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
CORO CORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
COROICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
CORQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,22,22
COTAGAITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,63,63
COTOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,173,173
CUATRO CAÑADAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,39,39
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,2,2
CUEVO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
CULPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,46,46
CURAHUARA DE CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
CURVA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,2,2
DESAGUADERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
EL ALTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,1473,1473
EL CHORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,22,22
EL PUENTE(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,30,30
EL PUENTE(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,26,26
EL TORNO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,71,71
EL VILLAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,45,45
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,45,45
EUCALIPTUS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,36,36
EXALTACION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
FERNANDEZ ALONSO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,30,30
FILADELFIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
GENERAL SAAVEDRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,11,11
GUANAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
GUAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
GUAYARAMERIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
GUTIERREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
HUACARETA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,29,29
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
HUACHACALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
HUANUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,76,76
HUARACAJE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
HUAYLLAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
ICHOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
ICLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,44,44
INCAHUASI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,60,60
INGAVI (HUMAITA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
INQUISIVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,47,47
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,15,15
IXIAMAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
JESUS DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,21,21
LA ASUNTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
LA GUARDIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,50,50
LA PAZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,1600,1600
LAGUNILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,17,17
LAJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,39,39
LAS CARRERAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
LICOMA PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
LLALLAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,125,125
LLICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,25,25
LORETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
LURIBAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
MACHACAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
MACHARETI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
MAGDALENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
MAIRANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,26,26
MALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,10,10
MAPIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,34,34
MECAPACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,34,34
MINEROS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,38,38
MIZQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,81,81
MOCOMOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,22,22
MOJINETE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
MOJOCOYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
MONTEAGUDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,56,56
MONTERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,168,168
MORO MORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,2,2
MOROCHATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,73,73
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
OCURI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,82,82
OKINAWA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,52,52
OMEREQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,40,40
ORURO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,518,518
PADCAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,37,37
PADILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,27,27
PAILON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,42,42
PALCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,62,62
PALOS BLANCOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,15,15
PAMPA AULLAGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
PAMPA GRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,23,23
PAPEL PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
PASORAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
PATACAMAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,43,43
PAZÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
PELECHUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
POCOATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,75,75
POCONA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,73,73
POJO (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,45,45
POOPO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,7,7
PORCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
POROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,30,30
PORONGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
PORTACHUELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,30,30
PORVENIR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,6,6
POSTRER VALLE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,3,3
POTOSI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,419,419
PRESTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,12,12
PUCARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
PUCARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,76,76
PUERTO ACOSTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,97,97
PUERTO CARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,12,12
PUERTO PEREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
PUERTO QUIJARRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,45,45
PUERTO RICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
PUERTO SUAREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,35,35
PUERTO VILLARROEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,113,113
PUNA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,78,78
PUNATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,62,62
QUIABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,1,1
QUILLACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,241,241
QUIME,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
QUIRUSILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,4,4
RAVELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,46,46
REYES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,41,41
RIBERALTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,187,187
ROBORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,47,47
RURRENABAQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,38,38
SABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,11,11
SACABA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,139,139
SACABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,1,1
SACACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,27,27
SAIPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,14,14
SAMAIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
SAN AGUSTIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
SAN ANDRES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,19,19
SAN ANDRES DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,23,23
SAN BENITO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,32,32
SAN BORJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,79,79
SAN BUENA VENTURA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,18,18
SAN CARLOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,37,37
SAN IGNACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,41,41
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,152,152
SAN JAVIER(BNI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,8,8
SAN JOAQUIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,90,90
SAN JUAN DE YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
SAN JULIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,168,168
SAN LORENZO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,10,10
SAN LORENZO(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,55,55
SAN LUCAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,60,60
SAN MATIAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,16,16
SAN PABLO DE LIPEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,17,17
SAN PEDRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,27,27
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,44,44
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-04-01,20,20
