municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,500,500
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,3,3
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,102,102
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,84,84
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,32,32
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,1534,1534
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,127,127
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,2,2
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,162,162
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,68,68
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,527,527
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,271,271
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,8,8
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,31,31
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,88,88
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,43,43
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,7,7
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,60,60
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,65,65
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,30,30
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,495,495
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,29,29
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,212,212
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,9,9
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,12,12
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,31,31
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,74,74
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,1050,1050
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,4,4
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,5,5
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,15,15
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,329,329
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,340,340
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,52,52
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,42,42
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,47,47
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,566,566
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,79,79
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,114,114
TORO TORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,15,15
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,28,28
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,21,21
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,19,19
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,11,11
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,100,100
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,2011,2011
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,373,373
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,16,16
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,114,114
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-04-01,34,34
ALALAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,4,4
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
ANZALDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1,1
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,9,9
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,6,6
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,17,17
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,58,58
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,44,44
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,7,7
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,53,53
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,11,11
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,8,8
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,17,17
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,6,6
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,37,37
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,13,13
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,7,7
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,151,151
CHIMORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,150,150
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,72,72
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,4,4
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,10,10
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,20,20
CONCEPCION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,8,8
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,13,13
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,18,18
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,106,106
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,2,2
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,11,11
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1,1
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,11,11
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1,1
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,16,16
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,30,30
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,40,40
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,14,14
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,29,29
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,9,9
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1,1
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,27,27
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,31,31
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,25,25
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,10,10
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,13,13
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,70,70
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,77,77
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,30,30
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,53,53
POCOATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1,1
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,6,6
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,44,44
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,20,20
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,280,280
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,2,2
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1,1
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,38,38
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,15,15
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,18,18
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,118,118
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,11,11
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,24,24
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,46,46
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,13,13
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,11,11
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,17,17
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,7,7
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,30,30
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,25,25
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,26,26
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,537,537
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,23,23
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,51,51
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,15,15
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,2,2
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,8,8
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,84,84
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,1221,1221
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,52,52
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,2,2
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,2,2
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,28,28
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,7,7
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,424,424
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,37,37
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,22,22
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,19,19
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,62,62
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,191,191
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,31,31
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,4,4
TOLATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,7,7
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,3,3
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,116,116
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,5,5
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,71,71
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,11,11
TURCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,6,6
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,20,20
VILA VILA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,14,14
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,4,4
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,16,16
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,26,26
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,503,503
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,166,166
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,44,44
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,2,2
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-05-01,14,14
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,22,22
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,142,142
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,104,104
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,38,38
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,7,7
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,139,139
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,23,23
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,5,5
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,8,8
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,22,22
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,14,14
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,10,10
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,94,94
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,5,5
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,22,22
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,12,12
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,118,118
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,16,16
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,143,143
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,122,122
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
CONCEPCION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,4,4
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,10,10
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,136,136
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,1,1
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,10,10
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,33,33
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,50,50
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,88,88
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,5,5
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,3,3
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,3,3
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,12,12
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,58,58
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,27,27
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,3,3
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,43,43
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,38,38
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,3,3
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,16,16
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,11,11
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,62,62
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,24,24
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
POCOATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,17,17
POCONA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,52,52
PORCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,32,32
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,47,47
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,10,10
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,10,10
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,30,30
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,8,8
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,82,82
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,7,7
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,11,11
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,1,1
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,7,7
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,19,19
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,48,48
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,50,50
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,42,42
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,16,16
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,737,737
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,1,1
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,3,3
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,34,34
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,550,550
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,34,34
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,101,101
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,44,44
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,4,4
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,11,11
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,4,4
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,190,190
TURCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,6,6
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
VILA VILA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,2,2
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,23,23
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,55,55
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,108,108
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,170,170
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,26,26
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-06-01,34,34
ACACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,30,30
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,51,51
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,21,21
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,22,22
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,56,56
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,15,15
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,24,24
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,12,12
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,34,34
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,132,132
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,29,29
