,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
YUNGUYO DE LITORAL,atencion odontologica,consulta nueva,2023-02-01,0,0,13,4,0,0,2,1,4,0,0,0,0,0,24
ZUDAÑEZ,atencion odontologica,consulta nueva,2023-02-01,0,3,32,42,5,26,14,74,2,6,0,0,0,0,204
ACACIO,atencion odontologica,consulta nueva,2023-03-01,100,37,249,352,15,58,38,83,20,29,0,14,0,0,995
ACHACACHI,atencion odontologica,consulta nueva,2023-03-01,100,109,282,221,101,143,237,530,44,66,0,24,0,1,1858
ACHOCALLA,atencion odontologica,consulta nueva,2023-03-01,92,111,227,174,41,78,103,280,25,24,0,36,0,14,1205
AIQUILE,atencion odontologica,consulta nueva,2023-03-01,34,45,96,140,46,77,71,239,20,37,0,25,0,6,836
ALALAY,atencion odontologica,consulta nueva,2023-03-01,4,3,73,79,34,25,8,14,0,7,0,0,0,0,247
ALCALA,atencion odontologica,consulta nueva,2023-03-01,34,24,43,63,33,31,78,104,2,6,0,4,0,0,422
ALTO BENI,atencion odontologica,consulta nueva,2023-03-01,27,38,84,80,21,44,46,122,5,11,0,2,0,0,480
ANCORAIMES,atencion odontologica,consulta nueva,2023-03-01,14,16,62,96,14,42,59,118,37,44,0,9,0,2,513
ANDAMARCA,atencion odontologica,consulta nueva,2023-03-01,41,61,166,166,28,35,70,80,18,28,0,4,0,0,697
ANTEQUERA,atencion odontologica,consulta nueva,2023-03-01,28,37,78,61,21,61,83,111,31,33,0,12,0,0,556
ANZALDO,atencion odontologica,consulta nueva,2023-03-01,10,12,37,63,2,19,31,66,3,12,0,0,0,0,255
APOLO,atencion odontologica,consulta nueva,2023-03-01,59,48,129,150,17,22,18,57,14,1,0,3,0,3,521
ARAMPAMPA,atencion odontologica,consulta nueva,2023-03-01,31,13,32,20,8,12,33,74,10,14,0,4,0,0,251
ARANI,atencion odontologica,consulta nueva,2023-03-01,6,2,29,44,23,53,91,126,31,22,0,2,0,1,430
ARBIETO,atencion odontologica,consulta nueva,2023-03-01,75,68,186,205,64,55,119,339,33,26,0,10,0,13,1193
ARQUE,atencion odontologica,consulta nueva,2023-03-01,47,52,79,102,29,30,96,145,12,14,0,7,0,7,620
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2023-03-01,40,60,114,97,30,45,52,172,15,4,0,4,0,15,648
ATOCHA,atencion odontologica,consulta nueva,2023-03-01,37,22,166,169,63,71,172,284,30,20,0,26,0,3,1063
AUCAPATA,atencion odontologica,consulta nueva,2023-03-01,24,20,24,21,24,22,25,124,2,15,0,7,0,0,308
AYATA,atencion odontologica,consulta nueva,2023-03-01,19,17,88,68,30,68,73,135,13,20,0,5,0,2,538
AYO AYO,atencion odontologica,consulta nueva,2023-03-01,7,5,18,20,13,45,26,102,15,25,0,1,0,0,277
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2023-03-01,21,41,170,175,25,101,133,311,21,48,0,12,0,15,1073
AZURDUY,atencion odontologica,consulta nueva,2023-03-01,0,32,21,56,56,59,29,130,19,14,0,2,0,0,418
BATALLAS,atencion odontologica,consulta nueva,2023-03-01,46,50,170,192,20,48,56,179,18,27,0,4,0,0,810
BAURES,atencion odontologica,consulta nueva,2023-03-01,4,1,11,29,6,2,42,31,13,0,0,1,0,0,140
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2023-03-01,18,9,27,30,11,6,32,39,17,9,0,3,0,0,201
BELEN DE URMIRI,atencion odontologica,consulta nueva,2023-03-01,0,2,0,5,7,18,11,11,6,3,0,1,0,0,64
BELLA FLOR,atencion odontologica,consulta nueva,2023-03-01,5,10,19,26,3,9,3,16,0,1,0,11,0,0,103
BERMEJO,atencion odontologica,consulta nueva,2023-03-01,25,22,154,193,64,50,192,378,42,36,0,16,0,0,1172
BETANZOS,atencion odontologica,consulta nueva,2023-03-01,71,82,151,238,28,101,170,313,44,47,0,37,0,20,1302
BOLIVAR,atencion odontologica,consulta nueva,2023-03-01,1,3,4,13,1,11,11,23,8,10,0,3,0,0,88
BOLPEBRA,atencion odontologica,consulta nueva,2023-03-01,1,0,4,29,3,1,0,5,1,0,0,0,0,0,44
BOYUIBE,atencion odontologica,consulta nueva,2023-03-01,18,12,29,28,5,9,19,74,4,15,0,8,0,0,221
BUENA VISTA,atencion odontologica,consulta nueva,2023-03-01,29,23,95,90,16,54,62,92,16,2,0,9,0,2,490
CABEZAS,atencion odontologica,consulta nueva,2023-03-01,121,145,139,192,36,59,80,191,10,11,0,16,0,5,1005
CAIROMA,atencion odontologica,consulta nueva,2023-03-01,27,18,73,79,51,55,58,111,23,4,0,1,0,0,500
"CAIZA ""D""",atencion odontologica,consulta nueva,2023-03-01,30,24,47,72,7,32,41,106,8,17,0,21,0,3,408
CAJUATA,atencion odontologica,consulta nueva,2023-03-01,36,34,96,98,19,56,66,186,5,16,0,15,0,0,627
CALACOTO,atencion odontologica,consulta nueva,2023-03-01,2,11,5,0,3,7,12,15,20,19,0,0,0,0,94
CALAMARCA,atencion odontologica,consulta nueva,2023-03-01,50,52,76,87,24,88,64,227,9,33,0,19,0,9,738
CAMARGO,atencion odontologica,consulta nueva,2023-03-01,26,42,184,217,17,76,73,284,12,36,0,28,0,8,1003
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2023-03-01,1,0,23,12,5,18,12,51,10,4,0,0,0,0,136
CAMIRI,atencion odontologica,consulta nueva,2023-03-01,72,83,154,147,56,93,143,360,49,35,0,24,0,1,1217
CAPINOTA,atencion odontologica,consulta nueva,2023-03-01,73,64,114,84,8,61,102,267,37,30,0,4,0,2,846
CAQUIAVIRI,atencion odontologica,consulta nueva,2023-03-01,56,54,61,82,46,35,29,70,13,15,0,6,0,1,468
CARACOLLO,atencion odontologica,consulta nueva,2023-03-01,76,82,165,221,46,89,158,512,50,57,0,75,0,7,1538
CARANAVI,atencion odontologica,consulta nueva,2023-03-01,124,160,299,347,76,101,187,390,57,33,0,35,0,8,1817
CARANGAS,atencion odontologica,consulta nueva,2023-03-01,9,0,6,1,0,1,3,14,0,3,0,0,0,0,37
CARAPARI,atencion odontologica,consulta nueva,2023-03-01,15,16,143,161,38,51,146,287,17,13,0,9,0,1,897
CARIPUYO,atencion odontologica,consulta nueva,2023-03-01,9,24,27,18,17,20,36,62,8,14,0,10,0,2,247
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2023-03-01,4,8,7,17,1,3,14,30,4,2,0,5,0,0,95
CATACORA,atencion odontologica,consulta nueva,2023-03-01,4,4,12,19,4,9,8,12,1,0,0,0,0,0,73
CHACARILLA,atencion odontologica,consulta nueva,2023-03-01,11,4,0,14,0,0,4,19,0,2,0,3,0,1,58
CHALLAPATA,atencion odontologica,consulta nueva,2023-03-01,110,98,235,280,59,117,172,476,91,102,0,67,0,8,1815
CHAQUI,atencion odontologica,consulta nueva,2023-03-01,27,34,91,88,39,62,49,144,26,31,0,27,0,1,619
CHARAGUA,atencion odontologica,consulta nueva,2023-03-01,27,19,54,50,40,64,57,154,11,10,0,4,0,1,491
CHARAÑA,atencion odontologica,consulta nueva,2023-03-01,0,0,13,8,5,13,15,32,4,0,0,0,0,0,90
CHAYANTA,atencion odontologica,consulta nueva,2023-03-01,78,62,100,123,28,52,62,266,12,19,0,28,0,6,836
CHIMORE,atencion odontologica,consulta nueva,2023-03-01,42,62,206,176,61,80,93,284,19,16,0,14,0,1,1054
CHIPAYA,atencion odontologica,consulta nueva,2023-03-01,6,14,13,13,7,23,3,15,8,5,0,4,0,0,111
CHOQUE COTA,atencion odontologica,consulta nueva,2023-03-01,15,5,15,5,5,3,4,34,4,0,0,0,0,0,90
CHUA COCANI,atencion odontologica,consulta nueva,2023-03-01,20,35,94,101,2,1,11,18,3,0,0,0,0,0,285
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2023-03-01,37,16,207,174,4,17,29,71,3,4,0,11,0,0,573
CHUMA,atencion odontologica,consulta nueva,2023-03-01,27,37,94,161,32,69,79,155,38,35,0,5,0,3,735
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2023-03-01,6,16,49,42,27,10,24,74,16,7,0,5,0,1,277
CKOCHAS,atencion odontologica,consulta nueva,2023-03-01,29,28,34,36,28,29,26,105,34,36,0,19,0,10,414
CLIZA,atencion odontologica,consulta nueva,2023-03-01,19,43,105,152,25,59,53,212,30,54,0,4,0,0,756
COBIJA,atencion odontologica,consulta nueva,2023-03-01,353,382,263,257,120,251,283,799,62,19,0,151,0,111,3051
COCAPATA,atencion odontologica,consulta nueva,2023-03-01,42,19,88,59,36,85,63,144,18,14,0,12,0,5,585
COCHABAMBA,atencion odontologica,consulta nueva,2023-03-01,802,784,1595,1925,702,996,2373,4831,920,780,0,277,0,47,16032
COIPASA,atencion odontologica,consulta nueva,2023-03-01,0,2,14,22,3,3,3,26,11,0,0,0,0,0,84
COLCAPIRHUA,atencion odontologica,consulta nueva,2023-03-01,68,73,232,181,69,101,326,756,55,71,0,9,0,1,1942
"COLCHA ""K""",atencion odontologica,consulta nueva,2023-03-01,13,28,151,143,19,29,54,184,20,12,0,6,0,0,659
COLLANA,atencion odontologica,consulta nueva,2023-03-01,20,26,44,42,9,21,31,50,8,1,0,0,0,0,252
COLOMI,atencion odontologica,consulta nueva,2023-03-01,89,60,94,130,37,96,56,211,15,36,0,13,0,8,845
COLPA BELGICA,atencion odontologica,consulta nueva,2023-03-01,12,4,41,4,13,13,27,49,9,7,0,1,0,0,180
COLQUECHACA,atencion odontologica,consulta nueva,2023-03-01,17,15,88,79,52,76,81,174,30,44,0,1,0,3,660
COLQUENCHA,atencion odontologica,consulta nueva,2023-03-01,59,70,145,121,37,72,56,176,20,32,0,6,0,0,794
COLQUIRI,atencion odontologica,consulta nueva,2023-03-01,80,61,94,157,69,109,168,266,21,26,0,15,0,13,1079
COMANCHE,atencion odontologica,consulta nueva,2023-03-01,0,0,0,6,1,0,2,4,0,0,0,0,0,0,13
COMARAPA,atencion odontologica,consulta nueva,2023-03-01,41,36,118,116,50,54,71,277,24,20,0,3,0,15,825
COMBAYA,atencion odontologica,consulta nueva,2023-03-01,6,3,20,32,7,10,8,19,6,2,0,0,0,0,113
CONCEPCION,atencion odontologica,consulta nueva,2023-03-01,9,2,10,1,2,2,7,5,9,0,0,4,0,6,57
COPACABANA,atencion odontologica,consulta nueva,2023-03-01,13,38,62,56,26,21,31,70,21,8,0,0,0,1,347
CORIPATA,atencion odontologica,consulta nueva,2023-03-01,35,27,63,66,4,20,14,36,5,1,0,0,0,0,271
CORO CORO,atencion odontologica,consulta nueva,2023-03-01,11,17,102,122,17,52,61,122,4,5,0,2,0,1,516
COROICO,atencion odontologica,consulta nueva,2023-03-01,26,37,110,123,33,61,92,251,19,29,0,0,0,0,781
CORQUE,atencion odontologica,consulta nueva,2023-03-01,16,19,124,132,38,44,32,96,20,12,0,20,0,2,555
COTAGAITA,atencion odontologica,consulta nueva,2023-03-01,67,74,138,169,86,124,175,502,66,63,0,26,0,6,1496
COTOCA,atencion odontologica,consulta nueva,2023-03-01,116,65,116,148,50,49,85,284,39,26,0,22,0,16,1016
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2023-03-01,0,7,5,19,0,0,20,10,8,7,0,0,0,0,76
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2023-03-01,67,103,131,115,35,56,99,258,28,12,0,14,0,3,921
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2023-03-01,14,22,58,57,5,3,35,59,25,3,0,0,0,0,281
CUEVO,atencion odontologica,consulta nueva,2023-03-01,3,4,6,10,8,19,11,66,11,7,0,7,0,0,152
CULPINA,atencion odontologica,consulta nueva,2023-03-01,25,17,28,48,19,61,68,107,7,17,0,7,0,2,406
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2023-03-01,43,46,202,223,122,117,44,89,29,26,0,0,0,0,941
CURVA,atencion odontologica,consulta nueva,2023-03-01,6,8,19,23,2,8,18,26,6,5,0,0,0,4,125
DESAGUADERO,atencion odontologica,consulta nueva,2023-03-01,2,3,22,27,12,16,38,43,13,6,0,1,0,0,183
EL ALTO,atencion odontologica,consulta nueva,2023-03-01,1478,1615,1859,2077,561,1064,1395,4466,395,376,0,1010,0,320,16616
EL CHORO,atencion odontologica,consulta nueva,2023-03-01,18,6,31,67,3,17,16,68,23,31,0,5,0,3,288
EL PUENTE(STC),atencion odontologica,consulta nueva,2023-03-01,17,36,54,68,15,50,64,158,13,1,0,11,0,5,492
EL PUENTE(TJA),atencion odontologica,consulta nueva,2023-03-01,23,8,104,88,27,46,92,240,26,33,0,7,0,0,694
EL TORNO,atencion odontologica,consulta nueva,2023-03-01,261,259,69,69,30,71,85,286,72,93,0,92,0,86,1473
EL VILLAR,atencion odontologica,consulta nueva,2023-03-01,9,12,24,78,33,39,39,75,16,2,0,3,0,0,330
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2023-03-01,17,28,178,208,70,78,96,297,23,7,0,5,0,1,1008
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2023-03-01,90,97,155,248,25,104,140,327,56,33,0,4,0,11,1290
ESCARA,atencion odontologica,consulta nueva,2023-03-01,0,0,10,18,17,16,8,21,13,15,0,0,0,0,118
ESCOMA,atencion odontologica,consulta nueva,2023-03-01,26,29,37,42,23,27,51,74,19,7,0,5,0,6,346
ESMERALDA,atencion odontologica,consulta nueva,2023-03-01,5,10,5,0,0,4,9,19,13,21,0,4,0,0,90
EUCALIPTUS,atencion odontologica,consulta nueva,2023-03-01,35,9,77,53,20,38,56,121,15,23,0,13,0,0,460
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2023-03-01,47,76,177,148,59,83,109,342,37,21,0,43,0,0,1142
FILADELFIA,atencion odontologica,consulta nueva,2023-03-01,87,88,127,111,10,8,9,38,13,10,0,5,0,5,511
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta nueva,2023-03-01,9,17,16,22,13,8,16,81,10,9,0,1,0,0,202
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2023-03-01,22,21,29,43,18,32,39,146,8,9,0,11,0,1,379
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2023-03-01,48,53,77,77,17,60,103,198,15,32,0,7,0,1,688
GUANAY,atencion odontologica,consulta nueva,2023-03-01,12,11,61,65,16,26,33,65,24,3,0,9,0,1,326
GUAQUI,atencion odontologica,consulta nueva,2023-03-01,8,12,31,23,24,20,46,99,51,31,0,6,0,3,354
GUAYARAMERIN,atencion odontologica,consulta nueva,2023-03-01,23,43,73,101,44,79,74,203,11,14,0,43,0,3,711
GUTIERREZ,atencion odontologica,consulta nueva,2023-03-01,3,8,11,7,21,23,30,87,25,27,0,12,0,1,255
HUACARAJE,atencion odontologica,consulta nueva,2023-03-01,3,5,29,10,1,15,19,30,7,3,0,4,0,0,126
HUACARETA,atencion odontologica,consulta nueva,2023-03-01,12,7,33,45,55,30,76,120,28,6,0,3,0,0,415
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2023-03-01,6,3,11,15,2,6,5,47,4,0,0,3,0,0,102
HUACHACALLA,atencion odontologica,consulta nueva,2023-03-01,0,0,7,27,6,5,2,28,2,5,0,0,0,0,82
HUANUNI,atencion odontologica,consulta nueva,2023-03-01,61,76,154,215,54,80,150,323,63,33,0,18,0,1,1228
HUARINA,atencion odontologica,consulta nueva,2023-03-01,17,14,83,54,13,25,47,84,20,31,0,2,0,7,397
HUATAJATA,atencion odontologica,consulta nueva,2023-03-01,8,6,59,54,7,23,16,40,33,24,0,1,0,0,271
HUAYLLAMARCA,atencion odontologica,consulta nueva,2023-03-01,23,18,29,93,4,11,36,60,8,14,0,11,0,0,307
HUMANATA,atencion odontologica,consulta nueva,2023-03-01,3,12,13,23,9,11,26,20,14,15,0,0,0,5,151
ICHOCA,atencion odontologica,consulta nueva,2023-03-01,9,20,44,36,7,13,36,80,14,8,0,3,0,0,270
ICLA,atencion odontologica,consulta nueva,2023-03-01,35,28,50,47,51,122,79,163,12,10,0,5,0,0,602
INCAHUASI,atencion odontologica,consulta nueva,2023-03-01,46,12,32,36,6,32,66,177,6,10,0,0,0,4,427
INQUISIVI,atencion odontologica,consulta nueva,2023-03-01,94,32,60,93,45,63,81,212,25,30,0,19,0,13,767
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2023-03-01,71,91,196,230,48,58,119,247,33,20,0,7,0,3,1123
IXIAMAS,atencion odontologica,consulta nueva,2023-03-01,13,10,36,50,14,19,28,86,10,0,0,6,0,4,276
JESUS DE MACHACA,atencion odontologica,consulta nueva,2023-03-01,53,47,73,130,34,78,95,132,42,57,0,1,0,5,747
LA ASUNTA,atencion odontologica,consulta nueva,2023-03-01,282,235,494,555,152,308,348,845,31,44,0,110,0,44,3448
LA GUARDIA,atencion odontologica,consulta nueva,2023-03-01,212,204,75,86,22,47,48,162,17,11,0,9,0,3,896
LA PAZ,atencion odontologica,consulta nueva,2023-03-01,1984,1887,3008,2946,887,1270,4308,7777,1313,1209,0,978,0,150,27717
LA RIVERA,atencion odontologica,consulta nueva,2023-03-01,0,4,47,39,0,3,0,29,2,2,0,0,0,0,126
LAGUNILLAS,atencion odontologica,consulta nueva,2023-03-01,19,7,13,46,12,8,16,67,4,5,0,2,0,0,199
LAJA,atencion odontologica,consulta nueva,2023-03-01,91,200,78,151,34,124,117,432,51,72,0,90,0,23,1463
LAS CARRERAS,atencion odontologica,consulta nueva,2023-03-01,4,10,18,36,23,21,29,77,9,14,0,8,0,0,249
LICOMA PAMPA,atencion odontologica,consulta nueva,2023-03-01,8,20,224,237,2,15,16,35,1,3,0,2,0,0,563
LLALLAGUA,atencion odontologica,consulta nueva,2023-03-01,191,125,326,288,77,180,165,528,15,28,0,11,0,5,1939
LLICA,atencion odontologica,consulta nueva,2023-03-01,24,24,49,47,2,8,20,37,6,8,0,1,0,0,226
LORETO,atencion odontologica,consulta nueva,2023-03-01,0,0,6,2,0,2,4,6,1,0,0,0,0,0,21
LURIBAY,atencion odontologica,consulta nueva,2023-03-01,18,15,46,67,13,39,60,87,15,12,0,2,0,0,374
MACHACAMARCA,atencion odontologica,consulta nueva,2023-03-01,19,25,32,36,12,16,73,93,46,64,0,12,0,0,428
MACHARETI,atencion odontologica,consulta nueva,2023-03-01,10,32,44,29,12,24,20,145,8,4,0,11,0,0,339
MAGDALENA,atencion odontologica,consulta nueva,2023-03-01,13,3,38,48,6,21,15,48,14,6,0,2,0,0,214
MAIRANA,atencion odontologica,consulta nueva,2023-03-01,49,29,72,120,23,67,71,227,29,15,0,16,0,5,723
MALLA,atencion odontologica,consulta nueva,2023-03-01,73,56,76,75,3,13,33,41,7,12,0,3,0,0,392
MAPIRI,atencion odontologica,consulta nueva,2023-03-01,50,15,47,42,2,4,6,39,0,0,0,4,0,0,209
MECAPACA,atencion odontologica,consulta nueva,2023-03-01,71,36,68,98,27,74,87,154,41,24,0,5,0,4,689
MINEROS,atencion odontologica,consulta nueva,2023-03-01,48,38,44,89,18,29,16,136,23,10,0,36,0,3,490
MIZQUE,atencion odontologica,consulta nueva,2023-03-01,36,48,185,135,24,69,119,267,27,26,0,18,0,0,954
MOCOMOCO,atencion odontologica,consulta nueva,2023-03-01,21,23,96,144,33,89,120,165,34,23,0,3,0,3,754
MOJINETE,atencion odontologica,consulta nueva,2023-03-01,0,3,5,6,3,3,6,4,3,0,0,0,0,0,33
MOJOCOYA,atencion odontologica,consulta nueva,2023-03-01,24,34,79,91,17,42,50,54,6,4,0,0,0,0,401
MONTEAGUDO,atencion odontologica,consulta nueva,2023-03-01,45,100,292,268,59,108,177,368,28,36,0,11,0,0,1492
MONTERO,atencion odontologica,consulta nueva,2023-03-01,407,365,603,677,178,297,340,1194,90,107,0,293,0,23,4574
MORO MORO,atencion odontologica,consulta nueva,2023-03-01,12,6,12,12,1,5,12,26,0,2,0,2,0,0,90
MOROCHATA,atencion odontologica,consulta nueva,2023-03-01,28,24,72,100,82,127,95,176,35,38,0,4,0,8,789
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2023-03-01,6,10,20,14,1,2,6,17,1,1,0,3,0,0,81
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2023-03-01,8,1,13,14,0,10,0,5,0,0,0,0,0,0,51
OCURI,atencion odontologica,consulta nueva,2023-03-01,39,26,111,92,110,96,69,170,123,110,0,19,0,8,973
OKINAWA,atencion odontologica,consulta nueva,2023-03-01,5,3,23,16,6,12,17,74,5,10,0,3,0,0,174
ORURO,atencion odontologica,consulta nueva,2023-03-01,632,568,1216,1492,413,747,2060,4030,639,508,0,529,0,147,12981
PADCAYA,atencion odontologica,consulta nueva,2023-03-01,38,32,174,181,32,26,134,231,23,5,0,5,0,1,882
PADILLA,atencion odontologica,consulta nueva,2023-03-01,38,56,41,69,16,57,147,250,18,13,0,8,0,1,714
PAILON,atencion odontologica,consulta nueva,2023-03-01,10,16,80,81,26,56,92,271,16,8,0,3,0,4,663
PALCA,atencion odontologica,consulta nueva,2023-03-01,70,40,119,158,37,99,128,213,23,33,0,6,0,0,926
PALOS BLANCOS,atencion odontologica,consulta nueva,2023-03-01,97,85,186,231,62,76,79,245,26,16,0,7,0,4,1114
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2023-03-01,2,6,7,20,3,10,6,59,6,0,0,12,0,0,131
PAMPA GRANDE,atencion odontologica,consulta nueva,2023-03-01,6,5,18,43,1,20,22,80,3,3,0,3,0,6,210
PAPEL PAMPA,atencion odontologica,consulta nueva,2023-03-01,3,20,12,16,3,13,26,42,37,18,0,3,0,0,193
PASORAPA,atencion odontologica,consulta nueva,2023-03-01,0,4,2,17,98,71,43,82,19,17,0,5,0,1,359
PATACAMAYA,atencion odontologica,consulta nueva,2023-03-01,86,97,213,242,23,57,55,159,4,14,0,22,0,10,982
PAZÑA,atencion odontologica,consulta nueva,2023-03-01,11,23,39,81,12,20,46,107,12,24,0,4,0,0,379
PELECHUCO,atencion odontologica,consulta nueva,2023-03-01,32,40,195,221,12,36,62,136,5,7,0,5,0,1,752
POCOATA,atencion odontologica,consulta nueva,2023-03-01,33,35,112,141,49,86,91,199,34,51,0,14,0,5,850
POCONA,atencion odontologica,consulta nueva,2023-03-01,24,9,50,119,27,105,165,199,16,21,0,5,0,2,742
POJO (CBBA),atencion odontologica,consulta nueva,2023-03-01,62,86,144,141,66,80,108,275,29,9,0,12,0,34,1046
POOPO,atencion odontologica,consulta nueva,2023-03-01,48,69,147,165,26,64,99,259,51,82,0,25,0,0,1035
PORCO,atencion odontologica,consulta nueva,2023-03-01,45,35,23,41,2,18,9,98,3,3,0,46,0,2,325
POROMA,atencion odontologica,consulta nueva,2023-03-01,31,27,119,114,25,69,44,115,4,11,0,1,0,6,566
PORONGO,atencion odontologica,consulta nueva,2023-03-01,44,53,138,130,34,76,98,175,13,16,0,11,0,7,795
PORTACHUELO,atencion odontologica,consulta nueva,2023-03-01,0,2,12,7,8,6,7,11,12,5,0,1,0,0,71
PORVENIR,atencion odontologica,consulta nueva,2023-03-01,34,34,66,84,19,57,67,160,2,0,0,7,0,0,530
POSTRER VALLE,atencion odontologica,consulta nueva,2023-03-01,1,0,19,22,10,10,15,32,10,0,0,0,0,0,119
POTOSI,atencion odontologica,consulta nueva,2023-03-01,272,275,707,1340,252,422,707,1964,158,153,0,155,0,28,6433
PRESTO,atencion odontologica,consulta nueva,2023-03-01,15,28,101,142,92,153,78,219,15,12,0,5,0,6,866
PUCARA,atencion odontologica,consulta nueva,2023-03-01,0,0,0,4,1,2,0,8,0,2,0,0,0,0,17
PUCARANI,atencion odontologica,consulta nueva,2023-03-01,60,80,86,114,36,106,107,297,42,33,0,20,0,7,988
PUERTO ACOSTA,atencion odontologica,consulta nueva,2023-03-01,10,18,27,60,12,41,24,70,21,15,0,3,0,0,301
PUERTO CARABUCO,atencion odontologica,consulta nueva,2023-03-01,24,31,103,85,53,109,69,133,24,24,0,8,0,0,663
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2023-03-01,11,11,13,11,3,27,7,42,9,3,0,6,0,7,150
PUERTO PEREZ,atencion odontologica,consulta nueva,2023-03-01,0,8,1,5,2,14,12,27,8,6,0,2,0,0,85
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2023-03-01,34,30,37,54,16,24,44,74,18,6,0,1,0,0,338
PUERTO RICO,atencion odontologica,consulta nueva,2023-03-01,14,8,31,36,18,14,18,99,20,5,0,17,0,3,283
PUERTO SUAREZ,atencion odontologica,consulta nueva,2023-03-01,9,7,12,23,17,27,24,135,5,5,0,16,0,0,280
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2023-03-01,99,97,247,307,98,145,290,652,112,27,0,40,0,22,2136
PUNA,atencion odontologica,consulta nueva,2023-03-01,22,15,58,57,19,58,63,161,33,58,0,5,0,8,557
PUNATA,atencion odontologica,consulta nueva,2023-03-01,72,94,190,182,36,87,182,400,61,46,0,24,0,20,1394
QUIABAYA,atencion odontologica,consulta nueva,2023-03-01,0,10,12,2,7,4,28,17,7,3,0,0,0,0,90
QUILLACOLLO,atencion odontologica,consulta nueva,2023-03-01,286,258,534,745,152,294,561,1598,239,105,0,71,0,16,4859
QUIME,atencion odontologica,consulta nueva,2023-03-01,22,28,63,84,40,63,161,90,43,14,0,1,0,1,610
QUIRUSILLAS,atencion odontologica,consulta nueva,2023-03-01,0,0,8,25,20,4,15,51,4,8,0,1,0,1,137
RAVELO,atencion odontologica,consulta nueva,2023-03-01,41,36,180,157,59,70,105,218,58,54,0,4,0,1,983
REYES,atencion odontologica,consulta nueva,2023-03-01,0,1,8,7,4,2,1,8,2,3,0,0,0,0,36
RIBERALTA,atencion odontologica,consulta nueva,2023-03-01,305,307,231,262,91,199,137,545,37,39,0,309,0,53,2515
ROBORE,atencion odontologica,consulta nueva,2023-03-01,7,11,29,33,11,27,47,93,7,9,0,23,0,3,300
RURRENABAQUE,atencion odontologica,consulta nueva,2023-03-01,25,20,74,66,33,23,76,128,32,22,0,9,0,0,508
SABAYA,atencion odontologica,consulta nueva,2023-03-01,22,13,60,41,19,10,32,85,12,25,0,16,0,0,335
SACABA,atencion odontologica,consulta nueva,2023-03-01,353,405,967,1042,321,531,1091,2221,220,237,0,88,0,24,7500
SACABAMBA,atencion odontologica,consulta nueva,2023-03-01,3,5,16,7,8,9,12,24,1,6,0,1,0,0,92
SACACA,atencion odontologica,consulta nueva,2023-03-01,4,4,34,36,20,38,36,106,3,9,0,4,0,8,302
SAIPINA,atencion odontologica,consulta nueva,2023-03-01,17,4,38,29,23,11,15,81,1,2,0,2,0,0,223
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2023-03-01,55,55,296,323,19,68,88,212,67,59,0,10,0,4,1256
SAMAIPATA,atencion odontologica,consulta nueva,2023-03-01,21,25,85,151,37,64,73,165,23,24,0,8,0,15,691
SAN AGUSTIN,atencion odontologica,consulta nueva,2023-03-01,2,0,9,13,0,4,2,9,2,6,0,1,0,0,48
