,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
PUERTO SUAREZ,atencion odontologica,restauraciones,2023-02-01,0,1,3,8,4,8,11,8,0,0,0,0,0,0,43
PUERTO VILLARROEL,atencion odontologica,restauraciones,2023-02-01,10,8,45,42,25,47,46,121,0,2,0,0,0,0,346
PUNA,atencion odontologica,restauraciones,2023-02-01,3,4,16,13,16,26,25,56,11,5,0,0,0,0,175
PUNATA,atencion odontologica,restauraciones,2023-02-01,24,33,53,64,9,42,51,180,22,31,0,0,0,0,509
QUIABAYA,atencion odontologica,restauraciones,2023-02-01,2,5,3,0,1,1,1,3,1,0,0,0,0,0,17
QUILLACOLLO,atencion odontologica,restauraciones,2023-02-01,107,104,238,143,100,159,358,802,90,68,0,0,0,0,2169
QUIME,atencion odontologica,restauraciones,2023-02-01,9,19,39,45,22,37,65,43,12,3,0,0,0,0,294
QUIRUSILLAS,atencion odontologica,restauraciones,2023-02-01,0,0,3,5,0,2,15,25,0,0,0,0,0,0,50
RAVELO,atencion odontologica,restauraciones,2023-02-01,20,20,2,29,7,28,16,49,4,7,0,0,0,0,182
REYES,atencion odontologica,restauraciones,2023-02-01,10,6,7,17,6,17,9,1,6,44,0,0,0,0,123
RIBERALTA,atencion odontologica,restauraciones,2023-02-01,23,23,49,50,49,49,68,184,22,13,0,0,0,0,530
ROBORE,atencion odontologica,restauraciones,2023-02-01,2,8,4,17,3,12,41,92,10,5,0,0,0,0,194
RURRENABAQUE,atencion odontologica,restauraciones,2023-02-01,6,6,15,20,2,8,44,53,7,4,0,0,0,0,165
SABAYA,atencion odontologica,restauraciones,2023-02-01,0,3,12,8,1,3,9,26,1,5,0,0,0,0,68
SACABA,atencion odontologica,restauraciones,2023-02-01,147,185,282,367,121,273,419,1087,113,77,0,0,0,0,3071
SACABAMBA,atencion odontologica,restauraciones,2023-02-01,3,0,4,2,3,2,3,8,1,0,0,0,0,0,26
SACACA,atencion odontologica,restauraciones,2023-02-01,3,5,1,6,1,8,9,18,1,0,0,0,0,0,52
SAIPINA,atencion odontologica,restauraciones,2023-02-01,0,1,6,4,2,8,5,19,0,1,0,0,0,0,46
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2023-02-01,7,9,10,29,10,28,16,44,21,11,0,0,0,0,185
SAMAIPATA,atencion odontologica,restauraciones,2023-02-01,0,13,12,29,7,9,8,24,4,2,0,0,0,0,108
SAN AGUSTIN,atencion odontologica,restauraciones,2023-02-01,0,0,2,5,1,0,2,1,0,0,0,0,0,0,11
SAN ANDRES,atencion odontologica,restauraciones,2023-02-01,9,4,5,8,10,10,25,25,3,4,0,0,0,0,103
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2023-02-01,2,1,0,1,6,5,4,16,9,0,0,0,0,0,44
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2023-02-01,0,0,0,1,0,3,4,3,0,0,0,0,0,0,11
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2023-02-01,0,0,3,1,3,3,4,14,2,1,0,0,0,0,31
SAN BENITO,atencion odontologica,restauraciones,2023-02-01,3,1,10,21,5,15,14,30,11,1,0,0,0,0,111
SAN BORJA,atencion odontologica,restauraciones,2023-02-01,3,3,27,25,26,34,25,107,14,0,0,0,0,0,264
SAN BUENA VENTURA,atencion odontologica,restauraciones,2023-02-01,7,2,4,10,4,9,3,11,0,2,0,0,0,0,52
SAN CARLOS,atencion odontologica,restauraciones,2023-02-01,7,7,41,33,42,30,33,37,22,3,0,0,0,0,255
SAN IGNACIO,atencion odontologica,restauraciones,2023-02-01,12,11,62,64,45,51,69,110,4,4,0,0,0,0,432
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2023-02-01,9,5,7,22,13,20,42,51,8,0,0,0,0,0,177
SAN JAVIER(BNI),atencion odontologica,restauraciones,2023-02-01,5,0,0,2,0,3,1,5,0,0,0,0,0,0,16
SAN JAVIER(STC),atencion odontologica,restauraciones,2023-02-01,1,0,1,2,4,1,3,8,4,0,0,0,0,0,24
SAN JOAQUIN,atencion odontologica,restauraciones,2023-02-01,3,10,18,37,12,26,14,36,0,0,0,0,0,0,156
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2023-02-01,7,0,8,6,1,6,6,24,3,0,0,0,0,0,61
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2023-02-01,9,2,17,21,8,10,4,16,2,2,0,0,0,0,91
SAN JULIAN,atencion odontologica,restauraciones,2023-02-01,12,12,22,48,33,44,66,148,3,4,0,0,0,0,392
SAN LORENZO(PND),atencion odontologica,restauraciones,2023-02-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN LORENZO(TJA),atencion odontologica,restauraciones,2023-02-01,6,6,14,15,6,17,70,125,3,3,0,0,0,0,265
SAN LUCAS,atencion odontologica,restauraciones,2023-02-01,39,30,30,62,53,50,55,120,2,5,0,0,0,0,446
SAN MATIAS,atencion odontologica,restauraciones,2023-02-01,6,6,6,11,5,10,10,21,5,3,0,0,0,0,83
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2023-02-01,1,0,15,5,9,19,17,59,0,2,0,0,0,0,127
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2023-02-01,2,0,14,17,0,0,2,6,1,0,0,0,0,0,42
SAN PEDRO,atencion odontologica,restauraciones,2023-02-01,3,8,13,37,18,42,29,137,10,4,0,0,0,0,301
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2023-02-01,4,1,13,33,6,25,27,54,2,3,0,0,0,0,168
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2023-02-01,0,7,8,6,4,3,4,7,2,0,0,0,0,0,41
SAN PEDRO DE MACHA,atencion odontologica,restauraciones,2023-02-01,3,2,9,16,19,36,41,73,6,5,0,0,0,0,210
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2023-02-01,0,0,3,1,0,0,1,5,0,0,0,0,0,0,10
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2023-02-01,3,0,4,9,1,7,0,14,0,1,0,0,0,0,39
SAN RAFAEL,atencion odontologica,restauraciones,2023-02-01,0,0,5,1,0,3,1,14,1,0,0,0,0,0,25
SAN RAMON BENI,atencion odontologica,restauraciones,2023-02-01,0,0,0,2,0,9,16,8,0,0,0,0,0,0,35
SANTA ANA,atencion odontologica,restauraciones,2023-02-01,17,6,27,13,20,58,56,78,2,1,0,0,0,0,278
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2023-02-01,411,450,942,1001,395,623,1649,3502,461,355,0,0,0,0,9789
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2023-02-01,4,6,20,15,4,27,14,70,0,3,0,0,0,0,163
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2023-02-01,1,3,1,5,0,1,5,15,1,1,0,0,0,0,33
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2023-02-01,7,18,24,24,22,19,66,70,35,21,0,0,0,0,306
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2023-02-01,7,7,2,6,15,25,12,30,7,2,0,0,0,0,113
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2023-02-01,5,7,4,18,1,30,5,13,0,6,0,0,0,0,89
SANTIVAÑES,atencion odontologica,restauraciones,2023-02-01,10,3,13,28,6,6,17,65,15,15,0,0,0,0,178
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2023-02-01,8,1,1,17,4,32,5,13,0,1,0,0,0,0,82
SAPAHAQUI,atencion odontologica,restauraciones,2023-02-01,10,6,11,5,7,20,18,17,1,0,0,0,0,0,95
SENA,atencion odontologica,restauraciones,2023-02-01,2,0,2,2,2,0,6,15,0,0,0,0,0,0,29
SHINAOTA,atencion odontologica,restauraciones,2023-02-01,6,6,12,10,4,12,63,47,4,4,0,0,0,0,168
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2023-02-01,0,1,5,6,6,19,11,33,1,1,0,0,0,0,83
SICAYA,atencion odontologica,restauraciones,2023-02-01,0,0,0,2,4,5,1,12,1,1,0,0,0,0,26
SIPE SIPE,atencion odontologica,restauraciones,2023-02-01,20,22,61,55,17,42,59,108,7,12,0,0,0,0,403
SOPACHUY,atencion odontologica,restauraciones,2023-02-01,0,5,6,16,12,25,22,50,0,1,0,0,0,0,137
SORACACHI,atencion odontologica,restauraciones,2023-02-01,2,2,13,19,8,14,26,46,2,12,0,0,0,0,144
SORATA,atencion odontologica,restauraciones,2023-02-01,21,18,46,38,18,25,25,48,5,0,0,0,0,0,244
SUCRE,atencion odontologica,restauraciones,2023-02-01,244,289,714,708,380,573,1090,2123,172,128,0,0,0,0,6421
TACACHI,atencion odontologica,restauraciones,2023-02-01,0,0,1,2,0,3,3,17,0,0,0,0,0,0,26
TACACOMA,atencion odontologica,restauraciones,2023-02-01,0,1,1,11,7,13,8,13,0,0,0,0,0,0,54
TACOBAMBA,atencion odontologica,restauraciones,2023-02-01,0,1,1,3,1,3,4,17,1,1,0,0,0,0,32
TACOPAYA,atencion odontologica,restauraciones,2023-02-01,0,1,7,0,5,7,11,26,3,4,0,0,0,0,64
TAPACARI,atencion odontologica,restauraciones,2023-02-01,8,5,11,28,28,26,34,60,0,6,0,0,0,0,206
TARABUCO,atencion odontologica,restauraciones,2023-02-01,6,5,9,16,13,35,19,48,0,5,0,0,0,0,156
TARACO,atencion odontologica,restauraciones,2023-02-01,1,10,6,18,6,10,15,37,5,0,0,0,0,0,108
TARATA,atencion odontologica,restauraciones,2023-02-01,0,0,26,8,14,13,16,49,9,2,0,0,0,0,137
TARIJA,atencion odontologica,restauraciones,2023-02-01,44,81,216,359,174,227,437,1046,145,98,0,0,0,0,2827
TARVITA,atencion odontologica,restauraciones,2023-02-01,5,6,25,35,21,41,38,92,11,1,0,0,0,0,275
TEOPONTE,atencion odontologica,restauraciones,2023-02-01,5,11,9,15,6,7,25,44,3,1,0,0,0,0,126
TIAHUANACU,atencion odontologica,restauraciones,2023-02-01,0,2,4,11,5,23,16,46,2,1,0,0,0,0,110
TINGUIPAYA,atencion odontologica,restauraciones,2023-02-01,1,10,4,21,4,15,8,27,0,3,0,0,0,0,93
TIPUANI,atencion odontologica,restauraciones,2023-02-01,1,1,7,10,0,4,1,10,0,0,0,0,0,0,34
TIQUIPAYA,atencion odontologica,restauraciones,2023-02-01,78,105,124,162,64,132,71,310,16,8,0,0,0,0,1070
TIRAQUE (CBBA),atencion odontologica,restauraciones,2023-02-01,7,0,31,38,6,41,47,70,0,1,0,0,0,0,241
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2023-02-01,0,0,1,3,6,0,0,6,0,0,0,0,0,0,16
TOCO,atencion odontologica,restauraciones,2023-02-01,7,3,30,17,15,7,7,32,3,0,0,0,0,0,121
TODOS SANTOS,atencion odontologica,restauraciones,2023-02-01,0,0,0,0,0,0,2,0,3,2,0,0,0,0,7
TOLATA,atencion odontologica,restauraciones,2023-02-01,0,0,4,14,3,6,15,14,0,0,0,0,0,0,56
TOLEDO,atencion odontologica,restauraciones,2023-02-01,0,5,4,3,0,11,4,24,0,0,0,0,0,0,51
TOMAVE,atencion odontologica,restauraciones,2023-02-01,3,5,12,13,5,14,10,35,1,3,0,0,0,0,101
TOMINA,atencion odontologica,restauraciones,2023-02-01,12,9,11,30,32,92,67,167,16,2,0,0,0,0,438
TORO TORO,atencion odontologica,restauraciones,2023-02-01,7,2,2,6,0,9,6,25,5,3,0,0,0,0,65
TOTORA(CBBA),atencion odontologica,restauraciones,2023-02-01,20,10,21,42,26,28,26,75,2,0,0,0,0,0,250
TOTORA(ORR),atencion odontologica,restauraciones,2023-02-01,8,4,2,3,1,5,5,12,0,1,0,0,0,0,41
TRIGAL,atencion odontologica,restauraciones,2023-02-01,0,0,1,0,5,6,13,16,0,0,0,0,0,0,41
TRINIDAD,atencion odontologica,restauraciones,2023-02-01,16,25,93,96,33,54,97,238,28,7,0,0,0,0,687
TUPIZA,atencion odontologica,restauraciones,2023-02-01,9,7,23,35,28,39,69,109,23,7,0,0,0,0,349
TURCO,atencion odontologica,restauraciones,2023-02-01,2,7,4,10,5,6,13,33,4,13,0,0,0,0,97
UMALA,atencion odontologica,restauraciones,2023-02-01,1,9,0,10,2,7,3,14,0,0,0,0,0,0,46
UNCIA,atencion odontologica,restauraciones,2023-02-01,2,20,27,46,32,38,52,136,9,9,0,0,0,0,371
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2023-02-01,3,0,28,11,33,51,60,138,1,5,0,0,0,0,330
URUBICHA,atencion odontologica,restauraciones,2023-02-01,1,1,0,2,1,1,2,7,0,0,0,0,0,0,15
UYUNI,atencion odontologica,restauraciones,2023-02-01,15,15,28,68,67,28,73,139,27,42,0,0,0,0,502
VACAS,atencion odontologica,restauraciones,2023-02-01,2,1,7,10,5,7,7,37,4,10,0,0,0,0,90
VALLEGRANDE,atencion odontologica,restauraciones,2023-02-01,6,3,49,26,10,20,64,133,25,5,0,0,0,0,341
VIACHA,atencion odontologica,restauraciones,2023-02-01,25,29,105,70,27,100,151,231,60,24,0,0,0,0,822
VILA VILA,atencion odontologica,restauraciones,2023-02-01,0,1,11,4,0,0,6,9,0,0,0,0,0,0,31
VILLA CHARCAS,atencion odontologica,restauraciones,2023-02-01,0,8,19,23,18,26,18,52,0,7,0,0,0,0,171
VILLA MONTES,atencion odontologica,restauraciones,2023-02-01,9,21,58,72,154,88,202,325,43,9,0,0,0,0,981
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2023-02-01,0,0,2,0,0,0,2,2,0,0,0,0,0,0,6
VILLA RIVERO,atencion odontologica,restauraciones,2023-02-01,1,3,5,9,0,6,22,23,3,3,0,0,0,0,75
VILLA SERRANO,atencion odontologica,restauraciones,2023-02-01,33,35,23,57,12,55,66,60,5,0,0,0,0,0,346
VILLA TUNARI,atencion odontologica,restauraciones,2023-02-01,48,58,116,155,76,95,231,403,8,13,0,0,0,0,1203
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2023-02-01,11,4,31,56,8,23,19,79,2,0,0,0,0,0,233
VILLAZON,atencion odontologica,restauraciones,2023-02-01,12,16,26,41,27,53,18,87,4,8,0,0,0,0,292
VINTO,atencion odontologica,restauraciones,2023-02-01,60,37,65,127,47,96,91,331,11,22,0,0,0,0,887
VITICHI,atencion odontologica,restauraciones,2023-02-01,1,3,19,15,1,8,8,22,3,4,0,0,0,0,84
WALDO BALLIVIAN,atencion odontologica,restauraciones,2023-02-01,4,3,5,4,2,6,5,4,0,0,0,0,0,0,33
WARNES,atencion odontologica,restauraciones,2023-02-01,2,2,23,31,27,19,28,81,5,3,0,0,0,0,221
YACO,atencion odontologica,restauraciones,2023-02-01,14,20,9,15,9,19,16,26,0,0,0,0,0,0,128
YACUIBA,atencion odontologica,restauraciones,2023-02-01,13,31,103,107,69,159,130,424,40,5,0,0,0,0,1081
YAMPARAEZ,atencion odontologica,restauraciones,2023-02-01,1,0,12,27,12,37,22,123,1,1,0,0,0,0,236
YANACACHI,atencion odontologica,restauraciones,2023-02-01,0,10,3,11,0,6,2,11,0,0,0,0,0,0,43
YAPACANI,atencion odontologica,restauraciones,2023-02-01,18,18,70,70,27,86,60,156,50,6,0,0,0,0,561
YOCALLA,atencion odontologica,restauraciones,2023-02-01,14,22,19,29,8,18,13,43,6,6,0,0,0,0,178
YOTALA,atencion odontologica,restauraciones,2023-02-01,1,2,2,11,13,4,6,23,0,1,0,0,0,0,63
YUNCHARA,atencion odontologica,restauraciones,2023-02-01,1,2,3,15,3,5,9,20,2,3,0,0,0,0,63
YUNGUYO DE LITORAL,atencion odontologica,restauraciones,2023-02-01,0,0,6,0,0,0,1,0,0,0,0,0,0,0,7
ZUDAÑEZ,atencion odontologica,restauraciones,2023-02-01,0,1,9,10,5,26,11,49,2,2,0,0,0,0,115
ACACIO,atencion odontologica,restauraciones,2023-03-01,15,15,23,62,8,12,11,39,4,2,0,0,0,0,191
ACHACACHI,atencion odontologica,restauraciones,2023-03-01,39,29,52,35,37,67,72,194,8,10,0,0,0,0,543
ACHOCALLA,atencion odontologica,restauraciones,2023-03-01,24,34,79,76,20,42,48,130,4,6,0,0,0,0,463
AIQUILE,atencion odontologica,restauraciones,2023-03-01,6,25,40,75,34,55,53,177,14,26,0,0,0,0,505
ALALAY,atencion odontologica,restauraciones,2023-03-01,2,1,11,9,8,8,0,6,0,2,0,0,0,0,47
ALCALA,atencion odontologica,restauraciones,2023-03-01,12,6,36,37,27,21,61,80,2,0,0,0,0,0,282
ALTO BENI,atencion odontologica,restauraciones,2023-03-01,4,9,28,21,17,30,20,58,1,2,0,0,0,0,190
ANCORAIMES,atencion odontologica,restauraciones,2023-03-01,6,10,12,33,9,34,29,74,21,18,0,0,0,0,246
ANDAMARCA,atencion odontologica,restauraciones,2023-03-01,3,10,26,45,11,22,32,34,1,1,0,0,0,0,185
ANTEQUERA,atencion odontologica,restauraciones,2023-03-01,5,7,8,8,4,15,50,59,9,11,0,0,0,0,176
ANZALDO,atencion odontologica,restauraciones,2023-03-01,0,7,13,23,0,7,10,28,0,1,0,0,0,0,89
APOLO,atencion odontologica,restauraciones,2023-03-01,4,6,0,2,1,6,1,9,1,0,0,0,0,0,30
ARAMPAMPA,atencion odontologica,restauraciones,2023-03-01,4,0,7,2,2,2,8,29,0,0,0,0,0,0,54
ARANI,atencion odontologica,restauraciones,2023-03-01,6,2,20,17,12,38,71,89,22,9,0,0,0,0,286
ARBIETO,atencion odontologica,restauraciones,2023-03-01,34,26,68,69,33,34,56,166,12,7,0,0,0,0,505
ARQUE,atencion odontologica,restauraciones,2023-03-01,19,14,19,25,10,21,45,70,3,2,0,0,0,0,228
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2023-03-01,5,7,21,26,12,16,19,62,6,0,0,0,0,0,174
ATOCHA,atencion odontologica,restauraciones,2023-03-01,11,6,30,40,30,22,79,158,13,9,0,0,0,0,398
AUCAPATA,atencion odontologica,restauraciones,2023-03-01,1,1,10,11,18,11,12,66,0,3,0,0,0,0,133
AYATA,atencion odontologica,restauraciones,2023-03-01,0,1,24,22,15,44,26,53,1,4,0,0,0,0,190
AYO AYO,atencion odontologica,restauraciones,2023-03-01,6,3,8,10,6,24,4,45,4,10,0,0,0,0,120
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2023-03-01,9,36,127,128,25,94,172,324,3,10,0,0,0,0,928
AZURDUY,atencion odontologica,restauraciones,2023-03-01,0,12,8,26,49,38,17,86,12,10,0,0,0,0,258
BATALLAS,atencion odontologica,restauraciones,2023-03-01,9,9,22,21,7,21,12,59,0,2,0,0,0,0,162
BAURES,atencion odontologica,restauraciones,2023-03-01,0,0,4,12,2,3,22,16,7,0,0,0,0,0,66
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2023-03-01,13,7,13,25,6,4,25,22,12,7,0,0,0,0,134
BELEN DE URMIRI,atencion odontologica,restauraciones,2023-03-01,0,2,0,0,2,9,5,4,3,0,0,0,0,0,25
BELLA FLOR,atencion odontologica,restauraciones,2023-03-01,3,2,3,3,0,3,0,3,0,0,0,0,0,0,17
BERMEJO,atencion odontologica,restauraciones,2023-03-01,11,9,86,136,42,42,122,184,7,11,0,0,0,0,650
BETANZOS,atencion odontologica,restauraciones,2023-03-01,8,17,54,87,13,50,102,152,8,7,0,0,0,0,498
BOLIVAR,atencion odontologica,restauraciones,2023-03-01,0,1,1,2,0,2,1,12,1,2,0,0,0,0,22
BOLPEBRA,atencion odontologica,restauraciones,2023-03-01,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4
BOYUIBE,atencion odontologica,restauraciones,2023-03-01,0,2,5,3,0,5,5,28,1,3,0,0,0,0,52
BUENA VISTA,atencion odontologica,restauraciones,2023-03-01,15,10,55,46,9,32,37,41,3,0,0,0,0,0,248
CABEZAS,atencion odontologica,restauraciones,2023-03-01,5,10,25,46,12,25,37,71,6,0,0,0,0,0,237
CAIROMA,atencion odontologica,restauraciones,2023-03-01,5,5,14,5,4,10,55,49,19,0,0,0,0,0,166
"CAIZA ""D""",atencion odontologica,restauraciones,2023-03-01,2,2,7,14,5,16,9,55,0,6,0,0,0,0,116
CAJUATA,atencion odontologica,restauraciones,2023-03-01,21,17,25,42,15,41,30,98,0,2,0,0,0,0,291
CALACOTO,atencion odontologica,restauraciones,2023-03-01,0,8,4,0,1,4,8,10,9,8,0,0,0,0,52
CALAMARCA,atencion odontologica,restauraciones,2023-03-01,17,19,37,32,9,54,23,129,3,14,0,0,0,0,337
CAMARGO,atencion odontologica,restauraciones,2023-03-01,11,18,85,92,13,49,44,192,2,8,0,0,0,0,514
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2023-03-01,1,0,12,7,3,19,7,32,6,1,0,0,0,0,88
CAMIRI,atencion odontologica,restauraciones,2023-03-01,17,26,58,36,22,49,54,181,24,15,0,0,0,0,482
CAPINOTA,atencion odontologica,restauraciones,2023-03-01,20,26,33,31,2,31,54,142,21,17,0,0,0,0,377
CAQUIAVIRI,atencion odontologica,restauraciones,2023-03-01,2,16,24,30,19,20,9,24,3,2,0,0,0,0,149
CARACOLLO,atencion odontologica,restauraciones,2023-03-01,29,34,25,75,15,48,67,210,16,12,0,0,0,0,531
CARANAVI,atencion odontologica,restauraciones,2023-03-01,17,24,60,66,44,54,71,152,13,6,0,0,0,0,507
CARANGAS,atencion odontologica,restauraciones,2023-03-01,8,0,3,1,0,0,2,8,0,3,0,0,0,0,25
CARAPARI,atencion odontologica,restauraciones,2023-03-01,4,8,73,63,19,37,136,175,12,0,0,0,0,0,527
CARIPUYO,atencion odontologica,restauraciones,2023-03-01,4,7,9,3,7,3,14,27,1,1,0,0,0,0,76
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2023-03-01,2,1,1,4,1,2,7,7,0,0,0,0,0,0,25
CATACORA,atencion odontologica,restauraciones,2023-03-01,2,1,0,4,0,2,5,6,0,0,0,0,0,0,20
CHACARILLA,atencion odontologica,restauraciones,2023-03-01,7,1,0,5,0,0,0,3,0,0,0,0,0,0,16
CHALLAPATA,atencion odontologica,restauraciones,2023-03-01,41,24,71,82,38,56,100,253,18,27,0,0,0,0,710
CHAQUI,atencion odontologica,restauraciones,2023-03-01,8,9,28,30,19,28,18,62,4,4,0,0,0,0,210
CHARAGUA,atencion odontologica,restauraciones,2023-03-01,10,8,22,19,9,30,16,47,0,2,0,0,0,0,163
CHARAÑA,atencion odontologica,restauraciones,2023-03-01,0,0,4,0,4,4,6,16,2,0,0,0,0,0,36
CHAYANTA,atencion odontologica,restauraciones,2023-03-01,13,9,16,25,10,14,28,99,1,3,0,0,0,0,218
CHIMORE,atencion odontologica,restauraciones,2023-03-01,9,20,69,37,27,42,40,125,8,8,0,0,0,0,385
CHIPAYA,atencion odontologica,restauraciones,2023-03-01,0,0,2,3,0,2,0,6,0,1,0,0,0,0,14
CHUA COCANI,atencion odontologica,restauraciones,2023-03-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2023-03-01,11,13,88,79,2,3,2,6,0,0,0,0,0,0,204
CHUMA,atencion odontologica,restauraciones,2023-03-01,5,6,13,33,6,31,23,58,6,10,0,0,0,0,191
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2023-03-01,3,6,12,25,9,6,16,64,15,3,0,0,0,0,159
CKOCHAS,atencion odontologica,restauraciones,2023-03-01,8,14,7,7,17,13,6,26,1,1,0,0,0,0,100
CLIZA,atencion odontologica,restauraciones,2023-03-01,15,25,47,67,16,38,27,129,13,27,0,0,0,0,404
COBIJA,atencion odontologica,restauraciones,2023-03-01,24,65,82,105,59,148,124,349,27,2,0,0,0,0,985
COCAPATA,atencion odontologica,restauraciones,2023-03-01,12,1,18,16,20,43,23,71,0,3,0,0,0,0,207
COCHABAMBA,atencion odontologica,restauraciones,2023-03-01,824,509,1103,1200,545,821,2334,4333,1077,708,0,0,0,0,13454
COIPASA,atencion odontologica,restauraciones,2023-03-01,0,0,3,6,1,0,0,10,5,0,0,0,0,0,25
COLCAPIRHUA,atencion odontologica,restauraciones,2023-03-01,29,17,77,56,16,41,138,341,26,26,0,0,0,0,767
"COLCHA ""K""",atencion odontologica,restauraciones,2023-03-01,1,13,61,50,14,15,27,119,4,6,0,0,0,0,310
COLLANA,atencion odontologica,restauraciones,2023-03-01,3,4,3,2,2,9,10,25,4,0,0,0,0,0,62
COLOMI,atencion odontologica,restauraciones,2023-03-01,39,23,52,88,23,31,21,83,0,5,0,0,0,0,365
COLPA BELGICA,atencion odontologica,restauraciones,2023-03-01,6,0,18,40,0,7,135,54,41,12,0,0,0,0,313
COLQUECHACA,atencion odontologica,restauraciones,2023-03-01,17,7,20,33,17,59,34,106,2,0,0,0,0,0,295
COLQUENCHA,atencion odontologica,restauraciones,2023-03-01,11,10,43,31,10,28,26,62,4,7,0,0,0,0,232
COLQUIRI,atencion odontologica,restauraciones,2023-03-01,24,34,50,92,56,82,120,178,6,15,0,0,0,0,657
COMANCHE,atencion odontologica,restauraciones,2023-03-01,0,0,0,2,0,0,2,1,0,0,0,0,0,0,5
COMARAPA,atencion odontologica,restauraciones,2023-03-01,17,21,59,57,32,28,52,139,7,2,0,0,0,0,414
COMBAYA,atencion odontologica,restauraciones,2023-03-01,2,1,0,5,0,2,3,13,1,0,0,0,0,0,27
CONCEPCION,atencion odontologica,restauraciones,2023-03-01,11,4,7,1,3,4,2,9,0,1,0,0,0,0,42
COPACABANA,atencion odontologica,restauraciones,2023-03-01,3,16,13,24,17,14,17,31,4,0,0,0,0,0,139
CORIPATA,atencion odontologica,restauraciones,2023-03-01,2,8,11,28,4,10,5,22,0,1,0,0,0,0,91
CORO CORO,atencion odontologica,restauraciones,2023-03-01,7,10,74,79,25,45,82,105,6,1,0,0,0,0,434
COROICO,atencion odontologica,restauraciones,2023-03-01,10,10,42,60,19,39,52,149,5,11,0,0,0,0,397
CORQUE,atencion odontologica,restauraciones,2023-03-01,9,17,44,41,17,17,9,37,3,4,0,0,0,0,198
COTAGAITA,atencion odontologica,restauraciones,2023-03-01,12,13,34,54,37,65,105,237,30,26,0,0,0,0,613
COTOCA,atencion odontologica,restauraciones,2023-03-01,6,8,20,29,16,19,14,75,1,4,0,0,0,0,192
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2023-03-01,0,5,2,7,0,0,10,4,4,5,0,0,0,0,37
CUATRO CAÑADAS,atencion odontologica,restauraciones,2023-03-01,12,21,46,40,21,39,60,170,3,6,0,0,0,0,418
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2023-03-01,4,4,13,15,1,2,14,25,7,1,0,0,0,0,86
CUEVO,atencion odontologica,restauraciones,2023-03-01,0,0,3,3,4,10,5,30,1,4,0,0,0,0,60
CULPINA,atencion odontologica,restauraciones,2023-03-01,1,3,17,28,14,43,37,73,3,16,0,0,0,0,235
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2023-03-01,10,9,22,27,8,13,22,40,12,11,0,0,0,0,174
