,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,7,14,3,6,16,30,2,13,0,0,0,0,91
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,6,7,3,3,3,18,1,2,0,0,0,0,43
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,1,3,0,4,5,10,2,1,0,0,0,0,26
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2023-03-01,1,2,6,7,1,4,1,8,5,0,0,0,0,0,35
SANTA ANA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,12,7,4,2,11,23,0,0,0,0,0,0,59
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2023-03-01,73,55,424,477,104,152,461,978,337,230,0,0,0,0,3291
SANTA ROSA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,9,3,5,0,5,16,1,0,0,0,0,0,39
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2023-03-01,1,3,18,26,5,8,13,34,6,3,0,0,0,0,117
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,5,1,6,2,6,3,5,2,0,0,0,0,30
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,11,25,4,6,11,24,13,10,0,0,0,0,105
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2023-03-01,2,1,13,9,4,17,18,43,18,20,0,0,0,0,145
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,2,6,0,3,6,13,7,6,0,0,0,0,43
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,10,24,0,1,3,8,7,4,0,0,0,0,57
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,1,14,2,2,7,11,0,1,0,0,0,0,38
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2023-03-01,3,0,8,14,3,5,11,34,10,5,0,0,0,0,93
SENA,atencion odontologica,cirugia bucal menor,2023-03-01,1,4,11,14,3,11,8,21,6,2,0,0,0,0,81
SHINAOTA,atencion odontologica,cirugia bucal menor,2023-03-01,3,0,6,6,2,2,4,9,1,0,0,0,0,0,33
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2023-03-01,4,4,19,18,3,11,15,43,28,19,0,0,0,0,164
SICAYA,atencion odontologica,cirugia bucal menor,2023-03-01,0,2,5,12,3,5,5,20,0,0,0,0,0,0,52
SIPE SIPE,atencion odontologica,cirugia bucal menor,2023-03-01,10,8,36,34,4,8,11,50,6,11,0,0,0,0,178
SOPACHUY,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,6,3,1,2,3,15,3,3,0,0,0,0,37
SORACACHI,atencion odontologica,cirugia bucal menor,2023-03-01,3,3,16,28,3,7,16,35,8,5,0,0,0,0,124
SORATA,atencion odontologica,cirugia bucal menor,2023-03-01,3,3,31,28,6,17,34,38,19,13,0,0,0,0,192
SUCRE,atencion odontologica,cirugia bucal menor,2023-03-01,31,22,194,230,43,61,174,403,82,66,0,0,0,0,1306
TACACHI,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,8,4,0,0,2,2,0,1,0,0,0,0,17
TACACOMA,atencion odontologica,cirugia bucal menor,2023-03-01,0,1,3,5,2,4,6,16,4,1,0,0,0,0,42
TACOBAMBA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,10,17,6,4,8,30,6,11,0,0,0,0,92
TACOPAYA,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,4,3,4,7,4,24,8,8,0,0,0,0,63
TAHUA,atencion odontologica,cirugia bucal menor,2023-03-01,0,1,3,1,0,0,0,5,1,0,0,0,0,0,11
TAPACARI,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,20,27,13,14,46,91,107,97,0,0,0,0,416
TARABUCO,atencion odontologica,cirugia bucal menor,2023-03-01,1,1,16,12,5,14,38,99,24,44,0,0,0,0,254
TARACO,atencion odontologica,cirugia bucal menor,2023-03-01,4,2,17,11,3,3,12,21,13,11,0,0,0,0,97
TARATA,atencion odontologica,cirugia bucal menor,2023-03-01,0,1,6,10,3,2,2,13,3,7,0,0,0,0,47
TARIJA,atencion odontologica,cirugia bucal menor,2023-03-01,6,15,117,154,35,75,227,417,82,69,0,0,0,0,1197
TARVITA,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,27,15,7,6,13,50,12,7,0,0,0,0,138
TEOPONTE,atencion odontologica,cirugia bucal menor,2023-03-01,0,5,7,7,6,4,6,16,3,2,0,0,0,0,56
TIAHUANACU,atencion odontologica,cirugia bucal menor,2023-03-01,4,2,22,17,3,10,13,62,28,15,0,0,0,0,176
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2023-03-01,1,1,10,22,4,13,26,47,32,21,0,0,0,0,177
TIPUANI,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,3,0,0,0,0,3,1,0,0,0,0,0,7
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2023-03-01,10,11,50,50,7,16,13,66,10,7,0,0,0,0,240
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2023-03-01,2,3,19,16,3,3,6,32,8,15,0,0,0,0,107
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2023-03-01,1,0,4,6,0,4,11,10,7,2,0,0,0,0,45
TOCO,atencion odontologica,cirugia bucal menor,2023-03-01,2,0,5,8,1,3,2,2,1,4,0,0,0,0,28
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
TOLATA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,6,5,2,4,2,7,1,9,0,0,0,0,36
TOLEDO,atencion odontologica,cirugia bucal menor,2023-03-01,0,2,5,5,2,3,5,20,0,4,0,0,0,0,46
TOMAVE,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,3,18,0,2,10,28,6,6,0,0,0,0,74
TOMINA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,8,11,1,8,24,48,12,7,0,0,0,0,119
TORO TORO,atencion odontologica,cirugia bucal menor,2023-03-01,0,2,10,7,4,12,9,26,7,4,0,0,0,0,81
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2023-03-01,4,2,39,30,8,15,14,37,7,13,0,0,0,0,169
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2023-03-01,1,0,11,9,1,0,0,2,4,1,0,0,0,0,29
TRIGAL,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,1,0,1,0,4,9,2,1,0,0,0,0,19
TRINIDAD,atencion odontologica,cirugia bucal menor,2023-03-01,3,6,83,53,27,39,72,177,22,19,0,0,0,0,501
TUPIZA,atencion odontologica,cirugia bucal menor,2023-03-01,3,2,47,50,15,20,64,124,35,39,0,0,0,0,399
TURCO,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,3,2,4,5,5,23,8,2,0,0,0,0,52
UMALA,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,9,7,2,0,5,15,4,2,0,0,0,0,44
UNCIA,atencion odontologica,cirugia bucal menor,2023-03-01,6,8,27,29,11,23,27,68,13,23,0,0,0,0,235
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2023-03-01,1,1,28,18,8,8,21,87,12,15,0,0,0,0,199
URUBICHA,atencion odontologica,cirugia bucal menor,2023-03-01,0,1,2,0,1,3,5,12,1,3,0,0,0,0,28
UYUNI,atencion odontologica,cirugia bucal menor,2023-03-01,15,27,54,71,14,22,22,59,34,19,0,0,0,0,337
VACAS,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,2,10,3,1,6,9,13,9,0,0,0,0,53
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2023-03-01,3,0,28,13,1,8,17,61,15,9,0,0,0,0,155
VIACHA,atencion odontologica,cirugia bucal menor,2023-03-01,17,3,80,71,9,26,25,123,34,28,0,0,0,0,416
VILA VILA,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,2,3,2,7,8,15,0,2,0,0,0,0,40
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2023-03-01,5,1,27,42,6,10,16,56,0,8,0,0,0,0,171
VILLA MONTES,atencion odontologica,cirugia bucal menor,2023-03-01,2,7,37,51,16,27,68,147,23,21,0,0,0,0,399
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2023-03-01,0,2,2,3,2,0,1,9,0,0,0,0,0,0,19
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2023-03-01,3,0,6,2,1,2,4,8,1,2,0,0,0,0,29
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,13,13,4,2,12,17,2,1,0,0,0,0,65
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2023-03-01,13,14,76,73,9,23,54,127,19,7,0,0,0,0,415
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2023-03-01,1,0,20,23,4,13,11,30,9,1,0,0,0,0,112
VILLAZON,atencion odontologica,cirugia bucal menor,2023-03-01,12,5,41,33,3,22,34,128,33,22,0,0,0,0,333
VINTO,atencion odontologica,cirugia bucal menor,2023-03-01,5,7,46,41,7,31,19,87,12,8,0,0,0,0,263
VITICHI,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,12,12,3,6,11,30,6,10,0,0,0,0,90
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2023-03-01,1,1,8,7,1,6,8,13,2,0,0,0,0,0,47
WARNES,atencion odontologica,cirugia bucal menor,2023-03-01,4,2,32,28,9,13,22,63,15,6,0,0,0,0,194
YACO,atencion odontologica,cirugia bucal menor,2023-03-01,1,0,7,11,4,2,10,24,5,4,0,0,0,0,68
YACUIBA,atencion odontologica,cirugia bucal menor,2023-03-01,3,11,61,73,18,36,77,222,60,31,0,0,0,0,592
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2023-03-01,0,3,11,5,1,6,28,29,7,3,0,0,0,0,93
YANACACHI,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,2,4,1,0,3,5,3,0,0,0,0,0,18
YAPACANI,atencion odontologica,cirugia bucal menor,2023-03-01,8,5,25,36,14,30,22,46,4,9,0,0,0,0,199
YOCALLA,atencion odontologica,cirugia bucal menor,2023-03-01,2,1,12,15,0,4,7,43,6,14,0,0,0,0,104
YOTALA,atencion odontologica,cirugia bucal menor,2023-03-01,0,1,1,5,0,2,9,18,1,7,0,0,0,0,44
YUNCHARA,atencion odontologica,cirugia bucal menor,2023-03-01,0,1,9,10,2,1,6,15,7,5,0,0,0,0,56
YUNGUYO DE LITORAL,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2023-03-01,0,0,7,4,0,5,5,27,1,0,0,0,0,0,49
ACACIO,atencion odontologica,cirugia bucal menor,2023-04-01,2,1,4,2,0,2,3,5,3,5,0,0,0,0,27
ACHACACHI,atencion odontologica,cirugia bucal menor,2023-04-01,5,5,32,33,11,17,33,63,28,33,0,0,0,0,260
ACHOCALLA,atencion odontologica,cirugia bucal menor,2023-04-01,7,1,49,36,6,15,19,48,1,9,0,0,0,0,191
AIQUILE,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,8,1,0,2,0,5,3,3,0,0,0,0,22
ALALAY,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,4,5,2,2,1,1,2,1,0,0,0,0,18
ALCALA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,8,6,2,5,4,21,6,7,0,0,0,0,59
ALTO BENI,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,10,8,3,3,9,25,5,1,0,0,0,0,64
ANCORAIMES,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,13,20,5,12,28,38,40,29,0,0,0,0,186
ANDAMARCA,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,10,9,0,3,2,4,4,3,0,0,0,0,36
ANTEQUERA,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,8,4,2,6,4,8,4,3,0,0,0,0,41
ANZALDO,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,13,9,0,1,9,9,1,2,0,0,0,0,44
APOLO,atencion odontologica,cirugia bucal menor,2023-04-01,1,1,10,7,2,4,10,17,0,0,0,0,0,0,52
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,0,0,1,10,0,4,0,0,0,0,15
ARANI,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,4,7,0,2,14,5,2,7,0,0,0,0,43
ARBIETO,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,24,33,3,7,11,27,7,8,0,0,0,0,122
ARQUE,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,32,18,4,10,16,26,5,15,0,0,0,0,128
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2023-04-01,9,11,45,56,11,8,13,70,5,10,0,0,0,0,238
ATOCHA,atencion odontologica,cirugia bucal menor,2023-04-01,1,2,17,16,10,12,50,52,11,9,0,0,0,0,180
AUCAPATA,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,6,9,4,2,11,20,2,6,0,0,0,0,61
AYATA,atencion odontologica,cirugia bucal menor,2023-04-01,4,0,25,24,5,13,28,56,9,13,0,0,0,0,177
AYO AYO,atencion odontologica,cirugia bucal menor,2023-04-01,1,3,14,7,8,21,11,32,4,10,0,0,0,0,111
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2023-04-01,2,2,27,22,5,12,19,35,9,16,0,0,0,0,149
AZURDUY,atencion odontologica,cirugia bucal menor,2023-04-01,0,1,10,12,3,3,14,27,0,3,0,0,0,0,73
BATALLAS,atencion odontologica,cirugia bucal menor,2023-04-01,4,6,29,38,12,19,27,43,18,7,0,0,0,0,203
BAURES,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,1,4,0,2,3,9,2,1,0,0,0,0,22
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,1,0,4,2,1,0,0,0,0,0,8
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2023-04-01,0,3,0,3,1,2,2,3,1,6,0,0,0,0,21
BELLA FLOR,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,10,17,3,6,32,47,20,11,0,0,0,0,146
BETANZOS,atencion odontologica,cirugia bucal menor,2023-04-01,6,4,34,58,18,18,47,89,44,47,0,0,0,0,365
BOLIVAR,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,1,2,0,4,1,0,0,0,0,0,8
BOYUIBE,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,0,3,4,7,0,2,0,0,0,0,16
BUENA VISTA,atencion odontologica,cirugia bucal menor,2023-04-01,4,2,3,3,5,0,6,9,4,4,0,0,0,0,40
CABEZAS,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,17,24,2,9,9,57,2,3,0,0,0,0,125
CAIROMA,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,3,7,0,3,12,19,3,2,0,0,0,0,50
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2023-04-01,1,2,16,18,4,7,8,24,2,6,0,0,0,0,88
CAJUATA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,13,13,4,10,12,34,14,1,0,0,0,0,101
CALACOTO,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,2,0,4,2,1,3,12,0,0,0,0,24
CALAMARCA,atencion odontologica,cirugia bucal menor,2023-04-01,1,3,19,24,16,20,15,37,2,6,0,0,0,0,143
CAMARGO,atencion odontologica,cirugia bucal menor,2023-04-01,0,3,12,12,1,5,9,40,2,16,0,0,0,0,100
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2023-04-01,2,1,1,3,0,6,12,12,22,6,0,0,0,0,65
CAMIRI,atencion odontologica,cirugia bucal menor,2023-04-01,0,1,38,14,1,8,16,84,23,18,0,0,0,0,203
CAPINOTA,atencion odontologica,cirugia bucal menor,2023-04-01,6,3,14,10,0,4,10,21,6,5,0,0,0,0,79
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2023-04-01,0,1,12,13,5,8,17,27,14,9,0,0,0,0,106
CARACOLLO,atencion odontologica,cirugia bucal menor,2023-04-01,3,3,34,28,3,10,20,61,14,16,0,0,0,0,192
CARANAVI,atencion odontologica,cirugia bucal menor,2023-04-01,1,4,23,18,12,11,40,53,5,7,0,0,0,0,174
CARANGAS,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,2,2,0,0,0,1,0,1,0,0,0,0,6
CARAPARI,atencion odontologica,cirugia bucal menor,2023-04-01,6,2,30,32,3,9,15,57,11,3,0,0,0,0,168
CARIPUYO,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,3,3,4,7,8,24,8,3,0,0,0,0,61
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2023-04-01,1,1,3,11,3,2,13,16,2,3,0,0,0,0,55
CATACORA,atencion odontologica,cirugia bucal menor,2023-04-01,0,1,0,4,4,2,0,9,0,0,0,0,0,0,20
CHACARILLA,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,1,0,0,2,2,5,0,2,0,0,0,0,14
CHALLAPATA,atencion odontologica,cirugia bucal menor,2023-04-01,8,8,27,48,7,13,14,65,21,32,0,0,0,0,243
CHAQUI,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,19,9,3,0,13,18,14,10,0,0,0,0,88
CHARAGUA,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,22,16,18,26,28,130,9,6,0,0,0,0,256
CHARAÑA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,1,0,2,1,0,1,0,0,0,0,0,5
CHAYANTA,atencion odontologica,cirugia bucal menor,2023-04-01,6,3,14,18,2,11,16,49,16,3,0,0,0,0,138
CHIMORE,atencion odontologica,cirugia bucal menor,2023-04-01,1,1,23,20,5,7,15,53,11,18,0,0,0,0,154
CHIPAYA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,0,1,0,3,1,0,0,0,0,0,5
CHUA COCANI,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,1,1,1,1,3,8,4,0,0,0,0,0,20
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2023-04-01,1,0,18,18,1,5,10,22,1,1,0,0,0,0,77
CHUMA,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,8,25,4,17,18,37,22,10,0,0,0,0,142
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2023-04-01,1,1,5,15,4,0,4,14,6,2,0,0,0,0,52
CKOCHAS,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,16,11,2,2,10,34,15,14,0,0,0,0,104
CLIZA,atencion odontologica,cirugia bucal menor,2023-04-01,2,8,23,31,8,2,17,27,3,5,0,0,0,0,126
COBIJA,atencion odontologica,cirugia bucal menor,2023-04-01,6,1,40,66,17,11,52,85,13,10,0,0,0,0,301
COCAPATA,atencion odontologica,cirugia bucal menor,2023-04-01,13,8,52,61,19,30,42,105,17,17,0,0,0,0,364
COCHABAMBA,atencion odontologica,cirugia bucal menor,2023-04-01,26,24,221,227,56,82,239,432,159,136,0,0,0,0,1602
COIPASA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,1,0,1,2,0,6,0,0,0,0,0,10
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,20,20,5,4,9,35,7,10,0,0,0,0,112
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2023-04-01,3,0,25,29,2,4,8,31,8,1,0,0,0,0,111
COLLANA,atencion odontologica,cirugia bucal menor,2023-04-01,4,3,4,10,0,5,2,11,1,1,0,0,0,0,41
COLOMI,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,21,14,3,10,8,24,3,5,0,0,0,0,88
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,2,0,0,3,8,0,4,0,0,0,0,17
COLQUECHACA,atencion odontologica,cirugia bucal menor,2023-04-01,2,1,14,14,9,10,23,42,7,15,0,0,0,0,137
COLQUENCHA,atencion odontologica,cirugia bucal menor,2023-04-01,3,4,17,15,5,17,10,38,5,10,0,0,0,0,124
COLQUIRI,atencion odontologica,cirugia bucal menor,2023-04-01,4,7,35,43,11,18,48,94,25,24,0,0,0,0,309
COMANCHE,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,4,14,1,2,7,17,5,0,0,0,0,0,52
COMARAPA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,14,31,6,8,9,33,10,7,0,0,0,0,118
COMBAYA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,5,2,1,0,7,7,1,3,0,0,0,0,26
CONCEPCION,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,3,0,2,3,1,5,0,2,0,0,0,0,16
COPACABANA,atencion odontologica,cirugia bucal menor,2023-04-01,1,2,15,13,4,4,16,16,13,7,0,0,0,0,91
CORIPATA,atencion odontologica,cirugia bucal menor,2023-04-01,2,2,8,16,5,7,14,24,3,0,0,0,0,0,81
CORO CORO,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,23,35,5,11,16,36,3,9,0,0,0,0,140
COROICO,atencion odontologica,cirugia bucal menor,2023-04-01,1,2,22,24,8,6,26,42,7,8,0,0,0,0,146
CORQUE,atencion odontologica,cirugia bucal menor,2023-04-01,1,0,7,8,2,5,2,12,6,7,0,0,0,0,50
COTAGAITA,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,29,25,4,8,40,63,8,32,0,0,0,0,211
COTOCA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,11,16,1,7,4,22,20,6,0,0,0,0,87
CRUZ DE MACHACAMARCA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,14,18,0,2,2,20,8,5,0,0,0,0,71
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2023-04-01,0,1,3,3,0,0,2,2,2,3,0,0,0,0,16
CUEVO,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,2,2,1,2,0,10,3,1,0,0,0,0,21
CULPINA,atencion odontologica,cirugia bucal menor,2023-04-01,1,1,13,4,4,4,7,18,5,11,0,0,0,0,68
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,5,2,3,9,5,2,2,0,0,0,0,28
CURVA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,4,1,1,0,2,6,1,1,0,0,0,0,16
DESAGUADERO,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,6,5,2,6,3,7,1,5,0,0,0,0,37
EL ALTO,atencion odontologica,cirugia bucal menor,2023-04-01,70,84,350,415,80,129,182,559,126,87,0,0,0,0,2082
EL CHORO,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,7,2,1,3,5,9,0,4,0,0,0,0,31
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2023-04-01,5,0,19,14,4,6,17,26,12,7,0,0,0,0,110
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2023-04-01,2,1,24,25,4,9,14,39,8,10,0,0,0,0,136
EL TORNO,atencion odontologica,cirugia bucal menor,2023-04-01,12,12,12,15,15,13,18,29,13,25,0,0,0,0,164
EL VILLAR,atencion odontologica,cirugia bucal menor,2023-04-01,2,2,21,12,3,3,11,25,8,4,0,0,0,0,91
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,41,34,17,19,22,111,4,6,0,0,0,0,256
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2023-04-01,2,3,25,22,3,9,24,58,114,63,0,0,0,0,323
ESCARA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ESMERALDA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,0,2,0,0,0,3,0,1,0,0,0,0,6
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,2,2,4,2,10,19,4,9,0,0,0,0,52
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,11,21,6,2,5,31,15,0,0,0,0,0,93
FILADELFIA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,11,3,2,3,8,11,0,0,0,0,0,0,38
GAIOC JATUN AYLLU YURA,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,4,8,3,0,2,19,12,4,0,0,0,0,54
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,8,12,3,6,5,36,0,3,0,0,0,0,73
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2023-04-01,5,4,19,15,3,10,29,30,10,7,0,0,0,0,132
GUANAY,atencion odontologica,cirugia bucal menor,2023-04-01,1,1,13,13,5,4,7,23,6,3,0,0,0,0,76
GUAQUI,atencion odontologica,cirugia bucal menor,2023-04-01,2,0,8,7,6,4,11,31,13,17,0,0,0,0,99
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2023-04-01,0,1,19,19,6,10,14,39,11,3,0,0,0,0,122
GUTIERREZ,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,8,2,5,3,6,16,2,1,0,0,0,0,43
HUACARAJE,atencion odontologica,cirugia bucal menor,2023-04-01,0,1,13,7,0,1,3,6,3,0,0,0,0,0,34
HUACARETA,atencion odontologica,cirugia bucal menor,2023-04-01,3,0,9,13,3,1,9,30,4,1,0,0,0,0,73
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2023-04-01,0,0,5,3,2,4,0,36,2,0,0,0,0,0,52
HUACHACALLA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,3,1,2,0,2,3,3,0,0,0,0,0,14
HUANUNI,atencion odontologica,cirugia bucal menor,2023-04-01,1,4,27,35,9,10,30,41,15,7,0,0,0,0,179
HUARINA,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,10,9,2,10,11,20,11,11,0,0,0,0,86
HUATAJATA,atencion odontologica,cirugia bucal menor,2023-04-01,0,2,5,8,0,8,5,15,4,2,0,0,0,0,49
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,3,6,0,0,6,10,4,2,0,0,0,0,31
HUMANATA,atencion odontologica,cirugia bucal menor,2023-04-01,0,0,13,6,2,5,4,7,1,17,0,0,0,0,55
