,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
TURCO,atencion odontologica,endodoncia,2023-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
UMALA,atencion odontologica,endodoncia,2023-02-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
UNCIA,atencion odontologica,endodoncia,2023-02-01,2,0,4,0,0,2,6,3,1,4,0,0,0,0,22
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2023-02-01,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11
UYUNI,atencion odontologica,endodoncia,2023-02-01,0,3,9,12,0,3,13,9,3,1,0,0,0,0,53
VACAS,atencion odontologica,endodoncia,2023-02-01,3,0,2,0,0,1,1,3,0,1,0,0,0,0,11
VALLEGRANDE,atencion odontologica,endodoncia,2023-02-01,2,0,2,2,2,0,7,9,4,1,0,0,0,0,29
VIACHA,atencion odontologica,endodoncia,2023-02-01,2,8,18,15,3,10,17,22,7,3,0,0,0,0,105
VILLA CHARCAS,atencion odontologica,endodoncia,2023-02-01,0,0,1,4,1,2,1,10,0,0,0,0,0,0,19
VILLA MONTES,atencion odontologica,endodoncia,2023-02-01,0,0,10,9,0,0,24,19,8,0,0,0,0,0,70
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncia,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA RIVERO,atencion odontologica,endodoncia,2023-02-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
VILLA SERRANO,atencion odontologica,endodoncia,2023-02-01,0,0,0,6,0,1,1,4,0,0,0,0,0,0,12
VILLA TUNARI,atencion odontologica,endodoncia,2023-02-01,3,5,9,10,12,18,34,44,6,6,0,0,0,0,147
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2023-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,endodoncia,2023-02-01,2,2,4,2,5,7,2,24,3,14,0,0,0,0,65
VINTO,atencion odontologica,endodoncia,2023-02-01,3,2,8,12,1,12,8,29,0,2,0,0,0,0,77
VITICHI,atencion odontologica,endodoncia,2023-02-01,0,0,5,6,6,5,5,10,3,0,0,0,0,0,40
WARNES,atencion odontologica,endodoncia,2023-02-01,0,1,2,3,5,1,3,2,1,1,0,0,0,0,19
YACUIBA,atencion odontologica,endodoncia,2023-02-01,0,2,11,9,3,4,30,23,4,0,0,0,0,0,86
YAMPARAEZ,atencion odontologica,endodoncia,2023-02-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
YANACACHI,atencion odontologica,endodoncia,2023-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,endodoncia,2023-02-01,2,3,13,8,12,9,17,33,2,4,0,0,0,0,103
YOCALLA,atencion odontologica,endodoncia,2023-02-01,0,1,0,0,0,2,1,6,0,1,0,0,0,0,11
YOTALA,atencion odontologica,endodoncia,2023-02-01,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4
YUNCHARA,atencion odontologica,endodoncia,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,endodoncia,2023-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACACIO,atencion odontologica,endodoncia,2023-03-01,1,0,2,0,0,0,2,6,1,0,0,0,0,0,12
ACHACACHI,atencion odontologica,endodoncia,2023-03-01,37,25,39,55,40,9,66,116,10,12,0,0,0,0,409
ACHOCALLA,atencion odontologica,endodoncia,2023-03-01,2,2,10,12,4,2,5,11,0,0,0,0,0,0,48
AIQUILE,atencion odontologica,endodoncia,2023-03-01,0,1,2,2,0,2,3,13,3,7,0,0,0,0,33
ALCALA,atencion odontologica,endodoncia,2023-03-01,1,0,0,0,2,0,3,10,1,0,0,0,0,0,17
ALTO BENI,atencion odontologica,endodoncia,2023-03-01,0,1,2,4,1,4,3,11,1,2,0,0,0,0,29
ANCORAIMES,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
ANDAMARCA,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
ANTEQUERA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,2,4,1,0,0,0,0,0,7
ANZALDO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12
APOLO,atencion odontologica,endodoncia,2023-03-01,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4
ARAMPAMPA,atencion odontologica,endodoncia,2023-03-01,2,0,0,0,0,0,0,3,0,0,0,0,0,0,5
ARANI,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,3,5,8,2,3,0,0,0,0,22
ARBIETO,atencion odontologica,endodoncia,2023-03-01,4,1,4,6,2,5,5,15,2,1,0,0,0,0,45
ARQUE,atencion odontologica,endodoncia,2023-03-01,2,0,1,0,0,0,4,1,0,0,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2023-03-01,2,2,2,6,4,2,1,5,0,0,0,0,0,0,24
ATOCHA,atencion odontologica,endodoncia,2023-03-01,8,3,4,13,2,4,13,35,4,2,0,0,0,0,88
AUCAPATA,atencion odontologica,endodoncia,2023-03-01,0,0,0,2,2,2,3,12,0,1,0,0,0,0,22
AYATA,atencion odontologica,endodoncia,2023-03-01,0,0,6,3,2,2,4,5,0,0,0,0,0,0,22
AYO AYO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2023-03-01,3,7,17,23,6,16,37,76,4,7,0,0,0,0,196
AZURDUY,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
BATALLAS,atencion odontologica,endodoncia,2023-03-01,0,1,3,1,0,2,3,12,2,0,0,0,0,0,24
BAURES,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10
BELEN DE URMIRI,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,2,1,0,2,1,0,0,0,0,0,7
BELLA FLOR,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,endodoncia,2023-03-01,0,1,14,25,4,2,19,41,2,5,0,0,0,0,113
BETANZOS,atencion odontologica,endodoncia,2023-03-01,0,0,3,1,0,0,14,0,0,0,0,0,0,0,18
BOLIVAR,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BUENA VISTA,atencion odontologica,endodoncia,2023-03-01,0,4,1,4,0,6,3,3,0,0,0,0,0,0,21
CABEZAS,atencion odontologica,endodoncia,2023-03-01,0,0,1,5,0,2,3,16,2,0,0,0,0,0,29
CAIROMA,atencion odontologica,endodoncia,2023-03-01,0,2,2,1,3,3,14,5,4,0,0,0,0,0,34
"CAIZA ""D""",atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
CAJUATA,atencion odontologica,endodoncia,2023-03-01,0,2,1,3,0,0,2,2,0,0,0,0,0,0,10
CALAMARCA,atencion odontologica,endodoncia,2023-03-01,0,2,4,3,2,2,3,6,0,2,0,0,0,0,24
CAMARGO,atencion odontologica,endodoncia,2023-03-01,0,10,7,34,7,3,13,40,23,3,0,0,0,0,140
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,1,0,4,0,1,0,0,0,0,6
CAMIRI,atencion odontologica,endodoncia,2023-03-01,0,2,2,3,1,0,12,7,0,0,0,0,0,0,27
CAPINOTA,atencion odontologica,endodoncia,2023-03-01,0,7,3,5,0,3,12,32,6,11,0,0,0,0,79
CAQUIAVIRI,atencion odontologica,endodoncia,2023-03-01,0,0,0,3,2,0,1,2,1,0,0,0,0,0,9
CARACOLLO,atencion odontologica,endodoncia,2023-03-01,2,1,3,12,4,4,8,8,2,3,0,0,0,0,47
CARANAVI,atencion odontologica,endodoncia,2023-03-01,9,7,22,28,13,15,53,90,7,5,0,0,0,0,249
CARAPARI,atencion odontologica,endodoncia,2023-03-01,0,1,10,5,0,5,19,12,0,0,0,0,0,0,52
CARIPUYO,atencion odontologica,endodoncia,2023-03-01,1,0,0,0,0,0,17,0,0,0,0,0,0,0,18
CHALLAPATA,atencion odontologica,endodoncia,2023-03-01,3,1,2,2,0,1,1,4,0,0,0,0,0,0,14
CHAQUI,atencion odontologica,endodoncia,2023-03-01,5,0,8,6,3,2,3,7,0,3,0,0,0,0,37
CHARAGUA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,7,9,0,0,0,0,0,0,0,16
CHAYANTA,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
CHIMORE,atencion odontologica,endodoncia,2023-03-01,0,1,1,1,0,0,3,7,0,0,0,0,0,0,13
CHIPAYA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHUA COCANI,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2023-03-01,2,0,0,2,0,0,1,5,0,0,0,0,0,0,10
CHUMA,atencion odontologica,endodoncia,2023-03-01,0,0,1,5,1,5,10,13,1,4,0,0,0,0,40
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13
CKOCHAS,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,0,3,4,0,0,0,0,0,0,8
CLIZA,atencion odontologica,endodoncia,2023-03-01,2,1,4,4,4,3,5,14,1,1,0,0,0,0,39
COBIJA,atencion odontologica,endodoncia,2023-03-01,5,4,16,18,4,14,12,17,1,1,0,0,0,0,92
COCAPATA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,endodoncia,2023-03-01,77,76,129,164,39,57,240,508,190,129,0,0,0,0,1609
COLCAPIRHUA,atencion odontologica,endodoncia,2023-03-01,0,0,3,0,1,0,15,7,0,0,0,0,0,0,26
"COLCHA ""K""",atencion odontologica,endodoncia,2023-03-01,0,0,4,1,1,0,1,1,0,0,0,0,0,0,8
COLLANA,atencion odontologica,endodoncia,2023-03-01,2,1,5,2,2,4,7,8,0,0,0,0,0,0,31
COLPA BELGICA,atencion odontologica,endodoncia,2023-03-01,1,0,3,0,3,2,3,12,5,4,0,0,0,0,33
COLQUECHACA,atencion odontologica,endodoncia,2023-03-01,4,1,3,6,3,20,18,25,3,6,0,0,0,0,89
COLQUENCHA,atencion odontologica,endodoncia,2023-03-01,0,1,1,4,2,2,0,5,1,0,0,0,0,0,16
COLQUIRI,atencion odontologica,endodoncia,2023-03-01,11,3,8,16,7,14,21,30,4,2,0,0,0,0,116
COMANCHE,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,endodoncia,2023-03-01,5,2,11,14,4,15,10,44,2,0,0,0,0,0,107
COMBAYA,atencion odontologica,endodoncia,2023-03-01,1,0,1,0,0,0,3,1,0,0,0,0,0,0,6
CONCEPCION,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COPACABANA,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4
CORIPATA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,1,0,2,5,0,0,0,0,0,0,8
CORO CORO,atencion odontologica,endodoncia,2023-03-01,2,2,9,10,9,8,13,19,0,0,0,0,0,0,72
COROICO,atencion odontologica,endodoncia,2023-03-01,5,3,20,13,0,6,2,21,1,0,0,0,0,0,71
CORQUE,atencion odontologica,endodoncia,2023-03-01,0,0,2,4,0,3,1,3,0,0,0,0,0,0,13
COTAGAITA,atencion odontologica,endodoncia,2023-03-01,6,1,7,20,3,20,22,46,11,10,0,0,0,0,146
CRUZ DE MACHACAMARCA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,endodoncia,2023-03-01,3,3,13,11,0,0,2,5,1,0,0,0,0,0,38
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,0,3,3,5,1,0,0,0,0,13
CUEVO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CULPINA,atencion odontologica,endodoncia,2023-03-01,0,0,2,3,1,2,16,5,1,2,0,0,0,0,32
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2023-03-01,0,2,6,1,0,1,0,3,1,0,0,0,0,0,14
CURVA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7
DESAGUADERO,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,0,2,0,5,0,1,0,0,0,0,9
EL ALTO,atencion odontologica,endodoncia,2023-03-01,39,36,87,105,10,41,95,222,43,28,0,0,0,0,706
EL CHORO,atencion odontologica,endodoncia,2023-03-01,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
EL PUENTE(STC),atencion odontologica,endodoncia,2023-03-01,0,1,2,1,1,2,7,4,0,2,0,0,0,0,20
EL PUENTE(TJA),atencion odontologica,endodoncia,2023-03-01,0,0,5,2,2,1,12,4,0,0,0,0,0,0,26
EL TORNO,atencion odontologica,endodoncia,2023-03-01,0,0,2,0,4,3,7,17,3,5,0,0,0,0,41
EL VILLAR,atencion odontologica,endodoncia,2023-03-01,0,0,1,1,0,0,3,3,2,0,0,0,0,0,10
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2023-03-01,0,0,3,2,2,2,5,15,0,0,0,0,0,0,29
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2023-03-01,1,0,0,1,1,0,2,5,0,0,0,0,0,0,10
ESCARA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
ESCOMA,atencion odontologica,endodoncia,2023-03-01,0,1,0,1,2,4,7,11,3,0,0,0,0,0,29
EUCALIPTUS,atencion odontologica,endodoncia,2023-03-01,2,0,0,0,0,1,2,5,1,0,0,0,0,0,11
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2023-03-01,2,0,2,0,1,3,12,8,3,2,0,0,0,0,33
GAIOC JATUN AYLLU YURA,atencion odontologica,endodoncia,2023-03-01,0,0,2,1,0,0,1,5,0,0,0,0,0,0,9
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,2,1,8,0,0,0,0,0,0,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2023-03-01,0,0,3,2,0,2,4,8,0,0,0,0,0,0,19
GUANAY,atencion odontologica,endodoncia,2023-03-01,0,1,0,0,0,3,1,4,0,0,0,0,0,0,9
GUAQUI,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,4,1,3,16,1,0,0,0,0,0,26
GUAYARAMERIN,atencion odontologica,endodoncia,2023-03-01,0,1,2,3,0,8,3,5,0,4,0,0,0,0,26
GUTIERREZ,atencion odontologica,endodoncia,2023-03-01,0,0,5,0,0,1,5,11,1,0,0,0,0,0,23
HUACARAJE,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4
HUACARETA,atencion odontologica,endodoncia,2023-03-01,0,0,1,1,3,0,4,0,1,0,0,0,0,0,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
HUACHACALLA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
HUANUNI,atencion odontologica,endodoncia,2023-03-01,6,0,5,17,2,4,14,16,3,4,0,0,0,0,71
HUARINA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,endodoncia,2023-03-01,1,0,1,0,1,0,3,0,1,1,0,0,0,0,8
HUAYLLAMARCA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
HUMANATA,atencion odontologica,endodoncia,2023-03-01,0,0,0,2,2,1,6,4,0,1,0,0,0,0,16
ICHOCA,atencion odontologica,endodoncia,2023-03-01,2,1,0,1,0,0,3,7,0,0,0,0,0,0,14
ICLA,atencion odontologica,endodoncia,2023-03-01,5,0,2,2,2,4,2,13,0,0,0,0,0,0,30
INCAHUASI,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21
INQUISIVI,atencion odontologica,endodoncia,2023-03-01,2,0,0,1,3,0,2,4,0,2,0,0,0,0,14
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2023-03-01,1,0,4,4,0,8,5,5,1,0,0,0,0,0,28
IXIAMAS,atencion odontologica,endodoncia,2023-03-01,0,0,2,0,1,0,2,1,0,0,0,0,0,0,6
JESUS DE MACHACA,atencion odontologica,endodoncia,2023-03-01,0,2,3,3,2,7,10,15,5,5,0,0,0,0,52
LA ASUNTA,atencion odontologica,endodoncia,2023-03-01,1,2,9,21,4,30,41,74,1,1,0,0,0,0,184
LA GUARDIA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,endodoncia,2023-03-01,346,308,626,667,225,270,1389,1984,322,258,0,0,0,0,6395
LA RIVERA,atencion odontologica,endodoncia,2023-03-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
LAGUNILLAS,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
LAJA,atencion odontologica,endodoncia,2023-03-01,3,0,2,0,0,3,0,3,0,0,0,0,0,0,11
LAS CARRERAS,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LLALLAGUA,atencion odontologica,endodoncia,2023-03-01,7,3,2,1,1,5,7,30,1,2,0,0,0,0,59
LORETO,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,endodoncia,2023-03-01,1,1,7,20,2,6,8,7,0,1,0,0,0,0,53
MACHACAMARCA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
MACHARETI,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
MAGDALENA,atencion odontologica,endodoncia,2023-03-01,0,0,1,1,0,1,0,3,0,0,0,0,0,0,6
MAIRANA,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,3,3,0,6,2,0,0,0,0,0,15
MALLA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,endodoncia,2023-03-01,0,0,2,0,0,2,2,3,0,0,0,0,0,0,9
MECAPACA,atencion odontologica,endodoncia,2023-03-01,3,1,3,2,0,0,2,6,1,0,0,0,0,0,18
MINEROS,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
MIZQUE,atencion odontologica,endodoncia,2023-03-01,0,0,0,2,0,0,7,3,0,0,0,0,0,0,12
MOCOMOCO,atencion odontologica,endodoncia,2023-03-01,1,0,0,3,1,5,2,7,0,0,0,0,0,0,19
MOJOCOYA,atencion odontologica,endodoncia,2023-03-01,0,1,2,13,1,5,2,21,0,0,0,0,0,0,45
MONTEAGUDO,atencion odontologica,endodoncia,2023-03-01,4,11,14,9,1,3,6,7,0,1,0,0,0,0,56
MONTERO,atencion odontologica,endodoncia,2023-03-01,6,4,11,12,5,20,40,60,5,5,0,0,0,0,168
MORO MORO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
MOROCHATA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
OCURI,atencion odontologica,endodoncia,2023-03-01,0,0,3,2,4,6,5,9,0,3,0,0,0,0,32
ORURO,atencion odontologica,endodoncia,2023-03-01,22,30,69,71,11,52,118,190,87,31,0,0,0,0,681
PADCAYA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49
PADILLA,atencion odontologica,endodoncia,2023-03-01,0,0,1,3,0,4,10,10,2,0,0,0,0,0,30
PAILON,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
PALCA,atencion odontologica,endodoncia,2023-03-01,5,2,10,6,2,4,7,15,2,1,0,0,0,0,54
PALOS BLANCOS,atencion odontologica,endodoncia,2023-03-01,2,0,3,1,2,7,10,12,5,0,0,0,0,0,42
PAMPA GRANDE,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
PAPEL PAMPA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
PASORAPA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,2,0,3,4,0,0,0,0,0,0,9
PATACAMAYA,atencion odontologica,endodoncia,2023-03-01,6,2,7,6,0,8,11,16,1,2,0,0,0,0,59
PAZÑA,atencion odontologica,endodoncia,2023-03-01,0,2,1,0,0,0,2,1,2,0,0,0,0,0,8
PELECHUCO,atencion odontologica,endodoncia,2023-03-01,0,1,1,0,0,4,4,6,1,0,0,0,0,0,17
POCOATA,atencion odontologica,endodoncia,2023-03-01,0,0,4,3,3,6,1,14,2,1,0,0,0,0,34
POCONA,atencion odontologica,endodoncia,2023-03-01,1,2,2,3,0,2,4,4,0,1,0,0,0,0,19
POJO (CBBA),atencion odontologica,endodoncia,2023-03-01,3,0,7,3,2,1,9,10,1,0,0,0,0,0,36
POOPO,atencion odontologica,endodoncia,2023-03-01,1,0,2,3,1,9,9,31,1,0,0,0,0,0,57
PORCO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
POROMA,atencion odontologica,endodoncia,2023-03-01,2,0,1,2,0,0,3,10,0,0,0,0,0,0,18
PORONGO,atencion odontologica,endodoncia,2023-03-01,0,1,1,3,2,0,1,2,0,0,0,0,0,0,10
PORVENIR,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,0,0,3,7,0,0,0,0,0,0,11
POSTRER VALLE,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,endodoncia,2023-03-01,31,32,143,99,22,46,130,317,30,21,0,0,0,0,871
PRESTO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12
PUCARANI,atencion odontologica,endodoncia,2023-03-01,0,0,1,3,0,7,3,9,1,0,0,0,0,0,24
PUERTO ACOSTA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,endodoncia,2023-03-01,2,1,4,1,1,9,24,12,0,2,0,0,0,0,56
PUERTO QUIJARRO,atencion odontologica,endodoncia,2023-03-01,2,1,6,2,11,3,4,13,0,0,0,0,0,0,42
PUERTO RICO,atencion odontologica,endodoncia,2023-03-01,0,0,3,1,0,0,1,3,0,0,0,0,0,0,8
PUERTO SUAREZ,atencion odontologica,endodoncia,2023-03-01,0,3,0,0,1,0,0,4,0,0,0,0,0,0,8
PUERTO VILLARROEL,atencion odontologica,endodoncia,2023-03-01,2,6,11,19,4,7,16,35,4,1,0,0,0,0,105
PUNA,atencion odontologica,endodoncia,2023-03-01,1,0,0,0,1,1,4,5,1,1,0,0,0,0,14
PUNATA,atencion odontologica,endodoncia,2023-03-01,1,7,7,10,4,7,8,11,15,2,0,0,0,0,72
QUIABAYA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
QUILLACOLLO,atencion odontologica,endodoncia,2023-03-01,10,4,13,18,6,5,239,94,39,10,0,0,0,0,438
QUIME,atencion odontologica,endodoncia,2023-03-01,9,5,35,29,14,32,148,26,2,1,0,0,0,0,301
QUIRUSILLAS,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,2,1,2,16,0,0,0,0,0,0,21
RAVELO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
REYES,atencion odontologica,endodoncia,2023-03-01,0,1,6,0,0,4,19,40,6,0,0,0,0,0,76
RIBERALTA,atencion odontologica,endodoncia,2023-03-01,3,3,13,11,0,12,33,43,7,1,0,0,0,0,126
ROBORE,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,3,5,3,2,0,0,0,0,0,13
RURRENABAQUE,atencion odontologica,endodoncia,2023-03-01,0,1,3,3,0,0,0,0,0,0,0,0,0,0,7
SABAYA,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SACABA,atencion odontologica,endodoncia,2023-03-01,4,6,14,17,8,6,56,36,16,7,0,0,0,0,170
SACABAMBA,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,1,0,1,2,1,0,0,0,0,0,6
SACACA,atencion odontologica,endodoncia,2023-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAIPINA,atencion odontologica,endodoncia,2023-03-01,0,1,3,2,0,0,2,2,0,1,0,0,0,0,11
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2023-03-01,0,0,6,2,4,3,2,10,7,0,0,0,0,0,34
SAMAIPATA,atencion odontologica,endodoncia,2023-03-01,0,0,1,1,0,1,1,4,0,0,0,0,0,0,8
SAN AGUSTIN,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2023-03-01,0,0,0,1,0,1,4,0,3,0,0,0,0,0,9
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2023-03-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,endodoncia,2023-03-01,1,0,4,2,0,5,3,1,0,3,0,0,0,0,19
SAN BORJA,atencion odontologica,endodoncia,2023-03-01,0,1,1,2,1,4,2,11,2,0,0,0,0,0,24
SAN BUENA VENTURA,atencion odontologica,endodoncia,2023-03-01,0,0,1,1,0,0,4,5,1,0,0,0,0,0,12
SAN CARLOS,atencion odontologica,endodoncia,2023-03-01,0,0,4,5,10,21,10,12,1,0,0,0,0,0,63
