,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
SACABAMBA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,2,2,0,3,0,0,0,0,0,0,7
SACACA,atencion odontologica,consulta repetida,2023-03-01,0,0,2,0,0,0,2,4,0,0,0,2,0,0,10
SAIPINA,atencion odontologica,consulta repetida,2023-03-01,0,0,9,2,0,1,6,10,1,3,0,0,0,0,32
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2023-03-01,0,0,4,5,7,5,6,34,21,3,0,0,0,0,85
SAMAIPATA,atencion odontologica,consulta repetida,2023-03-01,0,0,2,3,1,5,7,12,0,3,0,0,0,0,33
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,consulta repetida,2023-03-01,2,6,9,11,0,17,9,23,3,10,0,0,0,0,90
SAN BORJA,atencion odontologica,consulta repetida,2023-03-01,0,0,3,6,4,5,3,52,7,0,0,1,0,0,81
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2023-03-01,0,1,0,1,0,0,0,3,0,0,0,0,0,0,5
SAN CARLOS,atencion odontologica,consulta repetida,2023-03-01,0,0,2,4,1,3,0,4,0,0,0,0,0,0,14
SAN IGNACIO,atencion odontologica,consulta repetida,2023-03-01,0,0,6,15,1,8,1,10,12,0,0,0,0,0,53
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2023-03-01,1,0,6,7,5,4,44,45,6,1,0,4,0,0,123
SAN JAVIER(STC),atencion odontologica,consulta repetida,2023-03-01,0,1,0,1,0,0,0,3,0,0,0,0,0,0,5
SAN JOAQUIN,atencion odontologica,consulta repetida,2023-03-01,0,3,14,9,3,10,0,30,0,0,0,0,0,0,69
SAN JULIAN,atencion odontologica,consulta repetida,2023-03-01,5,2,0,2,0,1,4,2,0,5,0,0,0,0,21
SAN LORENZO(PND),atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2023-03-01,3,2,7,3,5,12,28,78,2,3,0,0,0,0,143
SAN LUCAS,atencion odontologica,consulta repetida,2023-03-01,6,9,3,5,2,6,11,62,1,1,0,0,0,1,107
SAN MATIAS,atencion odontologica,consulta repetida,2023-03-01,5,0,9,10,7,4,13,26,1,4,0,1,0,0,80
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2023-03-01,0,1,9,7,14,10,17,57,7,6,0,4,0,0,132
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2023-03-01,2,0,0,0,4,1,2,5,0,0,0,2,0,0,16
SAN PEDRO,atencion odontologica,consulta repetida,2023-03-01,1,0,5,5,5,10,13,28,2,0,0,0,0,0,69
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2023-03-01,4,2,9,0,0,3,11,7,0,5,0,0,0,0,41
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN PEDRO DE MACHA,atencion odontologica,consulta repetida,2023-03-01,1,0,11,8,13,30,22,54,11,12,0,1,0,0,163
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
SAN RAFAEL,atencion odontologica,consulta repetida,2023-03-01,0,0,0,1,3,4,5,15,0,0,0,0,0,0,28
SAN RAMON BENI,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN RAMON SCZ,atencion odontologica,consulta repetida,2023-03-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
SANTA ANA,atencion odontologica,consulta repetida,2023-03-01,1,0,2,2,0,1,2,5,2,0,0,0,0,0,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2023-03-01,280,287,577,490,218,323,1232,2003,373,371,0,20,0,2,6176
SANTA ROSA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2023-03-01,0,0,2,3,0,0,3,44,0,0,0,0,0,0,52
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2023-03-01,1,5,8,3,4,4,23,32,0,2,0,0,0,0,82
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,10,0,4,2,21,4,2,0,0,0,0,43
SANTIVAÑES,atencion odontologica,consulta repetida,2023-03-01,0,4,6,5,0,2,4,21,3,1,0,4,0,1,51
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2023-03-01,1,2,0,5,5,2,9,34,0,0,0,0,0,0,58
SAPAHAQUI,atencion odontologica,consulta repetida,2023-03-01,0,0,0,2,0,2,11,8,0,0,0,0,0,0,23
SENA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
SHINAOTA,atencion odontologica,consulta repetida,2023-03-01,3,1,2,4,2,2,14,11,2,1,0,1,0,0,43
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2023-03-01,1,1,6,14,9,3,5,9,8,3,0,1,0,0,60
SICAYA,atencion odontologica,consulta repetida,2023-03-01,0,0,1,3,4,10,3,9,0,0,0,0,0,0,30
SIPE SIPE,atencion odontologica,consulta repetida,2023-03-01,41,46,81,92,7,25,41,165,13,18,0,0,0,0,529
SOPACHUY,atencion odontologica,consulta repetida,2023-03-01,2,6,13,9,5,9,6,20,0,0,0,0,0,0,70
SORACACHI,atencion odontologica,consulta repetida,2023-03-01,0,2,1,6,13,10,5,27,4,11,0,0,0,0,79
SORATA,atencion odontologica,consulta repetida,2023-03-01,3,2,3,12,1,8,5,9,0,0,0,0,0,0,43
SUCRE,atencion odontologica,consulta repetida,2023-03-01,79,69,237,289,116,194,548,899,156,57,0,19,0,0,2663
TACACHI,atencion odontologica,consulta repetida,2023-03-01,0,0,1,0,0,7,1,7,0,5,0,0,0,0,21
TACACOMA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
TACOBAMBA,atencion odontologica,consulta repetida,2023-03-01,0,2,5,3,3,3,7,14,0,0,0,0,0,1,38
TACOPAYA,atencion odontologica,consulta repetida,2023-03-01,0,0,1,0,0,4,1,12,1,1,0,0,0,0,20
TAHUA,atencion odontologica,consulta repetida,2023-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,consulta repetida,2023-03-01,2,1,4,7,2,22,16,49,9,6,0,5,0,0,123
TARABUCO,atencion odontologica,consulta repetida,2023-03-01,8,7,16,17,1,23,17,56,6,12,0,4,0,0,167
TARACO,atencion odontologica,consulta repetida,2023-03-01,0,0,5,2,0,7,8,17,1,0,0,0,0,0,40
TARATA,atencion odontologica,consulta repetida,2023-03-01,1,0,1,0,0,2,3,10,0,3,0,0,0,0,20
TARIJA,atencion odontologica,consulta repetida,2023-03-01,46,50,152,213,135,206,477,829,201,107,0,2,0,0,2418
TARVITA,atencion odontologica,consulta repetida,2023-03-01,5,3,23,21,8,24,13,55,4,3,0,4,0,0,163
TEOPONTE,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8
TIAHUANACU,atencion odontologica,consulta repetida,2023-03-01,5,4,4,6,3,4,3,18,0,0,0,0,0,0,47
TINGUIPAYA,atencion odontologica,consulta repetida,2023-03-01,0,2,4,5,0,5,13,18,0,2,0,0,0,0,49
TIPUANI,atencion odontologica,consulta repetida,2023-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,consulta repetida,2023-03-01,27,18,11,11,4,11,4,20,3,3,0,3,0,1,116
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2023-03-01,2,0,6,6,3,1,8,23,1,5,0,0,0,0,55
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOCO,atencion odontologica,consulta repetida,2023-03-01,1,0,2,2,1,5,2,8,2,2,0,0,0,0,25
TODOS SANTOS,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TOLATA,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,4,1,10,0,8,0,1,0,0,24
TOLEDO,atencion odontologica,consulta repetida,2023-03-01,0,0,1,0,2,4,3,6,1,0,0,0,0,0,17
TOMAVE,atencion odontologica,consulta repetida,2023-03-01,0,0,3,7,1,0,5,26,1,2,0,0,0,0,45
TOMINA,atencion odontologica,consulta repetida,2023-03-01,2,0,8,6,5,6,12,33,7,1,0,0,0,0,80
TORO TORO,atencion odontologica,consulta repetida,2023-03-01,4,2,9,7,9,11,7,19,0,0,0,2,0,4,74
TOTORA(CBBA),atencion odontologica,consulta repetida,2023-03-01,5,4,7,5,2,12,0,24,0,1,0,0,0,0,60
TOTORA(ORR),atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,2,2,0,1,0,1,0,0,0,0,6
TRIGAL,atencion odontologica,consulta repetida,2023-03-01,0,0,0,1,1,0,1,2,0,0,0,0,0,0,5
TRINIDAD,atencion odontologica,consulta repetida,2023-03-01,12,4,35,49,11,13,85,112,26,4,0,1,0,0,352
TUPIZA,atencion odontologica,consulta repetida,2023-03-01,3,13,34,29,14,31,95,136,63,48,0,1,0,1,468
TURCO,atencion odontologica,consulta repetida,2023-03-01,0,2,3,12,7,19,12,31,5,4,0,3,0,0,98
UNCIA,atencion odontologica,consulta repetida,2023-03-01,26,20,10,16,10,17,29,80,1,5,0,7,0,2,223
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2023-03-01,1,2,10,17,4,37,25,117,5,11,0,0,0,1,230
URUBICHA,atencion odontologica,consulta repetida,2023-03-01,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4
UYUNI,atencion odontologica,consulta repetida,2023-03-01,1,13,16,27,2,9,10,57,17,9,0,2,0,0,163
VACAS,atencion odontologica,consulta repetida,2023-03-01,5,2,4,10,4,9,21,26,4,7,0,0,0,1,93
VALLEGRANDE,atencion odontologica,consulta repetida,2023-03-01,1,2,2,2,2,4,14,30,0,4,0,1,0,0,62
VIACHA,atencion odontologica,consulta repetida,2023-03-01,46,42,29,20,7,23,19,87,14,13,0,4,0,0,304
VILA VILA,atencion odontologica,consulta repetida,2023-03-01,2,4,10,15,0,0,0,1,0,0,0,0,0,0,32
VILLA CHARCAS,atencion odontologica,consulta repetida,2023-03-01,0,0,1,1,0,2,5,9,0,1,0,0,0,0,19
VILLA MONTES,atencion odontologica,consulta repetida,2023-03-01,3,4,31,33,11,3,38,68,12,12,0,3,0,0,218
VILLA RIVERO,atencion odontologica,consulta repetida,2023-03-01,1,0,2,1,0,5,4,21,1,4,0,1,0,0,40
VILLA TUNARI,atencion odontologica,consulta repetida,2023-03-01,1,1,3,1,0,0,11,21,2,0,0,2,0,1,43
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2023-03-01,7,16,8,2,4,8,2,24,0,2,0,6,0,2,81
VILLAZON,atencion odontologica,consulta repetida,2023-03-01,20,14,29,26,18,17,32,68,25,27,0,23,0,3,302
VINTO,atencion odontologica,consulta repetida,2023-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VITICHI,atencion odontologica,consulta repetida,2023-03-01,0,1,8,7,9,6,13,29,0,7,0,2,0,0,82
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2023-03-01,0,0,0,4,0,0,0,1,0,0,0,0,0,0,5
WARNES,atencion odontologica,consulta repetida,2023-03-01,3,6,21,34,14,21,31,72,11,3,0,0,0,0,216
YACUIBA,atencion odontologica,consulta repetida,2023-03-01,4,3,15,35,6,31,57,139,35,9,0,3,0,5,342
YAMPARAEZ,atencion odontologica,consulta repetida,2023-03-01,0,0,0,1,0,0,2,5,0,0,0,0,0,0,8
YAPACANI,atencion odontologica,consulta repetida,2023-03-01,3,10,21,32,10,17,18,50,6,2,0,0,0,0,169
YOCALLA,atencion odontologica,consulta repetida,2023-03-01,8,5,6,14,2,10,11,51,6,2,0,3,0,1,119
YOTALA,atencion odontologica,consulta repetida,2023-03-01,0,2,0,6,1,4,11,15,7,1,0,0,0,0,47
YUNCHARA,atencion odontologica,consulta repetida,2023-03-01,1,1,0,0,1,1,0,2,1,0,0,0,0,0,7
YUNGUYO DE LITORAL,atencion odontologica,consulta repetida,2023-03-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,consulta repetida,2023-03-01,0,0,2,3,0,0,4,20,0,0,0,0,0,0,29
ACACIO,atencion odontologica,consulta repetida,2023-04-01,2,3,1,3,0,0,2,6,0,0,0,0,0,0,17
ACHACACHI,atencion odontologica,consulta repetida,2023-04-01,14,0,16,6,11,21,17,61,10,4,0,26,0,0,186
ACHOCALLA,atencion odontologica,consulta repetida,2023-04-01,0,2,0,5,9,6,6,11,1,3,0,2,0,0,45
AIQUILE,atencion odontologica,consulta repetida,2023-04-01,1,6,3,1,4,3,12,18,1,7,0,3,0,0,59
ALALAY,atencion odontologica,consulta repetida,2023-04-01,0,0,0,2,0,3,0,0,0,0,0,0,0,0,5
ALCALA,atencion odontologica,consulta repetida,2023-04-01,0,0,5,7,16,7,25,49,4,2,0,0,0,0,115
ALTO BENI,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ANCORAIMES,atencion odontologica,consulta repetida,2023-04-01,0,3,4,10,0,3,8,5,4,5,0,0,0,0,42
ANDAMARCA,atencion odontologica,consulta repetida,2023-04-01,0,0,1,4,0,0,0,0,0,1,0,0,0,0,6
ANTEQUERA,atencion odontologica,consulta repetida,2023-04-01,0,0,3,8,8,34,6,34,6,2,0,0,0,0,101
ANZALDO,atencion odontologica,consulta repetida,2023-04-01,0,0,0,5,5,5,19,12,1,0,0,0,0,0,47
ARAMPAMPA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
ARANI,atencion odontologica,consulta repetida,2023-04-01,2,2,3,4,0,7,11,15,2,4,0,0,0,0,50
ARBIETO,atencion odontologica,consulta repetida,2023-04-01,4,0,2,4,0,4,0,8,1,0,0,0,0,2,25
ARQUE,atencion odontologica,consulta repetida,2023-04-01,0,0,2,7,4,8,3,12,2,0,0,1,0,0,39
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
ATOCHA,atencion odontologica,consulta repetida,2023-04-01,2,2,20,23,12,24,104,94,12,15,0,1,0,0,309
AYO AYO,atencion odontologica,consulta repetida,2023-04-01,0,5,4,7,1,3,7,8,0,0,0,0,0,0,35
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2023-04-01,0,7,11,18,8,18,30,76,8,4,0,0,0,0,180
AZURDUY,atencion odontologica,consulta repetida,2023-04-01,0,1,0,3,4,3,5,9,0,0,0,0,0,0,25
BATALLAS,atencion odontologica,consulta repetida,2023-04-01,0,2,1,0,0,1,1,14,0,2,0,0,0,0,21
BAURES,atencion odontologica,consulta repetida,2023-04-01,0,0,0,2,3,4,2,8,3,0,0,0,0,0,22
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
BELEN DE URMIRI,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,1,0,1,1,1,0,1,0,0,5
BELLA FLOR,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,consulta repetida,2023-04-01,1,3,24,20,4,9,24,59,6,4,0,1,0,0,155
BETANZOS,atencion odontologica,consulta repetida,2023-04-01,8,1,13,11,9,25,22,80,5,2,0,12,0,4,192
BOLIVAR,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3
BOYUIBE,atencion odontologica,consulta repetida,2023-04-01,0,0,4,0,0,1,2,6,0,0,0,0,0,0,13
BUENA VISTA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,3,4,0,4,0,0,0,0,0,0,11
CABEZAS,atencion odontologica,consulta repetida,2023-04-01,1,1,1,0,0,2,1,18,1,0,0,0,0,0,25
CAIROMA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,1,1,1,3,3,0,0,0,0,0,0,9
"CAIZA ""D""",atencion odontologica,consulta repetida,2023-04-01,0,3,6,6,1,3,1,14,0,0,0,1,0,0,35
CAJUATA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,5,0,3,1,13,0,1,0,0,0,0,23
CALACOTO,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
CALAMARCA,atencion odontologica,consulta repetida,2023-04-01,0,1,0,1,3,0,13,16,1,0,0,0,0,0,35
CAMARGO,atencion odontologica,consulta repetida,2023-04-01,0,8,6,13,5,10,33,68,19,6,0,0,0,3,171
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2023-04-01,0,1,0,0,0,0,5,3,0,0,0,0,0,0,9
CAMIRI,atencion odontologica,consulta repetida,2023-04-01,2,1,29,26,13,14,51,131,25,24,0,1,0,0,317
CAPINOTA,atencion odontologica,consulta repetida,2023-04-01,1,2,1,2,0,0,10,18,2,4,0,0,0,0,40
CAQUIAVIRI,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,consulta repetida,2023-04-01,3,7,5,5,5,8,18,60,5,8,0,6,0,0,130
CARANAVI,atencion odontologica,consulta repetida,2023-04-01,0,2,1,3,2,6,4,6,0,0,0,1,0,0,25
CARANGAS,atencion odontologica,consulta repetida,2023-04-01,0,0,5,0,0,0,0,10,0,0,0,0,0,0,15
CARAPARI,atencion odontologica,consulta repetida,2023-04-01,0,3,5,7,3,14,19,31,0,2,0,3,0,0,87
CARIPUYO,atencion odontologica,consulta repetida,2023-04-01,0,0,1,2,1,6,4,16,0,1,0,1,0,0,32
CHALLAPATA,atencion odontologica,consulta repetida,2023-04-01,10,2,3,4,0,5,0,14,0,1,0,3,0,0,42
CHAQUI,atencion odontologica,consulta repetida,2023-04-01,0,1,1,1,2,3,13,17,0,0,0,3,0,0,41
CHARAGUA,atencion odontologica,consulta repetida,2023-04-01,0,1,0,1,0,1,3,6,0,0,0,1,0,0,13
CHARAÑA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,atencion odontologica,consulta repetida,2023-04-01,2,0,5,3,3,2,0,21,0,0,0,0,0,0,36
CHIMORE,atencion odontologica,consulta repetida,2023-04-01,1,0,2,1,4,2,6,8,0,0,0,0,0,0,24
CHIPAYA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,2,2,1,2,3,2,0,0,0,0,0,12
CHOQUE COTA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,2,3,8,1,0,0,0,0,0,14
CHUA COCANI,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2023-04-01,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2023-04-01,1,0,5,25,9,1,24,44,1,1,0,0,0,3,114
CKOCHAS,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CLIZA,atencion odontologica,consulta repetida,2023-04-01,1,2,9,8,6,3,11,26,4,1,0,0,0,0,71
COBIJA,atencion odontologica,consulta repetida,2023-04-01,25,12,36,45,45,43,72,176,6,12,0,0,0,0,472
COCAPATA,atencion odontologica,consulta repetida,2023-04-01,30,31,60,48,16,38,30,89,16,14,0,7,0,3,382
COCHABAMBA,atencion odontologica,consulta repetida,2023-04-01,196,227,567,604,321,457,1222,2020,460,354,0,13,0,4,6445
COLCAPIRHUA,atencion odontologica,consulta repetida,2023-04-01,0,0,1,1,0,7,63,131,3,2,0,0,0,0,208
"COLCHA ""K""",atencion odontologica,consulta repetida,2023-04-01,2,0,4,2,1,2,5,19,1,1,0,0,0,0,37
COLLANA,atencion odontologica,consulta repetida,2023-04-01,0,1,0,0,0,0,1,3,0,0,0,0,0,0,5
COLOMI,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,4,1,2,2,0,0,0,0,0,1,10
COLPA BELGICA,atencion odontologica,consulta repetida,2023-04-01,0,0,1,1,2,6,68,28,17,6,0,0,0,0,129
COLQUECHACA,atencion odontologica,consulta repetida,2023-04-01,6,1,1,5,1,3,1,21,0,0,0,1,0,0,40
COLQUENCHA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,4,1,4,3,6,2,0,0,0,0,0,20
COLQUIRI,atencion odontologica,consulta repetida,2023-04-01,4,14,20,25,19,38,92,82,12,9,0,2,0,1,318
COMANCHE,atencion odontologica,consulta repetida,2023-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,consulta repetida,2023-04-01,0,7,33,27,2,4,7,35,1,1,0,0,0,0,117
COMBAYA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
CONCEPCION,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
CORIPATA,atencion odontologica,consulta repetida,2023-04-01,0,3,5,2,5,11,16,26,0,0,0,0,0,0,68
CORO CORO,atencion odontologica,consulta repetida,2023-04-01,4,2,18,16,8,6,19,19,0,1,0,0,0,0,93
COROICO,atencion odontologica,consulta repetida,2023-04-01,5,10,28,48,16,26,35,125,4,13,0,1,0,0,311
CORQUE,atencion odontologica,consulta repetida,2023-04-01,0,0,1,1,2,4,1,10,0,0,0,0,0,0,19
COTAGAITA,atencion odontologica,consulta repetida,2023-04-01,20,9,26,24,12,18,35,125,11,19,0,0,0,0,299
COTOCA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2023-04-01,8,5,6,7,0,2,4,17,0,0,0,0,0,0,49
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUEVO,atencion odontologica,consulta repetida,2023-04-01,1,0,0,1,0,5,8,11,2,2,0,0,0,0,30
CULPINA,atencion odontologica,consulta repetida,2023-04-01,6,5,2,3,10,9,8,27,2,0,0,0,0,0,72
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2023-04-01,0,1,0,1,2,0,2,8,0,0,0,0,0,0,14
DESAGUADERO,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,1,1,3,0,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,consulta repetida,2023-04-01,52,80,211,212,93,126,234,549,93,73,0,40,0,1,1764
EL CHORO,atencion odontologica,consulta repetida,2023-04-01,0,0,3,0,6,3,1,8,0,5,0,0,0,0,26
EL PUENTE(STC),atencion odontologica,consulta repetida,2023-04-01,0,0,2,0,0,1,1,10,1,0,0,0,0,1,16
EL PUENTE(TJA),atencion odontologica,consulta repetida,2023-04-01,0,1,1,4,4,4,3,17,1,1,0,0,0,0,36
EL TORNO,atencion odontologica,consulta repetida,2023-04-01,17,7,4,9,5,11,6,9,2,4,0,2,0,7,83
EL VILLAR,atencion odontologica,consulta repetida,2023-04-01,0,3,8,10,27,10,2,38,3,2,0,0,0,0,103
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2023-04-01,0,1,5,4,3,1,19,36,2,0,0,0,0,0,71
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2023-04-01,0,1,3,0,3,6,5,18,6,3,0,2,0,0,47
ESCARA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ESCOMA,atencion odontologica,consulta repetida,2023-04-01,1,1,4,3,9,1,7,11,2,1,0,0,0,0,40
EUCALIPTUS,atencion odontologica,consulta repetida,2023-04-01,0,0,1,1,0,5,0,8,1,0,0,0,0,0,16
EXALTACION,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2023-04-01,1,3,5,9,8,1,11,23,0,3,0,0,0,0,64
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta repetida,2023-04-01,0,1,0,1,2,1,8,15,0,0,0,0,0,0,28
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2023-04-01,0,1,0,3,0,2,2,21,0,1,0,1,0,0,31
GUANAY,atencion odontologica,consulta repetida,2023-04-01,3,4,0,8,2,26,9,36,12,0,0,0,0,0,100
GUAQUI,atencion odontologica,consulta repetida,2023-04-01,1,0,0,0,4,1,2,4,0,0,0,1,0,0,13
GUAYARAMERIN,atencion odontologica,consulta repetida,2023-04-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
GUTIERREZ,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
HUACARAJE,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6
HUACARETA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,7,0,1,6,0,0,0,0,0,0,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,1,1,4,6,0,0,0,0,0,0,12
HUACHACALLA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,1,2,2,1,0,0,0,0,6
HUANUNI,atencion odontologica,consulta repetida,2023-04-01,3,5,21,5,0,12,27,60,4,5,0,0,0,0,142
HUARINA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
HUATAJATA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,2,0,1,1,3,0,0,0,0,0,0,7
HUAYLLAMARCA,atencion odontologica,consulta repetida,2023-04-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
HUMANATA,atencion odontologica,consulta repetida,2023-04-01,7,7,20,15,4,15,10,23,6,20,0,5,0,0,132
ICHOCA,atencion odontologica,consulta repetida,2023-04-01,2,3,2,1,0,0,0,7,0,0,0,0,0,0,15
ICLA,atencion odontologica,consulta repetida,2023-04-01,15,11,3,3,1,10,11,17,2,1,0,0,0,0,74
