,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
SAN JAVIER(BNI),atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,1,0,0,3,1,1,0,0,0,0,0,6
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,2,0,3,2,18,25,48,21,0,0,0,0,119
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,0,8,9,2,1,11,38,5,4,0,0,0,0,79
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,4,5,4,2,5,22,0,0,0,0,0,0,42
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,1,3,2,2,4,3,1,0,0,0,0,0,16
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,7,13,6,8,19,15,0,1,0,0,0,0,69
TOTORA(ORR),atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,1,0,9,15,1,12,31,59,2,4,0,0,0,0,134
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,3,2,1,4,6,8,5,6,0,0,0,0,35
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,7,2,1,3,2,10,5,4,0,0,0,0,34
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2023-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,2,1,0,0,0,2,1,1,0,0,0,0,7
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,1,1,28,27,5,3,11,39,16,2,0,0,0,0,133
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,1,0,0,5,0,1,0,0,0,0,7
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,7,4,1,5,4,6,1,4,0,0,0,0,32
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,1,0,0,2,1,1,0,0,0,0,5
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,3,4,0,2,1,6,0,0,0,0,0,0,16
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,1,0,2,3,27,29,1,9,0,0,0,0,72
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,1,7,0,0,1,0,0,1,0,0,0,0,10
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,4,1,0,0,3,8,2,1,0,0,0,0,19
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUANAY,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,9,3,19,26,21,21,94,133,36,24,0,0,0,0,386
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,2,4,1,3,11,2,21,16,2,3,0,0,0,0,65
PAZÑA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
POSTRER VALLE,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,1,0,2,10,3,0,0,0,0,0,0,16
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,2,3,0,1,5,2,1,0,0,0,0,0,14
REYES,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,1,0,0,1,1,1,0,0,0,0,0,4
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,2,12,9,3,3,1,14,1,0,0,0,0,0,45
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,10,5,2,0,0,0,1,3,0,0,0,0,0,0,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,1,8,5,3,3,7,14,3,5,0,0,0,0,49
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,1,0,11,6,1,2,8,23,9,1,0,0,0,0,62
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,2,0,0,0,0,1,1,0,0,0,0,0,0,4
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,4,1,5,5,10,3,4,5,4,0,0,0,0,0,41
TIAHUANACU,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,2,1,8,9,3,5,25,55,11,3,0,0,0,0,122
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,10,15,3,4,5,25,5,8,0,0,0,0,75
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,3,7,1,0,2,4,2,5,0,0,0,0,24
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
YUNCHARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,1,1,0,3,1,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,3,0,23,19,10,14,1,28,0,5,0,0,0,0,103
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,0,0,0,0,6,0,0,0,0,0,0,7
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,2,0,1,0,7,0,0,0,0,0,0,10
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,3,5,3,29,20,7,1,0,0,0,0,68
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,2,7,0,0,0,1,0,0,0,0,0,0,10
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,3,5,1,2,3,2,2,2,0,0,0,0,20
CULPINA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,3,3,9,15,2,2,4,14,0,1,0,0,0,0,53
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,2,4,1,0,0,0,0,0,7
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GUANAY,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,0,0,1,1,1,1,1,0,0,0,0,6
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,1,2,24,19,30,34,44,99,20,24,0,0,0,0,297
LAJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,1,0,1,2,3,0,1,4,0,0,0,0,0,0,12
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,1,4,2,3,13,14,35,52,3,5,0,0,0,0,132
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,1,0,0,2,2,1,0,0,0,0,0,7
PAILON,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
PATACAMAYA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,8,11,72,115,53,57,81,168,51,36,0,0,0,0,652
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,5,1,0,0,1,0,0,0,0,0,0,7
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,1,1,0,4,0,0,0,0,0,0,0,0,0,0,6
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,4,3,5,3,16,0,0,0,0,0,0,32
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,1,5,3,2,2,0,4,1,2,0,0,0,0,20
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,9,12,4,5,7,15,2,8,0,0,0,0,62
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,5,1,6,7,14,4,0,0,0,0,0,38
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,2,0,0,1,8,0,0,0,0,0,0,11
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,5,1,0,0,0,1,0,1,0,0,0,0,8
TOTORA(ORR),atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,9,6,8,10,7,26,12,0,0,0,0,0,78
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,1,0,0,1,2,6,2,0,0,0,0,0,12
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-07-01,0,0,3,5,0,0,1,1,2,0,0,0,0,0,12
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,3,3,1,2,0,2,2,0,0,0,0,0,13
AIQUILE,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,1,10,21,8,7,7,13,1,0,0,0,0,0,68
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,5,4,0,4,1,3,3,0,0,0,0,0,20
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,1,0,2,5,0,0,0,0,0,0,8
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,1,0,0,0,1,0,7,4,2,0,0,0,0,15
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,9,10,0,2,6,8,0,0,0,0,0,0,35
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,4,7,5,2,8,14,0,1,0,0,0,0,41
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,6,6,16,27,13,15,61,72,33,11,0,0,0,0,260
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,2,4,3,0,0,0,0,0,9
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,7,8,8,3,8,8,5,3,0,0,0,0,50
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,3,2,1,0,3,0,0,0,0,0,0,0,9
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,1,1,0,3,2,6,4,8,0,0,0,0,25
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,7,12,0,1,4,14,0,2,0,0,0,0,40
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,3,4,3,2,13,13,9,9,0,0,0,0,56
GENERAL SAAVEDRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,9,5,1,1,5,3,0,0,0,0,0,0,24
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,1,1,1,0,10,20,7,3,0,0,0,0,43
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,8,3,0,3,4,6,0,0,0,0,0,0,24
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,10,3,0,0,12,16,7,3,0,0,0,0,51
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,1,3,7,3,13,17,31,52,6,3,0,0,0,0,136
PAILON,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,3,9,1,0,4,19,4,0,0,0,0,0,40
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,13,10,71,71,43,56,65,116,61,37,0,0,0,0,543
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,4,0,0,0,0,0,1,0,0,0,0,0,0,5
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,3,0,0,1,1,1,0,0,0,0,0,6
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAIPINA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4
SAN BENITO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,3,2,4,4,4,0,0,0,0,0,17
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,7,0,24,17,4,9,18,31,9,13,0,0,0,0,132
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,1,6,8,3,8,6,11,0,0,0,0,0,0,43
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,1,1,3,6,0,0,1,12,2,0,0,0,0,0,26
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,5,3,16,14,3,6,18,40,2,1,0,0,0,0,108
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,2,0,6,2,4,2,5,8,8,9,0,0,0,0,46
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,5,1,1,0,2,2,1,0,0,0,0,0,12
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2023-08-01,0,4,3,5,1,2,6,2,1,0,0,0,0,0,24
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,2,3,0,0,1,4,2,0,0,0,0,0,12
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,2,3,9,27,3,9,4,27,7,4,0,0,0,0,95
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,1,7,1,4,0,0,0,0,0,13
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,1,2,8,4,0,1,2,14,4,1,0,0,0,0,37
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,4,0,0,3,3,0,0,0,0,0,0,10
CHAQUI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,3,4,0,1,4,6,0,1,0,0,0,0,19
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,1,4,4,5,40,29,4,3,0,0,0,0,90
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,4,3,2,0,0,0,0,0,9
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,2,2,2,2,0,3,1,0,0,0,0,0,0,12
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,2,0,0,0,4,2,5,0,0,0,0,13
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,4,9,0,1,7,4,4,0,0,0,0,0,29
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,1,1,4,1,2,1,11,26,7,0,0,0,0,0,54
GUANAY,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,1,0,5,6,0,0,4,2,0,0,0,0,0,0,18
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,2,3,50,47,25,26,64,139,20,21,0,0,0,0,397
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
OKINAWA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,1,0,1,3,4,5,3,22,2,5,0,0,0,0,46
OMEREQUE,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,4,2,3,2,7,14,29,54,11,11,0,0,0,0,137
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2023-09-01,3,10,65,50,36,36,62,120,49,24,0,0,0,0,455
