,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
QUILLACOLLO,atencion odontologica,medidas preventivas,2023-03-01,153,113,340,438,112,155,314,832,194,133,0,0,0,0,2784
QUIME,atencion odontologica,medidas preventivas,2023-03-01,10,21,33,38,14,4,56,23,6,1,0,0,0,0,206
QUIRUSILLAS,atencion odontologica,medidas preventivas,2023-03-01,0,0,4,11,3,2,2,6,0,1,0,0,0,0,29
RAVELO,atencion odontologica,medidas preventivas,2023-03-01,20,11,29,21,1,2,6,6,1,6,0,0,0,0,103
REYES,atencion odontologica,medidas preventivas,2023-03-01,1,0,16,6,0,3,19,48,12,1,0,0,0,0,106
RIBERALTA,atencion odontologica,medidas preventivas,2023-03-01,241,239,152,214,82,129,69,260,17,19,0,0,0,0,1422
ROBORE,atencion odontologica,medidas preventivas,2023-03-01,9,21,65,29,9,38,27,27,8,7,0,0,0,0,240
RURRENABAQUE,atencion odontologica,medidas preventivas,2023-03-01,18,17,36,32,9,3,28,49,10,4,0,0,0,0,206
SABAYA,atencion odontologica,medidas preventivas,2023-03-01,10,6,3,7,0,1,1,5,0,1,0,0,0,0,34
SACABA,atencion odontologica,medidas preventivas,2023-03-01,157,178,522,490,156,176,228,560,103,78,0,0,0,0,2648
SACABAMBA,atencion odontologica,medidas preventivas,2023-03-01,3,5,3,3,0,2,0,0,0,0,0,0,0,0,16
SACACA,atencion odontologica,medidas preventivas,2023-03-01,0,0,9,7,7,9,6,18,0,2,0,0,0,0,58
SAIPINA,atencion odontologica,medidas preventivas,2023-03-01,2,0,6,2,2,0,0,5,0,0,0,0,0,0,17
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2023-03-01,25,32,123,129,2,10,19,27,10,10,0,0,0,0,387
SAMAIPATA,atencion odontologica,medidas preventivas,2023-03-01,5,5,36,49,12,35,8,21,4,2,0,0,0,0,177
SAN AGUSTIN,atencion odontologica,medidas preventivas,2023-03-01,0,0,9,8,0,0,1,1,0,0,0,0,0,0,19
SAN ANDRES,atencion odontologica,medidas preventivas,2023-03-01,34,17,4,7,7,8,11,7,0,0,0,0,0,0,95
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2023-03-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,9
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2023-03-01,2,5,0,0,16,13,0,5,0,0,0,0,0,0,41
SAN BENITO,atencion odontologica,medidas preventivas,2023-03-01,1,10,4,18,0,4,3,14,6,1,0,0,0,0,61
SAN BORJA,atencion odontologica,medidas preventivas,2023-03-01,38,28,30,24,10,21,16,50,1,2,0,0,0,0,220
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2023-03-01,20,14,6,5,1,4,1,9,0,0,0,0,0,0,60
SAN CARLOS,atencion odontologica,medidas preventivas,2023-03-01,0,0,7,4,1,14,4,4,1,0,0,0,0,0,35
SAN IGNACIO,atencion odontologica,medidas preventivas,2023-03-01,14,13,53,28,22,3,10,13,1,1,0,0,0,0,158
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2023-03-01,0,2,10,11,3,8,11,35,7,1,0,0,0,0,88
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2023-03-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2023-03-01,36,33,103,112,0,40,0,14,0,0,0,0,0,0,338
SAN JOAQUIN,atencion odontologica,medidas preventivas,2023-03-01,4,1,4,11,0,1,0,7,0,0,0,0,0,0,28
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2023-03-01,4,0,0,1,1,1,1,2,1,0,0,0,0,0,11
SAN JULIAN,atencion odontologica,medidas preventivas,2023-03-01,149,166,167,145,12,22,10,85,5,2,0,0,0,0,763
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2023-03-01,30,32,20,20,0,12,0,10,0,0,0,0,0,0,124
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2023-03-01,16,23,46,49,2,7,11,54,2,7,0,0,0,0,217
SAN LUCAS,atencion odontologica,medidas preventivas,2023-03-01,31,39,19,37,3,6,1,20,0,0,0,0,0,0,156
SAN MATIAS,atencion odontologica,medidas preventivas,2023-03-01,38,43,15,13,2,6,7,44,5,5,0,0,0,0,178
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2023-03-01,3,2,45,9,29,7,7,89,7,3,0,0,0,0,201
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2023-03-01,7,4,22,12,0,0,4,3,0,0,0,0,0,0,52
SAN PEDRO,atencion odontologica,medidas preventivas,2023-03-01,12,11,17,16,7,18,7,18,0,1,0,0,0,0,107
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2023-03-01,5,6,68,59,13,23,6,28,2,1,0,0,0,0,211
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2023-03-01,4,2,22,27,25,23,1,1,0,0,0,0,0,0,105
SAN PEDRO DE MACHA,atencion odontologica,medidas preventivas,2023-03-01,15,24,14,32,11,49,18,46,6,5,0,0,0,0,220
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2023-03-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2023-03-01,21,10,83,66,25,39,8,16,9,19,0,0,0,0,296
SAN RAFAEL,atencion odontologica,medidas preventivas,2023-03-01,6,8,24,43,12,16,20,64,3,3,0,0,0,0,199
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2023-03-01,99,106,2,0,4,1,1,4,1,0,0,0,0,0,218
SANTA ANA,atencion odontologica,medidas preventivas,2023-03-01,3,2,10,26,17,17,35,17,2,1,0,0,0,0,130
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2023-03-01,1881,1996,1688,1887,425,729,1782,3539,647,566,0,0,0,0,15140
SANTA ROSA,atencion odontologica,medidas preventivas,2023-03-01,2,6,5,4,7,1,2,5,1,0,0,0,0,0,33
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2023-03-01,61,70,8,12,2,9,18,54,1,2,0,0,0,0,237
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2023-03-01,4,6,23,18,0,8,2,21,2,1,0,0,0,0,85
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2023-03-01,37,22,71,71,13,19,8,23,8,7,0,0,0,0,279
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2023-03-01,5,8,15,14,0,16,6,31,3,1,0,0,0,0,99
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2023-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTIVAÑES,atencion odontologica,medidas preventivas,2023-03-01,9,5,23,28,2,10,8,37,2,12,0,0,0,0,136
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2023-03-01,23,13,24,37,0,5,0,8,2,2,0,0,0,0,114
SAPAHAQUI,atencion odontologica,medidas preventivas,2023-03-01,15,11,10,5,0,2,4,8,0,0,0,0,0,0,55
SENA,atencion odontologica,medidas preventivas,2023-03-01,45,56,6,10,0,9,1,22,0,0,0,0,0,0,149
SHINAOTA,atencion odontologica,medidas preventivas,2023-03-01,9,8,33,21,10,12,28,50,3,1,0,0,0,0,175
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2023-03-01,4,5,20,7,1,0,4,1,0,0,0,0,0,0,42
SICAYA,atencion odontologica,medidas preventivas,2023-03-01,0,0,2,0,1,1,0,0,1,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,medidas preventivas,2023-03-01,50,66,198,217,7,18,22,95,7,11,0,0,0,0,691
SOPACHUY,atencion odontologica,medidas preventivas,2023-03-01,0,9,12,11,5,6,0,0,0,0,0,0,0,0,43
SORACACHI,atencion odontologica,medidas preventivas,2023-03-01,70,72,247,292,13,34,13,20,22,15,0,0,0,0,798
SORATA,atencion odontologica,medidas preventivas,2023-03-01,24,34,153,124,3,9,6,18,1,1,0,0,0,0,373
SUCRE,atencion odontologica,medidas preventivas,2023-03-01,324,450,757,651,112,141,292,534,63,65,0,0,0,0,3389
TACACHI,atencion odontologica,medidas preventivas,2023-03-01,6,0,8,12,0,0,0,1,0,1,0,0,0,0,28
TACACOMA,atencion odontologica,medidas preventivas,2023-03-01,1,1,3,3,0,0,1,0,0,0,0,0,0,0,9
TACOBAMBA,atencion odontologica,medidas preventivas,2023-03-01,25,24,14,11,8,17,5,36,2,2,0,0,0,0,144
TACOPAYA,atencion odontologica,medidas preventivas,2023-03-01,0,1,4,5,4,1,2,6,12,12,0,0,0,0,47
TAHUA,atencion odontologica,medidas preventivas,2023-03-01,0,0,10,13,0,0,0,0,0,0,0,0,0,0,23
TAPACARI,atencion odontologica,medidas preventivas,2023-03-01,18,19,37,48,16,29,32,67,31,25,0,0,0,0,322
TARABUCO,atencion odontologica,medidas preventivas,2023-03-01,18,14,30,18,0,2,0,6,0,0,0,0,0,0,88
TARACO,atencion odontologica,medidas preventivas,2023-03-01,15,18,10,29,1,5,5,15,8,5,0,0,0,0,111
TARATA,atencion odontologica,medidas preventivas,2023-03-01,1,2,10,8,2,2,1,7,1,1,0,0,0,0,35
TARIJA,atencion odontologica,medidas preventivas,2023-03-01,51,84,249,298,97,126,157,350,62,40,0,0,0,0,1514
TARVITA,atencion odontologica,medidas preventivas,2023-03-01,90,83,32,37,1,10,4,11,0,1,0,0,0,0,269
TEOPONTE,atencion odontologica,medidas preventivas,2023-03-01,15,14,22,5,11,6,10,9,4,2,0,0,0,0,98
TIAHUANACU,atencion odontologica,medidas preventivas,2023-03-01,9,10,20,18,2,7,6,26,4,1,0,0,0,0,103
TINGUIPAYA,atencion odontologica,medidas preventivas,2023-03-01,33,23,15,33,3,14,10,15,12,12,0,0,0,0,170
TIPUANI,atencion odontologica,medidas preventivas,2023-03-01,7,5,118,108,1,2,0,0,0,1,0,0,0,0,242
TIQUIPAYA,atencion odontologica,medidas preventivas,2023-03-01,121,133,238,315,44,77,55,178,10,12,0,0,0,0,1183
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2023-03-01,21,22,30,30,9,17,17,52,11,11,0,0,0,0,220
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2023-03-01,0,0,3,16,0,3,2,0,0,0,0,0,0,0,24
TOCO,atencion odontologica,medidas preventivas,2023-03-01,10,13,62,35,2,4,1,6,0,0,0,0,0,0,133
TODOS SANTOS,atencion odontologica,medidas preventivas,2023-03-01,1,0,3,7,0,1,0,2,0,0,0,0,0,0,14
TOLATA,atencion odontologica,medidas preventivas,2023-03-01,15,12,17,17,6,7,3,19,2,4,0,0,0,0,102
TOLEDO,atencion odontologica,medidas preventivas,2023-03-01,2,5,17,15,2,0,4,1,2,2,0,0,0,0,50
TOMAVE,atencion odontologica,medidas preventivas,2023-03-01,14,15,2,5,0,0,2,6,9,3,0,0,0,0,56
TOMINA,atencion odontologica,medidas preventivas,2023-03-01,16,31,62,42,4,8,6,6,2,0,0,0,0,0,177
TORO TORO,atencion odontologica,medidas preventivas,2023-03-01,5,9,11,0,1,3,2,3,0,0,0,0,0,0,34
TOTORA(CBBA),atencion odontologica,medidas preventivas,2023-03-01,8,4,70,100,8,15,3,15,1,2,0,0,0,0,226
TOTORA(ORR),atencion odontologica,medidas preventivas,2023-03-01,2,9,0,6,4,3,0,2,0,0,0,0,0,0,26
TRIGAL,atencion odontologica,medidas preventivas,2023-03-01,2,3,4,3,7,2,0,0,0,0,0,0,0,0,21
TRINIDAD,atencion odontologica,medidas preventivas,2023-03-01,131,120,162,176,64,77,103,199,23,11,0,0,0,0,1066
TUPIZA,atencion odontologica,medidas preventivas,2023-03-01,63,80,121,142,35,66,208,353,156,156,0,0,0,0,1380
TURCO,atencion odontologica,medidas preventivas,2023-03-01,3,9,16,16,3,3,2,9,8,2,0,0,0,0,71
UMALA,atencion odontologica,medidas preventivas,2023-03-01,5,12,12,23,2,6,7,17,6,3,0,0,0,0,93
UNCIA,atencion odontologica,medidas preventivas,2023-03-01,31,48,60,94,15,60,40,51,12,13,0,0,0,0,424
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2023-03-01,29,20,28,47,1,11,7,20,0,0,0,0,0,0,163
URUBICHA,atencion odontologica,medidas preventivas,2023-03-01,9,10,8,5,2,3,0,5,0,0,0,0,0,0,42
UYUNI,atencion odontologica,medidas preventivas,2023-03-01,30,41,107,71,29,37,46,76,22,17,0,0,0,0,476
VACAS,atencion odontologica,medidas preventivas,2023-03-01,19,8,6,20,4,9,8,17,1,3,0,0,0,0,95
VALLEGRANDE,atencion odontologica,medidas preventivas,2023-03-01,41,61,66,87,40,23,99,141,18,21,0,0,0,0,597
VIACHA,atencion odontologica,medidas preventivas,2023-03-01,152,166,168,212,39,53,109,174,27,20,0,0,0,0,1120
VILA VILA,atencion odontologica,medidas preventivas,2023-03-01,2,6,23,30,1,9,5,12,0,2,0,0,0,0,90
VILLA CHARCAS,atencion odontologica,medidas preventivas,2023-03-01,82,76,29,31,4,12,13,50,1,2,0,0,0,0,300
VILLA MONTES,atencion odontologica,medidas preventivas,2023-03-01,21,52,149,131,115,30,151,212,48,19,0,0,0,0,928
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2023-03-01,2,4,0,0,0,2,0,0,0,0,0,0,0,0,8
VILLA RIVERO,atencion odontologica,medidas preventivas,2023-03-01,8,7,5,3,3,4,12,34,4,3,0,0,0,0,83
VILLA SERRANO,atencion odontologica,medidas preventivas,2023-03-01,27,15,16,42,2,4,7,21,0,0,0,0,0,0,134
VILLA TUNARI,atencion odontologica,medidas preventivas,2023-03-01,38,22,94,67,31,16,75,211,10,2,0,0,0,0,566
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2023-03-01,19,30,42,45,5,21,7,30,3,5,0,0,0,0,207
VILLAZON,atencion odontologica,medidas preventivas,2023-03-01,186,130,40,56,1,9,13,32,14,5,0,0,0,0,486
VINTO,atencion odontologica,medidas preventivas,2023-03-01,61,66,126,112,25,66,35,109,4,10,0,0,0,0,614
VITICHI,atencion odontologica,medidas preventivas,2023-03-01,1,4,20,8,0,1,6,13,2,1,0,0,0,0,56
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2023-03-01,6,0,0,0,1,0,0,2,0,0,0,0,0,0,9
WARNES,atencion odontologica,medidas preventivas,2023-03-01,26,20,73,49,14,19,10,21,0,2,0,0,0,0,234
YACO,atencion odontologica,medidas preventivas,2023-03-01,26,34,19,40,11,5,1,1,1,1,0,0,0,0,139
YACUIBA,atencion odontologica,medidas preventivas,2023-03-01,23,42,159,169,15,39,142,198,53,6,0,0,0,0,846
YAMPARAEZ,atencion odontologica,medidas preventivas,2023-03-01,57,21,29,22,0,0,0,2,0,0,0,0,0,0,131
YANACACHI,atencion odontologica,medidas preventivas,2023-03-01,0,1,5,0,1,3,6,12,0,1,0,0,0,0,29
YAPACANI,atencion odontologica,medidas preventivas,2023-03-01,32,79,45,57,16,45,37,95,9,6,0,0,0,0,421
YOCALLA,atencion odontologica,medidas preventivas,2023-03-01,26,38,43,56,3,25,11,47,12,20,0,0,0,0,281
YOTALA,atencion odontologica,medidas preventivas,2023-03-01,32,39,29,34,5,2,7,26,2,3,0,0,0,0,179
YUNCHARA,atencion odontologica,medidas preventivas,2023-03-01,3,3,35,26,1,1,2,1,0,0,0,0,0,0,72
YUNGUYO DE LITORAL,atencion odontologica,medidas preventivas,2023-03-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,medidas preventivas,2023-03-01,6,9,5,36,0,3,0,0,0,0,0,0,0,0,59
ACACIO,atencion odontologica,medidas preventivas,2023-04-01,24,11,88,124,0,4,2,3,0,0,0,0,0,0,256
ACHACACHI,atencion odontologica,medidas preventivas,2023-04-01,23,27,77,43,6,9,8,26,1,2,0,0,0,0,222
ACHOCALLA,atencion odontologica,medidas preventivas,2023-04-01,97,104,90,86,9,11,17,51,5,9,0,0,0,0,479
AIQUILE,atencion odontologica,medidas preventivas,2023-04-01,9,29,157,73,43,54,88,210,17,31,0,0,0,0,711
ALALAY,atencion odontologica,medidas preventivas,2023-04-01,0,0,1,0,3,7,1,1,1,0,0,0,0,0,14
ALCALA,atencion odontologica,medidas preventivas,2023-04-01,28,15,9,9,1,4,3,6,4,8,0,0,0,0,87
ALTO BENI,atencion odontologica,medidas preventivas,2023-04-01,12,13,12,22,2,7,5,8,0,0,0,0,0,0,81
ANCORAIMES,atencion odontologica,medidas preventivas,2023-04-01,2,2,5,15,0,0,2,1,0,0,0,0,0,0,27
ANDAMARCA,atencion odontologica,medidas preventivas,2023-04-01,10,4,34,70,0,5,0,8,5,2,0,0,0,0,138
ANTEQUERA,atencion odontologica,medidas preventivas,2023-04-01,5,20,38,17,14,7,0,0,0,0,0,0,0,0,101
ANZALDO,atencion odontologica,medidas preventivas,2023-04-01,4,0,17,42,1,2,1,9,3,0,0,0,0,0,79
APOLO,atencion odontologica,medidas preventivas,2023-04-01,5,8,61,55,4,0,5,20,0,0,0,0,0,0,158
ARAMPAMPA,atencion odontologica,medidas preventivas,2023-04-01,8,2,6,4,1,1,2,9,0,1,0,0,0,0,34
ARANI,atencion odontologica,medidas preventivas,2023-04-01,4,5,16,29,0,2,13,3,0,0,0,0,0,0,72
ARBIETO,atencion odontologica,medidas preventivas,2023-04-01,53,62,104,102,14,17,42,77,7,3,0,0,0,0,481
ARQUE,atencion odontologica,medidas preventivas,2023-04-01,15,32,76,19,18,16,16,26,5,4,0,0,0,0,227
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2023-04-01,69,94,22,43,3,7,14,51,6,4,0,0,0,0,313
ATOCHA,atencion odontologica,medidas preventivas,2023-04-01,10,13,154,180,21,66,102,118,5,15,0,0,0,0,684
AUCAPATA,atencion odontologica,medidas preventivas,2023-04-01,6,13,2,7,0,1,0,0,0,0,0,0,0,0,29
AYATA,atencion odontologica,medidas preventivas,2023-04-01,14,21,23,19,1,10,7,14,5,2,0,0,0,0,116
AYO AYO,atencion odontologica,medidas preventivas,2023-04-01,0,2,3,0,0,0,0,4,1,4,0,0,0,0,14
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2023-04-01,30,38,140,196,47,71,81,147,15,7,0,0,0,0,772
AZURDUY,atencion odontologica,medidas preventivas,2023-04-01,0,13,0,22,4,1,1,11,2,0,0,0,0,0,54
BATALLAS,atencion odontologica,medidas preventivas,2023-04-01,7,14,11,13,1,4,0,2,0,0,0,0,0,0,52
BAURES,atencion odontologica,medidas preventivas,2023-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2023-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2023-04-01,0,3,0,1,2,0,0,7,2,4,0,0,0,0,19
BELLA FLOR,atencion odontologica,medidas preventivas,2023-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,medidas preventivas,2023-04-01,9,14,58,80,14,28,33,80,4,11,0,0,0,0,331
BETANZOS,atencion odontologica,medidas preventivas,2023-04-01,52,50,31,45,2,8,4,18,1,1,0,0,0,0,212
BOLIVAR,atencion odontologica,medidas preventivas,2023-04-01,0,1,1,2,1,3,1,6,3,3,0,0,0,0,21
BOLPEBRA,atencion odontologica,medidas preventivas,2023-04-01,0,1,2,1,0,1,0,0,0,0,0,0,0,0,5
BOYUIBE,atencion odontologica,medidas preventivas,2023-04-01,1,0,1,0,0,0,0,4,1,3,0,0,0,0,10
BUENA VISTA,atencion odontologica,medidas preventivas,2023-04-01,15,12,17,18,0,10,1,4,1,0,0,0,0,0,78
CABEZAS,atencion odontologica,medidas preventivas,2023-04-01,71,50,26,41,0,6,1,30,0,0,0,0,0,0,225
CAIROMA,atencion odontologica,medidas preventivas,2023-04-01,34,14,51,23,11,21,42,44,1,2,0,0,0,0,243
"CAIZA ""D""",atencion odontologica,medidas preventivas,2023-04-01,12,1,17,16,1,12,1,10,1,0,0,0,0,0,71
CAJUATA,atencion odontologica,medidas preventivas,2023-04-01,16,13,52,72,11,9,5,18,0,0,0,0,0,0,196
CALACOTO,atencion odontologica,medidas preventivas,2023-04-01,0,3,7,0,3,2,0,0,0,0,0,0,0,0,15
CALAMARCA,atencion odontologica,medidas preventivas,2023-04-01,17,16,10,9,5,5,10,19,0,1,0,0,0,0,92
CAMARGO,atencion odontologica,medidas preventivas,2023-04-01,8,8,40,34,10,2,3,11,0,0,0,0,0,0,116
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2023-04-01,1,0,2,4,0,0,0,2,0,0,0,0,0,0,9
CAMIRI,atencion odontologica,medidas preventivas,2023-04-01,39,13,44,57,6,12,29,65,18,47,0,0,0,0,330
CAPINOTA,atencion odontologica,medidas preventivas,2023-04-01,39,40,39,45,15,12,60,136,25,18,0,0,0,0,429
CAQUIAVIRI,atencion odontologica,medidas preventivas,2023-04-01,23,9,6,7,0,0,4,5,0,0,0,0,0,0,54
CARACOLLO,atencion odontologica,medidas preventivas,2023-04-01,33,29,53,83,13,39,35,105,17,15,0,0,0,0,422
CARANAVI,atencion odontologica,medidas preventivas,2023-04-01,37,49,110,139,20,19,34,49,2,2,0,0,0,0,461
CARANGAS,atencion odontologica,medidas preventivas,2023-04-01,0,1,1,3,0,0,0,2,1,0,0,0,0,0,8
CARAPARI,atencion odontologica,medidas preventivas,2023-04-01,19,15,76,95,6,9,39,58,3,9,0,0,0,0,329
CARIPUYO,atencion odontologica,medidas preventivas,2023-04-01,1,6,5,5,0,4,0,9,0,0,0,0,0,0,30
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2023-04-01,5,21,6,12,0,0,0,0,0,0,0,0,0,0,44
CATACORA,atencion odontologica,medidas preventivas,2023-04-01,1,2,0,2,0,1,1,4,0,1,0,0,0,0,12
CHACARILLA,atencion odontologica,medidas preventivas,2023-04-01,3,4,25,17,0,2,3,6,6,5,0,0,0,0,71
CHALLAPATA,atencion odontologica,medidas preventivas,2023-04-01,36,66,63,85,11,15,10,14,3,0,0,0,0,0,303
CHAQUI,atencion odontologica,medidas preventivas,2023-04-01,32,36,53,42,3,11,3,11,3,2,0,0,0,0,196
CHARAGUA,atencion odontologica,medidas preventivas,2023-04-01,27,24,16,6,4,6,5,12,0,0,0,0,0,0,100
CHAYANTA,atencion odontologica,medidas preventivas,2023-04-01,47,65,52,67,7,11,15,20,3,6,0,0,0,0,293
CHIMORE,atencion odontologica,medidas preventivas,2023-04-01,11,17,55,49,15,27,10,29,2,0,0,0,0,0,215
CHIPAYA,atencion odontologica,medidas preventivas,2023-04-01,8,7,14,9,8,6,0,4,1,0,0,0,0,0,57
CHOQUE COTA,atencion odontologica,medidas preventivas,2023-04-01,13,12,0,0,0,4,6,17,2,0,0,0,0,0,54
CHUA COCANI,atencion odontologica,medidas preventivas,2023-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2023-04-01,19,26,127,186,10,9,5,11,0,0,0,0,0,0,393
CHUMA,atencion odontologica,medidas preventivas,2023-04-01,17,20,33,26,4,4,6,5,2,1,0,0,0,0,118
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2023-04-01,3,1,18,51,6,3,11,21,1,2,0,0,0,0,117
CKOCHAS,atencion odontologica,medidas preventivas,2023-04-01,8,9,15,24,4,6,8,19,4,3,0,0,0,0,100
CLIZA,atencion odontologica,medidas preventivas,2023-04-01,7,9,52,71,6,13,7,19,2,6,0,0,0,0,192
COBIJA,atencion odontologica,medidas preventivas,2023-04-01,213,224,125,115,27,67,92,276,19,20,0,0,0,0,1178
COCAPATA,atencion odontologica,medidas preventivas,2023-04-01,13,35,16,19,6,16,10,32,2,1,0,0,0,0,150
COCHABAMBA,atencion odontologica,medidas preventivas,2023-04-01,605,630,1639,1764,670,894,2082,3655,1061,838,0,0,0,0,13838
COIPASA,atencion odontologica,medidas preventivas,2023-04-01,2,0,4,9,2,4,3,3,3,0,0,0,0,0,30
COLCAPIRHUA,atencion odontologica,medidas preventivas,2023-04-01,9,21,53,85,9,13,76,168,4,8,0,0,0,0,446
"COLCHA ""K""",atencion odontologica,medidas preventivas,2023-04-01,3,26,41,52,2,9,7,25,1,6,0,0,0,0,172
COLLANA,atencion odontologica,medidas preventivas,2023-04-01,1,5,6,14,2,2,0,3,0,0,0,0,0,0,33
COLOMI,atencion odontologica,medidas preventivas,2023-04-01,25,27,85,74,15,20,17,43,4,8,0,0,0,0,318
COLPA BELGICA,atencion odontologica,medidas preventivas,2023-04-01,6,8,14,4,12,14,24,38,2,0,0,0,0,0,122
COLQUECHACA,atencion odontologica,medidas preventivas,2023-04-01,2,9,8,12,9,7,6,3,1,6,0,0,0,0,63
COLQUENCHA,atencion odontologica,medidas preventivas,2023-04-01,26,37,97,50,14,14,8,39,2,0,0,0,0,0,287
COLQUIRI,atencion odontologica,medidas preventivas,2023-04-01,29,14,37,40,8,10,27,35,6,12,0,0,0,0,218
COMANCHE,atencion odontologica,medidas preventivas,2023-04-01,1,4,21,17,1,1,1,2,0,0,0,0,0,0,48
COMARAPA,atencion odontologica,medidas preventivas,2023-04-01,9,8,25,19,3,6,9,19,4,1,0,0,0,0,103
CONCEPCION,atencion odontologica,medidas preventivas,2023-04-01,6,13,9,7,1,2,0,3,0,0,0,0,0,0,41
COPACABANA,atencion odontologica,medidas preventivas,2023-04-01,6,10,34,24,8,4,16,14,8,3,0,0,0,0,127
CORIPATA,atencion odontologica,medidas preventivas,2023-04-01,33,17,38,41,5,3,5,8,0,0,0,0,0,0,150
CORO CORO,atencion odontologica,medidas preventivas,2023-04-01,18,22,118,157,29,57,76,64,4,5,0,0,0,0,550
COROICO,atencion odontologica,medidas preventivas,2023-04-01,15,25,44,48,7,7,6,13,1,2,0,0,0,0,168
CORQUE,atencion odontologica,medidas preventivas,2023-04-01,5,11,71,75,2,8,7,27,3,8,0,0,0,0,217
COTAGAITA,atencion odontologica,medidas preventivas,2023-04-01,43,46,116,96,27,34,52,82,11,22,0,0,0,0,529
COTOCA,atencion odontologica,medidas preventivas,2023-04-01,19,10,8,5,1,2,1,7,0,1,0,0,0,0,54
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2023-04-01,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2023-04-01,36,47,25,43,1,14,6,16,20,1,0,0,0,0,209
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2023-04-01,3,8,39,35,1,2,11,16,1,4,0,0,0,0,120
