,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
SAN JAVIER(STC),atencion odontologica,primera consulta,2023-03-01,12,5,16,17,7,4,6,24,3,1,0,14,0,3,112
SAN JOAQUIN,atencion odontologica,primera consulta,2023-03-01,9,2,21,34,3,8,7,29,5,0,0,1,0,7,126
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2023-03-01,0,0,6,12,5,9,15,64,6,22,0,14,0,3,156
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2023-03-01,2,2,11,9,5,4,3,19,5,5,0,3,0,0,68
SAN JULIAN,atencion odontologica,primera consulta,2023-03-01,60,60,56,58,16,27,54,154,13,8,0,49,0,5,560
SAN LORENZO(PND),atencion odontologica,primera consulta,2023-03-01,14,15,15,10,1,6,6,13,1,1,0,12,0,0,94
SAN LORENZO(TJA),atencion odontologica,primera consulta,2023-03-01,22,27,61,73,19,26,74,213,8,19,0,6,0,1,549
SAN LUCAS,atencion odontologica,primera consulta,2023-03-01,35,40,33,46,18,30,40,113,7,8,0,17,0,1,388
SAN MATIAS,atencion odontologica,primera consulta,2023-03-01,31,33,20,20,6,8,21,72,9,9,0,36,0,11,276
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2023-03-01,13,13,16,22,10,14,22,69,9,4,0,21,0,0,213
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2023-03-01,8,5,16,12,4,7,7,23,0,3,0,2,0,0,87
SAN PEDRO,atencion odontologica,primera consulta,2023-03-01,36,24,28,22,17,22,28,98,3,6,0,18,0,10,312
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2023-03-01,42,42,135,121,16,48,75,132,20,22,0,33,0,9,695
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2023-03-01,4,7,39,41,28,24,9,26,2,4,0,0,0,0,184
SAN PEDRO DE MACHA,atencion odontologica,primera consulta,2023-03-01,42,38,68,92,40,58,63,149,39,39,0,25,0,2,655
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2023-03-01,0,0,2,1,1,1,5,3,0,0,0,0,0,0,13
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2023-03-01,18,9,72,66,24,42,24,48,9,25,0,4,0,0,341
SAN RAFAEL,atencion odontologica,primera consulta,2023-03-01,3,4,10,19,4,6,6,20,1,1,0,0,0,0,74
SAN RAMON BENI,atencion odontologica,primera consulta,2023-03-01,1,1,1,3,1,7,9,14,1,1,0,0,0,0,39
SAN RAMON SCZ,atencion odontologica,primera consulta,2023-03-01,101,109,58,89,41,97,22,44,13,9,0,17,0,5,605
SANTA ANA,atencion odontologica,primera consulta,2023-03-01,2,3,14,8,2,5,12,25,0,0,0,2,0,14,87
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2023-03-01,1303,1305,1305,1434,351,725,1278,4300,510,462,0,1313,0,113,14399
SANTA ROSA,atencion odontologica,primera consulta,2023-03-01,2,6,14,7,9,1,7,20,2,0,0,1,0,0,69
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2023-03-01,22,30,21,14,6,14,26,44,2,5,0,3,0,0,187
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2023-03-01,1,1,13,9,3,8,5,15,5,1,0,7,0,1,69
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2023-03-01,16,18,36,44,16,17,30,57,17,20,0,8,0,0,279
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2023-03-01,2,5,11,15,4,15,9,34,11,10,0,19,0,0,135
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2023-03-01,4,1,4,4,2,10,9,15,5,5,0,0,0,0,59
SANTIVAÑES,atencion odontologica,primera consulta,2023-03-01,6,4,14,22,0,11,12,38,3,15,0,4,0,2,131
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2023-03-01,15,8,16,20,3,6,5,22,10,16,0,2,0,1,124
SAPAHAQUI,atencion odontologica,primera consulta,2023-03-01,15,12,12,13,6,11,33,43,11,9,0,4,0,0,169
SENA,atencion odontologica,primera consulta,2023-03-01,24,29,14,21,3,16,13,34,4,1,0,12,0,6,177
SHINAOTA,atencion odontologica,primera consulta,2023-03-01,8,10,23,15,9,10,16,46,3,1,0,12,0,6,159
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2023-03-01,8,13,36,30,9,15,30,59,36,27,0,3,0,1,267
SICAYA,atencion odontologica,primera consulta,2023-03-01,1,1,7,13,3,5,6,32,2,1,0,1,0,0,72
SIPE SIPE,atencion odontologica,primera consulta,2023-03-01,40,44,79,81,7,25,35,148,12,16,0,1,0,0,488
SOPACHUY,atencion odontologica,primera consulta,2023-03-01,7,5,3,4,1,4,3,15,1,1,0,5,0,0,49
SORACACHI,atencion odontologica,primera consulta,2023-03-01,61,67,253,282,7,25,29,59,56,43,0,13,0,0,895
SORATA,atencion odontologica,primera consulta,2023-03-01,18,21,71,52,9,16,53,54,20,15,0,11,0,1,341
SUCRE,atencion odontologica,primera consulta,2023-03-01,391,407,418,478,142,261,575,1408,146,110,0,370,0,17,4723
TACACHI,atencion odontologica,primera consulta,2023-03-01,2,0,4,3,0,0,1,2,0,2,0,0,0,0,14
TACACOMA,atencion odontologica,primera consulta,2023-03-01,2,3,7,7,1,3,13,26,2,1,0,4,0,0,69
TACOBAMBA,atencion odontologica,primera consulta,2023-03-01,30,26,18,19,11,17,16,58,4,7,0,11,0,2,219
TACOPAYA,atencion odontologica,primera consulta,2023-03-01,2,1,8,7,7,13,11,29,17,21,0,1,0,0,117
TAHUA,atencion odontologica,primera consulta,2023-03-01,1,1,12,15,0,1,0,5,1,0,0,0,0,0,36
TAPACARI,atencion odontologica,primera consulta,2023-03-01,15,14,33,39,14,30,39,88,39,30,0,4,0,8,353
TARABUCO,atencion odontologica,primera consulta,2023-03-01,11,12,35,25,10,22,28,64,15,12,0,15,0,0,249
TARACO,atencion odontologica,primera consulta,2023-03-01,12,13,13,20,4,8,14,28,28,15,0,5,0,4,164
TARATA,atencion odontologica,primera consulta,2023-03-01,5,5,11,13,3,8,13,36,2,9,0,0,0,0,105
TARIJA,atencion odontologica,primera consulta,2023-03-01,123,132,481,558,170,289,558,1370,158,124,0,242,0,3,4208
TARVITA,atencion odontologica,primera consulta,2023-03-01,48,45,45,43,13,25,24,68,12,6,0,14,0,0,343
TEOPONTE,atencion odontologica,primera consulta,2023-03-01,2,2,14,8,3,7,11,14,5,1,0,0,0,0,67
TIAHUANACU,atencion odontologica,primera consulta,2023-03-01,14,13,25,21,5,11,22,60,22,11,0,6,0,1,211
TINGUIPAYA,atencion odontologica,primera consulta,2023-03-01,20,16,24,34,6,18,42,64,41,37,0,5,0,7,314
TIPUANI,atencion odontologica,primera consulta,2023-03-01,6,4,104,98,2,1,5,7,1,5,0,0,0,0,233
TIQUIPAYA,atencion odontologica,primera consulta,2023-03-01,53,54,107,120,20,57,66,189,15,11,0,10,0,12,714
TIRAQUE (CBBA),atencion odontologica,primera consulta,2023-03-01,12,10,20,23,7,18,19,55,13,16,0,6,0,3,202
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2023-03-01,1,1,7,7,1,9,6,14,8,2,0,0,0,0,56
TOCO,atencion odontologica,primera consulta,2023-03-01,10,9,32,29,0,3,6,20,3,6,0,3,0,1,122
TODOS SANTOS,atencion odontologica,primera consulta,2023-03-01,1,0,5,6,0,2,2,2,0,0,0,0,0,0,18
TOLATA,atencion odontologica,primera consulta,2023-03-01,5,8,8,9,1,6,9,19,2,8,0,1,0,3,79
TOLEDO,atencion odontologica,primera consulta,2023-03-01,4,5,29,44,15,14,14,29,3,6,0,3,0,0,166
TOMAVE,atencion odontologica,primera consulta,2023-03-01,9,14,12,19,4,3,19,42,14,8,0,6,0,2,152
TOMINA,atencion odontologica,primera consulta,2023-03-01,11,18,33,31,4,17,35,59,6,7,0,9,0,0,230
TORO TORO,atencion odontologica,primera consulta,2023-03-01,1,7,14,15,10,23,24,56,12,8,0,15,0,10,195
TOTORA(CBBA),atencion odontologica,primera consulta,2023-03-01,14,12,23,14,10,26,27,69,7,6,0,10,0,7,225
TOTORA(ORR),atencion odontologica,primera consulta,2023-03-01,3,3,10,7,6,7,1,5,3,2,0,4,0,0,51
TRIGAL,atencion odontologica,primera consulta,2023-03-01,7,7,3,5,1,1,6,16,3,1,0,3,0,0,53
TRINIDAD,atencion odontologica,primera consulta,2023-03-01,120,106,165,134,55,85,179,431,60,57,0,83,0,4,1479
TUPIZA,atencion odontologica,primera consulta,2023-03-01,49,46,89,89,28,50,109,328,66,79,0,84,0,7,1024
TURCO,atencion odontologica,primera consulta,2023-03-01,3,3,18,15,5,19,15,40,12,8,0,1,0,0,139
UMALA,atencion odontologica,primera consulta,2023-03-01,7,7,9,14,3,5,10,24,8,2,0,2,0,0,91
UNCIA,atencion odontologica,primera consulta,2023-03-01,18,18,46,53,15,35,56,147,22,21,0,26,0,3,460
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2023-03-01,36,32,66,87,15,37,70,170,12,16,0,21,0,8,570
URUBICHA,atencion odontologica,primera consulta,2023-03-01,20,17,18,20,5,7,11,30,1,7,0,4,0,0,140
UYUNI,atencion odontologica,primera consulta,2023-03-01,16,23,46,52,18,26,63,112,22,15,0,3,0,2,398
VACAS,atencion odontologica,primera consulta,2023-03-01,8,5,11,13,9,9,19,37,7,14,0,0,0,2,134
VALLEGRANDE,atencion odontologica,primera consulta,2023-03-01,36,55,57,52,7,19,41,104,35,29,0,8,0,2,445
VIACHA,atencion odontologica,primera consulta,2023-03-01,61,66,110,108,24,45,62,215,15,29,0,40,0,8,783
VILA VILA,atencion odontologica,primera consulta,2023-03-01,1,3,8,16,1,3,7,13,0,2,0,0,0,0,54
VILLA CHARCAS,atencion odontologica,primera consulta,2023-03-01,59,50,22,12,5,14,16,73,1,3,0,18,0,0,273
VILLA MONTES,atencion odontologica,primera consulta,2023-03-01,8,23,61,83,42,67,113,243,18,11,0,24,0,2,695
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2023-03-01,2,8,2,3,2,3,2,9,0,0,0,1,0,5,37
VILLA RIVERO,atencion odontologica,primera consulta,2023-03-01,3,2,5,3,3,5,11,34,4,5,0,2,0,3,80
VILLA SERRANO,atencion odontologica,primera consulta,2023-03-01,9,6,9,19,5,6,12,30,2,0,0,6,0,0,104
VILLA TUNARI,atencion odontologica,primera consulta,2023-03-01,33,46,110,113,26,56,92,200,16,9,0,10,0,6,717
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2023-03-01,9,19,29,28,8,20,17,49,5,2,0,9,0,2,197
VILLAZON,atencion odontologica,primera consulta,2023-03-01,75,64,134,98,10,32,53,172,23,23,0,72,0,7,763
VINTO,atencion odontologica,primera consulta,2023-03-01,26,27,69,43,11,31,46,103,6,9,0,2,0,0,373
VITICHI,atencion odontologica,primera consulta,2023-03-01,3,4,38,26,7,10,20,52,8,15,0,7,0,0,190
WALDO BALLIVIAN,atencion odontologica,primera consulta,2023-03-01,2,2,7,12,4,8,10,27,1,0,0,2,0,1,76
WARNES,atencion odontologica,primera consulta,2023-03-01,28,21,87,85,11,27,42,93,7,6,0,9,0,1,417
YACO,atencion odontologica,primera consulta,2023-03-01,19,24,29,30,11,12,6,25,5,4,0,8,0,0,173
YACUIBA,atencion odontologica,primera consulta,2023-03-01,43,71,109,134,30,60,137,327,35,18,0,44,0,0,1008
YAMPARAEZ,atencion odontologica,primera consulta,2023-03-01,38,31,72,79,36,41,46,66,4,2,0,9,0,0,424
YANACACHI,atencion odontologica,primera consulta,2023-03-01,0,1,5,4,2,3,8,18,2,1,0,0,0,0,44
YAPACANI,atencion odontologica,primera consulta,2023-03-01,28,36,58,69,25,50,64,109,14,9,0,4,0,2,468
YOCALLA,atencion odontologica,primera consulta,2023-03-01,10,10,31,34,3,8,14,49,14,20,0,4,0,2,199
YOTALA,atencion odontologica,primera consulta,2023-03-01,18,14,27,27,7,16,25,60,2,2,0,11,0,0,209
YUNCHARA,atencion odontologica,primera consulta,2023-03-01,4,9,60,58,12,19,19,34,5,5,0,1,0,0,226
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2023-03-01,0,0,1,1,1,0,0,1,1,1,0,0,0,0,6
ZUDAÑEZ,atencion odontologica,primera consulta,2023-03-01,3,5,8,7,2,3,7,10,1,0,0,5,0,0,51
ACACIO,atencion odontologica,primera consulta,2023-04-01,9,6,27,27,0,6,9,17,2,2,0,2,0,0,107
ACHACACHI,atencion odontologica,primera consulta,2023-04-01,15,17,51,46,15,34,50,101,26,23,0,34,0,4,416
ACHOCALLA,atencion odontologica,primera consulta,2023-04-01,99,98,88,85,8,23,35,121,15,16,0,42,0,15,645
AIQUILE,atencion odontologica,primera consulta,2023-04-01,5,5,24,10,2,4,10,33,4,4,0,9,0,1,111
ALALAY,atencion odontologica,primera consulta,2023-04-01,0,0,10,11,18,14,5,5,3,2,0,2,0,0,70
ALCALA,atencion odontologica,primera consulta,2023-04-01,9,9,10,7,10,4,12,24,5,7,0,3,0,1,101
ALTO BENI,atencion odontologica,primera consulta,2023-04-01,11,10,10,18,6,11,16,30,4,1,0,16,0,0,133
ANCORAIMES,atencion odontologica,primera consulta,2023-04-01,12,10,59,73,5,18,29,48,24,19,0,3,0,0,300
ANDAMARCA,atencion odontologica,primera consulta,2023-04-01,4,4,8,16,1,6,6,13,5,6,0,3,0,1,73
ANTEQUERA,atencion odontologica,primera consulta,2023-04-01,5,18,7,9,10,6,20,34,9,12,0,3,0,0,133
ANZALDO,atencion odontologica,primera consulta,2023-04-01,4,1,26,25,1,5,6,17,4,1,0,2,0,0,92
APOLO,atencion odontologica,primera consulta,2023-04-01,9,5,33,29,2,7,9,30,0,0,0,3,0,1,128
ARAMPAMPA,atencion odontologica,primera consulta,2023-04-01,3,1,23,15,12,12,4,9,2,1,0,3,0,5,90
ARANI,atencion odontologica,primera consulta,2023-04-01,2,2,5,5,1,6,11,3,1,0,0,0,0,0,36
ARBIETO,atencion odontologica,primera consulta,2023-04-01,52,48,83,70,16,21,53,115,11,13,0,16,0,11,509
ARQUE,atencion odontologica,primera consulta,2023-04-01,5,11,37,22,8,13,24,43,8,8,0,10,0,6,195
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2023-04-01,52,64,76,91,14,31,14,113,12,8,0,61,0,4,540
ATOCHA,atencion odontologica,primera consulta,2023-04-01,4,7,19,20,9,24,52,82,4,8,0,10,0,1,240
AUCAPATA,atencion odontologica,primera consulta,2023-04-01,4,5,8,18,6,7,24,24,3,2,0,1,0,4,106
AYATA,atencion odontologica,primera consulta,2023-04-01,7,9,22,21,8,18,49,65,10,6,0,9,0,4,228
AYO AYO,atencion odontologica,primera consulta,2023-04-01,2,3,9,4,5,14,13,25,1,5,0,1,0,1,83
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2023-04-01,26,19,53,57,16,17,33,60,4,9,0,4,0,4,302
AZURDUY,atencion odontologica,primera consulta,2023-04-01,0,1,7,12,5,6,5,31,1,2,0,6,0,0,76
BATALLAS,atencion odontologica,primera consulta,2023-04-01,10,10,33,41,15,17,25,52,11,7,0,6,0,0,227
BAURES,atencion odontologica,primera consulta,2023-04-01,0,1,7,7,3,2,8,12,1,1,0,0,0,0,42
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2023-04-01,0,1,1,0,2,0,1,4,3,0,0,0,0,0,12
BELEN DE URMIRI,atencion odontologica,primera consulta,2023-04-01,0,3,0,1,0,0,2,8,2,3,0,1,0,0,20
BELLA FLOR,atencion odontologica,primera consulta,2023-04-01,2,3,5,10,1,5,1,1,1,1,0,0,0,0,30
BERMEJO,atencion odontologica,primera consulta,2023-04-01,12,10,46,41,12,23,57,100,18,18,0,9,0,0,346
BETANZOS,atencion odontologica,primera consulta,2023-04-01,42,42,59,73,25,36,58,110,23,18,0,23,0,12,521
BOLIVAR,atencion odontologica,primera consulta,2023-04-01,2,2,1,2,1,3,2,5,2,2,0,0,0,4,26
BOLPEBRA,atencion odontologica,primera consulta,2023-04-01,0,4,4,5,0,2,0,2,0,0,0,1,0,1,19
BOYUIBE,atencion odontologica,primera consulta,2023-04-01,1,0,2,2,2,3,5,10,1,2,0,2,0,0,30
BUENA VISTA,atencion odontologica,primera consulta,2023-04-01,18,16,26,27,15,17,21,49,7,5,0,6,0,2,209
CABEZAS,atencion odontologica,primera consulta,2023-04-01,45,39,39,53,5,17,22,64,8,9,0,10,0,4,315
CAIROMA,atencion odontologica,primera consulta,2023-04-01,34,39,148,153,11,13,54,74,18,15,0,5,0,0,564
"CAIZA ""D""",atencion odontologica,primera consulta,2023-04-01,27,23,27,29,11,16,18,51,11,13,0,9,0,3,238
CAJUATA,atencion odontologica,primera consulta,2023-04-01,15,17,51,57,9,17,23,55,3,0,0,5,0,0,252
CALACOTO,atencion odontologica,primera consulta,2023-04-01,1,0,2,3,1,6,1,4,0,2,0,0,0,0,20
CALAMARCA,atencion odontologica,primera consulta,2023-04-01,13,25,23,42,18,20,31,48,2,7,0,5,0,2,236
CAMARGO,atencion odontologica,primera consulta,2023-04-01,14,16,51,64,2,8,21,45,5,6,0,10,0,1,243
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2023-04-01,1,1,2,4,1,5,13,24,8,6,0,1,0,0,66
CAMIRI,atencion odontologica,primera consulta,2023-04-01,33,15,58,62,7,27,46,130,12,13,0,21,0,2,426
CAPINOTA,atencion odontologica,primera consulta,2023-04-01,14,17,17,13,2,8,17,58,5,10,0,1,0,3,165
CAQUIAVIRI,atencion odontologica,primera consulta,2023-04-01,13,7,18,17,3,12,14,25,5,1,0,4,0,1,120
CARACOLLO,atencion odontologica,primera consulta,2023-04-01,24,25,51,57,12,30,51,120,21,18,0,26,0,3,438
CARANAVI,atencion odontologica,primera consulta,2023-04-01,25,28,100,123,44,42,59,85,8,6,0,14,0,11,545
CARANGAS,atencion odontologica,primera consulta,2023-04-01,0,1,1,2,0,0,1,6,2,5,0,1,0,0,19
CARAPARI,atencion odontologica,primera consulta,2023-04-01,17,10,76,89,17,27,43,87,6,9,0,5,0,0,386
CARIPUYO,atencion odontologica,primera consulta,2023-04-01,2,5,5,11,3,27,16,40,9,5,0,8,0,7,138
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2023-04-01,4,12,6,14,2,2,6,14,3,2,0,2,0,0,67
CATACORA,atencion odontologica,primera consulta,2023-04-01,1,4,2,4,4,2,2,14,0,2,0,2,0,1,38
CHACARILLA,atencion odontologica,primera consulta,2023-04-01,3,4,26,17,0,2,3,6,6,5,0,0,0,0,72
CHALLAPATA,atencion odontologica,primera consulta,2023-04-01,87,89,103,113,16,38,55,147,33,48,0,49,0,1,779
CHAQUI,atencion odontologica,primera consulta,2023-04-01,21,19,36,29,1,4,15,45,8,12,0,8,0,1,199
CHARAGUA,atencion odontologica,primera consulta,2023-04-01,10,8,28,18,15,27,30,112,8,4,0,7,0,2,269
CHARAÑA,atencion odontologica,primera consulta,2023-04-01,0,0,0,1,1,0,3,0,0,0,0,0,0,0,5
CHAYANTA,atencion odontologica,primera consulta,2023-04-01,30,28,49,61,7,20,29,51,13,14,0,8,0,3,313
CHIMORE,atencion odontologica,primera consulta,2023-04-01,12,14,43,35,18,25,20,71,13,14,0,2,0,3,270
CHIPAYA,atencion odontologica,primera consulta,2023-04-01,7,7,7,2,1,3,3,5,8,5,0,1,0,1,50
CHOQUE COTA,atencion odontologica,primera consulta,2023-04-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
CHUA COCANI,atencion odontologica,primera consulta,2023-04-01,0,1,1,0,1,1,1,5,2,0,0,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2023-04-01,31,31,80,78,4,9,18,29,1,2,0,2,0,5,290
CHUMA,atencion odontologica,primera consulta,2023-04-01,12,8,37,40,9,19,22,39,12,13,0,1,0,2,214
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2023-04-01,2,1,11,21,4,2,11,22,4,3,0,1,0,1,83
CKOCHAS,atencion odontologica,primera consulta,2023-04-01,28,22,79,65,22,30,56,98,37,30,0,18,0,5,490
CLIZA,atencion odontologica,primera consulta,2023-04-01,7,10,24,16,8,4,31,53,4,7,0,6,0,0,170
COBIJA,atencion odontologica,primera consulta,2023-04-01,137,134,91,100,23,51,114,259,20,14,0,97,0,36,1076
COCAPATA,atencion odontologica,primera consulta,2023-04-01,24,27,45,55,18,32,38,91,12,14,0,20,0,10,386
COCHABAMBA,atencion odontologica,primera consulta,2023-04-01,189,183,259,287,90,152,512,1069,154,157,0,109,0,53,3214
COIPASA,atencion odontologica,primera consulta,2023-04-01,1,0,1,1,2,1,3,3,4,0,0,0,0,0,16
COLCAPIRHUA,atencion odontologica,primera consulta,2023-04-01,10,15,33,40,5,22,33,75,5,14,0,14,0,15,281
"COLCHA ""K""",atencion odontologica,primera consulta,2023-04-01,10,11,21,33,4,12,11,41,5,5,0,7,0,1,161
COLLANA,atencion odontologica,primera consulta,2023-04-01,3,4,5,6,1,2,6,12,1,1,0,0,0,0,41
COLOMI,atencion odontologica,primera consulta,2023-04-01,20,21,68,48,13,15,19,43,3,8,0,16,0,2,276
COLPA BELGICA,atencion odontologica,primera consulta,2023-04-01,4,3,7,3,6,7,23,22,1,0,0,0,0,0,76
COLQUECHACA,atencion odontologica,primera consulta,2023-04-01,12,19,71,78,50,44,32,60,6,14,0,10,0,4,400
COLQUENCHA,atencion odontologica,primera consulta,2023-04-01,19,26,35,20,10,14,13,37,1,1,0,7,0,0,183
COLQUIRI,atencion odontologica,primera consulta,2023-04-01,14,15,43,40,21,16,66,91,20,26,0,11,0,4,367
COMANCHE,atencion odontologica,primera consulta,2023-04-01,2,1,24,25,1,1,3,11,2,1,0,2,0,0,73
COMARAPA,atencion odontologica,primera consulta,2023-04-01,11,13,38,46,11,28,35,101,8,4,0,60,0,5,360
COMBAYA,atencion odontologica,primera consulta,2023-04-01,0,1,2,3,2,0,6,11,2,3,0,0,0,0,30
CONCEPCION,atencion odontologica,primera consulta,2023-04-01,13,19,12,12,2,6,8,17,3,5,0,27,0,0,124
COPACABANA,atencion odontologica,primera consulta,2023-04-01,7,7,37,32,5,4,16,17,14,9,0,0,0,0,148
CORIPATA,atencion odontologica,primera consulta,2023-04-01,16,9,31,25,4,16,16,36,2,0,0,5,0,5,165
CORO CORO,atencion odontologica,primera consulta,2023-04-01,4,1,28,43,9,13,13,30,2,7,0,0,0,2,152
COROICO,atencion odontologica,primera consulta,2023-04-01,12,20,33,34,11,10,12,29,3,1,0,4,0,0,169
CORQUE,atencion odontologica,primera consulta,2023-04-01,4,6,50,49,6,12,9,33,7,12,0,4,0,0,192
COTAGAITA,atencion odontologica,primera consulta,2023-04-01,29,21,101,78,20,26,54,76,11,19,0,20,0,0,455
COTOCA,atencion odontologica,primera consulta,2023-04-01,48,66,24,23,4,18,6,74,17,8,0,35,0,7,330
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2023-04-01,0,0,1,0,0,0,0,0,2,2,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,primera consulta,2023-04-01,18,19,32,41,3,19,17,52,8,1,0,15,0,8,233
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2023-04-01,3,5,25,18,1,2,7,10,1,3,0,0,0,0,75
CUEVO,atencion odontologica,primera consulta,2023-04-01,4,6,9,8,5,9,11,32,4,3,0,2,0,0,93
CULPINA,atencion odontologica,primera consulta,2023-04-01,7,6,12,20,8,28,26,78,6,3,0,11,0,0,205
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2023-04-01,1,0,3,4,2,5,4,8,3,5,0,0,0,0,35
CURVA,atencion odontologica,primera consulta,2023-04-01,1,0,2,2,1,3,3,9,0,1,0,2,0,0,24
DESAGUADERO,atencion odontologica,primera consulta,2023-04-01,3,1,7,9,0,4,3,13,2,4,0,0,0,0,46
EL ALTO,atencion odontologica,primera consulta,2023-04-01,417,459,484,547,174,269,301,1224,109,93,0,508,0,62,4647
EL CHORO,atencion odontologica,primera consulta,2023-04-01,3,5,13,10,3,6,16,26,7,10,0,3,0,3,105
EL PUENTE(STC),atencion odontologica,primera consulta,2023-04-01,50,32,20,26,6,10,24,58,15,14,0,7,0,1,263
EL PUENTE(TJA),atencion odontologica,primera consulta,2023-04-01,7,9,54,42,11,19,33,89,9,13,0,4,0,0,290
EL TORNO,atencion odontologica,primera consulta,2023-04-01,187,162,83,81,24,37,66,145,66,69,0,84,0,53,1057
EL VILLAR,atencion odontologica,primera consulta,2023-04-01,36,35,24,19,7,4,10,25,3,2,0,1,0,1,167
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2023-04-01,25,33,135,120,27,38,39,117,6,9,0,5,0,0,554
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2023-04-01,15,21,44,43,10,18,36,80,45,44,0,2,0,2,360
ESCARA,atencion odontologica,primera consulta,2023-04-01,0,0,1,1,1,0,1,3,0,0,0,1,0,0,8
ESCOMA,atencion odontologica,primera consulta,2023-04-01,3,4,24,24,13,16,15,22,11,4,0,4,0,1,141
ESMERALDA,atencion odontologica,primera consulta,2023-04-01,2,0,1,1,0,0,1,4,1,1,0,0,0,0,11
EUCALIPTUS,atencion odontologica,primera consulta,2023-04-01,9,8,9,15,1,5,4,14,5,4,0,4,0,0,78
EXALTACION,atencion odontologica,primera consulta,2023-04-01,1,6,6,8,5,2,6,12,1,0,0,0,0,0,47
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2023-04-01,8,12,62,65,15,13,13,72,28,37,0,17,0,1,343
FILADELFIA,atencion odontologica,primera consulta,2023-04-01,8,10,15,14,1,5,11,18,1,1,0,6,0,2,92
GAIOC JATUN AYLLU YURA,atencion odontologica,primera consulta,2023-04-01,3,5,5,8,8,3,9,28,8,4,0,2,0,2,85
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2023-04-01,27,32,16,20,5,22,9,61,3,5,0,25,0,3,228
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2023-04-01,14,7,17,19,5,12,34,24,13,6,0,5,0,1,157
GUANAY,atencion odontologica,primera consulta,2023-04-01,30,21,37,41,6,17,13,32,7,5,0,14,0,3,226
GUAQUI,atencion odontologica,primera consulta,2023-04-01,23,7,16,18,8,7,19,46,14,14,0,10,0,1,183
GUAYARAMERIN,atencion odontologica,primera consulta,2023-04-01,33,26,41,41,16,30,30,82,12,8,0,28,0,5,352
GUTIERREZ,atencion odontologica,primera consulta,2023-04-01,9,11,8,3,7,3,9,29,1,1,0,9,0,1,91
HUACARAJE,atencion odontologica,primera consulta,2023-04-01,4,2,11,4,1,4,10,20,2,3,0,3,0,0,64
HUACARETA,atencion odontologica,primera consulta,2023-04-01,3,6,12,15,7,9,22,28,5,0,0,4,0,0,111
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2023-04-01,2,0,4,7,1,6,3,13,1,0,0,1,0,0,38
