,group,variable,month,8. NACIDOS VIVOS ATENDIDOS POR OTROS SERV/DOM,8. NACIDOS VIVOS ATENDIDOS POR OTROS SERV/DOM,TOTALES,TOTALES,TOTALES
CORIPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
COTOCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,8,0,8,8
HUANUNI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
LA ASUNTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
MAIRANA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
MAPIRI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
MIZQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
ORURO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,11,0,11,11
PAMPA GRANDE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
PAPEL PAMPA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
POROMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,5,0,5,5
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
SAIPINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
SAN CARLOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
SENA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,6,0,6,6
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
TAPACARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
UMALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
VACAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,2,0,2,2
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,3,0,3,3
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,3,0,3,3
WARNES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-06-01,0,1,0,1,1
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
APOLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
ARBIETO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,3,0,3,3
BATALLAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
BOYUIBE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
CALACOTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
CAMARGO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,2,0,2,2
CARAPARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,5,0,5,5
COBIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,5,0,5,5
COLOMI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,9,0,9,9
EL PUENTE(STC),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
FILADELFIA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
GUTIERREZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,2,0,2,2
ORURO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,5,0,5,5
PAMPA GRANDE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,4,0,4,4
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,2,0,2,2
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
RAVELO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
RIBERALTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
RURRENABAQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SACABA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SAN RAMON SCZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,2,0,2,2
SANTA ANA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,4,0,4,4
SENA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,7,0,7,7
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,2,0,2,2
TARATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
TINGUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,3,0,3,3
TUPIZA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
VACAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
VILLA MONTES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,1,0,1,1
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-07-01,0,3,0,3,3
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,2,0,2,2
APOLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
ATOCHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,3,0,3,3
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
CALACOTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
CARACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,4,0,4,4
"COLCHA ""K""",recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
COLOMI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
COMARAPA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
COTOCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
CULPINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,10,0,10,10
EL TORNO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
ICHOCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,4,0,4,4
LAJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
MACHACAMARCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
MALLA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
ORURO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,13,0,13,13
POCOATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
PORTACHUELO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,3,0,3,3
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,3,0,3,3
SACABA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
SACACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,3,0,3,3
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,2,0,2,2
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,6,0,6,6
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,2,0,2,2
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
TOTORA(ORR),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,2,0,2,2
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,2,0,2,2
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-08-01,0,1,0,1,1
APOLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
CAMARGO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,3,0,3,3
COBIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,6,0,6,6
COLOMI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
COTOCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,8,0,8,8
INCAHUASI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
LA ASUNTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,4,0,4,4
LLALLAGUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
MAIRANA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
ORURO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,14,0,14,14
PAMPA GRANDE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
POROMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
PUCARANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SACABA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,3,0,3,3
SACACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SAN JULIAN,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SAN LORENZO(PND),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,7,0,7,7
SENA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,6,0,6,6
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
VILLA CHARCAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,2,0,2,2
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,4,0,4,4
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-09-01,0,1,0,1,1
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
APOLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,3,0,3,3
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
CARANAVI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,7,0,7,7
CHARAGUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
CHAYANTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,8,0,8,8
COLCAPIRHUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
COLQUECHACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,3,0,3,3
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,4,0,4,4
EUCALIPTUS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
GUTIERREZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
HUMANATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
LA ASUNTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,7,0,7,7
LAJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
LLALLAGUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
ORURO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,11,0,11,11
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
PUNATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,5,0,5,5
RURRENABAQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
SABAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
SACABA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
SACACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,7,0,7,7
SANTA ROSA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
SENA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,3,0,3,3
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,7,0,7,7
UMALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
VACAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,2,0,2,2
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,3,0,3,3
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-10-01,0,1,0,1,1
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,2,0,2,2
ARBIETO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,1,0,1,1
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,3,0,3,3
CABEZAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,2,0,2,2
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,3,0,3,3
CARIPUYO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,6,0,6,6
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,2,0,2,2
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,2,0,2,2
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por otros,2024-11-01,0,6,0,6,6
