municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,27,27
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,3,3
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,3,3
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,3,3
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SAN RAMON BENI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-09-01,3,3
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,3,3
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,26,26
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,4,4
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,7,7
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,4,4
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-10-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,17,17
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,2,2
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,5,5
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,5,5
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-11-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,18,18
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,3,3
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,4,4
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,2,2
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
MONTERO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,6,6
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,5,5
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,2,2
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2018-12-01,1,1
