,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,7,1,8
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,3,3
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,9,3,12
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,3,1,4
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,3,1,4
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,4,0,4
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,89,61,150
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,3,0,3
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,10,6,16
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,5,2,7
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,0,2
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,11,2,13
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,2,1,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,7,2,9
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,6,2,8
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-04-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,1,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,1,2
ARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
AZURDUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,1,3
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,1,1
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,3,5
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,1,2
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,0,2
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,5,7
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,21,12,33
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,2,4
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,20,15,35
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,4,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,3,2,5
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,1,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,2,4
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,4,4
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,22,5,27
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,9,5,14
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,6,4,10
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,3,2,5
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,7,1,8
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,5,1,6
PUNA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,6,4,10
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,4,1,5
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,1,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,2,3
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,3,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,80,62,142
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,4,8,12
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,0,2
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,21,12,33
URUBICHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,2,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,0,1,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,10,4,14
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,5,4,9
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,2,3,5
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-05-01,1,0,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,0,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,1,3
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,3,1,4
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,9,2,11
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,7,4,11
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,15,8,23
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,3,2,5
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,0,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,8,1,9
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,2,3
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,23,11,34
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,4,1,5
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,2,3
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,4,0,4
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,4,0,4
HUACARETA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,0,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,5,3,8
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,14,7,21
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,4,2,6
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,10,1,11
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,1,2
POCONA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,2,2
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,5,6,11
PUNA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,3,5,8
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,5,0,5
SAN BUENA VENTURA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,3,3
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,95,45,140
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,2,3
SORACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,1,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,5,7,12
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,8,3,11
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,4,2,6
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,11,5,16
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,1,2
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,2,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,4,1,5
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,5,0,5
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,1,4,5
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-06-01,2,0,2
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,1,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,3,4
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,7,9,16
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,2,4
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,11,15,26
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,4,2,6
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,20,12,32
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,4,3,7
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,3,4,7
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,9,6,15
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,2,2
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,9,2,11
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,5,1,6
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,5,3,8
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,4,1,5
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,3,5
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,7,1,8
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,3,1,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,3,1,4
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,2,2
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,94,60,154
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,3,1,4
SICA SICA (VILLA AROMA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,8,3,11
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,6,2,8
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,2,0,2
TOLATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,3,3,6
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,4,2,6
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,1,3,4
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,3,0,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,6,2,8
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,4,2,6
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-07-01,5,3,8
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-08-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2017-08-01,0,1,1
