,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,10,13
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,5,2,7
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,179,140,319
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,9,12
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,6,9
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,4,10
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,4,7
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,22,25,47
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,6,10
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,0,4
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,5,4,9
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,2,3
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,2,4
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,5,7,12
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,3,7
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,0,2
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,2,3
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,2,2
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,15,21
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,6,10
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,1,5
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,5,6,11
POSTRER VALLE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,170,49,219
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,5,9
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,8,6,14
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,0,3
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,1,3
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,12,18
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,0,4
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,17,2,19
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,62,22,84
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,14,20
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,20,17,37
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,72,69,141
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,1,4
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,2,5
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,2,4
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,51,43,94
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,5,9
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,8,12
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,1,4
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,44,46,90
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,0,2
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,5,9
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,3,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,3,4
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,1,4
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,2,5
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,16,16,32
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,2,3
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,8,8,16
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,10,16,26
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,9,7,16
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,2,3
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,3,9
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,0,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,7,13
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,2,5
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,37,18,55
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,7,11
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,22,25,47
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,5,8
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,16,11,27
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,9,8,17
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,2,2
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,0,1
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,2,3
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,572,521,1093
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,1,5
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,7,9,16
SANTIAGO DE CALLAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,0,1
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,3,7
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,1,2
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,1,2
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,1,3
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,3,3
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,19,11,30
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,2,3
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,12,7,19
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,3,5
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,4,6
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,9,2,11
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,184,227,411
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,1,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,0,1
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,2,8
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,2,5
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,5,6,11
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,14,14,28
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,0,2
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,84,63,147
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,5,15,20
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,7,6,13
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,13,6,19
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,17,5,22
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,19,14,33
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,0,1
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,0,3
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,4,6
TODOS SANTOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,1,2
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,1,3
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,0,3
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,4,8
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,5,8
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,2,5
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,7,9,16
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,2,5
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,58,35,93
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,13,8,21
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,0,3
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,12,12,24
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,1,2
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,9,8,17
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,16,8,24
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,13,12,25
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,4,7
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,33,25,58
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,2,1,3
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,10,8,18
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,68,50,118
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,8,11,19
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,13,17,30
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,6,7,13
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,8,12
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,1,2
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,52,31,83
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,109,80,189
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,3,1,4
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,3,7
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,74,64,138
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,0,2,2
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,4,1,5
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,1,5,6
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-03-01,15,11,26
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,11,3,14
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,2,7
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,9,12
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,7,3,10
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,6,6
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,1,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,6,3,9
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,1,1
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,5,8
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,3,7
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,9,4,13
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,2,3
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,0,5
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,10,5,15
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,11,12,23
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,4,7
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,1,1
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,15,14,29
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,0,3
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,13,6,19
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,15,13,28
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,2,4
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,6,14
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,1,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,9,14
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,7,8,15
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,11,6,17
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,59,41,100
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,3,6
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,4,8
CATACORA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,12,6,18
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,4,8
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,10,3,13
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,6,10
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,6,14
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,4,6
CHUA COCANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,3,6
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,11,6,17
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,4,12
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,3,4
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,10,15
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,46,20,66
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,5,8
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,150,140,290
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,11,18,29
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,0,4
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,5,7
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,9,11,20
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,2,6
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,7,6,13
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,5,10
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,7,8
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,6,1,7
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,6,7,13
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,6,1,7
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,43,9,52
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,11,9,20
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,1,1
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,2,4
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,3,8
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,1,5
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,2,3
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,234,239,473
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,2,3
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,6,11
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,41,42,83
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,3,11
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,21,9,30
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,6,6,12
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,6,2,8
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,4,8
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,10,0,10
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,12,13,25
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,4,7
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,7,9
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,1,3
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,33,6,39
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,3,5
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,2,5
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,6,14
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,2,5
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,2,4
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,4,8
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,18,10,28
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,54,53,107
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,299,288,587
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,0,2
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,6,10
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,31,14,45
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,2,2,4
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,10,14
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,0,4
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,5,9
MALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,2,10
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,2,10
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,9,13
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,1,2
MOJINETE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,0,1,1
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,2,6
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,23,19,42
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,65,82,147
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,8,6,14
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,7,1,8
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,161,127,288
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,7,10
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,5,2,7
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,7,3,10
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,19,19,38
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,1,5
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,0,3
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,3,1,4
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,2,3
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,1,0,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2017-04-01,4,9,13
