,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
BELLA FLOR,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,2,4
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,6,3,9
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,0,2
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,3,0,3
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,10,1,11
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
CORO CORO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,9,4,13
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,3,5
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,1,3
HUACARETA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,1,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,5,7
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
MECAPACA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,4,3,7
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
PAZÑA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,4,4,8
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,0,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
SAN ANDRES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,1,2
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,5,0,5
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,2,3
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,37,41,78
SENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,3,5
TACOPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
TARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,4,2,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,3,0,3
UYUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,1,0,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,3,1,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-05-01,3,1,4
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,2,0,2
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,4,7,11
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,7,6,13
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,11,7,18
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,5,5
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,5,4,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,3,3,6
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,2,2
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,6,5,11
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,3,3,6
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
POOPO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,7,3,10
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,4,1,5
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,2,2,4
SAN ANDRES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,2,2
SAN MATIAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,2,1,3
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,48,32,80
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,2,0,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,7,5,12
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,5,0,5
TOLATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,3,2,5
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,5,2,7
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,0,1,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-06-01,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,1,2
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,7,3,10
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,1,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,5,1,6
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,1,2
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,11,9,20
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,1,3
EUCALIPTUS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,6,0,6
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,4,5,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,0,3
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,0,2
LURIBAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,8,3,11
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,0,2,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,3,4
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,5,1,6
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,0,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,5,2,7
SAN ANDRES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,0,3
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,66,28,94
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,0,3
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,4,0,4
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,2,3
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,1,2
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,0,2
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,3,0,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,5,0,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,1,3
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-07-01,2,0,2
ACACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,2,0,2
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,4,2,6
CARIPUYO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,2,3
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,2,3
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
COLOMI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,2,2,4
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,7,5,12
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,2,1,3
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,4,0,4
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,5,4,9
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,2,0,2
MAIRANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
MOCOMOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,7,2,9
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,7,3,10
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
PORVENIR,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,3,2,5
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,2,3,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,5,5,10
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,3,0,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,2,3
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,46,32,78
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,3,3,6
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,3,3,6
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,4,2,6
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,3,1,4
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,1,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,4,0,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,5,2,7
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,3,4,7
YOTALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-08-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,0,1,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,5,2,7
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,1,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
COCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,5,3,8
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,3,1,4
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,1,3
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,3,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,13,8,21
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,1,3,4
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,0,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,1,3
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,2,2,4
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2017-09-01,4,4,8
