,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,12,3,15
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,2,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,1,1
SAN JOAQUIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,18,16,34
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,6,2,8
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,2,2,4
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,2,0,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,1,2
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-08-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,1,2
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,1,2
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,5,6,11
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,15,6,21
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,21,26,47
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
OKINAWA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,3,0,3
PAMPA GRANDE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,8,1,9
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
QUIABAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,2,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,2,3,5
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,18,8,26
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,1,2
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,3,4
TORO TORO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,2,1,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-09-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,3,0,3
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,15,8,23
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,13,9,22
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,24,20,44
LICOMA PAMPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,5,3,8
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,2,2
POCOATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,3,4,7
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,15,13,28
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,2,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,3,0,3
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,0,1,1
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-10-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,10,18,28
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,2,0,2
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,12,6,18
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,2,0,2
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,13,6,19
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,1,2
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,4,0,4
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,8,3,11
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,2,1,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,2,0,2
SACABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,24,17,41
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,5,0,5
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,2,0,2
TACOBAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-11-01,0,2,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,3,1,4
COPACABANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,2,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,5,4,9
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,2,3
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,14,12,26
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
LORETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,3,0,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,2,3,5
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,2,0,2
PRESTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,12,4,16
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,2,1,3
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2017-12-01,0,1,1
