,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,1,3
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,3,0,3
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,9,3,12
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,4,6
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,3,1,4
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,2,4
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,7,1,8
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,14,2,16
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,0,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,0,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,6,1,7
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,5,7
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
PAMPA AULLAGAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
POOPO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,5,0,5
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,5,1,6
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,3,3
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,5,2,7
REYES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,5,2,7
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,3,1,4
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
SAN RAMON BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,73,60,133
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,2,3
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,7,2,9
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,1,2
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,4,0,4
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,9,1,10
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,1,3
VILLA RIVERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,2,0,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,4,2,6
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,5,2,7
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,6,1,7
YUNCHARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-04-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,2,2
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
ARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,4,7
AZURDUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,4,6
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,2,4
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,5,5,10
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,12,12,24
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
COMBAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,13,7,20
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,4,5
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,2,4
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,3,5
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,2,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,23,14,37
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
MACHACAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
MAGDALENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,7,3,10
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,3,6
PAPEL PAMPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,4,1,5
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,4,3,7
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,2,4
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,0,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,1,4
SACACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,2,5
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,2,5
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,58,56,114
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,0,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,1,3
SORACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,4,5
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,4,1,5
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,9,4,13
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
UYUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,0,1,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,7,3,10
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,5,4,9
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,2,2,4
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-05-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
AYO AYO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,3,1,4
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,0,2
BOLPEBRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,3,0,3
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,8,2,10
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,7,4,11
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,14,10,24
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,3,1,4
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,0,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,3,4
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,17,9,26
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,4,0,4
ESCOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,2,2
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,1,3
GUAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,3,0,3
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
HUACARETA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,3,8
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,14,10,24
MECAPACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,0,5
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,0,2
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,0,2
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,2,7
PUERTO CARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,2,2
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,4,6,10
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
QUIABAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,2,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,2,3
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,1,6
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,1,3
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,73,49,122
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,2,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,4,3,7
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,6,4,10
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,3,2,5
TIRAQUE (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
TOLATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,4,5,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,0,3,3
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,2,7
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,1,6
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-06-01,5,3,8
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,1,2
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
BAURES,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,0,2,2
CARACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,4,8,12
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,0,1,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,0,2,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,2,0,2
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,3,3,6
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,9,9,18
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,0,1,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,14,8,22
EL CHORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,4,2,6
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
FILADELFIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2017-07-01,2,1,3
