,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,1,1,2
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,7,6,13
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,12,2,14
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,4,4,8
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,1,4
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
BAURES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,1,2
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,6,2,8
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,0,3
CHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,0,3
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,4,0,4
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,20,15,35
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,2,3
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,0,3
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,18,14,32
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,6,8
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,4,1,5
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,1,4
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,9,1,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,33,16,49
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,7,2,9
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,4,8,12
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,1,2
PAMPA AULLAGAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,1,2
POOPO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,69,25,94
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,7,1,8
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,3,3
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,8,3,11
REYES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,6,2,8
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,2,5
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,2,2
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,3,1,4
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
SAN RAMON BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,92,67,159
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,1,3
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,9,4,13
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,1,2
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,6,2,8
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,11,2,13
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,1,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,4,2,6
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,6,1,7
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,7,2,9
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-04-01,1,0,1
ACACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,3,3
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,3,4,7
AZURDUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,4,4,8
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
CALAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,2,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,3,3,6
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,0,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,4,5,9
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,25,15,40
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
COMBAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,30,17,47
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,4,6
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,1,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,4,5
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,32,22,54
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,12,3,15
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,7,4,11
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,3,0,3
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,3,3,6
PAPEL PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,99,26,125
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,5,1,6
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,7,5,12
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,4,2,6
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,0,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,5,2,7
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,2,4
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,3,2,5
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,77,67,144
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SANTIVAÑES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,0,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,1,3
SORACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,5,7,12
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,0,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,4,1,5
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,1,2
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,8,7,15
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,0,2
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,3,4
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,0,1,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,7,3,10
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,5,4,9
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,2,3,5
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-05-01,1,0,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
AYO AYO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,3,1,4
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,1,2
BOLPEBRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,1,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,3,0,3
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,6,2,8
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,1,2
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,7,4,11
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,23,9,32
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,4,2,6
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,3,0,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,0,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,7,1,8
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,3,4
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,22,15,37
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,4,1,5
ESCOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,2,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,1,3
GUAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,3,0,3
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
HUACARETA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,0,2
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,2,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,6,3,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,22,13,35
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,5,1,6
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,8,1,9
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,1,2
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,1,3
PAPEL PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
POCONA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,89,22,111
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,2,2
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,5,6,11
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,1,2
QUIABAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,4,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,2,3
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,5,1,6
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,1,1
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,0,2
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,1,3
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,0,2,2
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2017-06-01,1,0,1
