,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-03-01,14,74,14,74,88
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2020-03-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2020-03-01,5,28,5,28,33
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2020-03-01,2,1,2,1,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2020-03-01,2,2,2,2,4
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-03-01,58,127,58,127,185
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,24,1,24,25
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,3,0,3,3
APOLO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,3,14,3,14,17
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,3,1,3,4
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,6,3,6,3,9
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,18,53,18,53,71
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,9,9,9,9,18
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,3,5,3,5,8
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,19,50,19,50,69
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,15,65,15,65,80
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,0,0,0,0
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,10,1,10,11
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,8,29,8,29,37
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,5,11,5,11,16
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,2,6,2,6,8
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,39,92,39,92,131
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,147,432,147,432,579
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,7,10,7,10,17
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,6,0,6,6
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,5,14,5,14,19
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,13,0,13,13
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,88,541,88,541,629
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,1,1,1,2
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,1,1,1,2
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,3,1,3,4
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,7,0,7,7
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,4,1,4,5
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,3,1,3,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,130,447,130,447,577
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,5,5,5,5,10
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,3,7,3,7,10
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,3,11,3,11,14
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,29,48,29,48,77
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,38,107,38,107,145
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,2,0,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,95,210,95,210,305
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,13,20,13,20,33
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,6,1,6,1,7
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,20,74,20,74,94
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,2,0,2,0,2
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,2,0,2,2
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,4,0,4,4
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,5,8,5,8,13
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,25,68,25,68,93
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,18,60,18,60,78
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,7,56,7,56,63
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,27,100,27,100,127
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,2,4,2,4,6
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,14,12,14,12,26
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,22,70,22,70,92
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,2,9,2,9,11
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,2,14,2,14,16
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,19,29,19,29,48
SAN JAVIER(BNI),internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,1,1,1,2
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,2,2,2,2,4
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,0,1,0,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,119,754,119,754,873
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,3,0,3,3
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
SHINAOTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,68,94,68,94,162
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,8,10,8,10,18
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,66,158,66,158,224
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,0,1,0,1
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,19,19,19,19,38
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,223,272,223,272,495
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,8,19,8,19,27
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,4,1,4,1,5
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,1,20,1,20,21
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,11,33,11,33,44
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,4,54,4,54,58
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,3,24,3,24,27
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-04-01,39,98,39,98,137
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,14,1,14,15
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,5,0,5,5
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,0,1,0,1
ARBIETO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,3,13,3,13,16
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,6,2,6,8
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,29,64,29,64,93
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,4,10,4,10,14
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,12,66,12,66,78
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,27,2,27,29
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,0,0,0,0
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,8,0,8,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,6,19,6,19,25
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,2,0,2,2
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,5,2,5,7
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,24,113,24,113,137
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,168,506,168,506,674
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,5,9,5,9,14
COLOMI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,12,0,12,12
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,9,13,9,13,22
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,3,2,3,2,5
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,192,525,192,525,717
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,2,0,2,2
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,1,1,1,2
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,3,3,3,3,6
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,7,0,7,7
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,157,580,157,580,737
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,4,2,4,6
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,5,1,5,1,6
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,2,0,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,8,7,8,7,15
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,3,6,3,6,9
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,21,50,21,50,71
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,45,249,45,249,294
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,88,277,88,277,365
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,16,16,16,16,32
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,7,0,7,0,7
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,12,95,12,95,107
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,5,8,5,8,13
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,22,79,22,79,101
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,20,79,20,79,99
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,16,53,16,53,69
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,3,1,3,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,19,104,19,104,123
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,3,0,3,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,8,2,8,10
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,24,47,24,47,71
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,0,1,0,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,3,2,3,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,3,6,3,6,9
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,13,22,13,22,35
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,3,0,3,3
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,23,0,23,23
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,66,645,66,645,711
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,2,0,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,1,1,1,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,63,110,63,110,173
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,7,10,7,10,17
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,69,154,69,154,223
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,0,0,0,0
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,0,3,0,3,3
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,58,27,58,27,85
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,20,80,20,80,100
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,18,2,18,20
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,8,7,8,7,15
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,4,29,4,29,33
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,9,27,9,27,36
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,7,86,7,86,93
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,2,10,2,10,12
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,1,11,1,11,12
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-05-01,34,65,34,65,99
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,20,1,20,21
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,4,1,4,5
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,3,6,3,6,9
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,2,4,2,4,6
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,22,74,22,74,96
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,2,4,2,4,6
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,16,40,16,40,56
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,5,21,5,21,26
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,0,0,0,0
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,4,1,4,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,17,6,17,23
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,1,0,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,34,100,34,100,134
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,126,418,126,418,544
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,19,6,19,25
COLOMI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,7,1,7,8
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,5,12,5,12,17
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,5,0,5,5
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,280,547,280,547,827
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,21,1,21,22
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,3,0,3,3
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,0,0,0,0
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,1,0,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,3,8,3,8,11
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,0,1,0,1
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,1,0,1,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,3,0,3,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,164,736,164,736,900
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,2,5,2,5,7
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,2,0,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,3,0,3,3
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,6,1,6,7
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,21,27,21,27,48
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,55,138,55,138,193
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,2,0,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,58,287,58,287,345
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,11,31,11,31,42
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,0,1,0,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,3,23,3,23,26
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,14,97,14,97,111
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,3,8,3,8,11
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,11,57,11,57,68
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,21,70,21,70,91
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,26,51,26,51,77
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,0,1,0,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,10,75,10,75,85
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,2,6,2,6,8
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,4,5,4,5,9
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,10,51,10,51,61
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,0,1,0,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,5,7,5,7,12
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,2,9,2,9,11
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,11,6,11,17
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,8,1,8,1,9
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,3,10,3,10,13
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,3,0,3,3
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,89,459,89,459,548
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,3,1,3,4
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,3,1,3,4
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,2,4,2,4,6
SORACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,59,80,59,80,139
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,12,6,12,18
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,57,98,57,98,155
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,0,0,0,0
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,2,0,2,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,5,0,5,0,5
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,278,314,278,314,592
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,7,10,7,10,17
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,4,12,4,12,16
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,27,6,27,33
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,5,14,5,14,19
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,84,6,84,90
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,6,11,6,11,17
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,0,0,0,0,0
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,1,12,1,12,13
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2020-06-01,18,70,18,70,88
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,1,20,1,20,21
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,2,15,2,15,17
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,6,0,6,6
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,2,1,2,1,3
BELLA FLOR,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,7,44,7,44,51
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,2,12,2,12,14
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,13,36,13,36,49
CARACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,2,0,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,2,41,2,41,43
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,0,0,0,0
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,2,8,2,8,10
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,2,22,2,22,24
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,3,2,3,2,5
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,0,11,0,11,11
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2020-07-01,96,171,96,171,267
